# Equipacion de cada personaje, para ensenarlo de cuerpo.
# identidad = el valor del campo 0xBA162C11 de la partida.
# icono = fichero de datos/iconos/.../10_icon_chr/uniform/<icono>_00_l.png
# Lo genera herramientas/construir_equipacion_jugador.py (NOTAS O-76).
identidad,icono
2DF7E000,u117401_10
2DFE5B58,u117401_10
2E047102,u117401_10
2E0FA954,u031301_10
2E128455,u060901_10
2E1A7B28,u050101_10
2E2ADDD0,u115101_10
2E38ED70,u117401_10
2E501BC2,u117401_10
2E73346E,u117401_10
2E812820,u111501_10
2E8684A1,u081101_10
2E8FB5A6,u115101_10
2EA82D61,u117401_10
2EA8A22C,u040901_10
2EAA4E6F,u117401_10
2EC40365,u115101_10
2EDC4EF8,u117401_10
2EDD0B03,u117401_10
2EE0D28A,u117401_10
2EEB69E6,u117201_10
2F1714A0,u011401_10
2F1F6134,u117401_10
2F22B8BD,u117401_10
2F44EE96,u081101_10
2F4EF0F2,u061401_10
2F682458,u117401_10
2F6A4756,u117401_10
2F6AC81B,u040101_10
2F7A476F,u111001_10
2F853C88,u010301_10
2F8D4641,u112501_10
2F9FF28B,u115101_10
2FB15E59,u117401_10
2FB34868,u010101_10
2FBA860F,u030401_10
2FC61B35,u117401_10
2FCDC363,u031301_10
2FD0EE62,u060901_10
2FE8B7E7,u115101_10
2FF48419,u020101_10
2FFA8747,u117401_10
30009285,u117401_10
3014BB3C,u111201_10
3016E89F,u117401_10
301D30C9,u032301_10
302A74ED,u117401_10
302F1896,u051101_10
302F80BD,u030501_10
3038444D,u115101_10
3055406F,u117401_10
3055CF22,u010101_10
3061ADF3,u117401_10
30664B2F,u110101_10
30679D41,u010201_10
307CF6F4,u110101_10
30B2F63D,u115101_10
30B8D7F2,u117401_10
30BA3BB1,u040501_10
30BAB4FC,u117401_10
30CF929E,u117401_10
30D2BF9F,u010101_10
30E0C524,u051701_10
30F24B17,u117401_10
310DF8A9,u117401_10
3110D5A8,u117401_10
3123B9D2,u021501_10
31280360,u115101_10
312F7F8B,u041801_10
31302120,u117401_10
313364EF,u115101_10
3168DEF2,u111001_10
3178DECB,u117401_10
317ABDC5,u117401_10
3181DF0F,u020801_10
318A8814,u041101_10
31972A58,u117401_10
3197A515,u010101_10
319CF20E,u070201_10
31A3C7C4,u117401_10
31A81F92,u030101_10
31C2F8B2,u117401_10
31D482A8,u117401_10
31D6D10B,u111201_10
31DF5AFE,u032301_10
31E81EDA,u117401_10
31E878F2,u081301_10
31ED72A1,u051101_10
31FA2E7A,u115101_10
3203AD98,u115101_10
320CB039,u117401_10
3213717B,u010201_10
322713AA,u117401_10
322CCBFC,u030301_10
325056C6,u117401_10
32542427,u080601_10
325B8E90,u031901_10
326A8DDE,u110701_10
326CCAB4,u117401_10
327C1657,u115101_10
327EFA14,u115101_10
327F77D7,u117401_10
3283AC1E,u110101_10
32892CC7,u117401_10
329B7F5D,u050601_10
32A95702,u031201_10
32B47A03,u061101_10
32B4F54E,u117401_10
32C6A73F,u051601_10
32D48227,u110501_10
32D6ECCD,u117401_10
32E4C492,u050701_10
32E9564A,u117401_10
32FC0AA5,u117401_10
32FE69AB,u117401_10
331486FA,u117401_10
3326AEA5,u050701_10
33282B71,u041801_10
332B3C7D,u117401_10
333C039C,u117401_10
333E6092,u117401_10
333EEFDF,u040201_10
334B46F0,u117401_10
3359156A,u050601_10
336B3D35,u031201_10
336C517A,u115101_10
33761034,u061101_10
33769F79,u117401_10
338C36DB,u050201_10
33923CF1,u117401_10
339905CF,u011001_10
3399E4A7,u031901_10
33A8E7E9,u110701_10
33AEA083,u117401_10
33AF4B68,u080301_10
33BC9023,u115101_10
33C1C7AF,u115101_10
33CEDA0E,u117401_10
33D11B4C,u010201_10
33DBC194,u010101_10
33E5799D,u117401_10
3405E011,u117401_10
3409DB45,u115101_10
341F40CC,u110501_10
3421E935,u080401_10
34275F6D,u111801_10
342A6A02,u117401_10
342F0679,u040301_10
3435AB40,u117401_10
34374703,u040101_10
3437C84E,u117401_10
3442EE2C,u117401_10
3443ABD7,u117401_10
344E17E8,u020201_10
3450BDB6,u050401_10
34694DBF,u117401_10
347F37A5,u117401_10
34904C7B,u031401_10
349B942D,u117401_10
34A7085F,u117401_10
34AA9B59,u061401_10
34AB8F6F,u117401_10
34B037BE,u117401_10
34B538FF,u115101_10
34D8B390,u010401_10
34DBF65F,u115101_10
34E56A19,u117401_10
34ECD141,u117401_10
34EEC770,u010201_10
34F73983,u051401_10
351AD9A7,u010401_10
35256320,u030501_10
3527002E,u117401_10
352EBB76,u117401_10
353553B4,u040101_10
3552264C,u031401_10
3559FE1A,u117401_10
35656268,u117401_10
35725D89,u117401_10
357752C8,u115101_10
3580841B,u117401_10
3581C1E0,u117401_10
358C7DDF,u020201_10
3592D781,u050401_10
35AB2788,u117401_10
35AF165F,u011001_10
35B40ABD,u115101_10
35BD5D92,u117401_10
35C7120D,u030301_10
35C78A26,u117401_10
35CBB172,u115101_10
35DD2AFB,u110501_10
35E5355A,u111801_10
35E80035,u117401_10
35ED6C4E,u050601_10
35F52D34,u040101_10
35F5A279,u117401_10
35F7C177,u117401_10
35FE1083,u050101_10
36045075,u117401_10
362F6511,u117401_10
363989FC,u117401_10
365FDFD7,u081101_10
3661762E,u111001_10
36717617,u117401_10
3671F95A,u040101_10
36731519,u117401_10
367AC4ED,u050101_10
3684C3CA,u115101_10
36967700,u112501_10
369CF121,u020401_10
369E0DC9,u010301_10
36A1B74E,u030401_10
36AA6F18,u117401_10
36CBDF23,u060901_10
36D6F222,u031301_10
36D8C89C,u020201_10
36DD2A74,u117401_10
36E1B606,u117401_10
36F386A6,u115101_10
37149815,u031301_10
371F4043,u117401_10
3723DC31,u117401_10
372E4F37,u061501_10
3731EC91,u115101_10
37541D37,u112501_10
375C67FE,u010301_10
3768052F,u117401_10
376A131E,u010101_10
379A1961,u111501_10
379DB5E0,u081101_10
37A31C19,u111001_10
37B17F2E,u117401_10
37B31C20,u117401_10
37B3936D,u040901_10
37C63A42,u117401_10
37C77FB9,u117401_10
37CB51D1,u110301_10
37D0DE29,u020901_10
37DCD24E,u021501_10
37DF3224,u115101_10
37F058A7,u117201_10
37FB6C86,u061201_10
37FBE3CB,u117401_10
380A2CCC,u117401_10
38377A08,u031101_10
3838474F,u011101_10
383CA25E,u117401_10
38403F64,u117401_10
3848C1C7,u117401_10
384BE732,u117401_10
38500FF0,u117401_10
386044A1,u117401_10
38777B40,u117401_10
387F85E3,u117401_10
3881A91A,u010201_10
3887A738,u010101_10
38907170,u041901_10
38929D33,u117401_10
389B266B,u020401_10
38B93EA0,u117401_10
38BF742E,u010101_10
38C2CFD5,u115101_10
38C5A39A,u032201_10
38CBFED2,u081001_10
38D801D6,u117401_10
38D88E9B,u060401_10
38E5D85F,u117401_10
38F5572B,u111101_10
3907C9AD,u032201_10
391A6BE1,u117401_10
3927B268,u117401_10
393627C5,u110901_10
39373D1C,u111101_10
393E8ED7,u020801_10
394FB90B,u117401_10
3950F704,u117401_10
3952940A,u031501_10
397B5497,u117401_10
39825553,u117401_10
398AABF0,u117401_10
399265C7,u117401_10
39A22E96,u117401_10
39B51177,u117401_10
39BDEFD4,u117401_10
39C846FB,u117401_10
39D288F8,u115101_10
39F5103F,u031101_10
39FEC869,u117401_10
3A06813D,u032101_10
3A0E7F9E,u117401_10
3A2416BB,u040601_10
3A25CC3D,u051301_10
3A2F41A0,u021401_10
3A31C519,u117401_10
3A393BBA,u117401_10
3A42B664,u117401_10
3A43EC0E,u050701_10
3A4C9295,u117401_10
3A4FB01A,u021201_10
3A6C661D,u117401_10
3A71C451,u030901_10
3A7A1C07,u117401_10
3A7FE6CC,u110101_10
3A869DCF,u115101_10
3A8B61C9,u115101_10
3A9EBF8F,u117401_10
3AA36606,u117401_10
3AB1359C,u050901_10
3AB37E68,u020201_10
3ABE5A3B,u030101_10
3AD4236A,u117401_10
3AD64064,u031601_10
3AE2418F,u117201_10
3AF95D6D,u020201_10
3B057D74,u010101_10
3B14A51E,u042001_10
3B16495D,u117401_10
3B1FF205,u020501_10
3B490BFE,u115101_10
3B4DD475,u117401_10
3B5C5AF5,u060601_10
3B5CD5B8,u117401_10
3B5F9077,u115101_10
3B610C31,u117401_10
3B71145F,u020201_10
3B735FAB,u050901_10
3B77A207,u080501_10
3B818639,u050701_10
3B8DBD6D,u115101_10
3B8EF8A2,u117401_10
3B96DAE2,u115101_10
3BA67C1A,u051301_10
3BAE0C2A,u117401_10
3BB3AE66,u030901_10
3BB3BC24,u021501_10
3BB87630,u117401_10
3BCC15A9,u117401_10
3BCF335C,u020601_10
3BD4DB9E,u117401_10
3BF3AF2E,u117401_10
3C165AD9,u020201_10
3C1D0DC2,u041801_10
3C1FE181,u117401_10
3C2BE8EC,u050401_10
3C3A1A48,u115101_10
3C3A5C1A,u051601_10
3C3E05A6,u117401_10
3C557D64,u117401_10
3C55F229,u060801_10
3C68A4ED,u117401_10
3C78BC83,u020201_10
3C87507E,u117401_10
3C8C9357,u050901_10
3CB1DEEC,u117401_10
3CB48FDE,u071701_10
3CBA06BA,u030701_10
3CC00522,u080701_10
3CC5BD75,u117401_10
3CC69B80,u020901_10
3CCDCC9B,u045601_10
3CCF20D8,u045301_10
3CDD7342,u117401_10
3CEF5B1D,u117401_10
3CF2F951,u117401_10
3CFA07F2,u117401_10
3CFE7E61,u010101_10
3CFEACDB,u110601_10
3D07D742,u117401_10
3D0D4AEF,u042201_20
3D1F1975,u117401_10
3D2A5D65,u115101_10
3D2D312A,u117401_10
3D309366,u117401_10
3D386DC5,u117401_10
3D3C1456,u021001_10
3D3CC6EC,u110601_10
3D453A49,u117401_10
3D65418C,u061301_10
3D73B4DB,u117401_10
3D76E5E9,u071701_10
3D786C8D,u030701_10
3D971753,u117401_10
3D9ED3F0,u010101_10
3DAACEDA,u117401_10
3DC4E59B,u040101_10
3DD430EE,u020201_10
3DDD8BB6,u117401_10
3DDF67F5,u041801_10
3DEB4ED5,u030101_10
3E05B927,u117401_10
3E13C33D,u117401_10
3E2E1AB4,u117401_10
3E392555,u117401_10
3E469E9A,u010501_10
3E4E9E6F,u112301_10
3E55F38F,u080301_10
3E595FD8,u117401_10
3E5BB39B,u041701_10
3E652FDD,u115101_10
3E691489,u051601_10
3E697E0F,u115101_10
3E779B17,u117401_10
3E83032C,u117401_10
3E899E81,u117401_10
3E8BFD8F,u031001_10
3E9BCD1B,u117401_10
3EB44708,u117401_10
3EB702C7,u115101_10
3EBCB9AB,u117401_10
3EBE33C0,u081201_10
3EC1EE27,u117401_10
3EC66FC1,u061701_10
3ECAB93C,u070301_10
3ECB5A6B,u117401_10
3EDCC326,u117401_10
3EF760B5,u117401_10
3EFCB8E3,u030801_10
3F038410,u117401_10
3F08D30B,u070301_10
3F14143F,u030101_10
3F1EA911,u117401_10
3F350A82,u117401_10
3F3BBF71,u040101_10
3F3ED2D4,u030801_10
3F41691B,u117401_10
3F424FEE,u021301_10
3F42F00E,u111301_10
3F4918F5,u011101_10
3F4BF4B6,u117401_10
3F570A07,u115101_10
3F59A72C,u117401_10
3F609EC3,u071001_10
3F7568F0,u115101_10
3F762D3F,u117401_10
3F7C59F7,u081201_10
3F7ED39C,u117401_10
3F84F4AD,u010501_10
3F928EB7,u020101_10
3F99D9AC,u041701_10
3F9B35EF,u117401_10
3FAB7EBE,u051601_10
3FBB4E2A,u030601_10
3FC7D310,u117401_10
3FD12647,u060701_10
3FD1A90A,u117401_10
3FEC7083,u117401_10
3FFB4F62,u117401_10
4004409E,u117401_10
400F98C8,u030701_10
4012B5C9,u061301_10
402212EF,u115101_10
4030224F,u010601_10
4030AD02,u117401_10
4032CE0C,u117401_10
4046CEAF,u115101_10
40476723,u117401_10
404B32A9,u110601_10
404BE013,u021001_10
405AC56F,u117401_10
4068ED30,u117401_10
40702307,u117401_10
407ABEAA,u042201_20
40A3C4AB,u020201_10
40A893B0,u041801_10
40B4C6FD,u050701_10
40D802B2,u115101_10
40DD3A9F,u117401_10
40E0E316,u117401_10
411F50A8,u117401_10
4122066C,u060801_10
41228921,u117401_10
414DEE0D,u115101_10
4161AE9C,u020201_10
416AF987,u041801_10
41850D14,u117401_10
4189589E,u110601_10
41898A24,u020401_10
4198AF58,u117401_10
419FC317,u115101_10
41AA8707,u117401_10
41B24930,u117401_10
41B7F167,u080701_10
41B8D49D,u045301_10
41C37B9B,u071701_10
41C62AA9,u117401_10
41F0A43B,u117401_10
41F2C735,u117401_10
4201D97A,u117401_10
42029CB5,u115101_10
420BADB2,u081201_10
422E5369,u117401_10
4235044B,u111301_10
42369D5E,u117401_10
423C00F3,u117401_10
4242FEC7,u117401_10
42695D54,u117401_10
42747055,u117401_10
4276135B,u117401_10
427F274E,u070301_10
4284CAC9,u117401_10
428CBB27,u117401_10
429B84C6,u117401_10
42A65D4F,u117401_10
42A6D202,u060701_10
42B02755,u117401_10
42DC8AFB,u051601_10
42E57AF2,u020101_10
42EE2DE9,u041701_10
42F300E8,u010501_10
430EC21A,u021201_10
4312DB98,u115101_10
4325EC2D,u010101_10
432710C5,u020101_10
432C47DE,u041701_10
43316ADF,u010501_10
4346A0FE,u117401_10
434ED110,u117401_10
4359EEF1,u117401_10
43643778,u117401_10
43724D62,u117401_10
438094F0,u117401_10
438B4CA6,u030801_10
43AB265F,u061701_10
43AB3763,u117401_10
43B4796C,u117401_10
43B4F621,u010701_10
43B61A62,u117401_10
43C3B34D,u117401_10
43EC395E,u117401_10
43F4F769,u117401_10
43FE6AC4,u117401_10
440AEA5C,u010101_10
4425604F,u031501_10
442EB819,u020401_10
44384D4E,u117401_10
4440C959,u111101_10
4450462D,u117401_10
445F0088,u010101_10
44609557,u070401_10
446D9FA4,u117401_10
44703DE8,u032201_10
447751A7,u115101_10
447E60A0,u081001_10
447F7A79,u080801_10
4482E47A,u031101_10
44893C2C,u117401_10
448ECD0F,u112101_10
44A57CBD,u115101_10
44BD5EFD,u010901_10
44BDD1B0,u117401_10
44BFB2BE,u117401_10
44CA1B91,u117401_10
44E59182,u117401_10
44F7C218,u045301_10
44FD5FB5,u117401_10
450871A6,u117401_10
4527FBB5,u117401_10
453F3582,u117401_10
454B561B,u117401_10
457DD889,u117401_10
457FBB87,u117401_10
4582A36E,u111101_10
45922C1A,u117401_10
45A2674B,u117401_10
45A2FF60,u010901_10
45AF7ADE,u060401_10
45AFF593,u117401_10
45B257DF,u032201_10
45B53B90,u115101_10
45BC0A97,u081001_10
45C8806B,u010101_10
45D0C111,u117401_10
45E78535,u041901_10
45E9D15E,u117401_10
45ECD22E,u020401_10
46005642,u080501_10
4604ABEE,u050901_10
4606E01A,u020201_10
46071079,u070201_10
462B21FD,u117401_10
462BAEB0,u060601_10
463EFFBB,u115101_10
464CC31F,u020201_10
464EDFFE,u010101_10
4657DFFD,u117201_10
4663515B,u042001_10
46680640,u020501_10
467E1CC7,u010101_10
468CA5C8,u117401_10
469188C9,u040601_10
46A32FDB,u117401_10
46BBE1EC,u117401_10
46CF8275,u117401_10
46D9F86F,u117401_10
46F6727C,u050701_10
46FA4928,u115101_10
46FA7FEA,u050701_10
46FB6FE9,u117401_10
47063014,u030901_10
47081289,u110101_10
470A1961,u112101_10
470DE842,u117401_10
471B9258,u117401_10
47297877,u010201_10
4734184B,u050701_10
4738445F,u021201_10
473905DE,u117401_10
47398A93,u010801_10
473B66D0,u117401_10
4740CCA1,u010101_10
47436172,u117401_10
474ECFFF,u117401_10
4753E2FE,u040601_10
4758B5E5,u021501_10
476145EC,u117401_10
47798BDB,u117401_10
4783BEA8,u020701_10
478E03CC,u041501_10
47A1B421,u031601_10
47AA6C77,u020501_10
47B5C6AB,u115101_10
47C23C75,u080501_10
47C48A2D,u020201_10
47D313A5,u030101_10
47D49243,u117401_10
47E94BCA,u117401_10
47EA0E05,u115101_10
47FC958C,u115101_10
4805A9CC,u117401_10
4809DC7B,u080701_10
4812962D,u117401_10
4814D147,u110701_10
481A688E,u011201_10
481AE7C3,u061101_10
4825D209,u031401_10
482E0A5F,u117401_10
4842A7F1,u051401_10
486D2DE2,u010401_10
4882563C,u117401_10
4882D971,u040101_10
4892C11F,u111801_10
48947747,u080401_10
489A980B,u040101_10
489FF470,u117401_10
48AADEBE,u110501_10
48B07E63,u117401_10
48B0E648,u060701_10
48BC4537,u115101_10
48C1FA6A,u040101_10
48C3FEF8,u115101_10
48CAA9D7,u117401_10
48D8E21A,u011001_10
48DCD3CD,u117401_10
48E523C4,u050401_10
48F635A5,u117401_10
48F7705E,u117401_10
4903905D,u040101_10
4908C3E0,u117401_10
491353CE,u040301_10
491B92F4,u071001_10
491EB9FA,u117401_10
492749F3,u050401_10
49345F92,u117401_10
49351A69,u117401_10
49403C0B,u117401_10
4940B346,u040101_10
49427AFE,u040101_10
4950AB28,u111801_10
4958F23C,u040101_10
495D9E47,u117401_10
4968B489,u110501_10
496E4E99,u115101_10
49721454,u117401_10
49929E5C,u117401_10
499EC7EC,u021201_10
49AC021A,u115101_10
49AF47D5,u010401_10
49B9F8ED,u050701_10
49C7C3FB,u117401_10
49D0FC1A,u117401_10
49D88DF4,u117401_10
49DC7B2A,u117401_10
49E7B83E,u031401_10
49EC6068,u117401_10
4A203F88,u042001_10
4A23E972,u112501_10
4A2B93BB,u010301_10
4A542874,u117401_10
4A5C599A,u117401_10
4A636C50,u031301_10
4A68B406,u117401_10
4A874433,u040101_10
4A8C178E,u117401_10
4A8C98C3,u061201_10
4AA7CE21,u010901_10
4AB08BFC,u117401_10
4AB1CE07,u117401_10
4AC46728,u040901_10
4AC4E865,u117401_10
4AD4E85C,u111001_10
4B060D1F,u117401_10
4B068252,u117401_10
4B16826B,u111001_10
4B211A95,u115101_10
4B282B92,u081101_10
4B393530,u117401_10
4B452E04,u040101_10
4B4E7DB9,u117401_10
4B619D06,u021201_10
4B73A430,u117401_10
4B964243,u117401_10
4B9E33AD,u117401_10
4B9EBCE0,u011101_10
4BA10667,u031301_10
4BA88D92,u111201_10
4BAADE31,u117401_10
4BBC2B66,u060901_10
4BE18345,u112501_10
4BE255BF,u042001_10
4BE85000,u115101_10
4BE9F98C,u010301_10
4BECD0C2,u020701_10
4BEF0471,u021201_10
4BF3378F,u115101_10
4C0F2A8E,u117401_10
4C0FA5C3,u040501_10
4C4490AA,u115101_10
4C47D565,u117401_10
4C6721ED,u117401_10
4C6835DA,u020301_10
4C7A0CEC,u117401_10
4C97143C,u011301_10
4C979B71,u117401_10
4C9A86E4,u051101_10
4C9FEA9F,u117401_10
4CA05018,u117401_10
4CA0D52D,u020201_10
4CA1254E,u111201_10
4CA376ED,u117401_10
4CA8AEBB,u032301_10
4CB50CF7,u117401_10
4CB89E2F,u041701_10
4CD1D169,u020701_10
4CE0DE1D,u117401_10
4CEB064B,u070201_10
4CF62B4A,u020801_10
4CFD7C51,u041101_10
4D223B67,u010101_10
4D296C7C,u070201_10
4D300BC7,u115101_10
4D34417D,u020801_10
4D54D787,u115101_10
4D55F146,u117401_10
4D5874F8,u030801_10
4D5A4A01,u111701_10
4D5D80A8,u117401_10
4D5DE680,u081301_10
4D611CDA,u117401_10
4D623A2F,u117401_10
4D634F79,u111201_10
4D6AC48C,u032301_10
4D7766C0,u117401_10
4D85BF52,u117401_10
4DA54BDA,u117401_10
4DB866DB,u117401_10
4DCD40B9,u117401_10
4DCDCFF4,u040501_10
4DD58E8E,u051701_10
4DF01500,u050701_10
4E016B3C,u117401_10
4E01E471,u061101_10
4E0C61CF,u040301_10
4E1BA53F,u115101_10
4E1CC970,u031201_10
4E2373F7,u011001_10
4E2EE12F,u050601_10
4E3CB2B5,u117401_10
4E491B9A,u040201_10
4E4994D7,u117401_10
4E515AE0,u050701_10
4E6372BF,u117401_10
4EA6EF09,u010201_10
4ED12528,u117401_10
4ED954C6,u117401_10
4EDF13AC,u110701_10
4EE1BA55,u080601_10
4EE616D4,u010101_10
4EEE10E2,u031901_10
4EFBC29E,u040101_10
4F0BE212,u115101_10
4F134F1F,u117401_10
4F13C052,u011401_10
4F1B3EF1,u117401_10
4F1D799B,u110701_10
4F27A283,u117401_10
4F2C7AD5,u031901_10
4F3C4A41,u117401_10
4F61AC70,u021201_10
4F64853E,u010201_10
4F7459DD,u115101_10
4F8B71AD,u040201_10
4F8BFEE0,u117401_10
4F9330D7,u050701_10
4FA11888,u117401_10
4FC3010B,u117401_10
4FD9CF08,u115101_10
4FEC8B18,u050601_10
4FF741FA,u050701_10
4FFED882,u117401_10
5000A3B5,u071001_10
500588BB,u117401_10
5013F2A1,u117401_10
502E2B28,u117401_10
502F6ED3,u117401_10
503C78B2,u050401_10
5043C37D,u050201_10
5046AF06,u117401_10
504D2C31,u080401_10
505B0D4A,u117401_10
505B8207,u040101_10
50692515,u117401_10
507385C8,u110501_10
5085F6AD,u021201_10
50B47694,u010401_10
50B7335B,u115101_10
50C3BCB5,u117401_10
50C74A6B,u117401_10
50CBCD5B,u117401_10
50DCF2BA,u117401_10
50F75129,u117401_10
50F81E4B,u041801_10
50F8C717,u051301_10
510159CF,u011201_10
5101D682,u117401_10
5105205C,u117401_10
5109A76C,u117401_10
510FE006,u110701_10
511E988D,u117401_10
51353B1E,u117401_10
513A747C,u041801_10
513EE348,u031401_10
515996B0,u051401_10
517335ED,u020301_10
51761CA3,u010401_10
5181A94A,u040101_10
5184C531,u117401_10
5189F05E,u111801_10
518F4606,u080401_10
5199677D,u117401_10
5199E830,u040101_10
51A77476,u115101_10
51AB4F22,u117401_10
51ABD709,u060801_10
51B1EFFF,u110501_10
51C3D35B,u011001_10
51C7E28C,u117401_10
51D19896,u117401_10
51D8CFB9,u115101_10
51EC411F,u117401_10
51ED04E4,u117401_10
520DB32A,u111001_10
521D3C5E,u117401_10
521DB313,u117401_10
52331AD3,u081101_10
52554CF8,u117401_10
52689571,u117401_10
527AAC47,u021201_10
528502EC,u117401_10
52858DA1,u011101_10
528D7302,u117401_10
52A71A27,u060901_10
52B1EF70,u117401_10
52B3BCD3,u111201_10
52BA3726,u031301_10
52F2C8CD,u010301_10
52F36141,u115101_10
52F43530,u021201_10
52FAB204,u112501_10
532A6CF9,u115101_10
53302DB7,u030201_10
5330A2FA,u010301_10
5338D833,u112501_10
534768DB,u117401_10
534F1935,u117401_10
53738547,u117401_10
539726CF,u117401_10
53AAFF46,u117401_10
53ABBABD,u117401_10
53BCFF60,u010901_10
53CFD91D,u111001_10
53DF5669,u040901_10
53DFD924,u117401_10
53EDB7D0,u080701_10
53F170E4,u081101_10
53F841E3,u115101_10
540A8E2B,u110101_10
542B3A86,u115101_10
542F703C,u020801_10
54325D3D,u070201_10
54390A26,u010101_10
54417B40,u111701_10
544345B9,u030901_10
5443DD92,u051101_10
5446B1E9,u117401_10
544EC007,u117401_10
544FE6C6,u115101_10
546C5781,u117401_10
54790B6E,u117401_10
547A2D9B,u117401_10
54920923,u040101_10
549E8E13,u117401_10
54A3579A,u117401_10
54CEBFCF,u051301_10
54D671F8,u117401_10
54D6FEB5,u040501_10
55141BCF,u117401_10
55149482,u040501_10
551FA935,u040101_10
555CE424,u117401_10
555FA1EB,u115101_10
55613DAD,u117401_10
557C10AC,u117401_10
5581B7A5,u051101_10
5584BDF6,u081301_10
5584DBDE,u117401_10
558C257D,u011301_10
558CAA30,u117401_10
55A3AF6E,u010901_10
55AE3DB6,u117401_10
55B39FFA,u032301_10
55BA140F,u111201_10
55BB6159,u117401_10
55E64D10,u041101_10
55ED1A0B,u020801_10
55F0370A,u070201_10
55FBEF5C,u117401_10
56000FB0,u117401_10
560648DA,u110701_10
56087E5E,u117401_10
5608F113,u011401_10
5610D353,u115101_10
56277B00,u117401_10
56374B94,u031901_10
563C93C2,u117401_10
566F689C,u115101_10
567A9D31,u021201_10
567FB47F,u010201_10
56880196,u050701_10
569040EC,u040201_10
5690CFA1,u117401_10
56BA29C9,u117401_10
56C2FE49,u115101_10
56C59206,u031201_10
56D8304A,u117401_10
56E5E9C3,u117401_10
56F6E3C6,u050401_10
5700947E,u115101_10
5700BD47,u020901_10
5707F831,u031201_10
571A5A7D,u117401_10
571AD530,u061101_10
572783F4,u117401_10
5735BAC2,u020701_10
5735D06E,u050601_10
573842B6,u011001_10
574A6BA1,u050701_10
57522ADB,u040201_10
5752A596,u117401_10
577843FE,u117401_10
578C5E71,u020301_10
57BDDE48,u010201_10
57C26587,u117401_10
57CA1469,u117401_10
57FA8B14,u080601_10
57FD2795,u010101_10
57FEF9F5,u117401_10
580461E9,u117401_10
581BAC15,u051601_10
5839372D,u060801_10
5839B860,u117401_10
584DB8C3,u115101_10
5871C8C6,u041801_10
587A9FDD,u020201_10
58839E19,u117401_10
5884F256,u115101_10
589269DF,u110601_10
589E3C55,u117401_10
58A3E5DC,u045301_10
58A97871,u117401_10
58ACC026,u080701_10
58B1B646,u117401_10
58D6C3BE,u030701_10
58D84ADA,u071701_10
58DD1BE8,u117401_10
58E6B88E,u030101_10
58E9F674,u117401_10
58EB957A,u117401_10
59098488,u061301_10
5914A989,u030701_10
591A20ED,u071701_10
591F71DF,u117401_10
5929FF4D,u117401_10
592B130E,u010601_10
592B9C43,u117401_10
593923AE,u115101_10
5941F42E,u117401_10
59469861,u115101_10
595003E8,u110601_10
5950D152,u021001_10
595C5662,u117401_10
595DFFEE,u115101_10
59618FEB,u042201_20
596B1246,u117401_10
5973DC71,u117401_10
59B3A2F1,u041801_10
59B8F5EA,u020201_10
59C333F3,u115101_10
59C60BDE,u117401_10
59FBD257,u117401_10
5A098D99,u020601_10
5A09EAD9,u115101_10
5A15F35B,u021201_10
5A2A5B9E,u010501_10
5A37769F,u041701_10
5A3C2184,u020101_10
5A42DFB0,u117401_10
5A55E051,u117401_10
5A5D91BF,u117401_10
5A697C23,u117401_10
5A7F0639,u117401_10
5A907DE7,u030801_10
5A9BA5B1,u117401_10
5AA67C38,u070301_10
5AAD2B23,u117401_10
5AAF482D,u117401_10
5AAFC760,u010701_10
5AB00622,u117401_10
5AD8820C,u117401_10
5AE55B85,u117401_10
5AEC5F3D,u111301_10
5AEFC628,u117401_10
5AF7081F,u117401_10
5B109CF3,u081201_10
5B19ADF4,u115101_10
5B1AE83B,u117401_10
5B2731B2,u117401_10
5B2DAC1F,u117401_10
5B2E350A,u111301_10
5B356228,u117401_10
5B5217D0,u030801_10
5B59CF86,u117401_10
5B64160F,u070301_10
5B6D221A,u117401_10
5B6F4114,u117401_10
5B726C15,u117401_10
5B80B587,u117401_10
5B978A66,u117401_10
5B9FFB88,u117401_10
5BAB1614,u117401_10
5BBD6C0E,u117401_10
5BBDE343,u060701_10
5BC7BBBA,u051601_10
5BC83F53,u020401_10
5BE831A9,u010501_10
5BF51CA8,u041701_10
5BFE4BB3,u020101_10
5C012B43,u010101_10
5C1340E7,u117401_10
5C2404C3,u117401_10
5C37780E,u030101_10
5C3CCAF4,u117401_10
5C50675A,u117401_10
5C5BBF0C,u031101_10
5C648AC6,u117401_10
5C66E9C8,u117401_10
5C865BFE,u010101_10
5C891D5B,u117401_10
5C99922F,u111101_10
5CA73BD6,u081001_10
5CA9669E,u032201_10
5CAE0AD1,u115101_10
5CB44B9F,u060401_10
5CB4C4D2,u117401_10
5CB9CE21,u010501_10
5CCBF050,u061701_10
5CD3B12A,u010101_10
5CF7E36F,u020401_10
5CFCB474,u041901_10
5D1C5B87,u020301_10
5D237C0F,u117401_10
5D358958,u020401_10
5D3E510E,u031501_10
5D4B776C,u117401_10
5D644B38,u080801_10
5D6551E1,u081001_10
5D6C60E6,u115101_10
5D76AEE5,u117401_10
5D7BA416,u070401_10
5D909ED5,u040101_10
5D920D6D,u117401_10
5D95FC4E,u112101_10
5D99D53B,u031101_10
5DA483FF,u117401_10
5DA66FBC,u010901_10
5DA6E0F1,u117401_10
5DBE4DFC,u115101_10
