# El giro del anillo del arbol (0x38AFC2B8) de cada personaje, leido de los
# jugadores que hizo el juego en una partida (NOTAS O-195). Es fijo por
# personaje: el editor lo usa al girar el anillo. Lo genera
# herramientas/construir_anillos.py <partida>.
identidad,chara_base_id,diamante,rama,giro,muestras,discrepan
38B93EA0,-1857212206,0,0,4,1,0
38C5A39A,-1859015192,0,0,1,1,0
3907C9AD,-1863071777,0,0,7,1,0
3927B268,-1865171942,0,0,1,1,0
393627C5,-1866323529,0,0,7,1,0
39825553,-1871291615,0,0,7,1,0
39A22E96,-1873403676,0,0,8,1,0
39B51177,-1874780411,0,0,6,1,0
39BDEFD4,-1874206298,0,0,6,1,0
39C846FB,-1875097463,0,0,7,1,0
39F5103F,-1878974899,0,0,8,1,0
39FEC869,-1878342117,0,0,1,1,0
3A0E7F9E,-1812303380,0,0,7,1,0
3A2F41A0,-1814343726,0,0,7,1,0
3A6C661D,-1818728337,0,0,4,1,0
3A71C451,-1819948509,0,0,7,1,0
3A9EBF8F,-1821724163,0,0,6,1,0
3AA36606,-1822988172,0,0,1,1,0
3AB1359C,-1824179218,0,0,7,1,0
3AB37E68,-1824034790,0,0,4,1,0
3AF95D6D,-1827843297,0,1,5,1,0
3B14A51E,-1830769812,0,0,8,1,0
3B1FF205,-1830028169,0,0,7,1,0
3B490BFE,-1833106036,0,0,7,1,0
3B5CD5B8,-1834427446,0,0,7,1,0
3B71145F,-1836770771,0,0,1,1,0
3B818639,-1837791157,0,0,8,1,0
3B8EF8A2,-1837435184,0,0,8,1,0
3BA67C1A,516331221,1,0,8,1,0
3BB3AE66,-1840799724,0,0,8,1,0
3BB87630,-1840482238,0,0,7,1,0
3BCC15A9,-1841816613,0,0,1,1,0
3BCF335C,-1841611474,0,0,6,1,0
3BD4DB9E,-1843341844,0,0,1,1,0
3C1D0DC2,-1779891280,0,0,1,1,0
3C68A4ED,-1784894817,0,0,8,1,0
3C78BC83,-1785941263,0,0,7,1,0
3CBA06BA,-1790048056,0,0,6,1,0
3CC00522,-1791751344,0,0,7,1,0
3CC00522,-1791751344,0,1,5,2,0
3CC5BD75,-1791905017,0,0,1,1,0
3CC69B80,-1791846926,0,0,6,1,0
3CCDCC9B,-1791376663,0,0,1,1,0
3CEF5B1D,-1793370769,0,0,7,1,0
3CF2F951,-1794705629,0,0,7,1,0
3CFA07F2,-1794242176,0,0,7,1,0
3CFEACDB,-1794465111,0,0,1,1,0
3D07D742,-1795958480,0,0,7,1,0
3D3CC6EC,-1798780770,0,0,8,1,0
3D453A49,-1800326085,0,0,7,1,0
3D73B4DB,-1803044183,0,0,7,1,0
3D971753,-1805444831,0,0,7,1,0
3DAACEDA,-1805729624,0,0,7,1,0
3DD430EE,-1809826148,1,0,8,2,0
3DDD8BB6,-1809218108,0,0,7,1,0
3DDF67F5,-1809094265,0,0,7,1,0
3E05B927,-1745766571,0,0,7,1,0
3E2E1AB4,-1747315514,0,0,6,1,0
3E4E9E6F,-1749381091,0,0,1,1,0
3E779B17,-1752984219,0,0,7,2,0
3E899E81,-1753378573,0,0,6,1,0
3E8BFD8F,-1753222147,0,0,7,1,0
3EB44708,-1757394566,0,0,6,1,0
3EC66FC1,463897870,1,0,6,2,0
3EF760B5,-1761382713,0,0,6,1,0
3EFCB8E3,-1761036655,0,0,7,1,0
3F08D30B,-1761813127,0,0,4,10,0
3F08D30B,-1761813127,1,0,6,2,0
3F1EA911,-1763006621,0,0,1,1,0
3F350A82,-1765735184,0,0,8,1,0
3F3BBF71,442193342,1,0,7,2,0
3F3ED2D4,-1765090138,0,0,6,1,0
3F424FEE,-1766440548,0,0,7,1,0
3F42F00E,-1766392196,0,0,7,1,0
3F4918F5,-1765992825,0,0,8,1,0
3F4BF4B6,-1765803324,0,0,1,1,0
3F59A72C,-1767003810,1,0,6,2,0
3F609EC3,436237324,1,0,8,1,0
3F762D3F,-1769856179,0,0,8,1,0
3F7C59F7,-1769449595,0,0,6,3,0
3F7ED39C,-1769284114,0,0,1,1,0
3F84F4AD,-1770980641,0,0,6,1,0
3F928EB7,-1771667259,0,0,1,1,0
3F99D9AC,-1771186210,0,0,6,1,0
3F9B35EF,-1771095139,0,0,7,1,0
3FC7D310,-1774985886,0,0,1,2,0
3FEC7083,-1776779535,0,0,8,1,0
4004409E,-370127124,0,0,1,1,0
400F98C8,-369387846,0,0,1,1,0
4030224F,-373019587,0,0,7,1,0
4032CE0C,-372850562,0,0,8,1,0
40476723,-374118063,0,0,6,1,0
40A3C4AB,-380122407,0,0,8,1,0
411F50A8,-387227942,0,0,7,1,0
4161AE9C,-392847122,0,0,6,1,0
416AF987,-392235019,0,0,7,1,0
41850D14,-395246746,0,0,8,1,0
41AA8707,-396457611,0,0,1,1,0
41B7F167,-398196971,0,1,1,2,0
41F0A43B,-402347447,0,0,7,1,0
423C00F3,-339210623,0,0,7,1,0
4242FEC7,-340332363,0,0,1,1,0
42747055,-343900633,0,0,6,1,0
428CBB27,-344410795,0,0,7,1,0
42A65D4F,-346926275,0,0,7,1,0
42B02755,-347854553,0,0,7,1,0
42E57AF2,-351177600,0,0,1,1,0
42EE2DE9,-350608485,0,0,1,1,0
42F300E8,-351859046,0,0,1,1,0
4312DB98,-353970710,0,0,6,2,0
432710C5,-355262793,0,0,6,1,0
434ED110,-356851870,0,0,7,1,0
4359EEF1,-357703549,0,0,1,1,0
43643778,-359646966,0,0,1,1,0
43AB3763,-362858223,0,0,8,1,0
43C3B34D,-365445825,0,0,7,1,0
43EC395E,-367511764,0,0,4,1,0
43F4F769,-369034981,0,0,7,1,0
4425604F,-305041859,0,0,8,1,0
442EB819,-304433557,0,0,6,1,0
44384D4E,-305380548,0,0,7,3,0
4440C959,-306919637,0,0,7,1,0
4482E47A,-310973944,0,0,1,1,0
44BD5EFD,-313962353,0,0,6,1,0
44CA1B91,-314698269,0,0,1,1,0
44E59182,-317612048,0,0,6,1,0
44FD5FB5,-318156345,0,0,6,1,0
4527FBB5,-321653305,0,0,7,1,0
453F3582,-322225168,0,0,6,2,0
454B561B,-323004311,0,0,7,1,0
4582A36E,-327766756,0,0,7,1,0
45A2674B,-329881287,0,0,7,1,0
45A2FF60,-329846510,0,0,6,2,0
45AFF593,-329516063,0,0,7,1,0
45B257DF,-330933843,0,0,7,1,0
45C8806B,-331575783,1,0,8,1,0
45E78535,-334263481,0,0,4,1,0
4604ABEE,-269441636,0,0,8,1,0
4606E01A,-269291928,0,0,6,1,0
463EFFBB,-271912503,0,0,6,1,0
464CC31F,-273101459,0,0,7,1,0
4663515B,-275292375,0,0,7,1,0
46680640,-274986958,0,0,7,1,0
469188C9,-278559045,0,0,7,1,0
46CF8275,-281310201,0,0,6,1,0
46F6727C,-285049842,0,0,7,1,0
470DE842,-285612496,0,0,1,1,0
471B9258,-286286806,0,0,7,1,0
4734184B,-289401287,0,0,4,1,0
47398A93,-288520991,0,0,7,1,0
474ECFFF,-289750643,0,0,6,1,0
4753E2FE,-290984820,0,0,8,1,0
4758B5E5,-290669673,0,0,6,1,0
47C48A2D,-298810273,0,0,4,3,0
47D313A5,1655961962,1,0,1,1,0
47FC958C,-301425666,0,0,6,1,0
4812962D,-504981409,0,0,6,1,0
4814D147,-505356491,0,0,7,1,0
481A688E,-504469764,0,0,6,1,0
4825D209,-506340229,0,0,6,1,0
486D2DE2,-510057584,0,0,6,1,0
4882D971,-512305405,0,0,4,1,0
489FF470,-513017342,0,0,6,1,0
48F635A5,-519947305,1,0,8,1,0
492749F3,-523024511,0,0,1,1,0
49351A69,-524217317,0,0,6,1,0
4940B346,-525025996,0,0,1,1,0
495D9E47,-525758411,0,0,8,1,0
4968B489,-526599429,0,0,6,1,0
49721454,-528082394,0,0,6,1,0
499EC7EC,1828597027,1,0,8,2,0
49AC021A,-531100568,0,0,7,4,0
49AF47D5,-530888281,0,0,6,1,0
49C7C3FB,-533475959,0,0,7,1,0
49D0FC1A,-534449560,0,0,6,1,0
49E7B83E,-535579060,0,0,1,1,0
49EC6068,-535269862,0,0,4,5,0
4A23E972,-472389888,0,0,7,1,0
4A2B93BB,-471884343,0,0,7,1,0
4AB08BFC,-482048626,0,0,6,1,0
4AB1CE07,-481968011,0,0,7,1,0
4AC46728,-483366566,0,0,8,1,0
4AC4E865,-483334633,0,0,1,1,0
4AD4E85C,-484383186,0,0,7,1,0
4B060D1F,-487455891,0,0,6,1,0
4B068252,-487420896,0,0,7,1,0
4B16826B,-488469479,0,0,7,1,0
4B4E7DB9,-491097141,0,0,1,1,0
4B73A430,-494425534,0,0,7,1,0
4B964243,-496874447,0,0,1,1,0
4BA10667,-497743851,0,0,7,1,0
4BA88D92,-497253408,0,0,7,4,0
4BAADE31,-497102781,0,0,1,1,0
4BE18345,-501904073,0,0,6,1,0
4BE18345,-501904073,1,0,7,2,0
4C47D565,-441197801,0,0,1,1,0
4C7A0CEC,-443678050,0,0,1,1,0
4C9A86E4,-445740906,0,0,1,1,0
4C9FEA9F,-445913875,0,0,7,1,0
4CA1254E,-447403204,0,0,7,1,0
4CA376ED,-447252321,0,0,7,1,0
4CB50CF7,-448724347,0,0,1,1,0
4CB89E2F,-447967139,0,0,7,3,0
4CCFDB43,-449063631,0,0,7,1,0
4CD1D169,1773222822,1,0,7,1,0
4CE0DE1D,-451620753,0,0,7,1,0
4CF62B4A,-452844232,0,0,7,2,0
4CFD7C51,-452365789,0,0,6,1,0
4D223B67,-455723755,0,0,8,1,0
4D34417D,-457158897,0,0,1,2,0
4D5874F8,-458458486,0,0,7,1,0
4D5A4A01,-458341261,0,0,7,1,0
4D5D80A8,-458649894,0,0,1,1,0
4D611CDA,-459992408,0,0,8,1,0
4D634F79,-459849461,0,0,8,1,0
4D6AC48C,-459355394,0,0,6,1,0
4DB866DB,-464754519,0,0,7,1,0
4E0C61CF,-403148867,0,0,7,1,0
4E1CC970,-404175102,0,0,7,1,0
4E2373F7,-405308027,0,0,8,3,0
4E2EE12F,-405082275,0,0,6,1,0
4E3CB2B5,-406274873,0,0,6,1,0
4E4994D7,-407004507,0,0,6,1,0
4E6372BF,-409502515,0,0,7,1,0
4EA6EF09,-413998725,0,0,7,1,0
4ED954C6,-416458060,0,0,1,1,0
4EDF13AC,-416604706,0,0,6,1,0
4EE616D4,-418244442,0,0,7,1,0
4EEE10E2,-417718640,0,0,1,2,0
4EFBC29E,1805330513,1,0,7,1,0
4F13C052,-421016032,0,0,8,1,0
4F1B3EF1,-420532093,0,0,7,1,0
4F1D799B,-420907031,0,0,8,1,0
4F27A283,-422335247,0,0,6,1,0
4F2C7AD5,-422021977,0,0,7,1,0
4F2C7AD5,-422021977,0,1,5,2,0
4F3C4A41,-423082957,0,0,1,1,0
4F64853E,-426734772,0,0,8,1,0
4F8B71AD,-427851809,0,0,7,1,0
4FA11888,-430631174,0,0,6,1,0
4FEC8B18,-434600598,0,0,7,1,0
4FFED882,-435497232,0,0,7,1,0
500588BB,-101611831,0,0,6,1,0
5046AF06,-105733772,0,0,7,1,0
505B8207,-105935755,0,0,7,1,0
507385C8,-108557382,0,0,1,1,0
5085F6AD,1977949282,1,0,7,1,0
50B47694,-113215258,0,0,6,1,0
50F75129,-117219493,0,0,8,1,0
510159CF,-118138947,0,0,7,1,0
5109A76C,-117593826,0,0,8,1,0
510FE006,-117707148,0,0,7,1,0
511E988D,-118843649,0,0,6,1,0
513EE348,-120918726,0,0,1,1,0
515996B0,-122840894,0,0,6,1,0
51761CA3,-125693231,0,0,8,1,0
5184C531,-126825661,0,0,7,1,0
5189F05E,-125960660,0,0,8,1,0
5199E830,-127015358,0,0,7,1,0
51B1EFFF,-129638003,0,0,7,1,0
51C3D35B,-130556631,0,0,7,3,0
51C7E28C,-130814722,0,0,7,1,0
51D19896,-131754268,0,0,1,1,0
51EC411F,-132624531,0,0,7,1,0
51ED04E4,-132576618,0,0,1,1,0
520DB32A,-67519144,0,0,7,1,0
52331AD3,-70839135,0,0,6,2,0
52689571,-73622781,0,0,7,2,0
52858DA1,-76446765,0,0,7,1,0
52B1EF70,-79306494,0,0,8,1,0
52FAB204,-82920330,0,0,6,3,0
5330A2FA,-87774072,0,0,6,1,0
5338D833,-87239103,0,0,8,3,0
53AAFF46,-94441164,0,0,7,1,0
53CFD91D,-96741521,0,0,8,1,0
53F841E3,-99856495,0,0,7,4,0
542F703C,-35946930,0,0,7,1,0
54390A26,-36895660,0,0,6,1,0
544345B9,-38319157,0,0,1,1,0
5443DD92,-38284320,0,0,7,1,0
546C5781,-40347149,0,0,7,1,0
54790B6E,-41089764,0,0,6,1,0
54D671F8,-48070774,0,0,8,1,0
54D6FEB5,-48041785,0,0,6,1,0
55141BCF,-52423235,0,0,7,1,0
55149482,-52389136,0,0,7,1,0
555CE424,-56038826,0,0,7,1,0
5581B7A5,-59393577,0,0,6,1,0
5584DBDE,-59714132,0,0,8,1,0
558C257D,-59233521,0,0,7,1,0
55A3AF6E,-61365988,0,0,8,3,0
55BA140F,-61990275,0,0,7,1,0
55D4EA02,-64953232,0,0,6,1,0
55E64D10,-65911966,0,0,1,1,0
55ED1A0B,-65465223,0,0,8,1,0
56277B00,-2919054,0,0,8,1,0
56374B94,-3979802,0,0,8,1,0
56374B94,-3979802,0,1,4,2,0
563C93C2,-3629648,0,0,6,1,0
567FB47F,-7620083,0,0,6,1,0
5690CFA1,-10173997,0,0,6,1,0
56BA29C9,-11655237,0,0,6,1,0
56D8304A,-13877704,0,0,7,1,0
5707F831,-17566141,0,0,7,1,0
571A5A7D,-17935345,0,0,7,1,0
572783F4,-19690106,0,0,7,1,0
5735D06E,-20849124,0,0,7,1,0
573842B6,-20165436,0,0,7,1,0
57522ADB,-22666071,0,0,7,1,0
5752A596,-22631452,0,0,7,1,0
577843FE,-24359540,0,0,8,1,0
578C5E71,1928115390,1,0,7,1,0
57BDDE48,-28716998,0,0,1,6,0
57FD2795,-32953881,0,0,7,1,0
5839B860,-238176750,0,0,1,1,0
5871C8C6,-242891084,0,0,7,1,0
587A9FDD,-242314833,0,0,6,1,0
58839E19,-243822485,0,0,4,1,0
589269DF,-244947027,0,0,6,1,0
58B1B646,-247089100,0,0,7,1,0
58DD1BE8,-248965734,0,0,8,1,0
5914A989,-253712389,0,0,7,1,0
591F71DF,-253001811,0,0,7,1,0
5929FF4D,-253890241,0,0,8,1,0
595003E8,-257684070,0,0,7,1,0
595C5662,-257402864,0,0,6,1,0
596B1246,-258008012,0,0,1,1,0
5973DC71,-259534333,0,0,6,1,0
59B3A2F1,-263738237,0,0,6,1,0
59B8F5EA,-263390312,0,0,7,1,0
59FBD257,-267396059,0,0,8,1,0
5A2A5B9E,-203532820,0,0,1,1,0
5A37769F,-205293331,0,0,6,1,0
5A3C2184,-204984330,0,0,1,1,0
5A42DFB0,-206122558,0,0,7,1,0
5A907DE7,-211520619,0,0,7,1,0
5A9BA5B1,-210785341,0,0,4,1,0
5AAD2B23,-212261551,0,0,6,1,0
5AB00622,-213645232,0,0,7,1,0
5AD8820C,-215184258,0,0,7,1,0
5AE55B85,-216967689,0,0,1,1,0
5AF7081F,-217905555,0,0,8,1,0
5B2731B2,-221036608,0,0,7,1,0
5B2DAC1F,-220618131,0,0,6,1,0
5B2E350A,-220578952,0,0,7,1,0
5B356228,-222204838,0,0,6,1,0
5B59CF86,-223493644,0,0,7,1,0
5B726C15,-226074009,0,0,1,1,0
5B978A66,-228359148,0,0,7,1,0
5BAB1614,-228648858,0,0,1,1,0
5BBD6C0E,-230071684,0,0,7,1,0
5BE831A9,-233029669,0,0,7,1,0
5BF51CA8,-234810662,0,0,6,1,0
5BFE4BB3,-234207807,0,0,1,1,0
5C1340E7,-169390443,0,0,7,1,0
5C2404C3,-170915151,0,0,6,1,0
5C3CCAF4,-171391866,0,0,6,1,0
5C5BBF0C,-173035138,0,0,6,1,0
5C99922F,-177365923,0,0,8,1,0
5CCBF050,-180355550,0,0,1,1,0
5CF7E36F,-184292067,0,0,7,1,0
5CFCB474,-183977466,0,0,7,1,0
5D99D53B,-194127031,0,0,8,1,0
5DA66FBC,-195927602,0,0,6,1,0
5DFEA0C3,-200626511,0,0,7,1,0
5E00A319,-134959765,0,0,7,1,0
5E16D903,-136128655,0,0,6,1,0
5E1D0155,-135721177,0,0,7,1,0
5E205791,-137078301,0,0,8,1,0
5E22BBD2,-136923744,0,0,1,1,0
5E2F290A,-136632456,0,0,6,1,0
5E4384A4,-138966314,0,0,6,1,0
5E62BA9A,-141118232,0,0,8,1,0
5E7A74AD,-141657377,0,0,7,1,0
5E959869,-144599525,0,0,1,3,0
5E959869,-144599525,1,0,8,2,0
5ECFA302,-147083920,0,0,7,1,0
5EDDF098,-148242710,0,0,7,1,0
5EDFBB6C,-148130530,0,0,4,3,0
5F0DC935,-151402681,0,0,8,1,0
5F1DD15B,-152445143,0,0,7,1,0
5F25CEFA,-154025848,0,0,7,1,0
5F733701,-158910093,0,0,1,1,0
5F78601A,-158568856,0,0,8,1,0
5FA0D0AD,-162210081,0,0,8,1,0
5FC2C92E,-164182180,0,0,8,1,0
5FDF6B62,-164928240,0,0,8,1,0
60146B16,-908040860,0,0,6,1,0
602B5EDC,-908111698,0,0,1,1,0
602BD191,-908075037,0,0,8,1,0
60331FA6,-909700652,0,0,7,2,0
603BE105,-909119625,0,0,6,3,0
605EF7F3,-911541887,0,0,1,1,0
60878DF2,-915176576,0,0,1,1,0
60C9A0BC,-918704434,0,0,1,4,0
60E6B284,-921518858,0,0,7,1,0
60F973C6,-921862732,0,0,1,1,0
6106C078,-923611638,0,0,7,1,0
610EBAB1,-923093821,0,0,7,1,0
61797BB7,-930253371,0,0,6,1,0
619DD83F,-932587955,0,0,1,1,0
61D60121,-937291949,0,0,7,1,0
61E934EB,-937608551,0,0,1,1,0
61E9BBA6,-937577004,0,0,1,1,0
61F9BB9F,-938625555,0,0,6,1,0
621849AA,-873707560,0,0,1,1,0
62190C51,-873659869,0,0,7,1,0
62259023,-875454895,0,0,1,1,0
6237DBEE,-876358244,1,0,8,2,0
6245E74A,-877532872,0,0,6,1,0
6252D54F,-878257347,0,0,7,1,0
625F4797,-877966875,0,0,1,1,0
626D6FC8,-879140422,0,0,8,1,0
627DF8EB,-880150887,0,0,7,1,0
62821416,-881452444,0,0,7,1,0
62829B5B,-881421015,0,0,7,5,0
62BFCD9F,-884227091,0,0,6,2,0
62CAEBFD,-885070449,0,0,6,3,0
62EA9038,-887185846,0,0,7,1,0
62FDAFD9,-888561237,0,0,7,1,0
6303599C,-889759762,0,0,8,1,0
630881CA,-889417800,0,0,6,1,0
6328FA0F,-891489155,0,0,6,1,0
633FC5EE,-892613732,0,0,7,1,0
636FF432,-895747520,0,0,4,1,0
63AF8AB2,-899971904,0,0,7,1,0
63BF92DC,-901014354,0,0,7,1,0
63C87007,-902005131,0,0,1,1,0
63DB6666,-902862828,0,0,1,1,0
63F1800E,-905605508,0,0,7,1,0
64012916,-839571612,0,0,8,1,0
640AF140,-838926542,0,0,7,1,0
64302A58,-842783702,0,0,6,1,0
64366D32,-842898624,0,0,7,1,0
648C4B4B,-847755975,0,0,6,1,0
64A6226E,-850252772,0,0,6,1,0
64C1D8DB,-852109655,0,0,7,1,0
64D38B41,-853048013,0,0,7,1,0
64EBD407,-853550475,0,0,7,1,0
64F3F084,-855113994,0,0,6,1,0
6511E176,-857346300,0,0,7,1,0
652C38FF,-858245491,0,0,7,1,0
65319AB3,-859466559,0,0,6,1,0
655B7D93,-860916767,0,0,7,1,0
65644859,-862960085,0,0,7,1,0
65F2406F,-872002019,0,0,7,1,0
65F40705,-872412809,0,0,8,1,0
660F68A4,-805607722,0,0,7,1,0
661245A5,-806990889,0,0,7,1,0
661912BE,-806544180,0,0,6,2,0
66265172,1128709053,1,0,1,2,0
664C4F19,-810008213,0,0,6,1,0
664E1CBA,-809889080,0,0,1,1,0
665A3503,-810665103,0,0,8,1,0
6675273B,-813618871,0,0,7,1,0
6675BF10,-813584030,0,0,7,1,0
66953518,-815711382,0,0,1,1,0
66DFA9FD,-819222641,0,0,7,1,0
66E0137A,-820765432,0,0,1,1,0
66E09C37,-820735419,0,0,6,1,0
671DC3CA,-823538248,0,0,8,1,0
67575F2F,-828157603,0,0,6,1,0
678C768D,-830965505,0,0,7,1,0
678E252E,-830854308,0,0,6,1,0
67985F34,-831762106,0,0,6,1,0
67B2B95C,-834226386,0,0,7,1,0
67B7D527,-834413739,0,0,7,1,0
67CD8DDE,-835091540,0,0,6,3,0
67DB7889,-835750149,0,0,1,10,0
67E28880,-837384462,0,0,6,1,0
6801141D,-1040901521,0,0,6,1,0
6802BDA5,-1040796713,0,0,1,1,0
680A4306,-1040298636,0,0,7,1,0
6811ABC4,-1041914442,0,0,7,1,0
681C391C,-1041746066,0,0,6,1,0
683E21D7,-1043714139,0,0,6,1,0
685F1EA1,-1045753645,0,0,1,1,0
689B49A1,-1049671725,0,0,6,1,0
68C16A9D,-1053465361,0,0,1,1,0
68D9A4AA,-1053971752,0,0,1,1,0
68EEE08E,-1055199492,0,0,8,1,0
690300AA,-1057550632,0,0,7,1,0
692152F0,-1059758974,0,0,7,1,0
692C8AB9,-1059552053,0,0,6,1,0
69592396,-1062392348,0,0,1,1,0
696FAD04,-1063541898,0,0,1,1,0
698B0E8C,-1065418498,0,0,7,1,0
69C82931,-1069799613,0,0,6,1,0
69FC4BE0,-1073199726,0,0,7,1,0
6A0F55AF,-1006937123,0,0,7,2,0
6A32036B,-1010430695,0,0,8,1,0
6A4403FC,-1011872370,0,0,1,1,0
6A57159D,-1012720657,0,0,1,1,0
6A789F8E,-1014197764,0,0,7,3,0
6A9D0E25,-1016528809,0,0,8,1,0
6A9F1AF3,-1016392575,0,0,1,1,0
6AA85ED7,-1017360219,0,0,1,1,0
6AB5FC9B,-1019088151,0,0,8,1,0
6B1F9DCF,-1024748611,0,0,7,1,0
6B29135D,-1025696465,0,0,7,1,0
6B3AEF88,-1026629126,0,0,7,1,0
6B3AEF88,-1026629126,0,1,5,1,0
6B45BEF3,-1028542335,0,0,8,1,0
6B482C2B,-1027857831,0,0,6,1,0
6B57ED69,-1029446885,1,0,7,2,0
6B5D70C4,-1029079370,0,0,7,1,0
6B66616A,-1030590696,0,0,7,1,0
6B6A34E0,-1029817710,0,0,7,1,0
6B7796AC,-1031563042,0,0,7,1,0
6B85C073,-1032729087,0,0,8,1,0
6B8669CB,-1032689735,0,0,8,1,0
6B957FAA,-1033801256,0,0,7,1,0
6BBAF5B9,-1035011125,0,0,8,1,0
6C194B88,-974305798,0,0,7,1,0
6C2B63D7,-975213147,0,0,7,1,0
6C639C3C,-979922354,0,0,7,1,0
6C6FC9B6,-979646524,0,0,6,1,0
6C7EB13D,-980762801,0,0,8,1,0
6C873FB4,-982306362,0,0,7,3,0
6C873FB4,-982306362,1,0,8,4,0
6C8C68AF,-981965091,0,0,8,8,0
6C8CE7E2,-981931632,0,0,6,1,0
6C9CD776,-982984444,0,0,7,1,0
6CC41809,-986704261,0,0,8,1,0
6CD1C64F,-987379651,0,0,1,1,0
6CE9D9EE,-987900004,0,0,1,1,0
6CEB921A,-987784088,0,0,8,1,0
6CFE4066,1235135145,1,0,8,1,0
6D06723E,-990741428,0,0,7,1,0
6D13AC78,-991452662,0,0,6,1,0
6D29F82D,-992086433,0,0,7,1,0
6D455583,-995009551,0,0,6,5,0
6D4DAB20,-994466478,0,0,6,1,0
6D4E8DD5,-994409561,0,0,8,3,0
6D5EBD41,-995445965,0,0,7,1,0
6D6190DC,-996827474,0,0,4,6,0
6D6190DC,-996827474,1,0,7,2,0
6D8E7C18,-998608278,0,0,1,1,0
6DB78C11,-1002208669,0,0,7,5,0
6DBCDB0A,-1001859720,0,0,7,1,0
6DDB21BF,-1003540531,0,0,7,1,0
6E252265,-942593001,0,0,6,1,0
6E6DDD8E,-946220036,0,0,1,1,0
6EAFF0AD,-950272289,0,0,1,4,0
6EC181ED,-952791137,0,0,7,1,0
6EC97F4E,-952274628,0,0,7,1,0
6ECA59BB,-952215607,0,0,7,3,0
6EF5E33C,-956175026,0,0,7,1,0
6F08338C,-956547586,0,0,7,1,0
6F08BCC1,-956517709,0,0,7,10,0
6F0B1579,-956359925,0,0,8,1,0
6F27B99F,-959203347,0,0,7,8,0
6F40CC67,-961232363,0,0,1,1,0
6F6D9A9A,-963013400,0,0,7,1,0
6F7D15EE,-964093028,0,0,1,1,0
6FA46FEF,-967810659,0,0,6,1,0
6FC8C241,-969094093,0,0,6,1,0
6FD00C76,-970718716,0,0,7,3,0
6FD00C76,-970718716,0,1,5,2,0
6FD39563,-970482927,0,1,8,1,0
6FDA91DB,-970022999,0,1,5,2,0
700366C9,-638097221,0,0,7,1,0
700A6271,-637637629,0,0,1,1,0
7037BBF8,-641485430,0,0,7,1,0
703A63B1,-640782909,0,0,7,1,0
707F4413,-645182879,0,0,6,9,0
707F4413,-645182879,0,1,8,2,0
70ADE644,-648419274,0,0,7,1,0
70BAD9A5,-649144361,0,0,7,1,0
70C5626A,-651072488,0,0,8,1,0
70DBE6D3,-651171679,0,0,1,1,0
70E77AA1,-653036333,0,0,7,1,0
7107085D,-655161809,0,0,8,1,0
710A9A85,-654404361,0,0,7,1,0
71117247,-656049099,0,0,7,1,0
71198CE4,-655523178,0,0,4,1,0
711A255C,-655480018,0,0,7,1,0
71251096,-657383708,0,0,6,1,0
71442FE0,-659545710,0,0,7,1,0
716F8C73,-660897279,0,0,7,1,0
7187F906,1424430025,1,0,7,1,0
71BD2E24,-666296234,0,0,6,1,0
71C10CFE,-667614580,0,0,6,1,0
71DA5BDC,-668052050,0,0,1,1,0
7232221C,-607769490,0,0,8,1,0
72464185,-609071113,0,0,6,1,0
726CA7ED,-610752097,0,0,7,1,0
727D502B,-611754407,0,0,6,1,0
7295A629,-614356901,0,0,7,1,0
729D588A,-613853448,0,0,6,1,0
729EF132,-613744832,0,0,1,1,0
72A1C4F8,-615134582,0,0,1,1,0
72D68194,-618491930,0,0,1,1,0
72EB581D,-618703249,0,0,7,1,0
7314EBA3,-622795311,0,0,6,1,0
735C9B05,-626485897,0,0,6,1,0
735F32BD,-626311985,0,0,8,1,0
738193E5,-629826153,0,0,6,3,0
73842BB2,-630184512,0,0,8,1,0
73863F64,-630050538,0,0,8,1,0
73AECDDA,-631585880,0,0,8,1,0
73B36F96,-632856092,0,0,6,1,0
73BF3A1C,-632605586,0,0,7,1,0
74089D39,-570649781,0,0,8,1,0
74209AF6,-573270908,0,0,6,1,0
74308298,-574321430,0,0,8,1,0
7432C96C,-574175458,0,0,7,1,0
74458C00,-575569294,0,0,7,1,0
745533D9,-576635477,0,0,1,1,0
7455BC94,-576605466,0,0,1,1,0
746A0613,-576845727,0,0,7,1,0
747AA19D,-577851409,0,1,6,1,0
748D836E,-579236580,0,0,8,1,0
74954D59,-580828373,0,0,8,1,0
74A7EA4B,-581704647,0,0,7,1,0
74ACBD50,-581389534,0,0,7,1,0
74BAC74A,-582039240,0,0,1,1,0
74C010FE,-583786868,0,0,7,1,0
74CF6E65,-583311337,0,0,7,1,0
74F238A1,-586795309,0,0,6,1,0
74F9E0F7,-586289531,0,0,6,1,0
75027AC9,-587828037,0,0,1,1,0
753B8AC0,-590379854,0,0,8,1,0
754FE959,-591665365,0,0,6,1,0
7557276E,-593286884,0,0,7,1,0
756ED767,-593831659,0,0,7,1,0
7574F8F7,-595528059,0,0,6,11,0
7578AD7D,-594762993,0,0,7,1,0
7587E637,-596383675,0,0,7,1,0
7594F056,-597623260,0,0,7,1,0
759759EE,-597469284,0,0,7,1,0
759C0EF5,-597163897,0,0,8,1,0
75B8CBAA,-598948392,0,0,7,3,0
75CAF70E,-599852676,0,0,7,1,0
75E2F0C1,-602472781,0,0,7,1,0
75F0A35B,-603673303,0,0,6,1,0
75F2E8AF,-603527459,0,0,7,1,0
