# La habilidad pasiva de cada espiritu (NOTAS O-184).
# Lo genera herramientas/construir_pasivas_espiritu.py.
id,nombre,familia,texto,valor
5FEC0899,Guiverno blanco,kenshin,AT de tiro +10 % para jugadores de la misma posición,10
CD8BBA78,Halcón de trueno,kenshin,Valor de disputa +10 % para jugadores del mismo elemento,10
61215228,Huargo,kenshin,Valor de foco +10 % en campo contrario,10
9F96C949,Jaguar,kenshin,"Cuando un jugador del mismo elemento está cerca, Valor propio de foco +20 %",20
D429A61B,Jmet,kenshin,AT de tiro +10 % para jugadores de la misma posición,10
DD16C703,Juez,kenshin,DF del muro +10 % para jugadores cercanos,10
65C100A2,Kraon,kenshin,Tensión necesaria para la brecha del equipo -20 %,20
20B3A370,Kukulkán,kenshin,"Cuando el equipo gana en foco o disputa, tensión +10 %",10
FAE17879,Lancelot,kenshin,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
5FD71B70,León,kenshin,Valor de foco +15 % en campo propio,15
22B70EF3,Licaón,kenshin,Valor de foco +15 % en campo contrario,15
F51FD886,Los enamorados ♀,kenshin,Valor de foco +15 % en campo propio,15
FF32468C,Los enamorados ♂,kenshin,Valor de foco +10 % en campo contrario,10
7EFF48EA,Lot,kenshin,"Cuando el equipo gana en foco o disputa, tensión +10 %",10
BBD06360,Magister,kenshin,"Cuando un jugador del mismo elemento está cerca, Valor propio de foco +20 %",20
07441C0A,Metis,kenshin,Valor de foco +10 % para jugadores de distintas posiciones,10
3D773936,Musashi,kenshin,AT de tiro +10 % en campo contrario,10
E1DF3031,Neptuno,kenshin,Valor de foco +15 % en campo contrario,15
526E1F5B,Niké,kenshin,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
75EC1DB7,Niké,kenshin,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
5012A866,Oneiros,kenshin,Valor de disputa +20 % cuando se está fuera del área,20
73A6AFD7,Papelín,kenshin,"Cuando el equipo gana en foco o disputa, tensión +10 %",10
D9704126,Pegaso,kenshin,"Al hacer un pase, poder de afinidad +50 %",50
9784E929,Pendragón,kenshin,Tasa de brecha del equipo +10 %,10
A7A141F6,Peón blanco,kenshin,DF del muro +10 % para jugadores del mismo elemento,10
C53A7059,Peón negro,kenshin,Valor de disputa +15 % en campo contrario,15
8CBAA161,Poseidón,kenshin,AT de tiro +10 % en campo contrario,10
1E1F0FD7,Protoanimador,kenshin,Valor de foco +10 % para jugadores de distintas posiciones,10
177A8B30,Qinglong,kenshin,Valor de foco +10 % para jugadores cercanos,10
56E87A68,Raiden,kenshin,Valor de foco +20 % en campo propio,20
9435FC7A,Reina blanca,kenshin,Valor de foco +15 % en campo propio,15
29B7D181,Reina negra,kenshin,Tasa de brecha del equipo +10 %,10
2384628C,Rey blanco,kenshin,"Cuando el equipo gana en foco o disputa, tensión +10 %",10
9E064F77,Rey negro,kenshin,"Al hacer un pase, poder de afinidad +50 %",50
7B325B18,Robin,kenshin,Valor de disputa +10 % para jugadores de la misma posición,10
B6BF309C,Robin,kenshin,Valor de disputa +10 % para jugadores de la misma posición,10
E51A5C55,Roc,kenshin,Valor de foco +10 % en campo contrario,10
E7A33690,Serendipity,kenshin,"Al hacer un pase, poder de afinidad +50 %",50
837F1277,Sirena,kenshin,Valor de foco +15 % en campo contrario,15
70A4EA8C,Sombra de plasma DF,kenshin,Valor de foco +15 % en campo propio,15
3326BB0A,Sombra de plasma PA,kenshin,Tensión necesaria para la brecha del equipo -20 %,20
0905247F,Sombra de plasma RE,kenshin,"Cuando un jugador de otro elemento está cerca, Valor propio de foco +20 %",20
7FF7377C,Sombra de plasma TI,kenshin,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
4FE98C4A,Surtur,kenshin,"Cuando un jugador del mismo elemento está cerca, AT propio de tiro +20 %",20
4C638AF0,Tachión,kenshin,Valor de foco +15 % en campo contrario,15
F2F35819,Tirador,kenshin,DF del muro +10 % para jugadores cercanos,10
7454024F,Torre blanca,kenshin,"Cuando un jugador del mismo elemento está cerca, DF propia del muro +20 %",20
C5999A18,Torre negra,kenshin,Valor de foco +15 % en campo propio,15
4B2CE02E,Trickster,kenshin,Tasa de brecha del equipo +10 %,10
1B100072,Vega,kenshin,"Cuando un jugador de otro elemento está cerca, Valor propio de foco +20 %",20
B27A5CF8,Victoria,kenshin,Valor de foco +10 % en campo contrario,10
879F40FD,Vritrá,kenshin,Tasa de parada +5 %,5
5CCB03B6,Warborg,kenshin,Tensión necesaria para la brecha del equipo -20 %,20
D4BCF89B,Warborg,kenshin,Tensión necesaria para la brecha del equipo -20 %,20
2E5B511E,Xuan-Wu,kenshin,DF del muro +10 % para jugadores cercanos,10
AA5B4C8A,Zhuque,kenshin,Valor de foco +10 % para jugadores de la misma posición,10
8344019E,Zodíaco,kenshin,Tasa de faltas del equipo -15 % al esprintar,15
D353F757,Miximax Trans: <FLC:ENDO>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
0097875D,Miximax Trans: <FLC:FUBUKI>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
59BB18AD,Miximax Trans: <FLC:FUDO>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
96A7802A,Miximax Trans: <FLC:GOENJI>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
82F5B16F,Miximax Trans: <FLC:KARIYA>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
0617924F,Miximax Trans: <FLC:KIRINO>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
14C5B618,Miximax Trans: <FLC:KIRINO>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
36AE742C,Miximax Trans: <FLC:KIRINO>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
55F4AD01,Miximax Trans: <FLC:KIRINO>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
BC469BD6,Miximax Trans: <FLC:KIRINO>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
2F721847,Miximax Trans: <FLC:OKITA>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
E06E80C0,Miximax Trans: <FLC:SAKAMOTO>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
C3C4AA76,Miximax Trans: <FLC:SHINDO>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
1000DA7C,Miximax Trans: <FLC:TSURUGI>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
16CBB2FD,Miximax Trans: <FLC:TSURUGI>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
2672549E,Miximax Trans: <FLC:TSURUGI>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
2BB77423,Miximax Trans: <FLC:TSURUGI>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
462194E4,Miximax Trans: <FLC:TSURUGI>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
76987287,Miximax Trans: <FLC:TSURUGI>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
9262EC4E,Miximax Trans: <FLC:TSURUGI>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
AC9ABB64,Miximax Trans: <FLC:TSURUGI>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
BD877354,Miximax Trans: <FLC:TSURUGI>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
CCC97B1E,Miximax Trans: <FLC:TSURUGI>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
CF8B1FDA,Miximax Trans: <FLC:YUTO>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
13FFCE3F,Miximax Trans: <FST:TENMA>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
2346285C,Miximax Trans: <FST:TENMA>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
4563F020,Miximax Trans: <FST:TENMA>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
79D467E1,Miximax Trans: <FST:TENMA>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
8630DD0B,Miximax Trans: <FST:TENMA>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
A9AEC7A6,Miximax Trans: <FST:TENMA>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
C3856E78,Miximax Trans: <FST:TENMA>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
F33C881B,Miximax Trans: <FST:TENMA>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
8EBA04C3,Miximax Trans: <FUL:G GENE>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
0452EB39,Miximax Trans: <FUL:HAKURYU>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
4315E826,Miximax Trans: <FUL:HAKURYU>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
56FDB456,Miximax Trans: <FUL:HAKURYU>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
66445235,Miximax Trans: <FUL:HAKURYU>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
73AC0E45,Miximax Trans: <FUL:HAKURYU>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
C9FD07DC,Miximax Trans: <FUL:HAKURYU>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
D7969B33,Miximax Trans: <FUL:HAKURYU>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
DC155BAC,Miximax Trans: <FUL:HAKURYU>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
0323EE8D,Miximax Trans: <FUL:SYU>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
339A08EE,Miximax Trans: <FUL:SYU>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
41A69C44,Miximax Trans: <FUL:SYU>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
48B4206B,Miximax Trans: <FUL:SYU>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
6A866F3A,Miximax Trans: <FUL:SYU>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
780DC608,Miximax Trans: <FUL:SYU>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
B972E714,Miximax Trans: <FUL:SYU>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
C25CCF91,Miximax Trans: <FUL:SYU>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
F06B0413,Miximax Trans: <FUL:V GENE>,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
6E43035E,Miximax Trans: Big,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
5DECAD3B,Miximax Trans: Cao Cao,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
963559D8,Miximax Trans: Gen S,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
DF8E9B09,Miximax Trans: Juana,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
AD102E75,Miximax Trans: Nobunaga,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
9A7AEC74,Miximax Trans: Papá,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
1CDDB622,Miximax Trans: R. dragones,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
114ED203,Miximax Trans: Raika,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
F2E895EF,Miximax Trans: Raika,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
9EBF8010,Miximax Trans: Rey Arturo,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
B15A1F0A,Miximax Trans: Rosa negra,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
E8E45908,Miximax Trans: Tiranosaurio,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
A15F9BD9,Miximax Trans: Zeta,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
50595129,Miximax Trans: Zhuge Liang,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
63D55F1C,Miximax Trans: Zhuge Liang,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
DAB1BED3,Miximax Trans: Zhuge Liang,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
EA0858B0,Miximax Trans: Zhuge Liang,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
EC21356C,Miximax Trans: Zhuge Liang,mixi,"Cuando un jugador de otro elemento está cerca, AT propio de tiro +20 %",20
