# Personajes del juego, sacados de chara_param y chara_base.
# identidad = el valor del campo 0xBA162C11 de la partida, en hex.
# Lo genera herramientas/construir_personajes.py.
identidad,chara_base_id,indice,rareza,rareza_valor,nombre_es,nombre_en,apt_entrenador,apt_gerente,tec1,tec2,tec3,tec4,tec5,tec6,tec7,tec8,tec9,tec1_nivel,tec2_nivel,tec3_nivel,tec4_nivel,tec5_nivel,tec6_nivel,tec7_nivel,tec8_nivel,tec9_nivel,arquetipo_valor,clave_personal,tablero
1F441E7C,-1229975538,1452,normal,0,Hugh Dunnit,Hugh Dunnit,,,860FB8F9,7F74CD53,230798A3,B9EAF38A,BE9E8ABD,D1A8183F,A7915C10,A3DCC454,6BF911A6,1,13,20,30,38,43,30,38,43,5,10,
1F526466,-1230607852,430,normal,0,Ewan Liner,Ewan Liner,,,860FB8F9,E94EEA7E,E054B588,7E7CB2C5,CB7446F6,D1A8183F,1EC61007,43BD3A61,47981F48,1,13,20,30,38,43,30,38,43,3,1,
1F5A1588,-1230103558,4360,normal,0,Cedric Blossom,Cedric Blossom,,,357B4A6B,ED9B8B92,ACAA908B,47E0AFAD,859364D6,6BF911A6,446AA917,E1C433B6,723D7CA1,1,13,20,30,38,43,30,38,43,5,6,
1F6EF814,-1231358362,1666,normal,0,Will Kilmon,Will Kilmon,,,5778826C,B4962A59,8F10B7B5,74741221,D17962C1,723D7CA1,ED8B861A,29ACD206,47981F48,1,13,20,30,38,43,30,38,43,1,4,
1F6FBDEF,-1231309923,3140,normal,0,Devin Hornes,Devin Hornes,,,90EEC323,88C724C3,D59710C4,94A60BDD,08A1BF72,47981F48,7A9CE04F,A36F239D,E40D7BD6,1,13,20,30,38,43,30,38,43,2,3,
1F7E2CB6,-1313131386,1986,normal,0,Hocus Sesame,Hocus Sesame,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,11,
1F86DCAC,-1233988898,5868,normal,0,Maestro Li,Master Li,,1,744A5172,11A04950,4CE070DF,A4A8BD63,FD16FB61,6BF911A6,F6162413,B87A75B4,723D7CA1,1,13,20,30,38,43,30,38,43,1,3,
1F8A5B9C,-1233234450,887,normal,0,Bones Size,Bones Size,,,53BDEE08,019EDE6A,F94B6EAD,ED8B861A,29ACD206,47981F48,AB6D0E75,D17962C1,723D7CA1,1,13,20,30,38,43,30,38,43,4,12,
1F9D647D,-1234605553,2869,normal,0,Drei Whitely,Drei Whitely,,,904D2962,4A31BCB0,C5B98A76,E69B54E0,CF94147C,E40D7BD6,3647FBA2,C8538A82,6BF911A6,1,13,20,30,38,43,30,38,43,1,3,
1FB2701F,150881673,3531,hero,7,Alfa,Alpha,,,4A31BCB0,88C724C3,080FF21B,4A31BCB0,4A31BCB0,8BCED856,,,,1,13,20,30,38,43,0,0,0,1,1,4443D6D4
1FB6C7EE,-1237136996,1343,normal,0,Amy Stinger,Amy Stinger,,,904D2962,19B26930,C2CDF341,6B2CDC4C,43BD3A61,47981F48,EE997908,6CFB4F3A,723D7CA1,1,13,20,30,38,43,30,38,43,0,6,
1FBD1FB8,-1236725302,1876,normal,0,Yasir Haddad,Yasir Haddad,,,904D2962,C2F6E0A8,C6089F25,CD084057,47E0AFAD,E40D7BD6,CD084057,93C27F62,6BF911A6,1,13,20,30,38,43,30,38,43,4,5,
1FBF7CB6,-1236569404,3222,normal,0,Rick Whited,Rick Whited,,,94884506,ED9B8B92,FE9CFDDB,A7AA4FF9,F8FED67D,723D7CA1,ACAA908B,22871315,6BF911A6,1,13,20,30,38,43,30,38,43,4,1,
1FC839DA,-1237567576,3329,normal,0,Lawrence Leepson,Lawrence Leepson,,,860FB8F9,B52DB206,8E80318B,E2F3F24A,F0D9C57B,D1A8183F,0A9E0118,A722BBD9,47981F48,1,13,20,30,38,43,30,38,43,5,2,
1FEDC213,-1239823263,5259,normal,0,Margo Versier,Margo Versier,,,16499975,2A0DCADD,F270A236,256B938A,EE3A9349,47981F48,9BC0528A,029C2CF0,6BF911A6,1,13,20,30,38,43,30,38,43,2,3,
1FF5E053,-1241387487,46,normal,0,Hugo Tallgeese,Hugo Tallgeese,,,94884506,40AFC573,8F884E1D,835F0219,7BB1A137,E40D7BD6,50915249,7F74CD53,6BF911A6,1,13,20,30,38,43,30,38,43,4,4,
20015AA0,-1980410670,563,normal,0,Chris Miles,Chris Miles,,,90EEC323,2E7B4170,ED8B861A,446AA917,D17962C1,E40D7BD6,400C2F32,028C2178,47981F48,1,13,20,30,38,43,30,38,43,2,8,
201CF8EC,-1981221218,1922,normal,0,Lukas Schmidt,Lukas Schmidt,,,D5B95E1F,F1C1B765,6305EFC5,F6B5CE52,7C5D21A8,47981F48,F5A73140,683E235E,E40D7BD6,1,13,20,30,38,43,30,38,43,0,10,
202C0C5D,-1982332369,4384,normal,0,Talia Jester,Talia Jester,,,F2ED0B24,34766547,F051315B,10A836C6,0F5312EA,D1A8183F,67FB9048,2BA5D8AD,6BF911A6,1,13,20,30,38,43,30,38,43,4,5,
202D1684,-1982261002,3934,normal,0,Tristan Brookwood,Tristan Brookwood,,,16499975,BFADE6C2,32929A4E,F5A73140,CEB95504,47981F48,6B8F360D,CF94147C,723D7CA1,1,13,20,30,38,43,30,38,43,2,4,
203C8329,-1983345317,2807,normal,0,Donald Hooan,Donald Hooan,,,122F1F50,4B37E3A9,E69B54E0,0A06F8B0,7670BFA2,47981F48,C5B98A76,CF94147C,723D7CA1,1,13,20,30,38,43,30,38,43,4,11,
204217B1,516331221,3692,hero,5,Simeon Ayp,Simeon Ayp,,,C3D606F8,A7AA4FF9,467E091C,C3D606F8,A7AA4FF9,963559D8,,,,1,13,20,30,38,43,0,0,0,4,1,7BB3B17A
20427D1D,-1984531601,1188,normal,0,Don Ation,Don Ation,,,744A5172,C2F6E0A8,C6089F25,40AFC573,CEB95504,6BF911A6,F1C1B765,2D69BE62,47981F48,1,13,20,30,38,43,30,38,43,5,8,
2049A54B,-1984058567,1987,normal,0,Sachinel,Sachinel,,,531E0449,B3E2536E,9F153366,74741221,A87FF167,E40D7BD6,8874C30A,ED137FB2,6BF911A6,1,13,20,30,38,43,30,38,43,0,6,
204BC645,-1983920073,3041,normal,0,Juan Avis,Juan Avis,,,94884506,4A31BCB0,C5B98A76,E69B54E0,CF94147C,723D7CA1,73B38CDF,C8538A82,6BF911A6,1,13,20,30,38,43,30,38,43,1,6,
2054884A,-1985968584,4334,normal,0,Barton Combo,Barton Combo,,,904D2962,47785605,BD0AA100,603C0EB6,A36F239D,E40D7BD6,BDA94B41,08A1BF72,47981F48,1,13,20,30,38,43,30,38,43,2,8,
206065D6,-1986761820,1555,normal,0,Guy Pinnay,Guy Pinnay,,,F2ED0B24,019EDE6A,CEB95504,446AA917,D17962C1,E40D7BD6,54543E2D,43AD37E9,6BF911A6,1,13,20,30,38,43,30,38,43,2,1,
20895486,-1988273420,3777,normal,0,Masaichi Motoyoshi,Masaichi Motoyoshi,,,122F1F50,4A31BCB0,C5B98A76,DAF14993,C8538A82,6BF911A6,E69B54E0,CF94147C,E40D7BD6,1,13,20,30,38,43,30,38,43,1,3,
20919AB1,-1989831485,2280,normal,0,Carmen Aria,Carmen Aria,,,94884506,7F74CD53,6305EFC5,E628B329,83C7FBB1,6BF911A6,F5A73140,683E235E,E40D7BD6,1,13,20,30,38,43,30,38,43,2,12,
20996412,-1989318048,1957,normal,0,Lucien Rarey,Lucien Rarey,,,357B4A6B,1E65FA46,3DF4C319,E9ED003F,2DCA5423,723D7CA1,2319B5A4,FD16FB61,6BF911A6,1,13,20,30,38,43,30,38,43,2,4,
209B996D,936881403,150,hero,7,Byron Love,Byron Love,,,6AA27775,6B8F360D,ABDEE9BC,ABDEE9BC,6B8F360D,723D7CA1,,,,1,13,20,30,38,43,0,0,0,0,1,7B6A3FA6
20A6DE95,-1991061273,251,normal,0,Cameron Mann,Cameron Mann,,,D1DFD83A,904879D8,1A037C63,6305EFC5,683E235E,723D7CA1,3657F62A,D9505148,47981F48,1,13,20,30,38,43,30,38,43,2,10,
20AE2036,-1990578620,788,normal,0,Equin Knocks,Equin Knocks,,,53BDEE08,5B918D3B,9BD05F02,B7273F0A,6CFB4F3A,723D7CA1,35E6E379,A87FF167,47981F48,1,13,20,30,38,43,30,38,43,5,12,
20B91FD7,-1991437915,2972,normal,0,Buck Choy,Buck Choy,,,531E0449,0B00A7A9,FC3BBA19,B9CFCD64,A36F239D,723D7CA1,7776E0BB,66DB7618,6BF911A6,1,13,20,30,38,43,30,38,43,0,6,
20C9B9B9,-1992443957,5251,normal,0,Vergil Turnaraud,Vergil Turnaraud,,,D5B95E1F,767E9F2D,B9CFCD64,FC3BBA19,683E235E,723D7CA1,5228388C,EEBC47E6,D1A8183F,1,13,20,30,38,43,30,38,43,0,11,
20D377BA,-1993901624,972,normal,0,Ricky Charmers,Ricky Charmers,,,F2ED0B24,019EDE6A,D5871D4C,8C395B4E,9E9B985F,6BF911A6,AB6D0E75,D17962C1,E40D7BD6,1,13,20,30,38,43,30,38,43,4,3,
20E5F928,-1995311270,1390,normal,0,Orpah Talkington,Orpah Talkington,,,F2ED0B24,B4962A59,FA628256,CEB95504,43AD37E9,6BF911A6,74741221,F2D34877,E40D7BD6,1,13,20,30,38,43,30,38,43,3,11,
20EE217E,-1994772724,1835,normal,0,Alessandro Rossa,Alessandro Rossa,,,122F1F50,5CE5F40C,708A6DAC,2ED8AB31,32929A4E,E40D7BD6,ABCEE434,2ED8AB31,47981F48,1,13,20,30,38,43,30,38,43,4,10,
21111D8D,-1998253057,962,normal,0,Tighe Windsor,Tighe Windsor,,,16499975,7B8AB2DE,2ED8AB31,6305EFC5,683E235E,E40D7BD6,1A037C63,7C5D21A8,47981F48,1,13,20,30,38,43,30,38,43,0,4,
2127931F,-1999397523,1400,normal,0,Chris Country,Chris Country,,,5778826C,1E65FA46,2D69BE62,6B8F360D,A722BBD9,E40D7BD6,689DC91F,EE3A9349,47981F48,1,13,20,30,38,43,30,38,43,2,12,
212C4B49,-1999092421,1825,normal,0,Anton Graziuso,Anton Graziuso,,,D1DFD83A,5CE5F40C,ED8B861A,1EC61007,5DC8B574,47981F48,47685B8D,E9ED003F,723D7CA1,1,13,20,30,38,43,30,38,43,3,12,
214B3EB1,-2000736061,3787,normal,0,Bon Homie,Bon Homie,,,90EEC323,49334E2A,FC985058,C9F63FDA,F8FED67D,723D7CA1,256B938A,7670BFA2,47981F48,1,13,20,30,38,43,30,38,43,4,10,
2150D673,-2002462719,1258,normal,0,Mitch Blackston,Mitch Blackston,,,57DB682D,220FE735,B7273F0A,6228AEBD,7BB1A137,6BF911A6,EE997908,6CFB4F3A,E40D7BD6,1,13,20,30,38,43,30,38,43,0,3,
2153F086,-2002256140,2270,normal,0,Martha Hubbard,Martha Hubbard,,,357B4A6B,5B918D3B,E8C04147,BC27E078,7BB1A137,6BF911A6,B7273F0A,6CFB4F3A,E40D7BD6,1,13,20,30,38,43,30,38,43,3,5,
215B0E25,-2001797033,1966,normal,0,Yurina Kumai,Yurina Kumai,,,904D2962,9B48A6AA,E9ED003F,3DF4C319,88FC372A,6BF911A6,546F2DC4,B3E2536E,723D7CA1,1,13,20,30,38,43,30,38,43,2,9,
2164B4A2,-2003780912,241,normal,0,Christian Dear,Christian Dear,,,53BDEE08,2E7B4170,F94B6EAD,ED8B861A,028C2178,47981F48,AB6D0E75,F2D34877,E40D7BD6,1,13,20,30,38,43,30,38,43,2,9,
216C4A01,-2003286925,798,normal,0,Pip Aminty,Pip Aminty,,,D1DFD83A,40AFC573,B341B92F,3657F62A,A87FF167,47981F48,6305EFC5,683E235E,E40D7BD6,1,13,20,30,38,43,30,38,43,3,8,
217B75E0,-2003862638,2962,normal,0,Fritzy Flaps,Fritzy Flaps,,,57DB682D,47785605,603C0EB6,210D15AF,F8FED67D,E40D7BD6,256B938A,08A1BF72,47981F48,1,13,20,30,38,43,30,38,43,4,9,
2180172A,-2005657256,1177,normal,0,Junior Fardream,Junior Fardream,,,D5B95E1F,5CE5F40C,8F10B7B5,446AA917,3657F62A,E40D7BD6,F1C1B765,2D69BE62,47981F48,1,13,20,30,38,43,30,38,43,0,6,
2189AC72,-2005032448,3051,normal,0,Drakaina Eastwick,Drakaina Eastwick,,,90EEC323,8488916F,06494D1C,32929A4E,7670BFA2,47981F48,E69B54E0,CF94147C,723D7CA1,1,13,20,30,38,43,30,38,43,2,7,
218B4031,-2004922813,2711,normal,0,Dawntavius Spectrum,Dawntavius Spectrum,,,904D2962,2A0DCADD,A7A141F6,9BD05F02,1AA09622,E40D7BD6,A86FFCEF,E8F6F586,6BF911A6,1,13,20,30,38,43,30,38,43,5,6,
219A985B,-1679327479,23,normal,0,David Samford,David Samford,,,44C94356,446AA917,,,,,,,,1,13,0,0,0,0,0,0,0,1,10,
21A20FE1,-2007629421,1565,normal,0,Richard Trogg,Richard Trogg,,,531E0449,220FE735,EE997908,0A9E0118,1ED61D8F,6BF911A6,B7273F0A,6CFB4F3A,723D7CA1,1,13,20,30,38,43,30,38,43,4,4,
21A4456F,-2008003811,4469,normal,0,César Montalbán,César Montalbán,,,904D2962,B8F28194,7B0246FE,F1625D24,F504DB01,723D7CA1,842B7B2E,88EC3AA2,47981F48,1,13,20,30,38,43,30,38,43,1,8,
21C33097,-2009645339,573,normal,0,Vinny Trioquist,Vinny Trioquist,,,904D2962,7F74CD53,F5A73140,EC052D23,AF1B85D8,6BF911A6,6305EFC5,683E235E,723D7CA1,1,13,20,30,38,43,30,38,43,0,3,
21C3BFDA,-2009615960,4020,normal,0,Yuth Poonlarp,Yuth Poonlarp,,,16499975,C5929417,9AC82D1C,70B17E45,43BD3A61,47981F48,1EED0E66,25E367AA,723D7CA1,1,13,20,30,38,43,30,38,43,0,1,
21CAE110,-346783716,0,normal,0,,,,,F2ED0B24,49334E2A,BC27E078,6228AEBD,29BCDF8E,6BF911A6,C9F63FDA,6CFB4F3A,E40D7BD6,1,13,20,30,38,43,30,38,43,1,1,
21D0CF93,-2010856991,4891,normal,0,Belo,Belo,,,57DB682D,74741221,683E235E,B96C2725,CCA05227,723D7CA1,FBCA9026,BC27E078,6BF911A6,1,13,20,30,38,43,30,38,43,5,14,
21D9FE94,-2010255130,5164,normal,0,Crest Vertall,Crest Vertall,,,94884506,3B0E1117,B9CFCD64,F5A73140,A36F239D,E40D7BD6,94A60BDD,08A1BF72,47981F48,1,13,20,30,38,43,30,38,43,0,5,
21DE92DB,-2010473303,1932,normal,0,Ernst Fliedner,Ernst Fliedner,,,90EEC323,5CE5F40C,35E6E379,EE997908,6CFB4F3A,723D7CA1,9BD05F02,A87FF167,47981F48,1,13,20,30,38,43,30,38,43,4,2,
21EE666A,-2011535336,4099,normal,0,Clarisse Luxe,Clarisse Luxe,,,122F1F50,D5871D4C,7BB1A137,9FB6D927,6228AEBD,6BF911A6,C9F63FDA,6CFB4F3A,E40D7BD6,1,13,20,30,38,43,30,38,43,1,7,
21FEE91E,-2012551316,2797,normal,0,Siarti Tivi,Siarti Tivi,,,122F1F50,8E06E524,B9CFCD64,3FCB7D73,08A1BF72,47981F48,E25E3884,A36F239D,723D7CA1,1,13,20,30,38,43,30,38,43,3,12,
2204C344,-1947153098,1193,normal,0,Eton Messer,Eton Messer,,,57DB682D,E15CCA1E,44C94356,842B7B2E,C17CE612,E40D7BD6,80EE174A,028C2178,47981F48,1,13,20,30,38,43,30,38,43,4,9,
220D781C,-1946585490,3031,normal,0,Ophelio Albans,Ophelio Albans,,,57DB682D,4A31BCB0,C5B98A76,E69B54E0,CF94147C,E40D7BD6,3647FBA2,C8538A82,6BF911A6,1,13,20,30,38,43,30,38,43,1,6,
220F945F,-1946445267,2722,normal,0,Goth Grimshaw,Goth Grimshaw,,,D5B95E1F,0A06F8B0,FA628256,7670BFA2,F2D34877,E40D7BD6,06494D1C,08A1BF72,47981F48,1,13,20,30,38,43,30,38,43,2,11,
2220061B,-1949038487,5019,normal,0,Kevin Dragonfly,Kevin Dragonfly,,,744A5172,633EFC2C,F9D39705,9E9B985F,590DD910,6BF911A6,5CE5F40C,683E235E,E40D7BD6,1,13,20,30,38,43,30,38,43,3,12,
22476BB4,-1951177274,4031,normal,0,Sergei Chernov,Sergei Chernov,,,16499975,84A38F0E,08AF9FFD,32929A4E,70129404,47981F48,9AC82D1C,CB7446F6,D1A8183F,1,13,20,30,38,43,30,38,43,3,6,
2247E4F9,-1951143285,593,normal,0,Buster Clout,Buster Clout,,,5778826C,220FE735,9BD05F02,35E6E379,028C2178,47981F48,67FB9048,7BB1A137,6BF911A6,1,13,20,30,38,43,30,38,43,5,5,
224B63C9,-1950388805,5824,normal,0,Hunter Foster,Hunter Foster,,,F2ED0B24,4F6A7665,1AA09622,E1C433B6,1CF9AE6D,6BF911A6,E1C433B6,979FEAAE,47981F48,1,13,20,30,38,43,30,38,43,5,10,
22523ABF,-1952041779,3412,normal,0,Flynn Duval,Flynn Duval,,,357B4A6B,E94EEA7E,3DF4C319,3647FBA2,44D94EDE,6BF911A6,1EC61007,EE3A9349,47981F48,1,13,20,30,38,43,30,38,43,1,6,
22686EEA,-1952685928,3641,normal,0,Driss,Driss,,,5778826C,44C94356,80EE174A,F94B6EAD,A3CCC9DC,47981F48,F4BCC4F9,4DF6224E,E40D7BD6,1,13,20,30,38,43,30,38,43,4,3,
226A251E,-1952568468,5740,normal,0,Fifi Frostkin,Fifi Frostkin,,,860FB8F9,20B68DF0,17DC4FF1,491670C4,681B1DB0,D1A8183F,2ED8AB31,A87FF167,47981F48,1,13,20,30,38,43,30,38,43,2,1,
226C9346,-1952932556,4821,normal,0,Griffon Al-Qahir,Griffon Al-Qahir,,,904D2962,E613A0C0,B96C2725,06EAA75D,5B32677A,E40D7BD6,2A0DCADD,29342BAE,6BF911A6,1,13,20,30,38,43,30,38,43,5,3,
227A3D70,-1953615102,2777,normal,0,Paris Sight,Paris Sight,,,5778826C,022FCB39,0A06F8B0,06494D1C,08A1BF72,47981F48,E69B54E0,CF94147C,723D7CA1,1,13,20,30,38,43,30,38,43,2,5,
228DEBA3,-1954945583,5156,normal,0,Keyston Typewright,Keyston Typewright,,,860FB8F9,AB461014,3B88C5B8,3CFCBC8F,A611D7A6,D1A8183F,9BD05F02,7C5D21A8,47981F48,1,13,20,30,38,43,30,38,43,5,2,
2295C9E3,-1956526191,982,normal,0,Kevin Boardman,Kevin Boardman,,,904D2962,0CE207B9,546F2DC4,CFB12A92,CB7446F6,D1A8183F,E9ED003F,A722BBD9,723D7CA1,1,13,20,30,38,43,30,38,43,4,8,
229AB778,-1955677942,3634,normal,0,Jay Yuu,Jay Yuu,,,860FB8F9,8E80318B,3326BB0A,10A836C6,00254635,D1A8183F,C2CDF341,D59710C4,723D7CA1,1,13,20,30,38,43,30,38,43,5,9,
22A34771,-1957213949,1380,normal,0,Walter Trope,Walter Trope,,,D5B95E1F,98614A51,446AA917,400C2F32,028C2178,47981F48,AB6D0E75,D17962C1,E40D7BD6,1,13,20,30,38,43,30,38,43,2,7,
22A89F27,-1956867755,1811,normal,0,Drake Dynamo,Drake Dynamo,,,53BDEE08,E94EEA7E,A87FF167,3D6C3AB1,F94B6EAD,47981F48,C73BF35A,917B15A7,D1A8183F,1,13,20,30,38,43,30,38,43,1,1,
22B53D6B,-1958661351,502,normal,0,Crispin Shooter,Crispin Shooter,,,046D8ECB,5B32677A,F051315B,34766547,4AA76597,D1A8183F,3D6C3AB1,028C2178,47981F48,1,13,20,30,38,43,30,38,43,1,6,
22CFEADF,-1959009107,3767,normal,0,Wowah Zumu,Wowah Zumu,,,122F1F50,47785605,603C0EB6,C9F63FDA,F8FED67D,E40D7BD6,E638BEA1,08A1BF72,47981F48,1,13,20,30,38,43,30,38,43,4,2,
22D4021D,-1960833937,1242,normal,0,Hillary Bush,Hillary Bush,,,122F1F50,9B48A6AA,05F8584F,708A6DAC,546F2DC4,E40D7BD6,013D342B,DD953D2C,47981F48,1,13,20,30,38,43,30,38,43,4,7,
22D724E8,-1960629606,2250,normal,0,Sonny Wukong,Sonny Wukong,,,357B4A6B,5CE5F40C,0A9E0118,DA79BDB3,BF1E010B,6BF911A6,B7273F0A,6CFB4F3A,E40D7BD6,1,13,20,30,38,43,30,38,43,5,2,
22DEC83F,-398415565,0,normal,0,,,,,D5B95E1F,0E5B6D7C,FE9CFDDB,AB6D0E75,F8FED67D,723D7CA1,ACAA908B,608FE97F,6BF911A6,1,13,20,30,38,43,30,38,43,5,12,
22E060CC,-1961595202,221,normal,0,Jimmy Mach,Jimmy Mach,,,94884506,B8E28C1C,546F2DC4,A4A8BD63,88FC372A,6BF911A6,6B8F360D,2DCA5423,723D7CA1,1,13,20,30,38,43,30,38,43,0,6,
22E89E6F,-1961062371,778,normal,0,Tim Bergoods,Tim Bergoods,,,5778826C,0DD16BC6,D6AEF1B7,546F2DC4,B3E2536E,723D7CA1,1EC61007,43BD3A61,47981F48,1,13,20,30,38,43,30,38,43,4,11,
22F7699C,-1942851156,1999,normal,0,Rae Godmother,Rae Godmother,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,11,
22FD4DCD,-1962327105,2545,normal,0,Robert Affett,Robert Affett,,,357B4A6B,A86FFCEF,B96C2725,C2CDF341,0A9E0118,6BF911A6,C9F63FDA,F8FED67D,E40D7BD6,1,13,20,30,38,43,30,38,43,2,5,
230D80E8,-1963356518,3757,normal,0,Crester Lipp,Crester Lipp,,,57DB682D,4A31BCB0,C5B98A76,73B38CDF,44D94EDE,6BF911A6,E69B54E0,CF94147C,E40D7BD6,1,13,20,30,38,43,30,38,43,4,3,
23154EDF,-1964949331,2260,normal,0,Hedwig Setter,Hedwig Setter,,,357B4A6B,B4962A59,8B4D2279,AB6D0E75,D17962C1,E40D7BD6,5DC8B574,47E0AFAD,6BF911A6,1,13,20,30,38,43,30,38,43,2,12,
231DB07C,-1964392946,1941,normal,0,Reggie Ines,Reggie Ines,,,90EEC323,1E65FA46,D6AEF1B7,6B8F360D,B3E2536E,723D7CA1,013D342B,43BD3A61,47981F48,1,13,20,30,38,43,30,38,43,2,9,
23220AFB,-1965685623,231,normal,0,Ringo Stagg,Ringo Stagg,,,94884506,32929A4E,E9ED003F,73A38157,43BD3A61,47981F48,546F2DC4,2DCA5423,723D7CA1,1,13,20,30,38,43,30,38,43,5,3,
232AF458,-1965098454,768,normal,0,Scot Chopper,Scot Chopper,,,90EEC323,2E7B4170,F94B6EAD,8F10B7B5,29ACD206,47981F48,AB6D0E75,F2D34877,E40D7BD6,1,13,20,30,38,43,30,38,43,3,10,
233470E1,-1967096173,1054,normal,0,Droll,Droll,,,94884506,1E65FA46,835F0219,8739843C,644A851B,E40D7BD6,AF0B8850,F504DB01,47981F48,1,13,20,30,38,43,30,38,43,4,2,
233F27FA,-1966397048,2535,normal,0,Zaphod Riker,Zaphod Riker,,,D5B95E1F,73B38CDF,CD8BBA78,C5B98A76,06EAA75D,723D7CA1,002B66BA,7670BFA2,47981F48,1,13,20,30,38,43,30,38,43,1,1,
2354815B,996597906,1092,normal,0,Kiwill,Kiwill,,,1AA09622,,,,,,,,,1,0,0,0,0,0,0,0,0,2,12,
2357A3D4,-1968984666,992,normal,0,Ollie Seeker,Ollie Seeker,,,53BDEE08,36F41C6B,1A037C63,6305EFC5,683E235E,723D7CA1,3657F62A,D9505148,47981F48,1,13,20,30,38,43,30,38,43,1,7,
2358DD4F,-1968385219,3624,normal,0,Dee Vee,Dee Vee,,,5778826C,D59710C4,70A4EA8C,FC985058,A86FFCEF,47981F48,C2CDF341,29ACD206,E40D7BD6,1,13,20,30,38,43,30,38,43,5,3,
23612D46,-1969937612,1370,normal,0,Fern Mycota,Fern Mycota,,,D5B95E1F,19B26930,C2CDF341,F270A236,A87FF167,47981F48,F6162413,6CFB4F3A,E40D7BD6,1,13,20,30,38,43,30,38,43,4,7,
2364D78D,657096377,3346,normal,0,Raika Shinohara,Raika Shinohara,,,1044B13A,1481DD5E,,,,,,,,1,13,0,0,0,0,0,0,0,1,1,
236AF510,-1969292446,1819,normal,0,Bob Bobbins,Bob Bobbins,,,D1DFD83A,E94EEA7E,CE21ACAC,36F41C6B,73006B16,47981F48,E2EDDF4D,019EDE6A,723D7CA1,1,13,20,30,38,43,30,38,43,1,6,
2377575C,-1971103442,512,normal,0,Ant Hophila,Ant Hophila,,,94884506,C26E1900,F5A73140,74D7F860,D9505148,47981F48,6305EFC5,683E235E,E40D7BD6,1,13,20,30,38,43,30,38,43,4,12,
23858ECE,-1972272964,583,normal,0,Mark Skidfree,Mark Skidfree,,,D1DFD83A,5B918D3B,3D6C3AB1,F6162413,6CFB4F3A,E40D7BD6,F270A236,7C5D21A8,47981F48,1,13,20,30,38,43,30,38,43,3,5,
2386CB01,-1972189837,5328,normal,0,Bunette Volane,Bunette Volane,,,046D8ECB,05F8584F,DFB4AE41,7E7CB2C5,CB7446F6,D1A8183F,689DC91F,43BD3A61,47981F48,1,13,20,30,38,43,30,38,43,3,3,
23905088,-1973133574,3432,normal,0,Ruckus Dinglestar,Ruckus Dinglestar,,,16499975,49334E2A,9BD05F02,3D6C3AB1,028C2178,47981F48,C2CDF341,6CFB4F3A,E40D7BD6,1,13,20,30,38,43,30,38,43,0,8,
239DAC8E,-1972788484,5280,normal,0,Alyra Verselle,Alyra Verselle,,,904D2962,ACBA9D03,C5B98A76,E9ED003F,B3E2536E,E40D7BD6,0A06F8B0,EE3A9349,47981F48,1,13,20,30,38,43,30,38,43,3,9,
23AA04DD,-1973548369,3650,normal,0,Mhadoor,Mhadoor,,,D1DFD83A,879A6E7D,44C94356,FC985058,681B1DB0,47981F48,6542FA8D,3FC55DFC,D1A8183F,1,13,20,30,38,43,30,38,43,5,1,
23B85747,-1974707915,2787,normal,0,Wilfred Coggle,Wilfred Coggle,,,53BDEE08,06EAA75D,D59710C4,94A60BDD,08A1BF72,47981F48,E25E3884,A36F239D,E40D7BD6,1,13,20,30,38,43,30,38,43,3,10,
23C6A973,-1976391935,1202,normal,0,Maston Color,Maston Color,,,904D2962,44C94356,19B26930,F5A73140,E94EEA7E,E40D7BD6,7A3F0A0E,31238F1D,47981F48,1,13,20,30,38,43,30,38,43,2,11,
23CD7125,-1975943337,2004,normal,0,Malphas,Malphas,,,122F1F50,F2D34877,29ACD206,B7273F0A,A722BBD9,E40D7BD6,028C2178,44C94356,47981F48,1,13,20,30,38,43,30,38,43,1,8,
23CE58E4,-1928642348,1993,normal,0,Ringo Saturn,Ringo Saturn,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,6,
23CF122B,-1975837607,3021,normal,0,Garreth Nett,Garreth Nett,,,122F1F50,FC985058,C3DBA1D0,BDA94B41,7670BFA2,47981F48,C9F63FDA,CF94147C,723D7CA1,1,13,20,30,38,43,30,38,43,4,8,
23DC2602,-1717452464,1,normal,0,Mark Evans,Mark Evans,,,5228388C,D04A0EBE,3CFCBC8F,1B93FA5D,FFAF91A4,E8DE6C40,,,,1,13,20,30,38,43,0,0,0,5,8,
23E26C2C,-1978244514,5065,normal,0,Robert Skipolson,Robert Skipolson,,,D5B95E1F,D636081F,CA7C3960,D2F3647B,2E7B4170,723D7CA1,8B4D2279,44D94EDE,6BF911A6,1,13,20,30,38,43,30,38,43,5,10,
23F970CE,-1978827076,5406,normal,0,Kipper Marino,Kipper Marino,,,904D2962,9B48A6AA,6B8F360D,E9ED003F,CF94147C,E40D7BD6,C1CF01DB,FD16FB61,6BF911A6,1,13,20,30,38,43,30,38,43,5,9,
23FA933B,-2091769133,4955,normal,0,Victorio Cryptix,Victorio Cryptix,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3,4,
