# De quien es cada armadura, mixi max y modo (NOTAS O-172, O-209): solo esas
# identidades exactas pueden llevarlo (otras versiones del mismo nombre, no).
# Lo genera herramientas/construir_duenos_espiritus.py.
id,nombre,familia,identidad,personaje,fuente
C37F77A1,Vega,armadura,09331FF6,William Glass,modelo
C37F77A1,Vega,armadura,1ABAF6D6,William Glass,change+modelo
C37F77A1,Vega,armadura,445F0088,William Glass,modelo
C37F77A1,Vega,armadura,AB7C996D,William Glass,modelo
C9C03059,Vritrá,armadura,3FAB7EBE,Lotus,modelo
F63426CD,Xuan-Wu,armadura,F3DD90CF,Cao Cao,change+modelo
4C652F54,Xuan-Wu,armadura,B0B65226,Venom Braggard,change+modelo
600421BA,Xuan-Wu,armadura,19B62C9E,Zanark Avalonic,change+modelo
CA4F8904,Xuan-Wu,armadura,19B62C9E,Zanark Avalonic,modelo
701E809D,Xuan-Wu,armadura,19B62C9E,Zanark Avalonic,modelo
40A766FE,Xuan-Wu,armadura,19B62C9E,Zanark Avalonic,modelo
600421BA,Xuan-Wu,armadura,8EC6A388,Zanark Avalonic,modelo
CA4F8904,Xuan-Wu,armadura,8EC6A388,Zanark Avalonic,modelo
701E809D,Xuan-Wu,armadura,8EC6A388,Zanark Avalonic,change+modelo
40A766FE,Xuan-Wu,armadura,8EC6A388,Zanark Avalonic,modelo
600421BA,Xuan-Wu,armadura,9522C823,Zanark Avalonic,modelo
CA4F8904,Xuan-Wu,armadura,9522C823,Zanark Avalonic,modelo
701E809D,Xuan-Wu,armadura,9522C823,Zanark Avalonic,modelo
40A766FE,Xuan-Wu,armadura,9522C823,Zanark Avalonic,change+modelo
600421BA,Xuan-Wu,armadura,A70E177A,Zanark Avalonic,modelo
CA4F8904,Xuan-Wu,armadura,A70E177A,Zanark Avalonic,change+modelo
701E809D,Xuan-Wu,armadura,A70E177A,Zanark Avalonic,modelo
40A766FE,Xuan-Wu,armadura,A70E177A,Zanark Avalonic,modelo
600421BA,Xuan-Wu,armadura,A8704325,Zanark Avalonic,modelo
CA4F8904,Xuan-Wu,armadura,A8704325,Zanark Avalonic,modelo
701E809D,Xuan-Wu,armadura,A8704325,Zanark Avalonic,modelo
40A766FE,Xuan-Wu,armadura,A8704325,Zanark Avalonic,modelo
E4043C2E,Zhuque,armadura,3B735FAB,Tsync,modelo
CD1B713A,Zodíaco,armadura,19B62C9E,Zanark Avalonic,modelo
CD1B713A,Zodíaco,armadura,8EC6A388,Zanark Avalonic,modelo
CD1B713A,Zodíaco,armadura,9522C823,Zanark Avalonic,modelo
CD1B713A,Zodíaco,armadura,A70E177A,Zanark Avalonic,modelo
CD1B713A,Zodíaco,armadura,A8704325,Zanark Avalonic,modelo
E40D7BD6,Catalizador elemental,especial,*,todos,aaron
CACAB252,Despertar,especial,94431E1F,Thierry Reyes,cp11
D1A8183F,Determinación de portero,especial,*,todos,aaron
47981F48,Guardián férreo,especial,*,todos,aaron
723D7CA1,Impulso temporal,especial,*,todos,aaron
2188D903,Modo Aphrody,especial,D5ACAA9D,Thaddeus Bellefax,cp15
EB55E074,Modo Atacante,especial,A2957757,Shawn Froste,cp15
4DFC1203,Modo Brutal,especial,D567DEF1,Hekyll Jyde,cp15
0A6DB6D1,Modo Dos Caras,especial,07C34FB6,Aitor Cazador,cp15
073F662B,Modo Furia,especial,43AB265F,Buddy Fury,cp15
073F662B,Modo Furia,especial,6A6392AD,Buddy Fury,cp15
073F662B,Modo Furia,especial,7187F906,Buddy Fury,cp15
073F662B,Modo Furia,especial,FD131DBB,Buddy Fury,cp21+cp27
394C2003,Modo León Salvaje,especial,D5556E85,Bilal Kalil,cp15
29BDFB74,Modo Reina,especial,A28E9F95,Beta,cp21+cp27
33D120E8,Modo Santurrón,especial,3E55F38F,Seth Bael,cp15
A59A5B92,Modo Serio,especial,442EB819,Scott Banyan,cp15
6BF911A6,Sobrecarga ardiente,especial,*,todos,aaron
D353F757,Miximax Trans: <FLC:ENDO>,mixi,02693477,Arion Sherwind,modelo
D353F757,Miximax Trans: <FLC:ENDO>,mixi,0D176028,Arion Sherwind,modelo
D353F757,Miximax Trans: <FLC:ENDO>,mixi,1E15FC8A,Arion Sherwind,modelo
D353F757,Miximax Trans: <FLC:ENDO>,mixi,24DFD4DA,Arion Sherwind,modelo
D353F757,Miximax Trans: <FLC:ENDO>,mixi,3F3BBF71,Arion Sherwind,modelo
D353F757,Miximax Trans: <FLC:ENDO>,mixi,9B04579A,Arion Sherwind,modelo
D353F757,Miximax Trans: <FLC:ENDO>,mixi,B3AF5BCC,Arion Sherwind,modelo
D353F757,Miximax Trans: <FLC:ENDO>,mixi,BE64471E,Arion Sherwind,modelo
0097875D,Miximax Trans: <FLC:FUBUKI>,mixi,288C9454,Axel Blaze,modelo
0097875D,Miximax Trans: <FLC:FUBUKI>,mixi,376A131E,Axel Blaze,modelo
0097875D,Miximax Trans: <FLC:FUBUKI>,mixi,3B057D74,Axel Blaze,modelo
0097875D,Miximax Trans: <FLC:FUBUKI>,mixi,7669620A,Axel Blaze,modelo
0097875D,Miximax Trans: <FLC:FUBUKI>,mixi,85363312,Axel Blaze,modelo
0097875D,Miximax Trans: <FLC:FUBUKI>,mixi,9634AFB0,Axel Blaze,modelo
0097875D,Miximax Trans: <FLC:FUBUKI>,mixi,994AFBEF,Axel Blaze,modelo
0097875D,Miximax Trans: <FLC:FUBUKI>,mixi,A41870E9,Axel Blaze,modelo
0097875D,Miximax Trans: <FLC:FUBUKI>,mixi,BFFC1B42,Axel Blaze,modelo
59BB18AD,Miximax Trans: <FLC:FUDO>,mixi,2B08403A,Jude Sharp,modelo
59BB18AD,Miximax Trans: <FLC:FUDO>,mixi,34EEC770,Jude Sharp,modelo
59BB18AD,Miximax Trans: <FLC:FUDO>,mixi,3881A91A,Jude Sharp,modelo
59BB18AD,Miximax Trans: <FLC:FUDO>,mixi,75EDB664,Jude Sharp,modelo
59BB18AD,Miximax Trans: <FLC:FUDO>,mixi,95B07BDE,Jude Sharp,modelo
59BB18AD,Miximax Trans: <FLC:FUDO>,mixi,A79CA487,Jude Sharp,modelo
59BB18AD,Miximax Trans: <FLC:FUDO>,mixi,BC78CF2C,Jude Sharp,modelo
96A7802A,Miximax Trans: <FLC:GOENJI>,mixi,04F417C5,Shawn Froste,modelo
96A7802A,Miximax Trans: <FLC:GOENJI>,mixi,0B8A439A,Shawn Froste,modelo
96A7802A,Miximax Trans: <FLC:GOENJI>,mixi,2D3CA337,Shawn Froste,modelo
96A7802A,Miximax Trans: <FLC:GOENJI>,mixi,36D8C89C,Shawn Froste,modelo
96A7802A,Miximax Trans: <FLC:GOENJI>,mixi,A5AAAB6B,Shawn Froste,modelo
96A7802A,Miximax Trans: <FLC:GOENJI>,mixi,A9C5C501,Shawn Froste,modelo
96A7802A,Miximax Trans: <FLC:GOENJI>,mixi,BA4C2C21,Shawn Froste,modelo
96A7802A,Miximax Trans: <FLC:GOENJI>,mixi,E4A9DA7F,Shawn Froste,modelo
82F5B16F,Miximax Trans: <FLC:KARIYA>,mixi,505B8207,Gabriel García,modelo
82F5B16F,Miximax Trans: <FLC:KARIYA>,mixi,5D909ED5,Gabriel García,modelo
82F5B16F,Miximax Trans: <FLC:KARIYA>,mixi,C72B0D11,Gabriel García,modelo
82F5B16F,Miximax Trans: <FLC:KARIYA>,mixi,DCCF66BA,Gabriel García,modelo
82F5B16F,Miximax Trans: <FLC:KARIYA>,mixi,EEE3B9E3,Gabriel García,modelo
82F5B16F,Miximax Trans: <FLC:KARIYA>,mixi,FDE12541,Gabriel García,modelo
14C5B618,Miximax Trans: <FLC:KIRINO>,mixi,07C34FB6,Aitor Cazador,change+modelo
55F4AD01,Miximax Trans: <FLC:KIRINO>,mixi,140C5169,Riccardo Di Rigo,modelo
BC469BD6,Miximax Trans: <FLC:KIRINO>,mixi,140C5169,Riccardo Di Rigo,change+modelo
0617924F,Miximax Trans: <FLC:KIRINO>,mixi,140C5169,Riccardo Di Rigo,modelo
36AE742C,Miximax Trans: <FLC:KIRINO>,mixi,140C5169,Riccardo Di Rigo,modelo
55F4AD01,Miximax Trans: <FLC:KIRINO>,mixi,26208E30,Riccardo Di Rigo,modelo
BC469BD6,Miximax Trans: <FLC:KIRINO>,mixi,26208E30,Riccardo Di Rigo,modelo
0617924F,Miximax Trans: <FLC:KIRINO>,mixi,26208E30,Riccardo Di Rigo,modelo
36AE742C,Miximax Trans: <FLC:KIRINO>,mixi,26208E30,Riccardo Di Rigo,change+modelo
55F4AD01,Miximax Trans: <FLC:KIRINO>,mixi,3DC4E59B,Riccardo Di Rigo,modelo
BC469BD6,Miximax Trans: <FLC:KIRINO>,mixi,3DC4E59B,Riccardo Di Rigo,modelo
0617924F,Miximax Trans: <FLC:KIRINO>,mixi,3DC4E59B,Riccardo Di Rigo,change+modelo
36AE742C,Miximax Trans: <FLC:KIRINO>,mixi,3DC4E59B,Riccardo Di Rigo,modelo
55F4AD01,Miximax Trans: <FLC:KIRINO>,mixi,AAB46A8D,Riccardo Di Rigo,change+modelo
BC469BD6,Miximax Trans: <FLC:KIRINO>,mixi,AAB46A8D,Riccardo Di Rigo,modelo
0617924F,Miximax Trans: <FLC:KIRINO>,mixi,AAB46A8D,Riccardo Di Rigo,modelo
36AE742C,Miximax Trans: <FLC:KIRINO>,mixi,AAB46A8D,Riccardo Di Rigo,modelo
2F721847,Miximax Trans: <FLC:OKITA>,mixi,7AB4BBF3,Victor Blade,cp21+cp27
E06E80C0,Miximax Trans: <FLC:SAKAMOTO>,mixi,2CEE1C75,Ryoma Nishiki,cp21+cp27
C3C4AA76,Miximax Trans: <FLC:SHINDO>,mixi,505B8207,Gabriel García,modelo
C3C4AA76,Miximax Trans: <FLC:SHINDO>,mixi,5D909ED5,Gabriel García,modelo
C3C4AA76,Miximax Trans: <FLC:SHINDO>,mixi,C72B0D11,Gabriel García,modelo
C3C4AA76,Miximax Trans: <FLC:SHINDO>,mixi,DCCF66BA,Gabriel García,modelo
C3C4AA76,Miximax Trans: <FLC:SHINDO>,mixi,EEE3B9E3,Gabriel García,modelo
C3C4AA76,Miximax Trans: <FLC:SHINDO>,mixi,FDE12541,Gabriel García,modelo
1000DA7C,Miximax Trans: <FLC:TSURUGI>,mixi,02693477,Arion Sherwind,modelo
CCC97B1E,Miximax Trans: <FLC:TSURUGI>,mixi,02693477,Arion Sherwind,modelo
76987287,Miximax Trans: <FLC:TSURUGI>,mixi,02693477,Arion Sherwind,modelo
462194E4,Miximax Trans: <FLC:TSURUGI>,mixi,02693477,Arion Sherwind,modelo
1000DA7C,Miximax Trans: <FLC:TSURUGI>,mixi,0D176028,Arion Sherwind,modelo
CCC97B1E,Miximax Trans: <FLC:TSURUGI>,mixi,0D176028,Arion Sherwind,change+modelo
76987287,Miximax Trans: <FLC:TSURUGI>,mixi,0D176028,Arion Sherwind,modelo
462194E4,Miximax Trans: <FLC:TSURUGI>,mixi,0D176028,Arion Sherwind,modelo
1000DA7C,Miximax Trans: <FLC:TSURUGI>,mixi,1E15FC8A,Arion Sherwind,modelo
CCC97B1E,Miximax Trans: <FLC:TSURUGI>,mixi,1E15FC8A,Arion Sherwind,modelo
76987287,Miximax Trans: <FLC:TSURUGI>,mixi,1E15FC8A,Arion Sherwind,modelo
462194E4,Miximax Trans: <FLC:TSURUGI>,mixi,1E15FC8A,Arion Sherwind,modelo
1000DA7C,Miximax Trans: <FLC:TSURUGI>,mixi,24DFD4DA,Arion Sherwind,modelo
CCC97B1E,Miximax Trans: <FLC:TSURUGI>,mixi,24DFD4DA,Arion Sherwind,modelo
76987287,Miximax Trans: <FLC:TSURUGI>,mixi,24DFD4DA,Arion Sherwind,change+modelo
462194E4,Miximax Trans: <FLC:TSURUGI>,mixi,24DFD4DA,Arion Sherwind,modelo
1000DA7C,Miximax Trans: <FLC:TSURUGI>,mixi,3F3BBF71,Arion Sherwind,modelo
CCC97B1E,Miximax Trans: <FLC:TSURUGI>,mixi,3F3BBF71,Arion Sherwind,modelo
76987287,Miximax Trans: <FLC:TSURUGI>,mixi,3F3BBF71,Arion Sherwind,modelo
462194E4,Miximax Trans: <FLC:TSURUGI>,mixi,3F3BBF71,Arion Sherwind,change+modelo
1000DA7C,Miximax Trans: <FLC:TSURUGI>,mixi,9B04579A,Arion Sherwind,modelo
CCC97B1E,Miximax Trans: <FLC:TSURUGI>,mixi,9B04579A,Arion Sherwind,modelo
76987287,Miximax Trans: <FLC:TSURUGI>,mixi,9B04579A,Arion Sherwind,modelo
462194E4,Miximax Trans: <FLC:TSURUGI>,mixi,9B04579A,Arion Sherwind,modelo
1000DA7C,Miximax Trans: <FLC:TSURUGI>,mixi,B3AF5BCC,Arion Sherwind,change+modelo
CCC97B1E,Miximax Trans: <FLC:TSURUGI>,mixi,B3AF5BCC,Arion Sherwind,modelo
76987287,Miximax Trans: <FLC:TSURUGI>,mixi,B3AF5BCC,Arion Sherwind,modelo
462194E4,Miximax Trans: <FLC:TSURUGI>,mixi,B3AF5BCC,Arion Sherwind,modelo
1000DA7C,Miximax Trans: <FLC:TSURUGI>,mixi,BE64471E,Arion Sherwind,modelo
CCC97B1E,Miximax Trans: <FLC:TSURUGI>,mixi,BE64471E,Arion Sherwind,modelo
76987287,Miximax Trans: <FLC:TSURUGI>,mixi,BE64471E,Arion Sherwind,modelo
462194E4,Miximax Trans: <FLC:TSURUGI>,mixi,BE64471E,Arion Sherwind,modelo
9262EC4E,Miximax Trans: <FLC:TSURUGI>,mixi,6F08BCC1,Bai Long,change+modelo
AC9ABB64,Miximax Trans: <FLC:TSURUGI>,mixi,6F08BCC1,Bai Long,modelo
16CBB2FD,Miximax Trans: <FLC:TSURUGI>,mixi,6F08BCC1,Bai Long,modelo
2672549E,Miximax Trans: <FLC:TSURUGI>,mixi,6F08BCC1,Bai Long,modelo
9262EC4E,Miximax Trans: <FLC:TSURUGI>,mixi,D1B08725,Bai Long,modelo
AC9ABB64,Miximax Trans: <FLC:TSURUGI>,mixi,D1B08725,Bai Long,change+modelo
16CBB2FD,Miximax Trans: <FLC:TSURUGI>,mixi,D1B08725,Bai Long,modelo
2672549E,Miximax Trans: <FLC:TSURUGI>,mixi,D1B08725,Bai Long,modelo
9262EC4E,Miximax Trans: <FLC:TSURUGI>,mixi,E39C587C,Bai Long,modelo
AC9ABB64,Miximax Trans: <FLC:TSURUGI>,mixi,E39C587C,Bai Long,modelo
16CBB2FD,Miximax Trans: <FLC:TSURUGI>,mixi,E39C587C,Bai Long,modelo
2672549E,Miximax Trans: <FLC:TSURUGI>,mixi,E39C587C,Bai Long,change+modelo
9262EC4E,Miximax Trans: <FLC:TSURUGI>,mixi,F87833D7,Bai Long,modelo
AC9ABB64,Miximax Trans: <FLC:TSURUGI>,mixi,F87833D7,Bai Long,modelo
16CBB2FD,Miximax Trans: <FLC:TSURUGI>,mixi,F87833D7,Bai Long,change+modelo
2672549E,Miximax Trans: <FLC:TSURUGI>,mixi,F87833D7,Bai Long,modelo
BD877354,Miximax Trans: <FLC:TSURUGI>,mixi,5043C37D,Vladimir Blade,cp15
2BB77423,Miximax Trans: <FLC:TSURUGI>,mixi,943581A5,Vladimir Blade,change+cp21+cp27
BD877354,Miximax Trans: <FLC:TSURUGI>,mixi,943581A5,Vladimir Blade,change
CF8B1FDA,Miximax Trans: <FLC:YUTO>,mixi,08928562,Caleb Stonewall,modelo
CF8B1FDA,Miximax Trans: <FLC:YUTO>,mixi,1376EEC9,Caleb Stonewall,modelo
CF8B1FDA,Miximax Trans: <FLC:YUTO>,mixi,3ABE5A3B,Caleb Stonewall,modelo
CF8B1FDA,Miximax Trans: <FLC:YUTO>,mixi,840661DF,Caleb Stonewall,modelo
4563F020,Miximax Trans: <FST:TENMA>,mixi,18FEC374,Mark Evans,modelo
79D467E1,Miximax Trans: <FST:TENMA>,mixi,18FEC374,Mark Evans,modelo
C3856E78,Miximax Trans: <FST:TENMA>,mixi,18FEC374,Mark Evans,modelo
F33C881B,Miximax Trans: <FST:TENMA>,mixi,18FEC374,Mark Evans,modelo
4563F020,Miximax Trans: <FST:TENMA>,mixi,23DC2602,Mark Evans,modelo
79D467E1,Miximax Trans: <FST:TENMA>,mixi,23DC2602,Mark Evans,modelo
C3856E78,Miximax Trans: <FST:TENMA>,mixi,23DC2602,Mark Evans,modelo
F33C881B,Miximax Trans: <FST:TENMA>,mixi,23DC2602,Mark Evans,modelo
4563F020,Miximax Trans: <FST:TENMA>,mixi,2FB34868,Mark Evans,modelo
79D467E1,Miximax Trans: <FST:TENMA>,mixi,2FB34868,Mark Evans,modelo
C3856E78,Miximax Trans: <FST:TENMA>,mixi,2FB34868,Mark Evans,modelo
F33C881B,Miximax Trans: <FST:TENMA>,mixi,2FB34868,Mark Evans,modelo
4563F020,Miximax Trans: <FST:TENMA>,mixi,3055CF22,Mark Evans,change+modelo
79D467E1,Miximax Trans: <FST:TENMA>,mixi,3055CF22,Mark Evans,modelo
C3856E78,Miximax Trans: <FST:TENMA>,mixi,3055CF22,Mark Evans,modelo
F33C881B,Miximax Trans: <FST:TENMA>,mixi,3055CF22,Mark Evans,modelo
4563F020,Miximax Trans: <FST:TENMA>,mixi,3D9ED3F0,Mark Evans,modelo
79D467E1,Miximax Trans: <FST:TENMA>,mixi,3D9ED3F0,Mark Evans,modelo
C3856E78,Miximax Trans: <FST:TENMA>,mixi,3D9ED3F0,Mark Evans,modelo
F33C881B,Miximax Trans: <FST:TENMA>,mixi,3D9ED3F0,Mark Evans,modelo
4563F020,Miximax Trans: <FST:TENMA>,mixi,6EB0397C,Mark Evans,modelo
79D467E1,Miximax Trans: <FST:TENMA>,mixi,6EB0397C,Mark Evans,modelo
C3856E78,Miximax Trans: <FST:TENMA>,mixi,6EB0397C,Mark Evans,modelo
F33C881B,Miximax Trans: <FST:TENMA>,mixi,6EB0397C,Mark Evans,modelo
4563F020,Miximax Trans: <FST:TENMA>,mixi,8193A099,Mark Evans,modelo
79D467E1,Miximax Trans: <FST:TENMA>,mixi,8193A099,Mark Evans,modelo
C3856E78,Miximax Trans: <FST:TENMA>,mixi,8193A099,Mark Evans,modelo
F33C881B,Miximax Trans: <FST:TENMA>,mixi,8193A099,Mark Evans,modelo
4563F020,Miximax Trans: <FST:TENMA>,mixi,8EEDF4C6,Mark Evans,modelo
79D467E1,Miximax Trans: <FST:TENMA>,mixi,8EEDF4C6,Mark Evans,change+modelo
C3856E78,Miximax Trans: <FST:TENMA>,mixi,8EEDF4C6,Mark Evans,modelo
F33C881B,Miximax Trans: <FST:TENMA>,mixi,8EEDF4C6,Mark Evans,modelo
4563F020,Miximax Trans: <FST:TENMA>,mixi,9DEF6864,Mark Evans,modelo
79D467E1,Miximax Trans: <FST:TENMA>,mixi,9DEF6864,Mark Evans,modelo
C3856E78,Miximax Trans: <FST:TENMA>,mixi,9DEF6864,Mark Evans,modelo
F33C881B,Miximax Trans: <FST:TENMA>,mixi,9DEF6864,Mark Evans,modelo
4563F020,Miximax Trans: <FST:TENMA>,mixi,A7254034,Mark Evans,modelo
79D467E1,Miximax Trans: <FST:TENMA>,mixi,A7254034,Mark Evans,modelo
C3856E78,Miximax Trans: <FST:TENMA>,mixi,A7254034,Mark Evans,change+modelo
F33C881B,Miximax Trans: <FST:TENMA>,mixi,A7254034,Mark Evans,modelo
4563F020,Miximax Trans: <FST:TENMA>,mixi,BCC12B9F,Mark Evans,modelo
79D467E1,Miximax Trans: <FST:TENMA>,mixi,BCC12B9F,Mark Evans,modelo
C3856E78,Miximax Trans: <FST:TENMA>,mixi,BCC12B9F,Mark Evans,modelo
F33C881B,Miximax Trans: <FST:TENMA>,mixi,BCC12B9F,Mark Evans,change+modelo
8630DD0B,Miximax Trans: <FST:TENMA>,mixi,7AB4BBF3,Victor Blade,change+modelo
A9AEC7A6,Miximax Trans: <FST:TENMA>,mixi,7AB4BBF3,Victor Blade,modelo
13FFCE3F,Miximax Trans: <FST:TENMA>,mixi,7AB4BBF3,Victor Blade,modelo
2346285C,Miximax Trans: <FST:TENMA>,mixi,7AB4BBF3,Victor Blade,modelo
8630DD0B,Miximax Trans: <FST:TENMA>,mixi,C40C8017,Victor Blade,modelo
A9AEC7A6,Miximax Trans: <FST:TENMA>,mixi,C40C8017,Victor Blade,change+modelo
13FFCE3F,Miximax Trans: <FST:TENMA>,mixi,C40C8017,Victor Blade,modelo
2346285C,Miximax Trans: <FST:TENMA>,mixi,C40C8017,Victor Blade,modelo
8630DD0B,Miximax Trans: <FST:TENMA>,mixi,EDC434E5,Victor Blade,modelo
A9AEC7A6,Miximax Trans: <FST:TENMA>,mixi,EDC434E5,Victor Blade,modelo
13FFCE3F,Miximax Trans: <FST:TENMA>,mixi,EDC434E5,Victor Blade,change+modelo
2346285C,Miximax Trans: <FST:TENMA>,mixi,EDC434E5,Victor Blade,modelo
8630DD0B,Miximax Trans: <FST:TENMA>,mixi,F6205F4E,Victor Blade,modelo
A9AEC7A6,Miximax Trans: <FST:TENMA>,mixi,F6205F4E,Victor Blade,modelo
13FFCE3F,Miximax Trans: <FST:TENMA>,mixi,F6205F4E,Victor Blade,modelo
2346285C,Miximax Trans: <FST:TENMA>,mixi,F6205F4E,Victor Blade,change+modelo
8EBA04C3,Miximax Trans: <FUL:G GENE>,mixi,B3BFE415,Wolfram Vulpeen,cp21+cp27
D7969B33,Miximax Trans: <FUL:HAKURYU>,mixi,6C8C68AF,Tezcat,change+modelo
DC155BAC,Miximax Trans: <FUL:HAKURYU>,mixi,6C8C68AF,Tezcat,modelo
66445235,Miximax Trans: <FUL:HAKURYU>,mixi,6C8C68AF,Tezcat,modelo
56FDB456,Miximax Trans: <FUL:HAKURYU>,mixi,6C8C68AF,Tezcat,modelo
D7969B33,Miximax Trans: <FUL:HAKURYU>,mixi,D234534B,Tezcat,modelo
DC155BAC,Miximax Trans: <FUL:HAKURYU>,mixi,D234534B,Tezcat,change+modelo
66445235,Miximax Trans: <FUL:HAKURYU>,mixi,D234534B,Tezcat,modelo
56FDB456,Miximax Trans: <FUL:HAKURYU>,mixi,D234534B,Tezcat,modelo
D7969B33,Miximax Trans: <FUL:HAKURYU>,mixi,E0188C12,Tezcat,modelo
DC155BAC,Miximax Trans: <FUL:HAKURYU>,mixi,E0188C12,Tezcat,modelo
66445235,Miximax Trans: <FUL:HAKURYU>,mixi,E0188C12,Tezcat,modelo
56FDB456,Miximax Trans: <FUL:HAKURYU>,mixi,E0188C12,Tezcat,change+modelo
D7969B33,Miximax Trans: <FUL:HAKURYU>,mixi,FBFCE7B9,Tezcat,modelo
DC155BAC,Miximax Trans: <FUL:HAKURYU>,mixi,FBFCE7B9,Tezcat,modelo
66445235,Miximax Trans: <FUL:HAKURYU>,mixi,FBFCE7B9,Tezcat,change+modelo
56FDB456,Miximax Trans: <FUL:HAKURYU>,mixi,FBFCE7B9,Tezcat,modelo
0452EB39,Miximax Trans: <FUL:HAKURYU>,mixi,7AB4BBF3,Victor Blade,change+modelo
C9FD07DC,Miximax Trans: <FUL:HAKURYU>,mixi,7AB4BBF3,Victor Blade,modelo
73AC0E45,Miximax Trans: <FUL:HAKURYU>,mixi,7AB4BBF3,Victor Blade,modelo
4315E826,Miximax Trans: <FUL:HAKURYU>,mixi,7AB4BBF3,Victor Blade,modelo
0452EB39,Miximax Trans: <FUL:HAKURYU>,mixi,C40C8017,Victor Blade,modelo
C9FD07DC,Miximax Trans: <FUL:HAKURYU>,mixi,C40C8017,Victor Blade,change+modelo
73AC0E45,Miximax Trans: <FUL:HAKURYU>,mixi,C40C8017,Victor Blade,modelo
4315E826,Miximax Trans: <FUL:HAKURYU>,mixi,C40C8017,Victor Blade,modelo
0452EB39,Miximax Trans: <FUL:HAKURYU>,mixi,EDC434E5,Victor Blade,modelo
C9FD07DC,Miximax Trans: <FUL:HAKURYU>,mixi,EDC434E5,Victor Blade,modelo
73AC0E45,Miximax Trans: <FUL:HAKURYU>,mixi,EDC434E5,Victor Blade,change+modelo
4315E826,Miximax Trans: <FUL:HAKURYU>,mixi,EDC434E5,Victor Blade,modelo
0452EB39,Miximax Trans: <FUL:HAKURYU>,mixi,F6205F4E,Victor Blade,modelo
C9FD07DC,Miximax Trans: <FUL:HAKURYU>,mixi,F6205F4E,Victor Blade,modelo
73AC0E45,Miximax Trans: <FUL:HAKURYU>,mixi,F6205F4E,Victor Blade,modelo
4315E826,Miximax Trans: <FUL:HAKURYU>,mixi,F6205F4E,Victor Blade,change+modelo
C25CCF91,Miximax Trans: <FUL:SYU>,mixi,0D176028,Arion Sherwind,change
780DC608,Miximax Trans: <FUL:SYU>,mixi,24DFD4DA,Arion Sherwind,change
48B4206B,Miximax Trans: <FUL:SYU>,mixi,3F3BBF71,Arion Sherwind,change
6A866F3A,Miximax Trans: <FUL:SYU>,mixi,B3AF5BCC,Arion Sherwind,change
41A69C44,Miximax Trans: <FUL:SYU>,mixi,6F08BCC1,Bai Long,change+modelo
B972E714,Miximax Trans: <FUL:SYU>,mixi,6F08BCC1,Bai Long,modelo
0323EE8D,Miximax Trans: <FUL:SYU>,mixi,6F08BCC1,Bai Long,modelo
339A08EE,Miximax Trans: <FUL:SYU>,mixi,6F08BCC1,Bai Long,modelo
41A69C44,Miximax Trans: <FUL:SYU>,mixi,D1B08725,Bai Long,modelo
B972E714,Miximax Trans: <FUL:SYU>,mixi,D1B08725,Bai Long,change+modelo
0323EE8D,Miximax Trans: <FUL:SYU>,mixi,D1B08725,Bai Long,modelo
339A08EE,Miximax Trans: <FUL:SYU>,mixi,D1B08725,Bai Long,modelo
41A69C44,Miximax Trans: <FUL:SYU>,mixi,E39C587C,Bai Long,modelo
B972E714,Miximax Trans: <FUL:SYU>,mixi,E39C587C,Bai Long,modelo
0323EE8D,Miximax Trans: <FUL:SYU>,mixi,E39C587C,Bai Long,modelo
339A08EE,Miximax Trans: <FUL:SYU>,mixi,E39C587C,Bai Long,change+modelo
41A69C44,Miximax Trans: <FUL:SYU>,mixi,F87833D7,Bai Long,modelo
B972E714,Miximax Trans: <FUL:SYU>,mixi,F87833D7,Bai Long,modelo
0323EE8D,Miximax Trans: <FUL:SYU>,mixi,F87833D7,Bai Long,change+modelo
339A08EE,Miximax Trans: <FUL:SYU>,mixi,F87833D7,Bai Long,modelo
F06B0413,Miximax Trans: <FUL:V GENE>,mixi,603BE105,Desmodus Drakul,cp21+cp27
6E43035E,Miximax Trans: Big,mixi,01A0E982,Fei Rune,cp21
6E43035E,Miximax Trans: Big,mixi,28685D70,Fei Rune,cp21
6E43035E,Miximax Trans: Big,mixi,338C36DB,Fei Rune,cp21+cp27
6E43035E,Miximax Trans: Big,mixi,BF18D266,Fei Rune,cp21+cp27
5DECAD3B,Miximax Trans: Cao Cao,mixi,19B62C9E,Zanark Avalonic,aaron
5DECAD3B,Miximax Trans: Cao Cao,mixi,79D7E1C7,Zanark Avalonic,aaron
5DECAD3B,Miximax Trans: Cao Cao,mixi,8EC6A388,Zanark Avalonic,aaron
5DECAD3B,Miximax Trans: Cao Cao,mixi,9522C823,Zanark Avalonic,aaron
5DECAD3B,Miximax Trans: Cao Cao,mixi,A70E177A,Zanark Avalonic,aaron
5DECAD3B,Miximax Trans: Cao Cao,mixi,A8704325,Zanark Avalonic,aaron
963559D8,Miximax Trans: Gen S,mixi,098AA343,Simeon Ayp,cp21
963559D8,Miximax Trans: Gen S,mixi,204217B1,Simeon Ayp,cp21
963559D8,Miximax Trans: Gen S,mixi,3BA67C1A,Simeon Ayp,cp21+cp27
963559D8,Miximax Trans: Gen S,mixi,B73298A7,Simeon Ayp,cp21+cp27
DF8E9B09,Miximax Trans: Juana,mixi,505B8207,Gabriel García,cp21+cp27
DF8E9B09,Miximax Trans: Juana,mixi,C72B0D11,Gabriel García,cp21
