# A que altura (0-100 %) acaba la piel de la barbilla/cuello en cada cara (NOTAS O-149).
# Lo genera herramientas/construir_hombros.py.
cara,barbilla
c03034100,73
c03034110,75
c03034210,63
c03034220,64
c03034230,66
c03034240,59
c03034250,72
c03034260,62
c03034270,73
c03034280,59
c03034290,75
c03034300,59
c03034310,60
c03036010,71
c03036020,74
c03036030,74
c03036040,79
c03036050,71
c03036060,55
c03036070,83
c03036080,74
c03036090,65
c03036100,65
c03036110,51
c03036120,74
c03036130,52
c03036140,72
c03036150,79
c03036160,50
c03036170,53
c03036210,54
c03036220,51
c03036230,56
c03036240,75
c03036250,50
c03036260,54
c03036270,56
c03036280,81
c03036290,70
c03036300,75
c03036310,72
c03036320,79
c03036330,75
c03036340,74
c03036350,75
c03036360,73
c03036370,63
c03036380,72
c03036390,54
c03036400,61
c03036410,50
c03036420,75
c03036430,57
c03036440,75
c03036450,72
c03036460,72
c03036470,67
c03036480,52
c03036490,56
c03036500,75
c03036510,77
c03036520,55
c03036530,76
c03036540,77
c03036550,53
c03036560,74
c03036570,77
c03036580,50
c03036590,64
c03036600,75
c03036610,54
c03036620,74
c03036630,50
c03036640,73
c03036650,76
c03036660,71
c03036670,75
c03036680,74
c03036690,58
c03036700,50
c03036710,57
c03036720,74
c03036730,59
c03036740,55
c03036750,57
c03036760,75
c03036770,75
c03036780,75
c03036790,75
c03036800,75
c03036810,75
c03036820,74
c03036830,75
c03036840,77
c03036850,57
c03036860,76
c03036870,64
c03036880,75
c03036890,75
c03036900,58
c03036910,57
c03036920,76
c03036930,52
c03036940,50
c03036950,50
c03036960,71
c03036970,56
c03036980,89
c03036990,58
c03037000,56
c03037010,74
c03037020,50
c03037030,57
c03037040,68
c03037050,80
c03037060,76
c03037070,78
c03037080,60
c03037090,55
c03037100,75
c03037110,73
c03037120,55
c03037130,73
c03037140,65
c03037150,75
c03037160,75
c03037170,56
c03037180,50
c03037190,70
c03037200,56
c03037210,50
c03037220,72
c03037230,58
c03037240,55
c03037250,74
c03037260,68
c03037270,51
c03037280,50
c03037290,79
c03037300,58
c03037310,62
c03037320,75
c03037330,73
c03037340,73
c03037350,58
c03037360,64
c03037370,52
c03037380,77
c03037390,74
c03037400,58
c03037410,50
c03037420,53
c03037430,56
c03037440,63
c03037450,75
c03037460,53
c03037470,74
c03037480,50
c03037490,57
c03037500,61
c03037510,73
c03037520,58
c03037530,50
c03037540,58
c03037550,50
c03037560,63
c03037570,77
c03037580,50
c03037590,55
c03037600,69
c03037610,55
c03037620,61
c03037630,59
c03037640,55
c03037650,53
c03037660,77
c03037670,50
c03037680,59
c03037690,71
c03037700,59
c03037710,74
c03037720,60
c03037730,73
c03037740,76
c03037750,61
c03037760,75
c03037770,54
c03037780,56
c03037790,64
c03037800,76
c03037810,74
c03037820,74
c03037830,75
c03037840,62
c03037850,51
c03037860,71
c03037870,74
c03037880,79
c03037890,73
c03037900,75
c03037910,63
c03037920,53
c03037930,75
c03037940,92
c03037950,63
c03037960,80
c03037970,72
c03037980,55
c03037990,76
c03038000,74
c03038010,66
c03038020,75
c03038030,74
c03038040,57
c03038050,50
c03038060,75
c03038070,52
c03038080,76
c03038090,64
c03038100,55
c03038110,50
c03038120,63
c03038130,79
c03038140,52
c03038150,59
c03038160,50
c03038170,68
c03038180,60
c03038190,75
c03038200,50
c03038210,75
c03038220,75
c03038230,52
c03038240,73
c03038250,53
c03038260,75
c03038270,50
c03038280,51
c03038290,71
c03038300,50
c03038310,65
c03038320,57
c03038330,50
c03038340,50
c03038350,50
c03038360,50
c03038370,72
c03038380,50
c03038390,55
c03038400,74
c03038410,55
c03038420,54
c03038430,64
c03038440,77
c03038450,56
c03038460,54
c03038470,73
c03038480,63
c03038490,51
c03038500,56
c03038510,71
c03038520,50
c03038530,72
c03038540,55
c03038550,74
c03038560,71
c03038570,73
c03038580,62
c03038590,54
c03038600,54
c03038610,74
c03038620,75
c03038630,61
c03038640,60
c03038650,73
c03038660,59
c03038670,75
c03038680,58
c03038690,68
c03038700,56
c03038710,75
c03038720,51
c03038730,53
c03038740,55
c03038750,64
c03038760,51
c03038770,57
c03038780,51
c03038790,68
c03038800,71
c03038810,77
c03038820,77
c03038830,77
c03038840,72
c03038850,54
c03038860,75
c03038870,61
c03038880,50
c03038890,50
c03038900,62
c03038910,77
c03038920,53
c03038930,54
c03038940,73
c03038950,75
c03038960,76
c03038970,79
c03038980,53
c03038990,80
c03039000,79
c03039010,51
c03039020,64
c03039030,50
c03039040,51
c03039050,50
c03039060,72
c03039070,73
c03039080,76
c03039090,74
c03039100,51
c03039110,50
c03039120,75
c03039130,54
c03039140,55
c03039150,59
c03039160,68
c03039170,83
c03039180,79
c03039190,59
c03039200,57
c03039210,52
c03039220,50
c03039230,52
c03039240,50
c03039250,50
c03039500,50
c04000010,75
c04000020,74
c04000030,60
c04000040,70
c04000050,55
c04000060,75
c04000070,58
c04000080,59
c04000090,54
c04000100,50
c04000110,65
c04000120,74
c04000130,74
c04000140,73
c04000150,55
c04000160,56
c04000170,73
c04000210,79
c04000220,75
c04000230,73
c04000240,56
c04000250,52
c04000260,73
c04000270,73
c04000280,50
c04000290,74
c04000300,83
c04000310,73
c04000320,75
c04000330,62
c04000340,74
c04000350,50
c04000360,74
c04000370,72
c04000380,58
c04000410,76
c04000420,56
c04000430,86
c04000440,50
c04000450,72
c04000460,55
c04000470,74
c04000480,91
c04000490,80
c04000510,56
c04000520,73
c04000530,58
c04000540,72
c04000550,73
c04000560,50
c04000610,99
c04000620,62
c04000630,51
c04000640,75
c04000650,71
c04000660,63
c04000670,52
c04000680,53
c04000690,75
c04000700,68
c04000710,71
c04000720,55
c04000730,56
c04000740,56
c04000750,59
c04000760,51
c04000810,53
c04000820,71
c04000830,75
c04000840,72
c04000850,74
c04000860,59
c04000870,60
c04000880,88
c04000890,76
c04000900,74
c04000910,77
c04000920,75
c04000930,69
c04000940,75
c04000950,51
c04000960,75
c04001010,59
c04001020,80
c04001030,51
c04001040,50
c04001050,50
c04001060,71
c04001070,73
c04001080,50
c04001090,51
c04001100,60
c04001110,55
c04001120,55
c04001130,58
c04001140,50
c04001150,59
c04001160,72
c04001210,72
c04001220,68
c04001230,58
c04001240,75
c04001250,74
c04001260,74
c04001270,51
c04001280,50
c04001290,75
c04001300,53
c04001310,73
c04001320,80
c04001330,74
c04001340,75
c04001350,56
c04001360,50
c04001410,52
c04001420,65
c04001430,56
c04001440,50
c04001450,50
c04001460,50
c04001470,75
c04001480,74
c04001490,73
c04001500,74
c04001510,75
c04001520,57
c04001530,57
c04001540,79
c04001550,63
c04001560,73
c04001610,52
c04001620,79
c04001630,56
c04001640,52
c04001650,84
c04001660,58
c04001670,62
c04001680,58
c04001700,74
c04001710,60
c04001720,72
c04001730,73
c04001740,71
c04001750,73
c04001760,59
c04002010,51
c04002020,84
c04002030,50
c04002040,54
c04002050,50
c04002060,76
c04002070,75
c04002080,72
c04002090,58
c04002100,75
c04002110,76
c04002120,57
c04002130,74
c04002140,55
c04002150,72
c04002160,55
c04002210,50
c04002220,74
c04002230,50
c04002240,50
c04002250,61
c04002260,73
c04002270,58
c04002280,73
c04002290,58
c04002300,63
c04002310,50
c04002320,60
c04002330,64
c04002340,57
c04002350,75
c04002360,74
c04002410,82
c04002420,74
c04002430,50
c04002440,57
c04002450,53
c04002460,74
c04002470,57
c04002480,58
c04002490,73
c04002500,75
c04002510,75
c04002520,73
c04002530,78
c04002540,65
c04002550,73
c04002560,59
c04002810,67
c04002820,79
c04002830,54
c04002840,75
c04002850,74
c04002860,59
c04002870,62
c04002880,61
c04002890,74
c04002900,56
c04002910,53
c04002920,74
c04002930,74
c04002940,73
c04002950,73
c04002960,65
c04003010,57
c04003020,57
c04003030,83
c04003040,72
c04003050,73
c04003060,74
c04003070,74
c04003080,74
c04003090,60
c04003100,58
c04003110,59
c04003120,61
c04003130,59
c04003140,54
c04003150,73
c04003160,75
c04003210,74
c04003220,74
c04003230,74
c04003240,81
c04003250,53
c04003260,77
c04003270,57
c04003280,75
c04003290,76
c04003300,75
c04003310,84
c04003320,73
c04003330,75
c04003340,53
c04003350,76
c04003360,75
c04003410,75
c04003420,77
c04003430,73
c04003440,61
c04003450,77
c04003460,50
c04003470,75
c04003480,75
c04003490,75
c04003500,74
c04003510,95
c04003610,54
c04003620,80
c04003630,52
c04003640,75
c04003650,73
c04003660,59
c04003670,62
c04003680,68
c04003690,74
c04003700,50
c04003710,75
c04003810,80
c04003820,50
c04003830,78
c04003840,75
c04003850,74
c04003860,74
c04003870,74
c04003880,76
c04003890,50
c04003900,77
c04003910,51
c04004010,74
c04004020,61
c04004030,74
c04004040,55
c04004050,74
c04004060,55
c04004070,73
c04004080,73
c04004090,72
c04004100,73
c04004110,54
c04004120,76
c04004130,74
c04004140,62
c04004150,72
c04004160,75
c04004210,57
c04004220,50
c04004230,56
c04004240,79
c04004250,76
c04004260,72
c04004270,50
c04004280,50
c04004290,50
c04004300,74
c04004310,73
c04004320,55
c04004330,75
c04004340,54
c04004350,54
c04004360,56
c04004410,57
c04004420,76
c04004430,74
c04004440,74
c04004450,77
c04004460,74
c04010010,73
c04010020,60
c04010030,75
c04010040,71
c04010050,52
c04010060,59
c04010070,76
c04010080,55
c04010090,57
c04010100,74
c04010110,54
c04010120,74
c04010130,57
c04010140,62
c04010150,55
c04010160,66
c04010170,64
c04010180,54
c04010190,73
c04010200,52
c04010210,66
c04010220,73
c04010230,81
c04010240,76
c04010250,64
c04010260,73
c04010270,70
c04010280,74
c04010290,55
c04010300,52
c04010310,56
c04010320,73
c04010330,75
c04010340,50
c04010350,73
c04010360,57
c04010370,54
c04010380,50
c04010390,50
c04010400,73
c04010410,77
c04010420,74
c04010430,51
c04010440,56
c04010450,50
c04010460,56
c04010470,79
c04010480,73
c04010490,74
c04010500,66
c04010510,73
c04010520,75
c04010530,50
c04010540,53
c04010550,76
c04010560,54
c04010570,50
c04010580,77
c04010590,75
c04010600,61
c04010610,78
c04010620,73
c04010630,60
c04010640,73
c04010650,57
c04010660,59
c04010670,55
c04010680,74
c04010690,75
c04010700,74
c04010710,65
c04010720,50
c04010730,56
c04010740,75
c04010750,57
c04010760,58
c04010770,59
c04010780,53
c04010790,82
c04010800,74
c04010810,75
c04010820,60
c04010830,50
c04010840,79
c04010850,66
c04010860,54
c04010870,73
c04010880,81
c04010890,76
c04010900,66
c04010910,73
c04010920,70
c04010930,75
c04010940,81
c04010950,59
c04010960,74
c04010970,53
c04010980,72
c04010990,73
c04011000,74
c04011010,82
c04011020,52
c04011030,61
c04011040,71
c04011050,60
c04011060,75
c04011070,75
c04011080,79
c04011090,67
c04011100,50
c04011110,74
c04011120,62
c04011130,64
c04011140,70
c04011150,59
c04011160,71
c04011170,75
c04011180,76
c04011190,52
c04011200,59
c04011210,50
c04011220,74
c04011230,73
c04011240,50
c04011250,85
c04011260,61
c04011270,80
c04011280,53
c04011290,54
c04011300,65
c04011310,74
c04011320,54
c04011330,75
c04011340,64
c04011350,54
c04011360,50
c04011370,72
c04011380,73
c04011390,57
c04011400,80
c04011410,63
c04011420,50
c04011430,56
c04011440,58
c04011450,72
c04011460,50
c04011470,89
c04011480,52
c04011490,74
c04011500,58
c04011510,56
c04011520,78
c04011530,81
c04011540,50
c04011550,73
c04011560,54
c04011570,69
c04011580,57
c04011590,81
c04011600,52
c04011610,73
c04011620,52
c04011630,58
c04011640,67
c04011650,67
c04011660,58
c04011670,50
c04011680,59
c04011690,72
c04011700,60
c04011710,72
c04011720,73
c04011730,51
c04011740,71
c04011750,57
c04011760,51
c04011770,62
c04011780,58
c04011790,67
c04011800,52
c04011810,50
c04011820,75
c04011830,50
c04011840,73
c04011850,59
c04011860,59
c04011870,67
c04011880,50
c04011890,59
c04011900,57
c04011910,57
c04011920,75
c04011930,54
c04011940,83
c04011950,78
c04011960,74
c04011970,54
c04011980,83
c04011990,55
c04012000,70
c04012010,54
c04012020,66
c04012030,86
c04012040,75
c04012050,56
c04012060,67
c04012070,73
c04012080,50
c04012090,82
c04012100,54
c04012110,50
c04012120,55
c04012130,58
c04012140,73
c04012150,54
c04012160,51
c04012170,61
c04012180,73
c04012190,76
c04012200,60
c04012210,52
c04012220,73
c04012230,72
c04012240,55
c04012250,73
c04012260,50
c04012270,73
c04012280,50
c04012290,51
c04012300,75
c04012310,81
c04012320,62
c04012330,50
c04012340,61
c04012350,74
c04012360,77
c04012370,57
c04012380,61
c04012390,75
c04012400,50
c04012410,52
c04012420,51
c04012430,80
c04012440,54
c04012450,77
c04012460,75
c04012470,75
c04012480,59
c04012490,74
c04012500,77
c04012510,52
c04012520,62
c04012530,78
c04012540,74
c04012550,77
c04012560,50
c04012570,50
c04012580,75
c04012590,78
c04012600,57
c04012610,75
c04012620,84
c04012630,74
c04012640,53
c04012650,72
c04012660,73
c04012670,75
c04012680,53
c04012690,72
c04012700,50
c04012710,58
c04012720,73
c04012730,72
c04012740,62
c04012750,73
c04012760,61
c04012770,75
c04012780,51
c04012790,72
c04012800,66
c04012810,55
c04012820,72
c04012830,55
c04012840,73
c04012850,72
c04012860,64
c04012870,50
c04012880,73
c04012890,50
c04012900,61
c04012910,76
c04012920,70
c04012930,55
c04012940,72
c04012950,73
c04012960,75
c04012970,51
c04012980,75
c04012990,55
c04013000,75
c04013010,50
c04013020,75
c04013030,73
c04013040,73
c04013050,66
c04013060,79
c04013070,74
c04013080,71
c04013090,60
c04013100,73
c04013110,68
c04013120,54
c04013130,58
c04013140,57
c04013150,67
c04013160,50
c04013170,60
c04013180,68
c04013190,73
c04013200,50
c04013210,73
c04013220,50
c04013230,75
c04013240,75
c04013250,76
c04013260,83
c04013270,54
c04013280,50
c04013290,50
c04013300,74
c04013310,76
c04013320,74
c04013330,75
c04013340,52
c04013350,71
c04013360,74
c04013370,56
c04013380,50
c04013390,66
c04013400,81
c04013410,70
c04013420,73
c04013430,50
c04013440,55
c04013450,57
c04013460,50
c04013470,59
c04013480,79
c04013490,50
c04013500,56
c04013510,61
c04013520,55
c04013530,50
c04013540,59
c04013550,63
c04013560,72
c04013570,54
c04013580,50
c04013590,53
c04013600,53
c04013610,66
c04013620,50
c04013630,50
c04013640,74
c04013650,66
c04013660,50
c04013670,61
c04013680,50
c04013690,52
c04013700,58
c04013710,74
c04013720,77
c04013730,78
c04013740,66
c04013750,59
c04013760,73
c04013770,73
c04013780,77
c04013790,50
c04013800,67
c04013810,74
c04013820,67
c04013830,53
c04013840,73
c04013850,75
c04013860,74
c04013870,50
c04013880,78
c04013890,78
c04013900,68
c04013910,57
c04013920,72
c04013930,78
c04013940,64
c04013950,61
c04013960,57
c04013970,66
c04013980,75
c04013990,61
c04014000,62
c04014010,54
c04014020,66
c04014030,50
c04014040,50
c04014050,50
c04014060,53
c04014070,57
c04014080,75
c04014090,74
c04014100,74
c04014110,75
c04014120,80
c04014130,51
c04014140,72
c04014150,75
c04014160,74
c04014170,68
c04014180,74
c04014190,69
c04014200,75
c04014210,51
c04014220,73
c04014230,74
c04014240,50
c04014250,76
c04014260,74
c04014270,50
c04014280,59
c04014290,51
c04014300,75
c04014310,56
c04014320,50
c04014330,55
c04014340,51
c04014350,57
c04014360,59
c04014370,50
c04014380,77
c04014390,73
c04014400,73
c04014410,54
c04014420,71
c04014430,72
c04014440,53
c04014450,73
c04014460,74
c04014470,73
c04014480,72
c04014490,73
c04014500,70
c04014510,53
c04014520,73
c04014530,54
c04014540,61
c04014550,77
c04014560,54
c04014570,56
c04014580,50
c04014590,54
c04014600,77
c04014610,62
c04014620,59
c04014630,52
c04014640,76
c04014650,62
c04014660,50
c04014670,63
c04014680,77
c04014690,77
c04014700,54
c04014710,73
c04014720,57
c04014730,73
c04014740,77
c04014750,79
c04014760,73
c04014770,50
c04014780,73
c04014790,74
c04014800,81
c04014810,61
c04014820,57
c04014830,50
c04014840,74
c04014850,50
c04014860,50
c04014870,52
c04014880,52
c04014890,62
c04014900,76
c04014910,75
c04014920,75
c04014930,73
c04014940,79
c04014950,51
c04014960,52
c04014970,71
c04014980,54
c04014990,75
c04015000,52
c04015010,73
c04015020,74
c04015030,70
c04015040,71
c04015050,71
c04015060,70
c04015070,74
c04015080,74
c04015090,74
c04015100,74
c04015110,55
c04015120,75
c04015130,75
c04015140,75
c04015150,52
c04015160,59
c04015170,60
c04015180,80
c04015190,74
c04015200,63
c04015210,84
c04015220,75
c04015230,73
c04015240,76
c04015250,54
c04015260,74
c04015270,50
c04015280,75
c04015290,75
c04015300,53
c04015310,53
c04015320,77
c04015330,50
c04015340,72
c04015350,50
c04015360,72
c04015370,70
c04015380,50
c04015390,55
c04015400,59
c04015410,77
c04015420,79
c04016010,75
c04016020,74
c04016030,73
c04016040,76
c04016050,61
c04016060,50
c04016070,56
c04016080,74
c04016090,75
c04016100,77
c04016110,64
c04016130,63
c04016140,50
c04016150,73
c04016160,52
c04016170,75
c04016180,51
c04016190,75
c04016200,73
c04016210,62
c04017260,74
c04017360,65
c04017410,77
c04017470,75
c04018060,61
c05020010,80
c05020020,73
c05020030,54
c05020040,75
c05020050,54
c05020060,74
c05020070,57
c05020090,73
c05020100,62
c05020110,53
c05020120,74
c05020140,50
c05020150,64
c05020210,74
c05020220,66
c05020230,50
c05020240,74
c05020250,75
c05020270,50
c05020280,72
c05020290,51
c05020300,72
c05020310,73
c05020320,53
c05020330,70
c05020340,65
c05020350,50
c05020360,100
c05020370,54
c05020380,77
c05020390,73
c05020410,51
c05020420,72
c05020430,75
c05020440,51
c05020450,73
c05020460,50
c05020470,81
c05020480,61
c05020490,85
c05020500,58
c05020510,56
c05020520,71
c05020530,76
c05020540,74
c05020550,50
c05020560,55
c05020630,61
c05020650,51
c05020680,95
c05020700,73
c05020701,73
c05020710,50
c05020740,50
c05020750,71
c05020780,55
c05020800,75
c05021010,80
c05021020,50
c05021030,52
c05021040,62
c05021050,73
c05021060,69
c05021070,75
c05021080,54
c05021090,75
c05021100,72
c05021110,54
c05021120,73
c05021130,51
c05021140,82
c05021150,60
c05021160,76
c05021410,100
c05021420,74
c05021430,75
c05021440,51
c05021450,100
c05021460,68
c05021470,74
c05021480,75
c05021490,74
c05021500,72
c05021510,75
c05021520,75
c05021530,73
c05021540,62
c05021550,59
c05021560,57
c05021810,75
c05021820,74
c05021830,75
c05021840,50
c05021850,75
c05021860,52
c05021870,74
c05021880,75
c05021890,75
c05021900,73
c05021910,73
c05021920,74
c05021930,73
c05021940,73
c05021950,52
c05021960,73
c05022610,63
c05022620,56
c05022630,59
c05022640,83
c05022650,73
c05022660,52
c05022670,51
c05022680,61
c05022690,75
c05022710,84
c05022720,60
c05022730,50
c05022740,55
c05022750,60
c05022760,65
c05022810,64
c05022820,52
c05022830,50
c05022840,55
c05022850,71
c05022860,58
c05022870,73
c05022880,51
c05022890,76
c05022900,66
c05022910,60
c05022920,54
c05022930,75
c05022940,56
c05022950,73
c05022960,77
c05023010,100
c05023020,79
c05023030,52
c05023040,75
c05023050,55
c05023060,75
c05023070,51
c05023080,73
c05023100,76
c05023110,75
c05023120,82
c05023130,73
c05023140,75
c05023150,75
c05023160,55
c05023210,61
c05023220,54
c05023230,75
c05023240,79
c05023250,74
c05023260,75
c05023270,79
c05023300,54
c05023310,50
c05023320,56
c05023330,55
c05023340,100
c05023350,75
c05023360,78
c05023410,50
c05023420,75
c05023430,53
c05023440,64
c05023450,76
c05023460,52
c05023470,75
c05023480,60
c05023490,50
c05023500,100
c05023510,78
c05023610,62
c05023620,100
c05023630,76
c05023640,73
c05023650,77
c05023660,70
c05023670,72
c05023680,62
c05023690,72
c05023700,75
c05023710,74
c05023810,59
c05023820,50
c05023830,50
c05023840,50
c05023850,50
c05023860,50
c05023870,50
c05023880,50
c05023890,50
c05023900,50
c05023910,50
c05024010,78
c05024020,78
c05024030,78
c05024040,78
c05024050,78
c05024060,78
c05024070,78
c05024080,78
c05024090,78
c05024100,78
c05024110,78
c05024610,73
c05024620,55
c05024630,57
c05024640,52
c05024650,50
c05024660,74
c05024670,50
c05024671,59
c05024680,74
c05024690,56
c05024700,73
c05024710,75
c05024810,54
c05024820,75
c05024830,60
c05024840,82
c05024850,72
c05024860,84
c05024870,54
c05024880,70
c05024890,74
c05024900,60
c05024910,72
c05024920,74
c05024930,74
c05026510,73
c05026520,56
c05026530,74
c05026540,50
c05026550,50
c05026560,58
c05026570,50
c05026580,81
c05026590,56
c05026600,73
c05026610,75
c05026620,73
c05026630,50
c05026640,50
c05026650,50
c05026710,50
c05026720,73
c05026730,50
c05026740,75
c05026750,73
c05026760,73
c05026770,73
c05026780,71
c05026790,55
c05026910,76
c05026920,50
c05026930,55
c05026940,77
c05026950,73
c05026960,74
c05026970,52
c05026980,75
c05027010,77
c05027020,55
c05027030,61
c05027040,70
c05027050,79
c05027060,50
c05027070,75
c05027080,72
c05027090,75
c05027100,73
c05027110,75
c05027120,68
c05027130,51
c05027140,74
c05027150,77
c05027160,73
c05027170,73
c05027180,56
c05027190,75
c05027200,75
c05027210,50
c05027220,75
c05027230,58
c05027240,74
c05027250,58
c05027260,50
c05027270,75
c05027280,51
c05027290,75
c05027300,74
c05027310,77
c05027320,74
c05027330,75
c05027340,76
c05027350,54
c05027360,74
c05027370,73
c05027380,54
c05027390,84
c05027400,76
c05027410,73
c05027420,75
c05027430,54
c05027440,73
c05027450,55
c05027460,50
c05027470,70
c05027480,62
c05027490,75
c05027500,69
c05027510,53
c05027520,72
c05027530,72
c05027540,69
c05027550,75
c05027560,75
c05027570,55
c05027580,65
c05027590,72
c05027600,75
c05027610,57
c05027620,56
c05027630,50
c05027640,50
c05027650,71
c05027660,57
c05027670,74
c05027680,77
c05027690,53
c05027700,50
c05027710,89
c05027720,56
c05027730,60
c05027740,52
c05027750,54
c05027760,56
c05027770,54
c05027780,53
c05027790,75
c05027800,59
c05027810,77
c05027820,70
c05027830,74
c05027840,75
c05027850,64
c05027860,54
c05027870,60
c05027880,56
c05027890,50
c05027900,73
c05027910,68
c05027920,75
c05027930,71
c05027940,54
c05027950,50
c05028010,75
c05028020,50
c05028030,56
c05028040,52
c05028050,74
c05028060,61
c05028070,58
c05028080,57
c05028090,58
c05028100,55
c05028110,50
c05028120,74
c05028130,75
c05028140,60
c05028150,77
c05028160,84
c05028210,75
c05028220,73
c05028230,57
c05028240,71
c05028250,57
c05028260,50
c05028270,58
c05028280,52
c05028290,73
c05028300,75
c05028310,51
c05028410,55
c05028420,55
c05028430,56
c05028440,55
c05028450,55
c05028460,53
c05028470,56
c05028480,55
c05028490,57
c05028500,54
c05028510,54
c05028520,51
c05028530,50
c05028540,50
c05028550,52
c05028560,54
c05028610,74
c05028620,58
c05028630,89
c05028640,75
c05029410,53
c05029420,50
c05029430,58
c05029440,74
c05029450,52
c05029460,50
c05029470,73
c05029480,57
c05029510,56
c05029520,50
c05029530,75
c05029540,57
c05029550,58
c05029560,58
c05029570,53
c05029580,62
c05029590,55
c05029600,56
c05029620,54
c05029630,74
c05029640,52
c05029700,73
c05029710,71
c05029720,72
c05029730,52
c05029810,72
c05029820,56
c05029830,52
c05029840,54
c05029850,55
c06030010,57
c06030020,77
c06030030,62
c06030040,62
c06030050,75
c06030060,74
c06030070,75
c06030110,74
c06030120,73
c06030140,60
c06030210,50
c06030220,73
c06030230,56
c06030240,50
c06030410,57
c06030420,55
c06030430,75
c06030440,79
c06030450,73
c06030460,73
c06030470,76
c06030480,71
c06030490,77
c06030500,50
c06030510,73
c06030610,72
c06030620,74
c06030630,73
c06030640,73
c06030650,55
c06030660,74
c06030670,73
c06030680,62
c06030690,53
c06030700,74
c06030710,75
c06030810,74
c06030820,65
c06030830,76
c06030840,74
c06030850,73
c06030860,59
c06030870,55
c06030880,50
c06030890,72
c06030900,71
c06030910,70
c06031010,78
c06031020,74
c06031030,50
c06031040,74
c06031050,50
c06031060,50
c06031070,73
c06031080,75
c06031090,75
c06031100,77
c06031110,73
c06031210,70
c06031220,71
c06031230,57
c06031240,75
c06031250,61
c06031260,84
c06031270,74
c06031280,72
c06031290,52
c06031300,59
c06031310,100
c06031410,52
c06031420,55
c06031430,70
c06031440,57
c06031450,66
c06031460,65
c06031470,58
c06031480,59
c06031490,52
c06031500,73
c06031510,62
c06031520,62
c06031610,74
c06031620,50
c06031630,70
c06031640,68
c06031650,59
c06031660,61
c06031670,74
c06031680,51
c06031690,76
c06031700,68
c06031710,71
c06031720,57
c06031810,59
c06031820,50
c06031830,50
c06031840,71
c06031850,56
c06031860,56
c06031870,100
c06031880,82
c06031890,63
c06031900,66
c06031910,65
c06031920,58
c06032010,54
c06032020,77
c06032030,59
c06032040,57
c06032050,56
c06032060,73
c06032070,50
c06032080,68
c06032090,63
c06032100,66
c06032110,75
c06032120,73
c06032130,50
c06032140,66
c06032610,82
c06032620,74
c06032640,57
c06032650,72
c06032670,51
c06032700,74
c06032810,75
c06032820,75
c06032830,51
c06032840,50
c06032850,74
c06032860,73
c06032870,50
c06032880,61
c06032890,64
c06032900,63
c06032910,76
c06033010,79
c06033020,74
c06033030,66
c06033040,75
c06033050,50
c06033060,58
c06033070,72
c06033080,60
c06033090,74
c06033100,74
c06033110,75
c06033210,61
c06033220,75
c06033230,75
c06033240,51
c06033250,59
c06033260,61
c06033270,74
c06033280,51
c06033290,62
c06033300,63
c06033310,61
c06035010,56
c06035020,71
c06035030,61
c06035040,58
c06035050,74
c06035060,62
c06035070,61
c06035080,62
c06035090,73
c06035100,74
c06035110,55
c06035120,63
c06035130,56
c06035140,74
c06035150,61
c06035160,66
c06035170,56
c06035180,70
c06035190,70
c06035200,58
c06035210,60
c06035220,64
c06035230,70
c06035240,58
c06035250,69
c06035260,50
c06035270,50
c06035280,71
c06035290,65
c06035300,61
c06035310,75
c06035320,74
c06035330,54
c06035340,77
c06035350,75
c06035360,74
c06035370,77
c06035380,78
c06035390,50
c06035400,73
c06035410,68
c06035420,62
c06035430,61
c06035440,62
c06035450,51
c06035460,75
c06035470,77
c06035480,55
c06035490,53
c06035500,59
c06035510,70
c06035520,61
c06035530,58
c06035540,100
c06035550,66
c06035560,52
c06035570,54
c06035580,71
c06035590,80
c06035600,91
c06035610,88
c06035620,100
c06035630,50
c06035640,74
c06035650,52
c06035660,74
c06035670,55
c06035680,50
c06035690,63
c06035700,55
c06035710,68
c06035720,72
c06035730,51
c06035740,50
c06035750,65
c06035760,67
c06035770,50
c06035780,97
c06035790,73
c06035800,57
c06035810,66
c06035820,50
c06035830,56
c06035840,59
c06035850,50
c06035860,55
c06035870,56
c06035880,59
c06035890,54
c06035900,62
c06035910,55
c06035920,61
c06035930,57
c06035940,57
c06035950,53
c06035960,64
c06035970,59
c06035980,61
c06035990,55
c06036000,64
c06036010,50
c06036020,54
c06036030,75
c06036040,74
c06036050,79
c06036060,76
c06036070,73
c06036080,51
c06036090,75
c06036100,74
c06036110,74
c06036120,75
c06036130,62
c06036140,74
c06036150,73
c06036160,62
c06036170,74
c06036180,75
c06036190,77
c06036200,74
c06036210,75
c06036220,69
c06036230,72
c06036240,54
c06036250,57
c06036260,73
c06036270,50
c06036280,64
c06036290,75
c06036300,54
c06036310,51
c06036320,62
c06036330,50
c06036340,50
c06036350,77
c06036360,51
c06036370,63
c06036380,50
c06036390,50
c06036400,62
c06036410,75
c06036420,50
c06036430,50
c06036440,73
c06036450,73
c06036460,50
c06036470,55
c06036480,75
c06036490,66
c06036500,50
c06036510,62
c06036520,74
c06036530,75
c06036540,74
c06036550,54
c06036560,74
c06036570,50
c06036580,59
c06036590,74
c06036600,74
c06036610,52
c06036620,57
c06036630,59
c06036640,52
c06036650,62
c06036660,71
c06036670,75
c06036680,65
c06036690,50
c06036700,76
c06036710,75
c06036720,75
c06036730,75
c06036740,75
c06036750,75
c06036760,75
c06036770,75
c06036780,75
