# Con que imagen se dibuja cada espiritu.
# id = los 4 bytes tal y como aparecen en la partida.
# icono = ruta dentro de 200_icon/10_icon_chr (vacio = no hay).
# Lo genera herramientas/construir_espiritus.py (NOTAS O-102).
id,familia,rango,icono,modelo,nombre_largo,descripcion,tecnica
600C1350,kenshin,4,aura_fs/k000310_l.png,wks00310,Cuervo alas negras,Un espíritu de montaña. Es más oscuro que la noche cerrada.,3C6A65A8
60A7CBFB,armadura,1,aura_armed/c05021100_5000_l.png,wao00640,"Comadreja, garras de hoz",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
61215228,kenshin,3,aura_fs/k000810_l.png,wko00810,"Huargo, can infernal",Un espíritu de fuego. Te seguirá hasta el infierno y más allá.,D534FA85
63D55F1C,mixi,1,face/c05028140_l.png,wmm00055,Miximax Trans: Zhuge Liang,"La estratega más brillante de <FUL:RYUBI>. Hermosa, pero reservada y esquiva.",BD04D9AC
6402DC94,alma,4,aura_soul/a000220_l.png,wso000220,Tótem Gusfi,"Una criatura nativa de Fertilia con frutas en los cuernos, en una mezcla de rasgos vegetales y animales.",3108917C
646C30D1,armadura,4,aura_armed/c04003290_5100_l.png,was00192,Caballo blanco,Utiliza un keshin como armadura para liberar un poder inconmensurable.,
64C97F34,kenshin,4,aura_fs/k000350_l.png,wks00350,Caballo negro,Un espíritu de montaña. Jamás pierde de vista la portería.,4EF4D0D4
65C100A2,kenshin,3,aura_fs/k000500_l.png,wkk00500,"Kraon, guerrero dragón",Un espíritu de fuego. Sus poderes son un enigma de otra dimensión.,5BB4B3D5
660A5B22,armadura,3,aura_armed/c04003270_5100_l.png,wao00185,Peón blanco,Utiliza un keshin como armadura para liberar un poder inconmensurable.,
66445235,mixi,1,face/c11908180_l.png,wmm00261_h2,Miximax Trans: <FUL:HAKURYU>,Un chico que confía plenamente en sus propias habilidades. Mantiene una gran rivalidad con <FLC:TSURUGI>.,96A9E089
667015F1,kenshin,2,aura_fs/k000260_l.png,wkk00260,"Demogorgo, duque destructor",Un espíritu de bosque. Puede parar prácticamente cualquier tiro.,D9D685E7
69DE21EF,alma,4,aura_soul/a000470_l.png,wsd000470,Tótem búho,Un sagaz pájaro del bosque con una mirada penetrante que le permite desplazarse por el más oscuro de los bosques.,3E55DBC2
6A866F3A,mixi,2,face/c05028030_l.png,wmm00030,Miximax Trans: <FUL:SYU>,Un jugador misterioso y fantasmagórico. Nadie sabe nada sobre su pasado.,F3DC3CB7
6AAF6B1F,armadura,4,aura_armed/c05029820_5000_l.png,wak00510,"Grandius, mágico gigante",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
6B3B5A35,armadura,4,aura_armed/c05021890_5000_l.png,wao00723,"Sombra de plasma RE, guerrero artificial",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
6B6EAC31,armadura,5,aura_armed/c04003500_5000_l.png,was00241_h2,"Arturo, paladín de la espada sagrada",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
6B7CCCB7,armadura,3,aura_armed/c04000080_5100_l.png,was00300_h2,"Grifo, señor de las bestias",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
6B92902E,armadura,1,aura_armed/c05020700_5000_l.png,was00632,"Atenea, dueña del aire",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
6BF911A6,especial,5,,wap01001,Sobrecarga ardiente,"La pasión del delantero por la victoria empieza a arder, y despierta su verdadero poder.",
6C882F30,alma,4,aura_soul/a000420_l.png,wss000420,Tótem Vairaas,Un ser blanco y siniestro de Falam Orbius con ocho tentáculos que se estiran hasta alcanzar diez veces su longitud.,BE24CA89
6CE87E57,armadura,2,aura_armed/c05020800_5000_l.png,wao00680,"Licaón, lobo maldito",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
6DDB1228,armadura,3,aura_armed/c04003210_5000_l.png,wak00230,"Rey blanco, sabio monarca",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
6E43035E,mixi,4,face/c05028090_l.png,wmm00070,Miximax Trans: Big,Asumió el cargo de su madre como jefe del Valle de las Bestias. Transformó una infancia solitaria en pura fuerza.,7DA25959
6EECD3D4,armadura,1,aura_armed/c05023420_5000_l.png,wad00830,"Kukulkán, serpiente emplumada",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
6F6278ED,armadura,3,aura_armed/c04000080_5100_l.png,was00300,"Grifo, señor de las bestias",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
6FA9CE7B,alma,1,aura_soul/a000130_l.png,wsk000130,Tótem mamut,"Una gigantesca bestia, extinta desde hace eones en la Tierra, que lo destroza todo a su paso.",2B05B54B
70099783,kenshin,1,aura_fs/k000080_l.png,wks00080,"Chione, reina de la nieve",Un espíritu de viento. Hiela al enemigo con sus gélidos vendavales.,FBFC24E7
701E809D,armadura,4,aura_armed/c05021500_5100_l.png,wad00670_h2,"Xuan-Wu, guerrero del norte",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
7052EA57,alma,4,aura_soul/a000500_l.png,wsk000500,Tótem Dolmega,Un depredador con caparazón que aplasta a sus presas gracias a su peso y sus púas.,0764BBA5
70A4EA8C,kenshin,1,,wkd00722,"Sombra de plasma DF, guerrero artificial",Un espíritu de viento. Preciso y con una gran velocidad de respuesta.,DD1DC90C
712971D3,kenshin,3,aura_fs/k002020_l.png,wks02020,"Conejo de cristal, lanza sagrada","Un espíritu de fuego. Golpea una vez, suficiente para acabar con todo.",1C0B0496
71912357,armadura,1,aura_armed/c04001010_5000_l.png,wak00160,"Goliat, titán",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
71A77433,armadura,3,aura_armed/c05028500_5000_l.png,was00720_1,"Sombra de plasma TI, guerrero artificial",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
723D7CA1,especial,5,,wap01005,Impulso temporal,"Impulsa la concentración del jugador, reduciendo el tiempo de enfriamiento de las supertécnicas.",
73284992,armadura,4,aura_armed/c04000160_5000_l.png,was00050,"Musashi, bravo samurái",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
73A6AFD7,kenshin,2,aura_fs/k000850_l.png,wkk00850,"Papelín, rey de los empollones",Un espíritu de bosque. Protege a aquellos cuyo objetivo en la vida es aprender.,86821C63
73AC0E45,mixi,1,face/c05029440_l.png,wmm00230_h2,Miximax Trans: <FUL:HAKURYU>,Un chico que confía plenamente en sus propias habilidades. Mantiene una gran rivalidad con <FLC:TSURUGI>.,96A9E089
7454024F,kenshin,4,aura_fs/k000210_l.png,wkd00210,"Torre blanca, centinela vigía",Un espíritu de montaña. El poder que desprende es impresionante.,8AC38940
745610FF,armadura,2,aura_armed/c05029830_5000_l.png,wad00651,"Brunilda, valquiria abanderada",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
74978633,alma,4,aura_soul/a000540_l.png,wsk000540,Tótem Cerbegira,Una bestia acorazada de tres cabezas. Cada cabeza puede formar pensamientos propios.,4A1A1510
74F5C844,armadura,1,aura_armed/c05028430_5000_l.png,wad00721_1,"Sombra de plasma DF, guerrero artificial",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
75732EDD,especial,5,,test_kizuna_trans,Transformación de vínculo,Invoca el aura de un personaje con el que tengas un fuerte vínculo para convertirte en ese personaje.,
75EC1DB7,kenshin,3,aura_fs/k002060_l.png,wks02060,"Niké, mágico gigante",Un espíritu de fuego. Domina a todos con fuego puro y cero piedad.,E47D5E10
762505C3,alma,2,aura_soul/a000040_l.png,wsd000040,Tótem zorro,"Un cazador silvestre con muy buena visión, curioso y precavido a partes iguales.",7F64C0DB
76987287,mixi,3,face/c11908140_l.png,wmm00211_h2,Miximax Trans: <FLC:TSURUGI>,Un delantero afín a la oscuridad. Sus increíbles talentos abruman a aliados y rivales por igual.,E94C248D
77B66778,alma,2,aura_soul/a000050_l.png,wss000050,Tótem león,Un poderoso gobernante de las llanuras con una majestuosa melena. Lo admiran y temen a partes iguales por ser el rey de las bestias.,AA76FBCC
780DC608,mixi,2,face/c05028030_l.png,wmm00030_h2,Miximax Trans: <FUL:SYU>,Un jugador misterioso y fantasmagórico. Nadie sabe nada sobre su pasado.,F3DC3CB7
78815CFB,armadura,4,aura_armed/c04002510_5000_l.png,was00441,"Bufón, artista del engaño",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
79D467E1,mixi,1,face/c05029460_l.png,wmm00220_h1,Miximax Trans: <FST:TENMA>,"Joven algo ingenuo, pero que adora el fútbol. Su juego es tan agradable como una bocanada de aire fresco.",F2F2F5EE
7A6AB06F,alma,1,aura_soul/a000080_l.png,wsd000080,Tótem búho cornudo,"Un búho silvestre, fácilmente distinguible por sus prominentes ""cuernos"" de plumas.",A865DCB5
7B325B18,kenshin,2,aura_fs/k000760_l.png,wks00760,"Robin, caballero ultraveloz",Un espíritu de bosque. Usa su agudo ingenio para robar el balón.,B2F9A6D7
7B3A69F2,armadura,2,aura_armed/c04003240_5100_l.png,wad00200,"Alfil blanco, mensajero divino",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
7B57E41B,armadura,4,aura_armed/c05028480_5000_l.png,wao00722_1,"Sombra de plasma RE, guerrero artificial",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
7C44309F,armadura,3,aura_armed/c04001710_5000_l.png,was00401,"Plumas ardientes, ave de fuego",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
7C46222F,kenshin,3,aura_fs/k000040_l.png,wks00040,"Apolo, dios del sol",Un espíritu de fuego. Sus llamas deslumbran a todo aquel que las ve.,BE08539A
7E422032,especial,5,,mode_change_c11150120_legend,Modo Aphrody,Le sobrepasa la admiración por Aphrody y se transforma en su forma exacta.,2188D903
7E71AEAF,armadura,3,aura_armed/c05024900_5000_l.png,was00970,"Astaroth, príncipe del caos",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
7EFF48EA,kenshin,4,aura_fs/k000170_l.png,wkk00170,"Lot, gran jugador",Un espíritu de montaña. Decide el resultado de los partidos con sus dados.,1A85A8CC
7FCE3625,armadura,3,aura_armed/c04002060_5100_l.png,wao00181,Peón blanco,Utiliza un keshin como armadura para liberar un poder inconmensurable.,
7FF7377C,kenshin,3,aura_fs/k000720_l.png,wks00720,"Sombra de plasma TI, guerrero artificial",Un espíritu de fuego. Sus subrutinas lo hacen tan eficaz que vale por varios.,7E542B03
806DED65,kenshin,1,aura_fs/k000320_l.png,wkd00320,"Drake, caballero dragón",Un espíritu de viento. Siempre arrasa con todo en el campo.,CBF29259
8182504F,especial,5,,wkt00010,Transformación de vínculo,Invoca el aura de un personaje con el que tengas un fuerte vínculo para convertirte en ese personaje.,
821CEAE9,alma,4,aura_soul/a000170_l.png,wsd000170,Tótem Gandran,Un gigante blindado de Falam Orbius con una piel tan dura que es capaz de resistir cualquier golpe.,2A07EA87
823501EB,especial,5,,awakening_change,Cambio de despertar,Descripción de Awakening Transformation.,
82DCB54A,armadura,1,aura_armed/c05022610_5000_l.png,wak00770,"Atlanticus, bestia abisal",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
82F5B16F,mixi,2,face/c05029430_l.png,wmm00250,Miximax Trans: <FLC:KARIYA>,"Joven con un excelente equilibrio en el campo de juego. Tiene sus prontos, pero también tiene un corazón de oro.",FFF8EAD9
8344019E,kenshin,4,aura_fs/k000690_l.png,wks00690,"Zodíaco, príncipe del plano astral",Un espíritu de montaña. Una oscura energía dirige sus disparos.,3F65301A
837F1277,kenshin,3,aura_fs/k000470_l.png,wko00470,"Sirena, la hechicera",Un espíritu de fuego. El tiempo parece ralentizarse en su presencia.,F4B163D1
83D4CADC,armadura,1,aura_armed/c04000860_5000_l.png,was00120,Sobrenatural halcón de trueno,Utiliza un keshin como armadura para liberar un poder inconmensurable.,
84A88101,kenshin,2,aura_fs/k000360_l.png,wkd00360,"Alfil negro, mensajero divino",Un espíritu de bosque. Roba el balón con sus técnicas de ilusionismo.,CF37FE3D
84AA93B1,armadura,1,aura_armed/c05021830_5000_l.png,wad00721,"Sombra de plasma DF, guerrero artificial",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
84D1A563,especial,5,,wap09001,Limitadores desactivados,Descripción de Limiter Release.,
85D379A5,armadura,3,aura_armed/c04000100_5100_l.png,was00303_h2,"Grifo, señor de las bestias",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
8607F429,armadura,2,aura_armed/c05023710_5000_l.png,was00880,"Argentia, reina plateada",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
8630DD0B,mixi,1,face/c05029410_l.png,wmm00210,Miximax Trans: <FST:TENMA>,"Joven algo ingenuo, pero que adora el fútbol. Su juego es tan agradable como una bocanada de aire fresco.",F2F2F5EE
87837F4A,armadura,1,aura_armed/c05029810_5000_l.png,was00291,"Guiverno blanco, drágon heráldico",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
879F40FD,kenshin,3,aura_fs/k000960_l.png,wkk00960,"Vritrá, Escualodragón despiadado",Un espíritu de fuego. Atrae a sus enemigos solo para juguetear con ellos.,04E02A51
87B86CA3,armadura,4,aura_armed/c04002290_5000_l.png,wao00071,"León, rey de la selva",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
887DDFB5,armadura,2,aura_armed/c04002500_5100_l.png,was00531,"Oneiros, señor de los sueños",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
8BC6EABC,armadura,4,aura_armed/c04003710_5000_l.png,wad00370,"Torre negra, centinela vigía",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
8BCED856,kenshin,3,aura_fs/k000610_l.png,wks00610,"Fénix, señor de los cielos",Un espíritu de fuego. Un poderoso ser celestial con poder más que divino.,B148B384
8BF94E41,armadura,3,aura_armed/c05021960_5000_l.png,was00723,"Sombra de plasma TI, guerrero artificial",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
8CBAA161,kenshin,1,aura_fs/k000130_l.png,wks00130,"Poseidón, rey de los mares",Un espíritu de viento. No hay rival que se resista a su temible tridente.,7D5B7EB1
8E8D2DE1,armadura,4,aura_armed/c05023300_5000_l.png,was00800,"Evera, gran señor de los demonios",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
8EBA04C3,mixi,3,face/c05028630_l.png,wmm00290,Miximax Trans: <FUL:G GENE>,"El cuerpo de <FST:GARSHAR> alberga un gen único que, cuando se activa, hace que despierte su cazador interior.",E6CFFB5B
8F746612,armadura,1,aura_armed/c04003500_5100_l.png,was00290_b1,"Guiverno blanco, drágon heráldico",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
903B33BE,alma,5,aura_soul/a000310_l.png,wso000310,Tótem grifo,Un enorme ser de Nomor con unas inmensas y poderosas alas que le permiten volar por los cielos.,50173127
90F8A2F4,armadura,3,aura_armed/c05020140_5000_l.png,wad00700,"Amaterasu, guerrera del amanecer",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
91F8EF88,kenshin,4,aura_fs/k000430_l.png,wkk00430,"Barron, coloso metálico",Un espíritu de montaña. No se doblega ante nada ni ante nadie.,1E40C4A8
9262EC4E,mixi,3,face/c11908170_l.png,wmm00231,Miximax Trans: <FLC:TSURUGI>,Un delantero afín a la oscuridad. Sus increíbles talentos abruman a aliados y rivales por igual.,E94C248D
934397FD,armadura,2,aura_armed/c01002110_5000_l.png,was00141,"Trickster, ilusionista",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
9349B7A7,armadura,2,aura_armed/c05024830_5000_l.png,wad00060,Juez supremo,Utiliza un keshin como armadura para liberar un poder inconmensurable.,
940CFD23,armadura,3,aura_armed/c04003070_5000_l.png,wao00481,"Tachión, hipervelocista",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
9435FC7A,kenshin,2,aura_fs/k000220_l.png,wks00220,"Reina blanca, encantadora real",Un espíritu de bosque. Es una aliada muy poderosa dentro del campo.,8DA7FDFF
963559D8,mixi,4,face/c05028620_l.png,wmm00180,Miximax Trans: Gen S,Un gen único que se manifiesta en <FUL:SARU> y que contiene el poder indómito de una bestia feroz.,23A69CF0
96A7802A,mixi,3,face/c11908200_l.png,wmm00271,Miximax Trans: <FLC:GOENJI>,"Bajo su fría apariencia, en el interior de este chico arde una intensa pasión por el fútbol.",FF0EB516
972F3182,armadura,1,aura_armed/c04000080_5000_l.png,wao00010,Pegaso alado,Utiliza un keshin como armadura para liberar un poder inconmensurable.,
974F4A89,alma,2,aura_soul/a000430_l.png,wso000430,Tótem Pamerio,Una criatura capaz de ver el futuro; es capaz de evitar el peligro con maestría.,93441C0C
9784E929,kenshin,5,aura_fs/k000540_l.png,wks00540,"Pendragón, caballero misterioso",Un espíritu neutro. Pobre de aquel que se cruce en su camino.,CC96E6E6
9786FB99,armadura,3,aura_armed/c04003080_5000_l.png,was00101,"Surtur, gigante de fuego",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
9A53E851,armadura,4,aura_armed/c05022810_5000_l.png,wak00460,"Gargantúa, gigante metálico",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
9A76D6BF,armadura,4,aura_armed/c05023310_5000_l.png,wao00930,"Jmet, adalid leonino",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
9A7AEC74,mixi,1,face/c05028080_l.png,wmm00140,Miximax Trans: Papá,"Quetzalcoatlus, un majestuoso pterosaurio de la era Cretácica que crio al perdido <FUL:TORB>.",2E8150A9
9B00D549,alma,5,aura_soul/a000270_l.png,wss000270,Tótem Begiran,Un insectoide negro de dos colas que se desplaza por el suelo a una velocidad vertiginosa.,FF15D190
9E064F77,kenshin,3,aura_fs/k000390_l.png,wkk00390,"Rey negro, sabio monarca",Un espíritu de fuego. Sus poderosas llamas lo consumen todo a su paso.,98E79EFE
9EBF8010,mixi,4,face/c05028130_l.png,wmm00100,Miximax Trans: Rey Arturo,El legendario rey británico y líder de los caballeros de la Mesa Redonda.,2E5DCDE0
9F96C949,kenshin,1,aura_fs/k000710_l.png,wkd00710,"Jaguar, guerrero prehistórico",Un espíritu de viento. Su lanza fatal corta el aire cuando ataca.,9C2CD215
9FA5E84A,armadura,1,aura_armed/c05020460_5000_l.png,wao00090,"Barius, supersónico",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
A0EE2B28,kenshin,4,aura_fs/k000440_l.png,wks00440,"Bufón, artista del engaño",Un espíritu de montaña. Deja a todos perplejos con sus increíbles trucos.,799E12D5
A15F9BD9,mixi,4,face/c05028160_l.png,wmm00080,Miximax Trans: Zeta,Es el mayor huracán que se ha visto jamás. Desató vientos lo suficientemente fuertes como para arrasar todo a su paso.,685865AF
A2727F03,kenshin,4,aura_fs/k000820_l.png,wko00820,"Glenr, portador del sol nocturno",Un espíritu de montaña. Su luz inundará tus momentos más oscuros.,9405E19C
A42955FC,armadura,3,aura_armed/c05029850_5000_l.png,was00041,"Apolo, dios del sol",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
A42B474C,kenshin,3,aura_fs/k000400_l.png,wks00400,"Plumas ardientes, ave de fuego",Un espíritu de fuego. Deja una estela ígnea cuando recorre el campo.,38AF09CC
A4809FE7,armadura,2,aura_armed/c05023490_5000_l.png,wao00150,"Garas, maestra de ilusiones",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
A52338DA,kenshin,4,aura_fs/k000250_l.png,wkk00250,"Atlas, protector de la Tierra",Un espíritu de montaña. Protege la portería con una fuerza inigualable.,DD13E983
A59A5B92,especial,5,,mode_change_c02023520,Modo Serio,"Se dejó de tonterías para concentrarse por completo, lo que le llenó de una nueva determinación.",A59A5B92
A6903F39,armadura,4,aura_armed/c04002410_5000_l.png,wak00171,"Lot, gran jugador",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
A6C2B968,alma,3,aura_soul/a000480_l.png,wsd000480,Tótem Giorom,Una criatura ciclópea con una visión increíble. Es capaz de ver a través de superficies no muy gruesas.,D167F807
A7040E13,armadura,3,aura_armed/c04003470_5000_l.png,wao00342,Peón negro,Utiliza un keshin como armadura para liberar un poder inconmensurable.,
A79840AF,armadura,3,aura_armed/c05021910_5000_l.png,was00721,"Sombra de plasma TI, guerrero artificial",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
A7A141F6,kenshin,3,aura_fs/k000180_l.png,wko00180,Peón blanco,"Un espíritu de fuego. A pesar de no ser muy grande, es un adversario temible.",CB517818
A844F719,especial,5,,pv8_kizuna_trans_GK,Transformación de vínculo,Invoca el aura de un personaje con el que tengas un fuerte vínculo para convertirte en ese personaje.,
A866E050,armadura,1,aura_armed/c04002100_5000_l.png,was00081,"Chione, reina de la nieve",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
A8B0AB8D,especial,5,,wap09003,Mejora de cápsula,Descripción de Ampule Enhancement.,
A8CB9D5F,armadura,1,aura_armed/c05021930_5000_l.png,wad00723,"Sombra de plasma DF, guerrero artificial",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
A97A929B,armadura,1,aura_armed/c05024920_5000_l.png,wad00840,"Eris, bruja de la discordia",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
A9AEC7A6,mixi,1,face/c05029410_l.png,wmm00210_h1,Miximax Trans: <FST:TENMA>,"Joven algo ingenuo, pero que adora el fútbol. Su juego es tan agradable como una bocanada de aire fresco.",F2F2F5EE
A9FC4634,armadura,3,aura_armed/c06037380_5000_l.png,wak00520,"Serendipity, maestro de las trampas",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
AA1C497E,armadura,2,aura_armed/c04000030_5000_l.png,wad00650_h1,"Brunilda, valquiria abanderada",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
AA5B4C8A,kenshin,3,aura_fs/k000890_l.png,wkd00890,"Zhuque, guerrera del sur",Un espíritu de fuego. Una bailarina excelente que es inmortal como el fénix.,CD184DDF
AB452CF1,armadura,1,aura_armed/c05021490_5000_l.png,was00410,"Roc, ave mitológica",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
AC3155C6,armadura,1,aura_armed/c04000080_5200_l.png,was00330,Archipegaso alado,Utiliza un keshin como armadura para liberar un poder inconmensurable.,
AC39672C,kenshin,2,aura_fs/k000650_l.png,wkd00650,"Brunilda, valquiria abanderada",Un espíritu de bosque. Infunde respeto en sus aliados y terror en sus enemigos.,D1527CA0
AC9ABB64,mixi,3,face/c11908170_l.png,wmm00231_h1,Miximax Trans: <FLC:TSURUGI>,Un delantero afín a la oscuridad. Sus increíbles talentos abruman a aliados y rivales por igual.,E94C248D
ACFAE350,alma,2,aura_soul/a000100_l.png,wsk000100,Tótem Delfinus,Un depredador marino de Naiadi que aturde a sus presas con potentes ondas ultrasónicas.,6A34AE52
AD102E75,mixi,2,face/c05028040_l.png,wmm00040,Miximax Trans: Nobunaga,Un poderoso y carismático señor feudal de la era Sengoku que quiere gobernar Japón.,C62AF129
AF804095,armadura,1,aura_armed/c04002910_5000_l.png,was00450,"Neptuno, señor de los mares",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
AFDB021B,alma,1,aura_soul/a000410_l.png,wss000410,Tótem Pelion,Una bestia de dos colas de Falam Orbius que se mueve con gran precisión mientras persigue a su presa.,4544D809
B0202637,alma,3,aura_soul/a000020_l.png,wss000020,Tótem lobo,Un cazador nato que se mueve en manada y reduce a sus presas con sus feroces colmillos.,EB47E0D5
B0B0D22F,alma,1,aura_soul/a000250_l.png,wsk000250,Tótem Angidra,Un depredador de tres cabezas de Falam Orbius que mueve los cuernos para intimidar a sus enemigos.,667B1BFE
B15A1F0A,mixi,4,face/c05028610_l.png,wmm00310,Miximax Trans: Rosa negra,Una oscura rosa del color de la desesperación. Sus afiladas espinas lo mantienen todo a raya.,A35F2D17
B16D3628,armadura,4,aura_armed/c05022890_5000_l.png,was00980,"Los enamorados ♂, a. encadenadas",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
B27A5CF8,kenshin,1,aura_fs/k002010_l.png,wks02010,"Victoria, diosa del triunfo",Un espíritu del viento. Recurre a un vínculo profundo para liberar su triunfante poder latente.,3B644244
B2C6A839,armadura,1,aura_armed/c05020700_5000_l.png,was00630_h1,"Atenea, dueña del aire",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
B301C77C,alma,4,aura_soul/a000530_l.png,wsk000530,Tótem Grimron,Un depredador con tentáculos que expulsa un humo negro cuando se siente amenazado.,B17A0790
B362BAAD,especial,5,,mode_change_c08030032_legend,Modo Santurrón,Se mueve con una gracia y compostura casi angelicales para cautivar y engañar a sus rivales.,33D120E8
B44A7996,armadura,3,aura_armed/c04000090_5100_l.png,was00301_h1,"Grifo, señor de las bestias",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
B4581910,armadura,5,aura_armed/c04003700_5100_l.png,was00240_h1,"Arturo, paladín de la espada sagrada",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
B4BE08DD,armadura,3,aura_armed/c04000100_5000_l.png,was00020,Caballero Lancelot,Utiliza un keshin como armadura para liberar un poder inconmensurable.,
B56A9FC6,armadura,3,aura_armed/c04000100_5100_l.png,was00303_b1,"Grifo, señor de las bestias",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
B6076218,armadura,4,aura_armed/c05021410_5000_l.png,wak00110,Titán gigante,Utiliza un keshin como armadura para liberar un poder inconmensurable.,
B6BF309C,kenshin,2,aura_fs/k002050_l.png,wks02050,"Robin, paladín ultraveloz",Un espíritu de bosque. Se acerca como un destello y deja a sus rivales hechos polvo.,B2F9A6D7
B754756C,alma,1,aura_soul/a000180_l.png,wso000180,Tótem Fenikias,"Una maravilla voladora de Falam Orbius que recorre los cielos con elegancia, con una belleza de otro planeta.",AB7723A7
B8636483,armadura,4,aura_armed/c04001310_5000_l.png,was00311,Cuervo alas negras,Utiliza un keshin como armadura para liberar un poder inconmensurable.,
B972E714,mixi,2,face/c05029450_l.png,wmm00260_h1,Miximax Trans: <FUL:SYU>,Un jugador misterioso y fantasmagórico. Nadie sabe nada sobre su pasado.,F3DC3CB7
BAD81CF6,kenshin,2,aura_fs/k000660_l.png,wkk00660,"Cychr, dragón enjoyado",Un espíritu de bosque. Sus enemigos deben procurar no desatar su ira.,2987CC67
BB1BC0C0,alma,1,aura_soul/a000140_l.png,wso000140,Tótem antílope,Una ágil cabra de montaña que salta por acantilados con movimientos fluidos y naturales.,BF2512E2
BB40A822,armadura,1,aura_armed/c05022880_5000_l.png,was00780,"Los enamorados ♀, a. encadenadas",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
BBD06360,kenshin,2,aura_fs/k000030_l.png,wks00030,Director Magister,Un espíritu de bosque. Usa los cuatro brazos para dirigir la batalla.,4C539716
BC469BD6,mixi,2,face/c11908150_l.png,wmm00241_h1,Miximax Trans: <FLC:KIRINO>,Un jugador tan bello y esbelto que da el pego como chica. Conoce bien a <FLC:SHINDO>.,5FE340A4
BCA608E7,armadura,4,aura_armed/c04003660_5000_l.png,was00351,Caballo negro,Utiliza un keshin como armadura para liberar un poder inconmensurable.,
BCAC28BD,armadura,3,aura_armed/c05023230_5000_l.png,wad00270,Tirador sombrío,Utiliza un keshin como armadura para liberar un poder inconmensurable.,
BD877354,mixi,3,face/c05028020_l.png,wmm00021,Miximax Trans: <FLC:TSURUGI>,Un delantero afín a la oscuridad. Sus increíbles talentos abruman a aliados y rivales por igual.,E94C248D
BE035D95,kenshin,1,aura_fs/k000990_l.png,wks00990,Archipegaso rojo alado,Un espíritu de viento. Se escabulle volando con sus alas de color carmesí.,BACD3FFE
BFCD8071,armadura,1,aura_armed/c04003500_5100_l.png,was00290_h2,"Guiverno blanco, drágon heráldico",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
C0D25D45,kenshin,4,aura_fs/k000800_l.png,wks00800,"Evera, gran señor de los demonios",Un espíritu de montaña. Capaz de manifestar poderes inenarrables.,F3C8BDCE
