# Las pasivas de cada tablero de habilidades del juego, por casilla (NOTAS O-169).
# tablero = la clave que la partida guarda por jugador en 0xBAFA8DBD; pasiva_id como en la partida.
# Lo genera herramientas/construir_tableros.py.
tablero,casillas,tramo,casilla,nivel,pasiva_id
254D4E56,27,tronco,3,0,D53D7996
254D4E56,27,tronco,5,0,2E5D6B16
254D4E56,27,rama1,14,0,6A70F585
254D4E56,27,rama1,15,0,6A70F585
254D4E56,27,rama2,20,0,01D4B17B
254D4E56,27,rama2,21,0,01D4B17B
524A7EC0,27,tronco,1,0,166E54BD
524A7EC0,27,tronco,3,0,F95C7778
524A7EC0,27,tronco,5,0,9321DA68
524A7EC0,27,rama1,14,0,D1F815F2
524A7EC0,27,rama1,15,0,D1F815F2
524A7EC0,27,rama2,20,0,47C81285
524A7EC0,27,rama2,21,0,47C81285
CB432F7A,27,tronco,1,0,805E53CA
CB432F7A,27,tronco,3,0,A1A90166
CB432F7A,27,tronco,5,0,539A23C0
CB432F7A,27,rama1,14,0,1586803E
CB432F7A,27,rama1,15,0,1586803E
CB432F7A,27,rama2,20,0,9D5F52A9
CB432F7A,27,rama2,21,0,9D5F52A9
BC441FEC,27,tronco,1,0,ED0E463D
BC441FEC,27,tronco,3,0,F95C7778
BC441FEC,27,tronco,5,0,940C628F
BC441FEC,27,rama1,14,0,C83C78F5
BC441FEC,27,rama1,15,0,C83C78F5
BC441FEC,27,rama2,20,0,726D716C
BC441FEC,27,rama2,21,0,726D716C
2CFB027D,27,tronco,1,0,5072F743
2CFB027D,27,tronco,3,0,A1A90166
2CFB027D,27,tronco,5,0,9321DA68
2CFB027D,27,rama1,14,0,BCA80005
2CFB027D,27,rama1,15,0,BCA80005
2CFB027D,27,rama2,20,0,40E5AA62
2CFB027D,27,rama2,21,0,40E5AA62
5BFC32EB,27,tronco,1,0,B5FB3023
5BFC32EB,27,tronco,3,0,D210C171
5BFC32EB,27,tronco,5,0,F00F475E
5BFC32EB,27,rama1,14,0,8FF932E5
5BFC32EB,27,rama1,15,0,8FF932E5
5BFC32EB,27,rama2,20,0,1EE48D75
5BFC32EB,27,rama2,21,0,1EE48D75
1F40A3FF,27,tronco,1,0,AC3F5D24
1F40A3FF,27,tronco,3,0,E0981A7F
1F40A3FF,27,tronco,5,0,9321DA68
1F40A3FF,27,rama1,14,0,D1F815F2
1F40A3FF,27,rama1,15,0,D1F815F2
1F40A3FF,27,rama2,20,0,6BA91C6B
1F40A3FF,27,rama2,21,0,6BA91C6B
68479369,27,tronco,1,0,4E9B22A3
68479369,27,tronco,3,0,D210C171
68479369,27,tronco,5,0,1BF808FF
68479369,27,rama1,14,0,BD71E9EB
68479369,27,rama1,15,0,BD71E9EB
68479369,27,rama2,20,0,0720E072
68479369,27,rama2,21,0,0720E072
F14EC2D3,27,tronco,1,0,C16F48D3
F14EC2D3,27,tronco,3,0,430D7EE1
F14EC2D3,27,tronco,5,0,B86D6C61
F14EC2D3,27,rama1,14,0,D6D5AD15
F14EC2D3,27,rama1,15,0,D6D5AD15
F14EC2D3,27,rama2,20,0,40E5AA62
F14EC2D3,27,rama2,21,0,40E5AA62
8649F245,27,tronco,1,0,C642F034
8649F245,27,tronco,3,0,8773EB2D
8649F245,27,tronco,5,0,1BF808FF
8649F245,27,rama1,14,0,73B49882
8649F245,27,rama1,15,0,73B49882
8649F245,27,rama2,20,0,D021FC1C
8649F245,27,rama2,21,0,D021FC1C
182D67E6,27,tronco,1,0,575F4FA4
182D67E6,27,tronco,3,0,D53D7996
182D67E6,27,tronco,5,0,023C65F8
182D67E6,27,rama1,14,0,88D48A02
182D67E6,27,rama1,15,0,88D48A02
182D67E6,27,rama2,20,0,19C93592
182D67E6,27,rama2,21,0,19C93592
6F2A5770,27,tronco,1,0,7B3E414A
6F2A5770,27,tronco,3,0,76A81D08
6F2A5770,27,tronco,5,0,DC6E49B0
6F2A5770,27,rama1,14,0,FD991B1C
6F2A5770,27,rama1,15,0,FD991B1C
6F2A5770,27,rama2,20,0,5E0C7F82
6F2A5770,27,rama2,21,0,5E0C7F82
F62306CA,27,tronco,1,0,1143EC5A
F62306CA,27,tronco,3,0,CCF91491
F62306CA,27,tronco,5,0,C2879C50
F62306CA,27,rama1,14,0,1586803E
F62306CA,27,rama1,15,0,1586803E
F62306CA,27,rama2,20,0,A8FA3140
F62306CA,27,rama2,21,0,A8FA3140
8124365C,27,tronco,1,0,4E9B22A3
8124365C,27,tronco,3,0,CCF91491
8124365C,27,tronco,5,0,9321DA68
8124365C,27,rama1,14,0,BCA80005
8124365C,27,rama1,15,0,BCA80005
8124365C,27,rama2,20,0,1F3D649B
8124365C,27,rama2,21,0,1F3D649B
119B2BCD,27,tronco,1,0,4E9B22A3
119B2BCD,27,tronco,3,0,430D7EE1
119B2BCD,27,tronco,5,0,940C628F
119B2BCD,27,rama1,14,0,8FF932E5
119B2BCD,27,rama1,15,0,8FF932E5
119B2BCD,27,rama2,20,0,3285839B
119B2BCD,27,rama2,21,0,3285839B
669C1B5B,27,tronco,1,0,9321DA68
669C1B5B,27,tronco,3,0,8773EB2D
669C1B5B,27,tronco,5,0,1BF808FF
669C1B5B,27,rama1,14,0,4611FB6B
669C1B5B,27,rama1,15,0,4611FB6B
669C1B5B,27,rama2,20,0,FC40F2F2
669C1B5B,27,rama2,21,0,FC40F2F2
EED3E1C7,27,tronco,1,0,7B3E414A
EED3E1C7,27,tronco,3,0,76A81D08
EED3E1C7,27,tronco,5,0,539A23C0
EED3E1C7,27,rama1,14,0,88D48A02
EED3E1C7,27,rama1,15,0,88D48A02
EED3E1C7,27,rama2,20,0,3285839B
EED3E1C7,27,rama2,21,0,3285839B
77DAB07D,27,tronco,1,0,3A0F5A53
77DAB07D,27,tronco,3,0,CCF91491
77DAB07D,27,tronco,5,0,C2879C50
77DAB07D,27,rama1,14,0,890D63EC
77DAB07D,27,rama1,15,0,890D63EC
77DAB07D,27,rama2,20,0,2A980772
77DAB07D,27,rama2,21,0,2A980772
00DD80EB,27,tronco,1,0,3A0F5A53
00DD80EB,27,tronco,3,0,A1A90166
00DD80EB,27,tronco,5,0,023C65F8
00DD80EB,27,rama1,14,0,4611FB6B
00DD80EB,27,rama1,15,0,4611FB6B
00DD80EB,27,rama2,20,0,FC40F2F2
00DD80EB,27,rama2,21,0,FC40F2F2
9EB91548,27,tronco,1,0,3A0F5A53
9EB91548,27,tronco,3,0,A1A90166
9EB91548,27,tronco,5,0,023C65F8
9EB91548,27,rama1,14,0,FD991B1C
9EB91548,27,rama1,15,0,FD991B1C
9EB91548,27,rama2,20,0,5E0C7F82
9EB91548,27,rama2,21,0,5E0C7F82
E9BE25DE,27,tronco,1,0,3A0F5A53
E9BE25DE,27,tronco,3,0,A1A90166
E9BE25DE,27,tronco,5,0,023C65F8
E9BE25DE,27,rama1,14,0,3ECA3637
E9BE25DE,27,rama1,15,0,3ECA3637
E9BE25DE,27,rama2,20,0,83B68749
E9BE25DE,27,rama2,21,0,83B68749
70B77464,27,tronco,1,0,3A0F5A53
70B77464,27,tronco,3,0,A1A90166
70B77464,27,tronco,5,0,023C65F8
70B77464,27,rama1,14,0,E5849FF5
70B77464,27,rama1,15,0,E5849FF5
70B77464,27,rama2,20,0,0720E072
70B77464,27,rama2,21,0,0720E072
07B044F2,27,tronco,1,0,0FAA39BA
07B044F2,27,tronco,3,0,37990611
07B044F2,27,tronco,5,0,1BF808FF
07B044F2,27,rama1,14,0,C9E5911B
07B044F2,27,rama1,15,0,C9E5911B
07B044F2,27,rama2,20,0,2B41EE9C
07B044F2,27,rama2,21,0,2B41EE9C
528802F4,27,tronco,1,0,C642F034
528802F4,27,tronco,3,0,E0981A7F
528802F4,27,tronco,5,0,7FFB2D2E
528802F4,27,rama1,14,0,4611FB6B
528802F4,27,rama1,15,0,4611FB6B
528802F4,27,rama2,20,0,01D4B17B
528802F4,27,rama2,21,0,01D4B17B
258F3262,27,tronco,1,0,F4CA2B3A
258F3262,27,tronco,3,0,8773EB2D
258F3262,27,tronco,5,0,1BF808FF
258F3262,27,rama1,14,0,90C90EEB
258F3262,27,rama1,15,0,90C90EEB
258F3262,27,rama2,20,0,40E5AA62
258F3262,27,rama2,21,0,40E5AA62
BC8663D8,27,tronco,1,0,0FAA39BA
BC8663D8,27,tronco,3,0,E0981A7F
BC8663D8,27,tronco,5,0,7FFB2D2E
BC8663D8,27,rama1,14,0,1586803E
BC8663D8,27,rama1,15,0,1586803E
BC8663D8,27,rama2,20,0,849B3FAE
BC8663D8,27,rama2,21,0,849B3FAE
CB81534E,27,tronco,1,0,166E54BD
CB81534E,27,tronco,3,0,D210C171
CB81534E,27,tronco,5,0,4A5E4EC7
CB81534E,27,rama1,14,0,E5849FF5
CB81534E,27,rama1,15,0,E5849FF5
CB81534E,27,rama2,20,0,5FD5966C
CB81534E,27,rama2,21,0,5FD5966C
55E5C6ED,27,tronco,1,0,F4CA2B3A
55E5C6ED,27,tronco,3,0,8773EB2D
55E5C6ED,27,tronco,5,0,663F4029
55E5C6ED,27,rama1,14,0,97E4B60C
55E5C6ED,27,rama1,15,0,97E4B60C
55E5C6ED,27,rama2,20,0,01D4B17B
55E5C6ED,27,rama2,21,0,01D4B17B
22E2F67B,27,tronco,1,0,5072F743
22E2F67B,27,tronco,3,0,8773EB2D
22E2F67B,27,tronco,5,0,1BF808FF
22E2F67B,27,rama1,14,0,CEC829FC
22E2F67B,27,rama1,15,0,CEC829FC
22E2F67B,27,rama2,20,0,47C81285
22E2F67B,27,rama2,21,0,47C81285
BBEBA7C1,27,tronco,1,0,3A0F5A53
BBEBA7C1,27,tronco,3,0,E0981A7F
BBEBA7C1,27,tronco,5,0,1BF808FF
BBEBA7C1,27,rama1,14,0,BD71E9EB
BBEBA7C1,27,rama1,15,0,BD71E9EB
BBEBA7C1,27,rama2,20,0,2B41EE9C
BBEBA7C1,27,rama2,21,0,2B41EE9C
CCEC9757,27,tronco,1,0,7B3E414A
CCEC9757,27,tronco,3,0,D210C171
CCEC9757,27,tronco,5,0,E9CB2A59
CCEC9757,27,rama1,14,0,6A70F585
CCEC9757,27,rama1,15,0,6A70F585
CCEC9757,27,rama2,20,0,D021FC1C
CCEC9757,27,rama2,21,0,D021FC1C
5C538AC6,27,tronco,1,0,4E9B22A3
5C538AC6,27,tronco,3,0,5AC913E6
5C538AC6,27,tronco,5,0,023C65F8
5C538AC6,27,rama1,14,0,BD71E9EB
5C538AC6,27,rama1,15,0,BD71E9EB
5C538AC6,27,rama2,20,0,0720E072
5C538AC6,27,rama2,21,0,0720E072
2B54BA50,27,tronco,1,0,C642F034
2B54BA50,27,tronco,3,0,CCF91491
2B54BA50,27,tronco,5,0,C2879C50
2B54BA50,27,rama1,14,0,890D63EC
2B54BA50,27,rama1,15,0,890D63EC
2B54BA50,27,rama2,20,0,06F9099C
2B54BA50,27,rama2,21,0,06F9099C
6FE82B44,27,tronco,1,0,166E54BD
6FE82B44,27,tronco,3,0,CCF91491
6FE82B44,27,tronco,5,0,7FFB2D2E
6FE82B44,27,rama1,14,0,D6D5AD15
6FE82B44,27,rama1,15,0,D6D5AD15
6FE82B44,27,rama2,20,0,A56C6D02
6FE82B44,27,rama2,21,0,335C6A75
18EF1BD2,27,tronco,1,0,F4CA2B3A
18EF1BD2,27,tronco,3,0,F95C7778
18EF1BD2,27,tronco,5,0,9321DA68
18EF1BD2,27,rama1,14,0,8FF932E5
18EF1BD2,27,rama1,15,0,8FF932E5
18EF1BD2,27,rama2,20,0,1EE48D75
18EF1BD2,27,rama2,21,0,1EE48D75
81E64A68,27,tronco,1,0,4E9B22A3
81E64A68,27,tronco,3,0,76A81D08
81E64A68,27,tronco,5,0,2E5D6B16
81E64A68,27,rama1,14,0,3ECA3637
81E64A68,27,rama1,15,0,3ECA3637
81E64A68,27,rama2,20,0,A8FA3140
81E64A68,27,rama2,21,0,A8FA3140
F6E17AFE,27,tronco,1,0,ED0E463D
F6E17AFE,27,tronco,3,0,8773EB2D
F6E17AFE,27,tronco,5,0,B86D6C61
F6E17AFE,27,rama1,14,0,FD991B1C
F6E17AFE,27,rama1,15,0,FD991B1C
F6E17AFE,27,rama2,20,0,726D716C
F6E17AFE,27,rama2,21,0,726D716C
6885EF5D,27,tronco,1,0,7B3E414A
6885EF5D,27,tronco,3,0,430D7EE1
6885EF5D,27,tronco,5,0,1BF808FF
6885EF5D,27,rama1,14,0,FC40F2F2
6885EF5D,27,rama1,15,0,FC40F2F2
6885EF5D,27,rama2,20,0,D021FC1C
6885EF5D,27,rama2,21,0,D021FC1C
1F82DFCB,27,tronco,1,0,D8AB25D4
1F82DFCB,27,tronco,3,0,4420C606
1F82DFCB,27,tronco,5,0,1BF808FF
1F82DFCB,27,rama1,14,0,E45D761B
1F82DFCB,27,rama1,15,0,E45D761B
1F82DFCB,27,rama2,20,0,726D716C
1F82DFCB,27,rama2,21,0,726D716C
868B8E71,27,tronco,1,0,5072F743
868B8E71,27,tronco,3,0,6F6C700F
868B8E71,27,tronco,5,0,C3A0E93B
868B8E71,27,rama1,14,0,1586803E
868B8E71,27,rama1,15,0,1586803E
868B8E71,27,rama2,20,0,9D5F52A9
868B8E71,27,rama2,21,0,9D5F52A9
F18CBEE7,27,tronco,1,0,ED0E463D
F18CBEE7,27,tronco,3,0,4420C606
F18CBEE7,27,tronco,5,0,940C628F
F18CBEE7,27,rama1,14,0,90C90EEB
F18CBEE7,27,rama1,15,0,90C90EEB
F18CBEE7,27,rama2,20,0,2A980772
F18CBEE7,27,rama2,21,0,2A980772
6133A376,27,tronco,1,0,0FAA39BA
6133A376,27,tronco,3,0,8773EB2D
6133A376,27,tronco,5,0,023C65F8
6133A376,27,rama1,14,0,88D48A02
6133A376,27,rama1,15,0,88D48A02
6133A376,27,rama2,20,0,5590EE4C
6133A376,27,rama2,21,0,5590EE4C
163493E0,27,tronco,1,0,C642F034
163493E0,27,tronco,3,0,CCF91491
163493E0,27,tronco,5,0,539A23C0
163493E0,27,rama1,14,0,12AB38D9
163493E0,27,rama1,15,0,12AB38D9
163493E0,27,rama2,20,0,A8FA3140
163493E0,27,rama2,21,0,A8FA3140
68040396,27,tronco,1,0,B5FB3023
68040396,27,tronco,3,0,CCF91491
68040396,27,tronco,5,0,7FFB2D2E
68040396,27,rama1,14,0,FD991B1C
68040396,27,rama1,15,0,FD991B1C
68040396,27,rama2,20,0,47C81285
68040396,27,rama2,21,0,47C81285
1F033300,27,tronco,1,0,ED0E463D
1F033300,27,tronco,3,0,CCF91491
1F033300,27,tronco,5,0,023C65F8
1F033300,27,rama1,14,0,1F3D649B
1F033300,27,rama1,15,0,1F3D649B
1F033300,27,rama2,20,0,335C6A75
1F033300,27,rama2,21,0,335C6A75
860A62BA,27,tronco,1,0,3A0F5A53
860A62BA,27,tronco,3,0,76A81D08
860A62BA,27,tronco,5,0,2E5D6B16
860A62BA,27,rama1,14,0,E5849FF5
860A62BA,27,rama1,15,0,E5849FF5
860A62BA,27,rama2,20,0,0720E072
860A62BA,27,rama2,21,0,0720E072
F10D522C,27,tronco,1,0,999A3ECD
F10D522C,27,tronco,3,0,F95C7778
F10D522C,27,tronco,5,0,940C628F
F10D522C,27,rama1,14,0,97E4B60C
F10D522C,27,rama1,15,0,97E4B60C
F10D522C,27,rama2,20,0,D021FC1C
F10D522C,27,rama2,21,0,D021FC1C
6F69C78F,27,tronco,1,0,ED0E463D
6F69C78F,27,tronco,3,0,A1A90166
6F69C78F,27,tronco,5,0,023C65F8
6F69C78F,27,rama1,14,0,BCA80005
6F69C78F,27,rama1,15,0,BCA80005
6F69C78F,27,rama2,20,0,40E5AA62
6F69C78F,27,rama2,21,0,40E5AA62
186EF719,27,tronco,1,0,0FAA39BA
186EF719,27,tronco,3,0,1BF808FF
186EF719,27,tronco,5,0,B13E5C47
186EF719,27,rama1,14,0,E45D761B
186EF719,27,rama1,15,0,E45D761B
186EF719,27,rama2,20,0,47C81285
186EF719,27,rama2,21,0,47C81285
8167A6A3,27,tronco,1,0,7B3E414A
8167A6A3,27,tronco,3,0,5AC913E6
8167A6A3,27,tronco,5,0,023C65F8
8167A6A3,27,rama1,14,0,12AB38D9
8167A6A3,27,rama1,15,0,12AB38D9
8167A6A3,27,rama2,20,0,9D5F52A9
8167A6A3,27,rama2,21,0,9D5F52A9
F6609635,27,tronco,1,0,F4CA2B3A
F6609635,27,tronco,3,0,5AC913E6
F6609635,27,tronco,5,0,940C628F
F6609635,27,rama1,14,0,9110E705
F6609635,27,rama1,15,0,9110E705
F6609635,27,rama2,20,0,3285839B
F6609635,27,rama2,21,0,3285839B
66DF8BA4,27,tronco,1,0,23CB3754
66DF8BA4,27,tronco,3,0,8773EB2D
66DF8BA4,27,tronco,5,0,7FFB2D2E
66DF8BA4,27,rama1,14,0,D1F815F2
66DF8BA4,27,rama1,15,0,D1F815F2
66DF8BA4,27,rama2,20,0,6BA91C6B
66DF8BA4,27,rama2,21,0,6BA91C6B
11D8BB32,27,tronco,1,0,C642F034
11D8BB32,27,tronco,3,0,F95C7778
11D8BB32,27,tronco,5,0,539A23C0
11D8BB32,27,rama1,14,0,C9E5911B
11D8BB32,27,rama1,15,0,C9E5911B
11D8BB32,27,rama2,20,0,58F82E8B
11D8BB32,27,rama2,21,0,58F82E8B
3FB9210C,27,tronco,1,0,F4CA2B3A
3FB9210C,27,tronco,3,0,CCF91491
3FB9210C,27,tronco,5,0,023C65F8
3FB9210C,27,rama1,14,0,FD991B1C
3FB9210C,27,rama1,15,0,FD991B1C
3FB9210C,27,rama2,20,0,47C81285
3FB9210C,27,rama2,21,0,47C81285
48BE119A,27,tronco,1,0,3A0F5A53
48BE119A,27,tronco,3,0,76A81D08
48BE119A,27,tronco,5,0,4A5E4EC7
48BE119A,27,rama1,14,0,6A70F585
48BE119A,27,rama1,15,0,6A70F585
48BE119A,27,rama2,20,0,01D4B17B
48BE119A,27,rama2,21,0,01D4B17B
D1B74020,27,tronco,1,0,3A0F5A53
D1B74020,27,tronco,3,0,D53D7996
D1B74020,27,tronco,5,0,C5AA24B7
D1B74020,27,rama1,14,0,C83C78F5
D1B74020,27,rama1,15,0,C83C78F5
D1B74020,27,rama2,20,0,D1F815F2
D1B74020,27,rama2,21,0,D1F815F2
A6B070B6,27,tronco,1,0,B5FB3023
A6B070B6,27,tronco,3,0,6F6C700F
A6B070B6,27,tronco,5,0,940C628F
A6B070B6,27,rama1,14,0,A56C6D02
A6B070B6,27,rama1,15,0,A56C6D02
A6B070B6,27,rama2,20,0,1F3D649B
A6B070B6,27,rama2,21,0,1F3D649B
38D4E515,27,tronco,1,0,1143EC5A
38D4E515,27,tronco,3,0,37990611
38D4E515,27,tronco,5,0,C5AA24B7
38D4E515,27,rama1,14,0,1586803E
38D4E515,27,rama1,15,0,1586803E
38D4E515,27,rama2,20,0,9D5F52A9
38D4E515,27,rama2,21,0,9D5F52A9
4FD3D583,27,tronco,1,0,F4CA2B3A
4FD3D583,27,tronco,3,0,805E53CA
4FD3D583,27,tronco,5,0,4A5E4EC7
4FD3D583,27,rama1,14,0,A4B584EC
4FD3D583,27,rama1,15,0,A4B584EC
4FD3D583,27,rama2,20,0,19C93592
4FD3D583,27,rama2,21,0,19C93592
D6DA8439,27,tronco,1,0,3A0F5A53
D6DA8439,27,tronco,3,0,8DC80F88
D6DA8439,27,tronco,5,0,DC6E49B0
D6DA8439,27,rama1,14,0,6A70F585
D6DA8439,27,rama1,15,0,6A70F585
D6DA8439,27,rama2,20,0,D021FC1C
D6DA8439,27,rama2,21,0,D021FC1C
A1DDB4AF,27,tronco,1,0,ED0E463D
A1DDB4AF,27,tronco,3,0,F95C7778
A1DDB4AF,27,tronco,5,0,9321DA68
A1DDB4AF,27,rama1,14,0,0B6F55DE
A1DDB4AF,27,rama1,15,0,0B6F55DE
A1DDB4AF,27,rama2,20,0,A8FA3140
A1DDB4AF,27,rama2,21,0,A8FA3140
3162A93E,27,tronco,1,0,23CB3754
3162A93E,27,tronco,3,0,CCF91491
3162A93E,27,tronco,5,0,7FFB2D2E
3162A93E,27,rama1,14,0,D1F815F2
3162A93E,27,rama1,15,0,D1F815F2
3162A93E,27,rama2,20,0,726D716C
3162A93E,27,rama2,21,0,726D716C
466599A8,27,tronco,1,0,0FAA39BA
466599A8,27,tronco,3,0,E0981A7F
466599A8,27,tronco,5,0,C2879C50
466599A8,27,rama1,14,0,40E5AA62
466599A8,27,rama1,15,0,40E5AA62
466599A8,27,rama2,20,0,335C6A75
466599A8,27,rama2,21,0,335C6A75
17E8CDF4,27,tronco,1,0,166E54BD
17E8CDF4,27,tronco,3,0,5AC913E6
17E8CDF4,27,tronco,5,0,1BF808FF
17E8CDF4,27,rama1,14,0,12AB38D9
17E8CDF4,27,rama1,15,0,12AB38D9
17E8CDF4,27,rama2,20,0,83B68749
17E8CDF4,27,rama2,21,0,83B68749
8EE19C4E,27,tronco,1,0,7B3E414A
8EE19C4E,27,tronco,3,0,6F6C700F
8EE19C4E,27,tronco,5,0,023C65F8
8EE19C4E,27,rama1,14,0,C83C78F5
8EE19C4E,27,rama1,15,0,C83C78F5
8EE19C4E,27,rama2,20,0,5E0C7F82
8EE19C4E,27,rama2,21,0,5E0C7F82
F9E6ACD8,27,tronco,1,0,7B3E414A
F9E6ACD8,27,tronco,3,0,D53D7996
F9E6ACD8,27,tronco,5,0,F00F475E
F9E6ACD8,27,rama1,14,0,FC40F2F2
F9E6ACD8,27,rama1,15,0,FC40F2F2
F9E6ACD8,27,rama2,20,0,FC40F2F2
F9E6ACD8,27,rama2,21,0,FC40F2F2
A12D0588,27,tronco,1,0,F4CA2B3A
A12D0588,27,tronco,3,0,D210C171
A12D0588,27,tronco,5,0,9321DA68
A12D0588,27,rama1,14,0,90C90EEB
A12D0588,27,rama1,15,0,90C90EEB
A12D0588,27,rama2,19,0,335C6A75
A12D0588,27,rama2,20,0,335C6A75
A12D0588,27,rama2,21,0,335C6A75
D62A351E,27,tronco,1,0,F4CA2B3A
D62A351E,27,tronco,3,0,A1A90166
D62A351E,27,tronco,5,0,C2879C50
D62A351E,27,rama1,14,0,12AB38D9
D62A351E,27,rama1,15,0,12AB38D9
D62A351E,27,rama2,20,0,A8FA3140
D62A351E,27,rama2,21,0,A8FA3140
4F2364A4,27,tronco,1,0,166E54BD
4F2364A4,27,tronco,3,0,D210C171
4F2364A4,27,tronco,5,0,E9CB2A59
4F2364A4,27,rama1,14,0,CEC829FC
4F2364A4,27,rama1,15,0,CEC829FC
4F2364A4,27,rama2,20,0,5E0C7F82
4F2364A4,27,rama2,21,0,5E0C7F82
38245432,27,tronco,1,0,F4CA2B3A
38245432,27,tronco,3,0,F95C7778
38245432,27,tronco,5,0,C2879C50
38245432,27,rama1,14,0,BCA80005
38245432,27,rama1,15,0,BCA80005
38245432,27,rama2,20,0,40E5AA62
38245432,27,rama2,21,0,40E5AA62
A640C191,27,tronco,1,0,575F4FA4
A640C191,27,tronco,3,0,8DC80F88
A640C191,27,tronco,5,0,940C628F
A640C191,27,rama1,14,0,C9E5911B
A640C191,27,rama1,15,0,C9E5911B
A640C191,27,rama2,20,0,2B41EE9C
A640C191,27,rama2,21,0,2B41EE9C
D147F107,27,tronco,1,0,575F4FA4
D147F107,27,tronco,3,0,76A81D08
D147F107,27,tronco,5,0,E9CB2A59
D147F107,27,rama1,14,0,12AB38D9
D147F107,27,rama1,15,0,12AB38D9
D147F107,27,rama2,20,0,A8FA3140
D147F107,27,rama2,21,0,A8FA3140
484EA0BD,27,tronco,1,0,C16F48D3
484EA0BD,27,tronco,3,0,8773EB2D
484EA0BD,27,tronco,5,0,663F4029
484EA0BD,27,rama1,14,0,D1F815F2
484EA0BD,27,rama1,15,0,D1F815F2
484EA0BD,27,rama2,20,0,726D716C
484EA0BD,27,rama2,21,0,726D716C
3F49902B,27,tronco,1,0,C16F48D3
3F49902B,27,tronco,3,0,4420C606
3F49902B,27,tronco,5,0,1BF808FF
3F49902B,27,rama1,14,0,CEC829FC
3F49902B,27,rama1,15,0,CEC829FC
3F49902B,27,rama2,20,0,5FD5966C
3F49902B,27,rama2,21,0,5FD5966C
AFF68DBA,27,tronco,1,0,ED0E463D
AFF68DBA,27,tronco,3,0,CCF91491
AFF68DBA,27,tronco,5,0,940C628F
AFF68DBA,27,rama1,14,0,1586803E
AFF68DBA,27,rama1,15,0,1586803E
AFF68DBA,27,rama2,20,0,9D5F52A9
AFF68DBA,27,rama2,21,0,9D5F52A9
D8F1BD2C,27,tronco,1,0,F4CA2B3A
D8F1BD2C,27,tronco,3,0,8773EB2D
D8F1BD2C,27,tronco,5,0,9321DA68
D8F1BD2C,27,rama1,14,0,890D63EC
D8F1BD2C,27,rama1,15,0,890D63EC
D8F1BD2C,27,rama2,20,0,1F3D649B
D8F1BD2C,27,rama2,21,0,1F3D649B
6761B45C,27,tronco,1,0,E9CB2A59
6761B45C,27,tronco,3,0,F4CA2B3A
6761B45C,27,tronco,5,0,1BF808FF
6761B45C,27,rama1,14,0,90C90EEB
6761B45C,27,rama1,15,0,90C90EEB
6761B45C,27,rama2,20,0,40E5AA62
6761B45C,27,rama2,21,0,40E5AA62
106684CA,27,tronco,1,0,C642F034
106684CA,27,tronco,3,0,4420C606
106684CA,27,tronco,5,0,1BF808FF
106684CA,27,rama1,14,0,E5849FF5
106684CA,27,rama1,15,0,E5849FF5
106684CA,27,rama2,20,0,58F82E8B
106684CA,27,rama2,21,0,58F82E8B
896FD570,27,tronco,1,0,999A3ECD
896FD570,27,tronco,3,0,5AC913E6
896FD570,27,tronco,5,0,54B79B27
896FD570,27,rama1,14,0,E45D761B
896FD570,27,rama1,15,0,E45D761B
896FD570,27,rama2,20,0,47C81285
896FD570,27,rama2,21,0,47C81285
FE68E5E6,27,tronco,1,0,575F4FA4
FE68E5E6,27,tronco,3,0,A1A90166
FE68E5E6,27,tronco,5,0,023C65F8
FE68E5E6,27,rama1,14,0,0B6F55DE
FE68E5E6,27,rama1,15,0,0B6F55DE
FE68E5E6,27,rama2,20,0,A8FA3140
FE68E5E6,27,rama2,21,0,A8FA3140
600C7045,27,tronco,1,0,0FAA39BA
600C7045,27,tronco,3,0,F95C7778
600C7045,27,tronco,5,0,E9CB2A59
600C7045,27,rama1,14,0,90C90EEB
600C7045,27,rama1,15,0,90C90EEB
600C7045,27,rama2,20,0,06F9099C
600C7045,27,rama2,21,0,06F9099C
170B40D3,27,tronco,1,0,B5FB3023
170B40D3,27,tronco,3,0,430D7EE1
170B40D3,27,tronco,5,0,539A23C0
170B40D3,27,rama1,14,0,E5849FF5
170B40D3,27,rama1,15,0,E5849FF5
170B40D3,27,rama2,20,0,58F82E8B
170B40D3,27,rama2,21,0,58F82E8B
8E021169,27,tronco,1,0,23CB3754
8E021169,27,tronco,3,0,F95C7778
8E021169,27,tronco,5,0,023C65F8
8E021169,27,rama1,14,0,E45D761B
8E021169,27,rama1,15,0,E45D761B
8E021169,27,rama2,20,0,726D716C
8E021169,27,rama2,21,0,726D716C
F90521FF,27,tronco,1,0,166E54BD
F90521FF,27,tronco,3,0,76A81D08
F90521FF,27,tronco,5,0,2E5D6B16
F90521FF,27,rama1,14,0,BD71E9EB
F90521FF,27,rama1,15,0,BD71E9EB
F90521FF,27,rama2,20,0,0720E072
F90521FF,27,rama2,21,0,0720E072
69BA3C6E,27,tronco,1,0,23CB3754
69BA3C6E,27,tronco,3,0,E0981A7F
69BA3C6E,27,tronco,5,0,663F4029
69BA3C6E,27,rama1,14,0,3ECA3637
69BA3C6E,27,rama1,15,0,3ECA3637
69BA3C6E,27,rama2,20,0,849B3FAE
69BA3C6E,27,rama2,21,0,849B3FAE
1EBD0CF8,27,tronco,1,0,AC3F5D24
1EBD0CF8,27,tronco,3,0,F95C7778
