# Las casillas de stat de cada tablero de habilidades (NOTAS O-244): tramo, casilla,
# stat y cuanto suma. Lo genera herramientas/construir_tableros.py.
tablero,casillas,tramo,casilla,stat,valor
39563A3B,28,rama2,26,Potencia,10
AAF8B41A,28,tronco,6,Fisico,3
AAF8B41A,28,rama1,8,Control,3
AAF8B41A,28,rama1,10,Inteligencia,5
AAF8B41A,28,rama1,14,Presion,7
AAF8B41A,28,rama1,16,Fisico,10
AAF8B41A,28,rama2,18,Control,3
AAF8B41A,28,rama2,20,Inteligencia,5
AAF8B41A,28,rama2,24,Tecnica,7
AAF8B41A,28,rama2,26,Tecnica,10
D41C705A,27,tronco,6,Agilidad,3
D41C705A,27,tronco,7,Potencia,3
D41C705A,27,rama1,10,Agilidad,5
D41C705A,27,rama1,11,Control,5
D41C705A,27,rama2,18,Agilidad,7
D41C705A,27,rama2,19,Potencia,7
D41C705A,27,rama2,22,Agilidad,10
D41C705A,27,rama2,23,Potencia,10
A31B40CC,27,tronco,6,Agilidad,3
A31B40CC,27,tronco,7,Tecnica,3
A31B40CC,27,rama1,10,Agilidad,5
A31B40CC,27,rama1,11,Control,5
A31B40CC,27,rama2,18,Agilidad,7
A31B40CC,27,rama2,19,Potencia,7
A31B40CC,27,rama2,22,Agilidad,10
A31B40CC,27,rama2,23,Control,10
3A121176,27,tronco,6,Agilidad,3
3A121176,27,tronco,7,Tecnica,3
3A121176,27,rama1,10,Agilidad,5
3A121176,27,rama1,11,Presion,5
3A121176,27,rama2,18,Agilidad,7
3A121176,27,rama2,19,Control,7
3A121176,27,rama2,22,Fisico,10
3A121176,27,rama2,23,Tecnica,10
4D1521E0,27,tronco,6,Agilidad,3
4D1521E0,27,tronco,7,Fisico,3
4D1521E0,27,rama1,10,Agilidad,5
4D1521E0,27,rama1,11,Fisico,5
4D1521E0,27,rama2,18,Fisico,10
4D1521E0,27,rama2,19,Inteligencia,10
4D1521E0,27,rama2,22,Agilidad,6
4D1521E0,27,rama2,23,Presion,6
D371B443,27,tronco,6,Potencia,3
D371B443,27,tronco,7,Fisico,3
D371B443,27,rama1,10,Control,5
D371B443,27,rama1,11,Tecnica,5
D371B443,27,rama2,18,Potencia,7
D371B443,27,rama2,19,Control,7
D371B443,27,rama2,22,Potencia,10
D371B443,27,rama2,23,Presion,10
A47684D5,27,tronco,6,Control,3
A47684D5,27,tronco,7,Presion,3
A47684D5,27,rama1,10,Potencia,5
A47684D5,27,rama1,11,Inteligencia,5
A47684D5,27,rama2,18,Control,7
A47684D5,27,rama2,19,Presion,7
A47684D5,27,rama2,22,Potencia,10
A47684D5,27,rama2,23,Presion,10
3D7FD56F,27,tronco,6,Tecnica,3
3D7FD56F,27,tronco,7,Fisico,3
3D7FD56F,27,rama1,10,Presion,5
3D7FD56F,27,rama1,11,Fisico,5
3D7FD56F,27,rama2,18,Control,7
3D7FD56F,27,rama2,19,Inteligencia,7
3D7FD56F,27,rama2,22,Tecnica,10
3D7FD56F,27,rama2,23,Presion,10
4A78E5F9,27,tronco,6,Agilidad,3
4A78E5F9,27,tronco,7,Tecnica,3
4A78E5F9,27,rama1,10,Agilidad,5
4A78E5F9,27,rama1,11,Control,5
4A78E5F9,27,rama2,18,Agilidad,7
4A78E5F9,27,rama2,19,Potencia,7
4A78E5F9,27,rama2,22,Agilidad,10
4A78E5F9,27,rama2,23,Control,10
DAC7F868,27,tronco,6,Agilidad,3
DAC7F868,27,tronco,7,Tecnica,3
DAC7F868,27,rama1,10,Agilidad,5
DAC7F868,27,rama1,11,Presion,5
DAC7F868,27,rama2,18,Agilidad,7
DAC7F868,27,rama2,19,Control,7
DAC7F868,27,rama2,22,Fisico,10
DAC7F868,27,rama2,23,Tecnica,10
ADC0C8FE,27,tronco,6,Agilidad,3
ADC0C8FE,27,tronco,7,Fisico,3
ADC0C8FE,27,rama1,10,Agilidad,5
ADC0C8FE,27,rama1,11,Fisico,5
ADC0C8FE,27,rama2,18,Fisico,10
ADC0C8FE,27,rama2,19,Inteligencia,10
ADC0C8FE,27,rama2,22,Agilidad,6
ADC0C8FE,27,rama2,23,Presion,6
CD07411B,27,tronco,6,Agilidad,3
CD07411B,27,tronco,7,Tecnica,3
CD07411B,27,rama1,10,Agilidad,5
CD07411B,27,rama1,11,Control,5
CD07411B,27,rama2,18,Agilidad,7
CD07411B,27,rama2,19,Potencia,7
CD07411B,27,rama2,22,Agilidad,10
CD07411B,27,rama2,23,Control,10
BA00718D,27,tronco,6,Agilidad,3
BA00718D,27,tronco,7,Control,3
BA00718D,27,rama1,10,Agilidad,5
BA00718D,27,rama1,11,Potencia,5
BA00718D,27,rama2,18,Agilidad,7
BA00718D,27,rama2,19,Control,7
BA00718D,27,rama2,22,Fisico,10
BA00718D,27,rama2,23,Potencia,10
23092037,27,tronco,6,Agilidad,3
23092037,27,tronco,7,Tecnica,3
23092037,27,rama1,10,Agilidad,5
23092037,27,rama1,11,Presion,5
23092037,27,rama2,18,Agilidad,7
23092037,27,rama2,19,Control,7
23092037,27,rama2,22,Fisico,10
23092037,27,rama2,23,Tecnica,10
540E10A1,27,tronco,6,Agilidad,3
540E10A1,27,tronco,7,Fisico,3
540E10A1,27,rama1,10,Agilidad,5
540E10A1,27,rama1,11,Fisico,5
540E10A1,27,rama2,18,Fisico,10
540E10A1,27,rama2,19,Inteligencia,10
540E10A1,27,rama2,22,Agilidad,6
540E10A1,27,rama2,23,Presion,6
93BC0A8A,27,tronco,6,Inteligencia,3
93BC0A8A,27,tronco,7,Potencia,3
93BC0A8A,27,rama1,10,Presion,5
93BC0A8A,27,rama1,11,Control,5
93BC0A8A,27,rama2,18,Fisico,7
93BC0A8A,27,rama2,19,Potencia,7
93BC0A8A,27,rama2,22,Tecnica,10
93BC0A8A,27,rama2,23,Control,10
E4BB3A1C,27,tronco,6,Control,3
E4BB3A1C,27,tronco,7,Tecnica,3
E4BB3A1C,27,rama1,10,Potencia,5
E4BB3A1C,27,rama1,11,Control,5
E4BB3A1C,27,rama2,18,Tecnica,7
E4BB3A1C,27,rama2,19,Presion,7
E4BB3A1C,27,rama2,22,Control,10
E4BB3A1C,27,rama2,23,Tecnica,10
7DB26BA6,27,tronco,6,Potencia,3
7DB26BA6,27,tronco,7,Presion,3
7DB26BA6,27,rama1,10,Tecnica,5
7DB26BA6,27,rama1,11,Tecnica,5
7DB26BA6,27,rama2,18,Fisico,7
7DB26BA6,27,rama2,19,Tecnica,7
7DB26BA6,27,rama2,22,Inteligencia,10
7DB26BA6,27,rama2,23,Tecnica,10
0AB55B30,27,tronco,6,Control,3
0AB55B30,27,tronco,7,Agilidad,3
0AB55B30,27,rama1,10,Inteligencia,5
0AB55B30,27,rama1,11,Fisico,5
0AB55B30,27,rama2,18,Fisico,7
0AB55B30,27,rama2,19,Agilidad,7
0AB55B30,27,rama2,22,Presion,10
0AB55B30,27,rama2,23,Agilidad,10
94D1CE93,27,tronco,6,Control,3
94D1CE93,27,tronco,7,Tecnica,3
94D1CE93,27,rama1,10,Potencia,5
94D1CE93,27,rama1,11,Control,5
94D1CE93,27,rama2,18,Potencia,7
94D1CE93,27,rama2,19,Presion,7
94D1CE93,27,rama2,22,Control,10
94D1CE93,27,rama2,23,Tecnica,10
E3D6FE05,27,tronco,6,Potencia,3
E3D6FE05,27,tronco,7,Fisico,5
E3D6FE05,27,rama1,10,Potencia,5
E3D6FE05,27,rama1,11,Fisico,5
E3D6FE05,27,rama2,18,Control,7
E3D6FE05,27,rama2,19,Agilidad,7
E3D6FE05,27,rama2,22,Potencia,10
E3D6FE05,27,rama2,23,Agilidad,10
7ADFAFBF,27,tronco,6,Control,3
7ADFAFBF,27,tronco,7,Agilidad,3
7ADFAFBF,27,rama1,10,Tecnica,5
7ADFAFBF,27,rama1,11,Fisico,5
7ADFAFBF,27,rama2,18,Control,7
7ADFAFBF,27,rama2,19,Agilidad,7
7ADFAFBF,27,rama2,22,Tecnica,10
7ADFAFBF,27,rama2,23,Agilidad,10
0DD89F29,27,tronco,6,Presion,3
0DD89F29,27,tronco,7,Potencia,3
0DD89F29,27,rama1,10,Fisico,5
0DD89F29,27,rama1,11,Control,5
0DD89F29,27,rama2,18,Inteligencia,7
0DD89F29,27,rama2,19,Tecnica,7
0DD89F29,27,rama2,22,Tecnica,10
0DD89F29,27,rama2,23,Potencia,10
9D6782B8,27,tronco,6,Potencia,3
9D6782B8,27,tronco,7,Presion,3
9D6782B8,27,rama1,10,Tecnica,5
9D6782B8,27,rama1,11,Tecnica,5
9D6782B8,27,rama2,18,Fisico,7
9D6782B8,27,rama2,19,Tecnica,7
9D6782B8,27,rama2,22,Inteligencia,10
9D6782B8,27,rama2,23,Tecnica,10
EA60B22E,27,tronco,6,Presion,3
EA60B22E,27,tronco,7,Control,3
EA60B22E,27,rama1,10,Tecnica,5
EA60B22E,27,rama1,11,Potencia,5
EA60B22E,27,rama2,18,Fisico,7
EA60B22E,27,rama2,19,Control,7
EA60B22E,27,rama2,22,Inteligencia,10
EA60B22E,27,rama2,23,Potencia,10
AEDC233A,27,tronco,6,Inteligencia,3
AEDC233A,27,tronco,7,Control,3
AEDC233A,27,rama1,10,Presion,5
AEDC233A,27,rama1,11,Potencia,3
AEDC233A,27,rama2,18,Fisico,7
AEDC233A,27,rama2,19,Control,7
AEDC233A,27,rama2,22,Fisico,10
AEDC233A,27,rama2,23,Tecnica,10
D9DB13AC,27,tronco,6,Tecnica,3
D9DB13AC,27,tronco,7,Fisico,3
D9DB13AC,27,rama1,10,Control,5
D9DB13AC,27,rama1,11,Presion,5
D9DB13AC,27,rama2,18,Control,7
D9DB13AC,27,rama2,19,Inteligencia,7
D9DB13AC,27,rama2,22,Tecnica,10
D9DB13AC,27,rama2,23,Fisico,10
40D24216,27,tronco,6,Presion,3
40D24216,27,tronco,7,Potencia,3
40D24216,27,rama1,10,Inteligencia,5
40D24216,27,rama1,11,Potencia,5
40D24216,27,rama2,18,Presion,7
40D24216,27,rama2,19,Control,7
40D24216,27,rama2,22,Fisico,10
40D24216,27,rama2,23,Potencia,10
37D57280,27,tronco,6,Presion,3
37D57280,27,tronco,7,Fisico,3
37D57280,27,rama1,10,Fisico,5
37D57280,27,rama1,11,Agilidad,5
37D57280,27,rama2,18,Inteligencia,7
37D57280,27,rama2,19,Agilidad,7
37D57280,27,rama2,22,Presion,10
37D57280,27,rama2,23,Agilidad,10
A9B1E723,27,tronco,6,Control,3
A9B1E723,27,tronco,7,Tecnica,3
A9B1E723,27,rama1,10,Control,5
A9B1E723,27,rama1,11,Presion,5
A9B1E723,27,rama2,18,Potencia,7
A9B1E723,27,rama2,19,Control,7
A9B1E723,27,rama2,22,Potencia,10
A9B1E723,27,rama2,23,Tecnica,10
DEB6D7B5,27,tronco,6,Fisico,3
DEB6D7B5,27,tronco,7,Potencia,3
DEB6D7B5,27,rama1,10,Agilidad,5
DEB6D7B5,27,rama1,11,Potencia,5
DEB6D7B5,27,rama2,18,Agilidad,7
DEB6D7B5,27,rama2,19,Control,7
DEB6D7B5,27,rama2,22,Fisico,10
DEB6D7B5,27,rama2,23,Potencia,10
47BF860F,27,tronco,6,Presion,3
47BF860F,27,tronco,7,Fisico,3
47BF860F,27,rama1,10,Tecnica,5
47BF860F,27,rama1,11,Fisico,5
47BF860F,27,rama2,18,Control,7
47BF860F,27,rama2,19,Agilidad,7
47BF860F,27,rama2,22,Tecnica,10
47BF860F,27,rama2,23,Agilidad,10
30B8B699,27,tronco,6,Presion,3
30B8B699,27,tronco,7,Potencia,3
30B8B699,27,rama1,10,Inteligencia,5
30B8B699,27,rama1,11,Potencia,5
30B8B699,27,rama2,18,Presion,7
30B8B699,27,rama2,19,Control,7
30B8B699,27,rama2,22,Fisico,10
30B8B699,27,rama2,23,Potencia,10
A007AB08,27,tronco,6,Presion,3
A007AB08,27,tronco,7,Fisico,3
A007AB08,27,rama1,10,Fisico,5
A007AB08,27,rama1,11,Agilidad,5
A007AB08,27,rama2,18,Inteligencia,7
A007AB08,27,rama2,19,Agilidad,7
A007AB08,27,rama2,22,Presion,10
A007AB08,27,rama2,23,Agilidad,10
D7009B9E,27,tronco,6,Fisico,3
D7009B9E,27,tronco,7,Tecnica,3
D7009B9E,27,rama1,10,Presion,5
D7009B9E,27,rama1,11,Control,5
D7009B9E,27,rama2,18,Inteligencia,7
D7009B9E,27,rama2,19,Control,7
D7009B9E,27,rama2,22,Fisico,10
D7009B9E,27,rama2,23,Tecnica,10
22208A4F,27,tronco,6,Potencia,3
22208A4F,27,tronco,7,Tecnica,3
22208A4F,27,rama1,10,Potencia,5
22208A4F,27,rama1,11,Control,5
22208A4F,27,rama2,18,Potencia,7
22208A4F,27,rama2,19,Presion,7
22208A4F,27,rama2,22,Potencia,10
22208A4F,27,rama2,23,Tecnica,10
5527BAD9,27,tronco,6,Potencia,3
5527BAD9,27,tronco,7,Tecnica,3
5527BAD9,27,rama1,10,Potencia,5
5527BAD9,27,rama1,11,Control,5
5527BAD9,27,rama2,18,Potencia,7
5527BAD9,27,rama2,19,Presion,7
5527BAD9,27,rama2,22,Potencia,10
5527BAD9,27,rama2,23,Tecnica,10
CC2EEB63,27,tronco,6,Potencia,3
CC2EEB63,27,tronco,7,Presion,3
CC2EEB63,27,rama1,10,Potencia,5
CC2EEB63,27,rama1,11,Fisico,5
CC2EEB63,27,rama2,18,Potencia,7
CC2EEB63,27,rama2,19,Fisico,7
CC2EEB63,27,rama2,22,Potencia,10
CC2EEB63,27,rama2,23,Inteligencia,10
BB29DBF5,27,tronco,6,Potencia,3
BB29DBF5,27,tronco,7,Fisico,3
BB29DBF5,27,rama1,10,Potencia,5
BB29DBF5,27,rama1,11,Agilidad,5
BB29DBF5,27,rama2,18,Potencia,7
BB29DBF5,27,rama2,19,Agilidad,7
BB29DBF5,27,rama2,22,Control,10
BB29DBF5,27,rama2,23,Fisico,10
254D4E56,27,tronco,6,Tecnica,3
254D4E56,27,tronco,7,Fisico,3
254D4E56,27,rama1,10,Control,5
254D4E56,27,rama1,11,Inteligencia,5
254D4E56,27,rama2,18,Presion,7
254D4E56,27,rama2,19,Inteligencia,7
254D4E56,27,rama2,22,Control,10
254D4E56,27,rama2,23,Fisico,10
524A7EC0,27,tronco,6,Potencia,3
524A7EC0,27,tronco,7,Fisico,3
524A7EC0,27,rama1,10,Control,5
524A7EC0,27,rama1,11,Agilidad,5
524A7EC0,27,rama2,18,Tecnica,7
524A7EC0,27,rama2,19,Agilidad,7
524A7EC0,27,rama2,22,Presion,10
524A7EC0,27,rama2,23,Fisico,10
CB432F7A,27,tronco,6,Presion,3
CB432F7A,27,tronco,7,Fisico,3
CB432F7A,27,rama1,10,Fisico,5
CB432F7A,27,rama1,11,Agilidad,5
CB432F7A,27,rama2,18,Inteligencia,7
CB432F7A,27,rama2,19,Fisico,7
CB432F7A,27,rama2,22,Presion,10
CB432F7A,27,rama2,23,Agilidad,10
BC441FEC,27,tronco,6,Potencia,3
BC441FEC,27,tronco,7,Presion,3
BC441FEC,27,rama1,10,Potencia,5
BC441FEC,27,rama1,11,Fisico,5
BC441FEC,27,rama2,18,Potencia,7
BC441FEC,27,rama2,19,Fisico,7
BC441FEC,27,rama2,22,Potencia,10
BC441FEC,27,rama2,23,Inteligencia,10
2CFB027D,27,tronco,6,Potencia,3
2CFB027D,27,tronco,7,Fisico,3
2CFB027D,27,rama1,10,Potencia,5
2CFB027D,27,rama1,11,Agilidad,5
2CFB027D,27,rama2,18,Potencia,7
2CFB027D,27,rama2,19,Agilidad,7
2CFB027D,27,rama2,22,Control,10
2CFB027D,27,rama2,23,Fisico,10
5BFC32EB,27,tronco,6,Potencia,3
5BFC32EB,27,tronco,7,Tecnica,3
5BFC32EB,27,rama1,10,Potencia,5
5BFC32EB,27,rama1,11,Control,5
5BFC32EB,27,rama2,18,Potencia,7
5BFC32EB,27,rama2,19,Presion,7
5BFC32EB,27,rama2,22,Potencia,10
5BFC32EB,27,rama2,23,Tecnica,10
1F40A3FF,27,tronco,6,Potencia,3
1F40A3FF,27,tronco,7,Tecnica,3
1F40A3FF,27,rama1,10,Potencia,5
1F40A3FF,27,rama1,11,Control,5
1F40A3FF,27,rama2,18,Potencia,7
1F40A3FF,27,rama2,19,Presion,7
1F40A3FF,27,rama2,22,Potencia,10
1F40A3FF,27,rama2,23,Tecnica,10
68479369,27,tronco,6,Potencia,3
68479369,27,tronco,7,Tecnica,3
68479369,27,rama1,10,Potencia,5
68479369,27,rama1,11,Control,5
68479369,27,rama2,18,Potencia,7
68479369,27,rama2,19,Presion,7
68479369,27,rama2,22,Potencia,10
68479369,27,rama2,23,Tecnica,10
F14EC2D3,27,tronco,6,Potencia,3
F14EC2D3,27,tronco,7,Presion,3
F14EC2D3,27,rama1,10,Control,5
F14EC2D3,27,rama1,11,Fisico,5
F14EC2D3,27,rama2,18,Potencia,7
F14EC2D3,27,rama2,19,Inteligencia,7
F14EC2D3,27,rama2,22,Potencia,10
F14EC2D3,27,rama2,23,Presion,10
8649F245,27,tronco,6,Agilidad,3
8649F245,27,tronco,7,Potencia,3
8649F245,27,rama1,10,Fisico,5
8649F245,27,rama1,11,Control,5
8649F245,27,rama2,18,Agilidad,7
8649F245,27,rama2,19,Control,7
8649F245,27,rama2,22,Agilidad,10
8649F245,27,rama2,23,Potencia,10
182D67E6,27,tronco,6,Control,3
182D67E6,27,tronco,7,Presion,3
182D67E6,27,rama1,10,Potencia,5
182D67E6,27,rama1,11,Fisico,5
182D67E6,27,rama2,18,Tecnica,7
182D67E6,27,rama2,19,Inteligencia,7
182D67E6,27,rama2,22,Control,10
182D67E6,27,rama2,23,Presion,10
6F2A5770,27,tronco,6,Potencia,3
6F2A5770,27,tronco,7,Fisico,3
6F2A5770,27,rama1,10,Presion,5
6F2A5770,27,rama1,11,Fisico,5
6F2A5770,27,rama2,18,Control,7
6F2A5770,27,rama2,19,Agilidad,7
6F2A5770,27,rama2,22,Tecnica,10
6F2A5770,27,rama2,23,Agilidad,10
F62306CA,27,tronco,6,Agilidad,3
F62306CA,27,tronco,7,Presion,3
F62306CA,27,rama1,10,Fisico,5
F62306CA,27,rama1,11,Presion,5
F62306CA,27,rama2,18,Agilidad,7
F62306CA,27,rama2,19,Inteligencia,7
F62306CA,27,rama2,22,Inteligencia,10
F62306CA,27,rama2,23,Presion,10
8124365C,27,tronco,6,Potencia,3
8124365C,27,tronco,7,Presion,3
8124365C,27,rama1,10,Control,5
8124365C,27,rama1,11,Fisico,5
8124365C,27,rama2,18,Potencia,7
8124365C,27,rama2,19,Inteligencia,7
8124365C,27,rama2,22,Potencia,10
8124365C,27,rama2,23,Presion,10
119B2BCD,27,tronco,6,Agilidad,3
119B2BCD,27,tronco,7,Potencia,3
119B2BCD,27,rama1,10,Fisico,5
119B2BCD,27,rama1,11,Control,5
119B2BCD,27,rama2,18,Agilidad,7
119B2BCD,27,rama2,19,Control,7
119B2BCD,27,rama2,22,Agilidad,10
119B2BCD,27,rama2,23,Potencia,10
669C1B5B,27,tronco,6,Potencia,3
669C1B5B,27,tronco,7,Tecnica,3
669C1B5B,27,rama1,10,Potencia,5
669C1B5B,27,rama1,11,Control,5
669C1B5B,27,rama2,18,Potencia,7
669C1B5B,27,rama2,19,Presion,7
669C1B5B,27,rama2,22,Potencia,10
669C1B5B,27,rama2,23,Tecnica,10
EED3E1C7,27,tronco,6,Agilidad,3
EED3E1C7,27,tronco,7,Control,3
EED3E1C7,27,rama1,10,Agilidad,5
EED3E1C7,27,rama1,11,Potencia,5
EED3E1C7,27,rama2,18,Fisico,7
EED3E1C7,27,rama2,19,Tecnica,7
EED3E1C7,27,rama2,22,Agilidad,10
EED3E1C7,27,rama2,23,Control,10
77DAB07D,27,tronco,6,Agilidad,5
77DAB07D,27,tronco,7,Tecnica,5
77DAB07D,27,rama1,10,Agilidad,7
77DAB07D,27,rama1,11,Presion,7
77DAB07D,27,rama2,18,Agilidad,10
77DAB07D,27,rama2,19,Tecnica,10
77DAB07D,27,rama2,22,Fisico,10
77DAB07D,27,rama2,23,Control,10
00DD80EB,27,tronco,6,Presion,3
00DD80EB,27,tronco,7,Agilidad,3
00DD80EB,27,rama1,10,Inteligencia,5
00DD80EB,27,rama1,11,Agilidad,5
00DD80EB,27,rama2,18,Fisico,7
00DD80EB,27,rama2,19,Agilidad,7
00DD80EB,27,rama2,22,Inteligencia,10
00DD80EB,27,rama2,23,Agilidad,10
9EB91548,27,tronco,6,Agilidad,3
9EB91548,27,tronco,7,Presion,3
9EB91548,27,rama1,10,Fisico,5
9EB91548,27,rama1,11,Presion,5
9EB91548,27,rama2,18,Fisico,7
9EB91548,27,rama2,19,Control,7
9EB91548,27,rama2,22,Agilidad,10
9EB91548,27,rama2,23,Tecnica,10
E9BE25DE,27,tronco,6,Agilidad,3
E9BE25DE,27,tronco,7,Potencia,3
E9BE25DE,27,rama1,10,Agilidad,5
E9BE25DE,27,rama1,11,Control,5
E9BE25DE,27,rama2,18,Fisico,7
E9BE25DE,27,rama2,19,Control,7
E9BE25DE,27,rama2,22,Agilidad,10
E9BE25DE,27,rama2,23,Potencia,10
70B77464,27,tronco,6,Agilidad,3
70B77464,27,tronco,7,Presion,3
70B77464,27,rama1,10,Fisico,5
70B77464,27,rama1,11,Presion,5
70B77464,27,rama2,18,Fisico,7
70B77464,27,rama2,19,Fisico,7
70B77464,27,rama2,22,Agilidad,10
70B77464,27,rama2,23,Inteligencia,10
07B044F2,27,tronco,6,Agilidad,3
07B044F2,27,tronco,7,Presion,3
07B044F2,27,rama1,10,Fisico,5
07B044F2,27,rama1,11,Presion,5
07B044F2,27,rama2,18,Fisico,7
07B044F2,27,rama2,19,Fisico,7
07B044F2,27,rama2,22,Agilidad,10
07B044F2,27,rama2,23,Inteligencia,10
528802F4,27,tronco,6,Potencia,3
528802F4,27,tronco,7,Tecnica,3
528802F4,27,rama1,10,Potencia,5
528802F4,27,rama1,11,Control,5
528802F4,27,rama2,18,Potencia,7
528802F4,27,rama2,19,Presion,7
528802F4,27,rama2,22,Potencia,10
528802F4,27,rama2,23,Tecnica,10
258F3262,27,tronco,6,Potencia,3
258F3262,27,tronco,7,Agilidad,3
258F3262,27,rama1,10,Potencia,5
258F3262,27,rama1,11,Fisico,5
258F3262,27,rama2,18,Potencia,7
258F3262,27,rama2,19,Agilidad,7
258F3262,27,rama2,22,Potencia,10
258F3262,27,rama2,23,Fisico,10
BC8663D8,27,tronco,6,Potencia,3
BC8663D8,27,tronco,7,Presion,3
BC8663D8,27,rama1,10,Potencia,5
BC8663D8,27,rama1,11,Tecnica,5
BC8663D8,27,rama2,18,Potencia,7
BC8663D8,27,rama2,19,Control,7
BC8663D8,27,rama2,22,Potencia,10
BC8663D8,27,rama2,23,Tecnica,10
CB81534E,27,tronco,6,Potencia,3
CB81534E,27,tronco,7,Presion,3
CB81534E,27,rama1,10,Potencia,5
CB81534E,27,rama1,11,Fisico,5
CB81534E,27,rama2,18,Control,7
CB81534E,27,rama2,19,Inteligencia,7
CB81534E,27,rama2,22,Potencia,10
CB81534E,27,rama2,23,Fisico,10
55E5C6ED,27,tronco,6,Control,3
55E5C6ED,27,tronco,7,Fisico,3
55E5C6ED,27,rama1,10,Presion,5
55E5C6ED,27,rama1,11,Fisico,5
55E5C6ED,27,rama2,18,Tecnica,7
55E5C6ED,27,rama2,19,Inteligencia,7
55E5C6ED,27,rama2,22,Control,10
55E5C6ED,27,rama2,23,Presion,10
22E2F67B,27,tronco,6,Potencia,3
22E2F67B,27,tronco,7,Agilidad,3
22E2F67B,27,rama1,10,Potencia,5
22E2F67B,27,rama1,11,Fisico,5
22E2F67B,27,rama2,18,Potencia,7
22E2F67B,27,rama2,19,Agilidad,7
22E2F67B,27,rama2,22,Potencia,10
22E2F67B,27,rama2,23,Agilidad,10
BBEBA7C1,27,tronco,6,Inteligencia,3
BBEBA7C1,27,tronco,7,Agilidad,3
BBEBA7C1,27,rama1,10,Inteligencia,5
BBEBA7C1,27,rama1,11,Fisico,5
BBEBA7C1,27,rama2,18,Fisico,7
BBEBA7C1,27,rama2,19,Fisico,7
BBEBA7C1,27,rama2,22,Presion,10
BBEBA7C1,27,rama2,23,Agilidad,10
CCEC9757,27,tronco,6,Potencia,3
CCEC9757,27,tronco,7,Presion,3
CCEC9757,27,rama1,10,Potencia,5
CCEC9757,27,rama1,11,Presion,5
CCEC9757,27,rama2,18,Control,7
CCEC9757,27,rama2,19,Fisico,7
CCEC9757,27,rama2,22,Potencia,10
CCEC9757,27,rama2,23,Inteligencia,10
5C538AC6,27,tronco,6,Potencia,3
5C538AC6,27,tronco,7,Control,3
5C538AC6,27,rama1,10,Control,5
5C538AC6,27,rama1,11,Tecnica,5
5C538AC6,27,rama2,18,Potencia,7
5C538AC6,27,rama2,19,Control,7
5C538AC6,27,rama2,22,Potencia,10
5C538AC6,27,rama2,23,Tecnica,10
2B54BA50,27,tronco,6,Potencia,3
2B54BA50,27,tronco,7,Presion,3
2B54BA50,27,rama1,10,Potencia,5
2B54BA50,27,rama1,11,Inteligencia,5
2B54BA50,27,rama2,18,Control,7
2B54BA50,27,rama2,19,Fisico,7
2B54BA50,27,rama2,22,Potencia,10
2B54BA50,27,rama2,23,Fisico,10
6FE82B44,27,tronco,6,Potencia,3
6FE82B44,27,tronco,7,Tecnica,3
6FE82B44,27,rama1,10,Potencia,5
6FE82B44,27,rama1,11,Control,5
6FE82B44,27,rama2,18,Potencia,7
6FE82B44,27,rama2,19,Presion,7
6FE82B44,27,rama2,22,Potencia,10
6FE82B44,27,rama2,23,Tecnica,10
18EF1BD2,27,tronco,6,Potencia,3
18EF1BD2,27,tronco,7,Tecnica,3
18EF1BD2,27,rama1,10,Potencia,5
18EF1BD2,27,rama1,11,Control,5
18EF1BD2,27,rama2,18,Potencia,7
18EF1BD2,27,rama2,19,Presion,7
18EF1BD2,27,rama2,22,Potencia,10
18EF1BD2,27,rama2,23,Tecnica,10
81E64A68,27,tronco,6,Tecnica,3
81E64A68,27,tronco,7,Fisico,3
81E64A68,27,rama1,10,Control,5
81E64A68,27,rama1,11,Presion,5
81E64A68,27,rama2,18,Presion,10
81E64A68,27,rama2,19,Presion,10
81E64A68,27,rama2,22,Potencia,10
81E64A68,27,rama2,23,Inteligencia,10
F6E17AFE,27,tronco,6,Control,3
F6E17AFE,27,tronco,7,Agilidad,3
F6E17AFE,27,rama1,10,Tecnica,5
F6E17AFE,27,rama1,11,Fisico,5
F6E17AFE,27,rama2,18,Presion,7
F6E17AFE,27,rama2,19,Agilidad,7
F6E17AFE,27,rama2,22,Control,10
F6E17AFE,27,rama2,23,Agilidad,10
6885EF5D,27,tronco,6,Potencia,3
6885EF5D,27,tronco,7,Agilidad,3
6885EF5D,27,rama1,10,Control,5
6885EF5D,27,rama1,11,Fisico,5
6885EF5D,27,rama2,18,Control,7
6885EF5D,27,rama2,19,Agilidad,7
6885EF5D,27,rama2,22,Potencia,10
6885EF5D,27,rama2,23,Agilidad,10
1F82DFCB,27,tronco,6,Control,3
1F82DFCB,27,tronco,7,Agilidad,3
1F82DFCB,27,rama1,10,Tecnica,5
1F82DFCB,27,rama1,11,Fisico,5
1F82DFCB,27,rama2,18,Potencia,7
1F82DFCB,27,rama2,19,Fisico,7
1F82DFCB,27,rama2,22,Control,10
1F82DFCB,27,rama2,23,Agilidad,10
868B8E71,27,tronco,6,Presion,3
868B8E71,27,tronco,7,Agilidad,3
868B8E71,27,rama1,10,Fisico,5
868B8E71,27,rama1,11,Fisico,5
868B8E71,27,rama2,18,Presion,7
868B8E71,27,rama2,19,Agilidad,7
868B8E71,27,rama2,22,Inteligencia,10
868B8E71,27,rama2,23,Agilidad,10
F18CBEE7,27,tronco,6,Tecnica,3
F18CBEE7,27,tronco,7,Fisico,3
