# A que altura (0-100 %) empiezan los hombros en cada busto (NOTAS O-149).
# Lo genera herramientas/construir_hombros.py.
cuerpo,hombro
u032355_10_01,79
u032355_20_00,79
u032355_20_01,79
u032356_10_00,76
u032356_10_10,73
u032356_20_00,76
u032356_20_10,73
u032357_10_00,76
u032357_10_10,76
u032357_20_00,76
u032357_20_10,76
u032358_10_00,81
u032358_10_01,80
u032358_20_00,81
u032358_20_01,80
u037101_10_00,82
u037102_10_00,86
u037103_10_00,92
u037104_10_00,90
u037105_10_00,80
u037106_10_00,75
u037106_10_10,74
u037107_10_00,74
u037107_10_10,74
u037108_10_00,80
u037201_10_00,82
u037202_10_00,86
u037203_10_00,92
u037204_10_00,90
u037205_10_00,79
u037206_10_00,74
u037206_10_10,75
u037207_10_00,74
u037207_10_10,74
u037208_10_00,80
u037301_10_00,82
u037302_10_00,86
u037303_10_00,92
u037304_10_00,89
u037305_10_00,80
u037306_10_00,75
u037306_10_10,75
u037307_10_00,74
u037307_10_10,74
u037308_10_00,80
u04000100,79
u04000360,87
u04000370,83
u04000380,82
u040101_10_00,83
u040101_10_01,83
u040101_10_02,85
u040101_10_03,83
u040101_20_00,83
u040101_20_01,83
u040101_20_02,85
u040101_20_03,83
u040102_10_00,86
u040102_10_01,87
u040102_20_00,86
u040102_20_01,87
u040103_10_00,90
u040103_20_00,90
u040104_10_00,89
u040104_20_00,89
u040105_10_00,79
u040105_10_01,79
u040105_20_00,79
u040105_20_01,79
u040106_10_00,73
u040106_10_02,72
u040106_10_10,73
u040106_20_00,73
u040106_20_02,72
u040106_20_10,73
u040107_10_00,74
u040107_10_04,74
u040107_10_10,74
u040107_20_00,74
u040107_20_04,74
u040107_20_10,74
u040108_10_00,81
u040108_10_01,81
u040108_20_00,80
u040108_20_01,81
u040151_10_00,84
u040151_10_01,84
u040151_20_00,84
u040151_20_01,84
u040151_30_00,84
u040152_10_00,85
u040152_10_01,86
u040152_20_00,85
u040152_20_01,86
u040153_10_00,91
u040153_20_00,91
u040154_10_00,89
u040154_20_00,89
u040155_10_00,79
u040155_10_01,79
u040155_20_00,79
u040155_20_01,79
u040156_10_00,73
u040156_10_10,73
u040156_20_00,73
u040156_20_10,73
u040157_10_00,74
u040157_10_10,74
u040157_20_00,74
u040157_20_10,74
u040158_10_00,80
u040158_10_01,80
u040158_20_00,81
u040158_20_01,80
u040201_10_00,83
u040201_10_02,85
u040201_10_03,83
u040201_20_00,83
u040201_20_02,85
u040201_20_03,83
u040202_10_00,87
u040202_20_00,87
u040203_10_00,90
u040203_20_00,90
u040204_10_00,89
u040204_20_00,89
u040205_10_00,79
u040205_20_00,79
u040206_10_00,74
u040206_10_02,73
u040206_10_10,74
u040206_20_00,74
u040206_20_02,73
u040206_20_10,74
u040207_10_00,74
u040207_10_04,74
u040207_10_10,74
u040207_20_00,74
u040207_20_04,74
u040207_20_10,74
u040208_10_00,81
u040208_20_00,81
u040251_10_00,84
u040251_20_00,84
u040252_10_00,86
u040252_20_00,86
u040253_10_00,91
u040253_20_00,91
u040254_10_00,90
u040254_20_00,89
u040255_10_00,79
u040255_20_00,79
u040256_10_00,75
u040256_10_10,75
u040256_20_00,75
u040256_20_10,74
u040257_10_00,74
u040257_10_10,74
u040257_20_00,74
u040257_20_10,74
u040258_10_00,81
u040258_20_00,81
u040301_10_00,83
u040301_10_01,83
u040301_10_02,85
u040301_10_03,83
u040301_20_00,83
u040301_20_01,83
u040301_20_02,85
u040301_20_03,83
u040302_10_00,87
u040302_10_01,87
u040302_20_00,87
u040302_20_01,87
u040303_10_00,90
u040303_20_00,90
u040304_10_00,89
u040304_20_00,89
u040305_10_00,79
u040305_10_01,79
u040305_20_00,79
u040305_20_01,79
u040306_10_00,73
u040306_10_02,72
u040306_10_10,73
u040306_20_00,73
u040306_20_02,72
u040306_20_10,73
u040307_10_00,74
u040307_10_04,74
u040307_10_10,74
u040307_20_00,74
u040307_20_04,74
u040307_20_10,74
u040308_10_00,81
u040308_10_01,81
u040308_20_00,81
u040308_20_01,81
u040351_10_00,84
u040351_10_01,84
u040351_20_00,84
u040351_20_01,84
u040352_10_00,86
u040352_10_01,86
u040352_20_00,86
u040352_20_01,86
u040353_10_00,91
u040353_20_00,91
u040354_10_00,90
u040354_20_00,90
u040355_10_00,79
u040355_10_01,79
u040355_20_00,79
u040355_20_01,79
u040356_10_00,73
u040356_10_10,73
u040356_20_00,73
u040356_20_10,73
u040357_10_00,74
u040357_10_10,74
u040357_20_00,74
u040357_20_10,74
u040358_10_00,81
u040358_10_01,80
u040358_20_00,81
u040358_20_01,80
u040401_10_00,83
u040401_10_01,83
u040401_10_02,85
u040401_10_03,83
u040401_20_00,83
u040401_20_01,83
u040401_20_02,85
u040401_20_03,83
u040402_10_00,87
u040402_10_01,87
u040402_20_00,87
u040402_20_01,87
u040403_10_00,90
u040403_20_00,90
u040404_10_00,89
u040404_20_00,89
u040405_10_00,79
u040405_10_01,79
u040405_20_00,79
u040405_20_01,79
u040406_10_00,73
u040406_10_02,72
u040406_10_10,73
u040406_20_00,73
u040406_20_02,72
u040406_20_10,73
u040407_10_00,74
u040407_10_04,74
u040407_10_10,74
u040407_20_00,74
u040407_20_04,74
u040407_20_10,74
u040408_10_00,81
u040408_10_01,81
u040408_20_00,81
u040408_20_01,81
u040451_10_00,84
u040451_10_01,84
u040451_20_00,84
u040451_20_01,84
u040452_10_00,86
u040452_10_01,86
u040452_20_00,86
u040452_20_01,86
u040453_10_00,91
u040453_20_00,91
u040454_10_00,90
u040454_20_00,90
u040455_10_00,79
u040455_10_01,79
u040455_20_00,79
u040455_20_01,79
u040456_10_00,73
u040456_10_10,73
u040456_20_00,73
u040456_20_10,73
u040457_10_00,74
u040457_10_10,74
u040457_20_00,74
u040457_20_10,74
u040458_10_00,81
u040458_10_01,80
u040458_20_00,81
u040458_20_01,80
u040501_10_00,83
u040501_10_01,83
u040501_10_02,85
u040501_10_03,83
u040501_20_00,83
u040501_20_01,83
u040501_20_02,85
u040501_20_03,83
u040502_10_00,87
u040502_10_01,87
u040502_20_00,87
u040502_20_01,87
u040503_10_00,90
u040503_20_00,90
u040504_10_00,89
u040504_20_00,89
u040505_10_00,79
u040505_10_01,79
u040505_20_00,79
u040505_20_01,79
u040506_10_00,73
u040506_10_02,72
u040506_10_10,73
u040506_20_00,73
u040506_20_02,72
u040506_20_10,73
u040507_10_00,74
u040507_10_04,74
u040507_10_10,74
u040507_20_00,74
u040507_20_04,74
u040507_20_10,74
u040508_10_00,81
u040508_10_01,81
u040508_20_00,81
u040508_20_01,81
u040551_10_00,84
u040551_10_01,84
u040551_20_00,84
u040551_20_01,84
u040552_10_00,86
u040552_10_01,86
u040552_20_00,86
u040552_20_01,86
u040553_10_00,91
u040553_20_00,91
u040554_10_00,89
u040554_20_00,90
u040555_10_00,79
u040555_10_01,79
u040555_20_00,79
u040555_20_01,79
u040556_10_00,73
u040556_10_10,73
u040556_20_00,73
u040556_20_10,73
u040557_10_00,74
u040557_10_10,74
u040557_20_00,74
u040557_20_10,74
u040558_10_00,81
u040558_10_01,80
u040558_20_00,81
u040558_20_01,80
u040601_10_00,83
u040601_10_01,83
u040601_10_02,85
u040601_10_03,83
u040601_20_00,83
u040601_20_01,83
u040601_20_02,85
u040601_20_03,83
u040602_10_00,87
u040602_10_01,87
u040602_20_00,87
u040602_20_01,87
u040603_10_00,90
u040603_20_00,90
u040604_10_00,89
u040604_20_00,89
u040605_10_00,79
u040605_10_01,79
u040605_20_00,79
u040605_20_01,79
u040606_10_00,73
u040606_10_02,72
u040606_10_10,73
u040606_20_00,73
u040606_20_02,72
u040606_20_10,73
u040607_10_00,74
u040607_10_04,74
u040607_10_10,74
u040607_20_00,74
u040607_20_04,74
u040607_20_10,74
u040608_10_00,81
u040608_10_01,81
u040608_20_00,80
u040608_20_01,81
u040651_10_00,84
u040651_10_01,84
u040651_20_00,84
u040651_20_01,84
u040652_10_00,86
u040652_10_01,86
u040652_20_00,86
u040652_20_01,86
u040653_10_00,91
u040653_20_00,91
u040654_10_00,90
u040654_20_00,90
u040655_10_00,79
u040655_10_01,79
u040655_20_00,79
u040655_20_01,79
u040656_10_00,73
u040656_10_10,73
u040656_20_00,73
u040656_20_10,73
u040657_10_00,74
u040657_10_10,74
u040657_20_00,74
u040657_20_10,74
u040658_10_00,81
u040658_10_01,80
u040658_20_00,80
u040658_20_01,80
u040701_10_00,83
u040701_10_02,85
u040701_10_03,83
u040701_20_00,83
u040701_20_02,85
u040701_20_03,83
u040702_10_00,86
u040702_20_00,86
u040703_10_00,90
u040703_20_00,90
u040704_10_00,89
u040704_20_00,89
u040705_10_00,79
u040705_20_00,79
u040706_10_00,75
u040706_10_02,73
u040706_10_10,75
u040706_20_00,75
u040706_20_02,73
u040706_20_10,75
u040707_10_00,74
u040707_10_04,74
u040707_10_10,74
u040707_20_00,74
u040707_20_04,74
u040707_20_10,74
u040708_10_00,82
u040708_20_00,80
u040751_10_00,84
u040751_20_00,84
u040752_10_00,86
u040752_20_00,85
u040753_10_00,91
u040753_20_00,91
u040754_10_00,89
u040754_20_00,89
u040755_10_00,79
u040755_20_00,79
u040756_10_00,75
u040756_10_10,75
u040756_20_00,75
u040756_20_10,75
u040757_10_00,74
u040757_10_10,74
u040757_20_00,74
u040757_20_10,74
u040758_10_00,81
u040758_20_00,80
u040801_10_00,84
u040801_10_01,84
u040801_20_00,84
u040801_20_01,84
u040802_10_00,85
u040802_10_01,86
u040802_20_00,85
u040802_20_01,86
u040803_10_00,91
u040803_20_00,91
u040804_10_00,90
u040804_20_00,89
u040805_10_00,79
u040805_10_01,79
u040805_20_00,79
u040805_20_01,79
u040806_10_00,73
u040806_10_10,73
u040806_20_00,73
u040806_20_10,73
u040807_10_00,74
u040807_10_10,74
u040807_20_00,74
u040807_20_10,74
u040808_10_00,81
u040808_10_01,80
u040808_20_00,81
u040808_20_01,80
u040851_10_00,84
u040851_10_01,84
u040851_20_00,84
u040851_20_01,84
u040852_10_00,85
u040852_10_01,86
u040852_20_00,85
u040852_20_01,86
u040853_10_00,91
u040853_20_00,91
u040854_10_00,90
u040854_20_00,89
u040855_10_00,79
u040855_10_01,79
u040855_20_00,79
u040855_20_01,79
u040856_10_00,73
u040856_10_10,73
u040856_20_00,73
u040856_20_10,73
u040857_10_00,74
u040857_10_10,74
u040857_20_00,74
u040857_20_10,74
u040858_10_00,81
u040858_10_01,80
u040858_20_00,81
u040858_20_01,80
u040901_10_00,83
u040901_10_01,83
u040901_10_02,85
u040901_10_03,83
u040901_20_00,83
u040901_20_01,83
u040901_20_02,85
u040901_20_03,83
u040902_10_00,87
u040902_10_01,87
u040902_20_00,87
u040902_20_01,87
u040903_10_00,90
u040903_20_00,90
u040904_10_00,89
u040904_20_00,89
u040905_10_00,79
u040905_10_01,79
u040905_20_00,79
u040905_20_01,79
u040906_10_00,73
u040906_10_02,72
u040906_10_10,73
u040906_20_00,73
u040906_20_02,72
u040906_20_10,73
u040907_10_00,74
u040907_10_04,74
u040907_10_10,74
u040907_20_00,74
u040907_20_04,74
u040907_20_10,74
u040908_10_00,81
u040908_10_01,81
u040908_20_00,80
u040908_20_01,81
u040951_10_00,84
u040951_10_01,84
u040951_20_00,84
u040951_20_01,84
u040952_10_00,86
u040952_10_01,86
u040952_20_00,86
u040952_20_01,86
u040953_10_00,91
u040953_20_00,91
u040954_10_00,90
u040954_20_00,90
u040955_10_00,79
u040955_10_01,79
u040955_20_00,79
u040955_20_01,79
u040956_10_00,73
u040956_10_10,73
u040956_20_00,73
u040956_20_10,73
u040957_10_00,74
u040957_10_10,74
u040957_20_00,74
u040957_20_10,74
u040958_10_00,81
u040958_10_01,80
u040958_20_00,80
u040958_20_01,80
u041001_10_00,83
u041001_10_02,85
u041001_10_03,83
u041001_20_00,83
u041001_20_02,85
u041001_20_03,83
u041002_10_00,87
u041002_20_00,87
u041003_10_00,90
u041003_20_00,90
u041004_10_00,89
u041004_20_00,89
u041005_10_00,79
u041005_20_00,79
u041006_10_00,74
u041006_10_02,73
u041006_10_10,75
u041006_20_00,74
u041006_20_02,73
u041006_20_10,75
u041007_10_00,74
u041007_10_04,74
u041007_10_10,74
u041007_20_00,74
u041007_20_04,74
u041007_20_10,74
u041008_10_00,81
u041008_20_00,81
u041011_10_00,84
u041011_20_00,84
u041011_u041001_10_00,84
u041011_u041001_20_00,84
u041016_10_00,74
u041016_20_00,73
u041016_u041001_10_00,73
u041016_u041001_20_00,73
u041042_10_00,87
u041042_20_00,87
u041051_10_00,84
u041051_20_00,84
u041052_10_00,87
u041052_20_00,87
u041053_10_00,91
u041053_20_00,91
u041054_10_00,89
u041054_20_00,89
u041055_10_00,79
u041055_20_00,79
u041056_10_00,75
u041056_10_10,75
u041056_20_00,75
u041056_20_10,75
u041057_10_00,74
u041057_10_10,74
u041057_20_00,74
u041057_20_10,74
u041058_10_00,81
u041058_20_00,81
u041092_10_00,85
u041092_20_00,85
u041101_10_00,83
u041101_10_02,85
u041101_10_03,83
u041101_20_00,83
u041101_20_02,85
u041101_20_03,83
u041102_10_00,86
u041102_20_00,87
u041103_10_00,90
u041103_20_00,90
u041104_10_00,89
u041104_20_00,89
u041105_10_00,79
u041105_20_00,79
u041106_10_00,74
u041106_10_02,73
u041106_10_10,75
u041106_20_00,74
u041106_20_02,73
u041106_20_10,75
u041107_10_00,74
u041107_10_04,74
u041107_10_10,74
u041107_20_00,74
u041107_20_04,74
u041107_20_10,74
u041108_10_00,81
u041108_20_00,81
u041151_10_00,84
u041151_20_00,84
u041152_10_00,85
u041152_20_00,86
u041153_10_00,91
u041153_20_00,91
u041154_10_00,89
u041154_20_00,89
u041155_10_00,79
u041155_20_00,79
u041156_10_00,75
u041156_10_10,75
u041156_20_00,75
u041156_20_10,75
u041157_10_00,74
u041157_10_10,74
u041157_20_00,74
u041157_20_10,74
u041158_10_00,81
u041158_20_00,81
u041201_10_00,83
u041201_10_02,81
u041201_10_03,83
u041201_20_00,83
u041201_20_02,81
u041201_20_03,83
u041202_10_00,84
u041202_20_00,84
u041203_10_00,90
u041203_20_00,90
u041204_10_00,89
u041204_20_00,89
u041205_10_00,79
u041205_20_00,79
u041206_10_00,75
u041206_10_02,74
u041206_10_10,75
u041206_20_00,74
u041206_20_02,74
u041206_20_10,75
u041207_10_00,74
u041207_10_04,74
u041207_10_10,74
u041207_20_00,74
u041207_20_04,74
u041207_20_10,74
u041208_10_00,81
u041208_20_00,81
u041211_10_00,84
u041211_20_00,84
u041211_u041201_10_00,84
u041211_u041201_20_00,84
u041216_10_00,73
u041216_20_00,73
u041216_u041201_10_00,73
u041216_u041201_20_00,73
u041242_10_00,87
u041242_20_00,87
u041251_10_00,84
u041251_20_00,84
u041252_10_00,86
u041252_20_00,86
u041253_10_00,91
u041253_20_00,91
u041254_10_00,90
u041254_20_00,90
u041255_10_00,79
u041255_20_00,79
u041256_10_00,75
u041256_10_10,75
u041256_20_00,75
u041256_20_10,75
u041257_10_00,74
u041257_10_10,74
u041257_20_00,74
u041257_20_10,74
u041258_10_00,81
u041258_20_00,81
u041292_10_00,88
u041292_20_00,88
u041301_10_00,84
u041301_10_01,84
u041301_20_00,84
u041301_20_01,84
u041302_10_00,87
u041302_10_01,87
u041302_20_00,87
u041302_20_01,87
u041303_10_00,100
u041303_20_00,100
u041304_10_00,99
u041304_20_00,99
u041305_10_00,79
u041305_10_01,79
u041305_20_00,79
u041305_20_01,79
u041306_10_00,76
u041306_10_10,73
u041306_20_00,76
u041306_20_10,73
u041307_10_00,76
u041307_10_10,76
u041307_20_00,76
u041307_20_10,76
u041308_10_00,81
u041308_10_01,80
u041308_20_00,81
u041308_20_01,80
u041351_10_00,84
u041351_10_01,84
u041351_20_00,84
u041351_20_01,84
u041352_10_00,86
u041352_10_01,86
u041352_20_00,87
u041352_20_01,87
u041353_10_00,100
u041353_20_00,100
u041354_10_00,99
u041354_20_00,99
u041355_10_00,79
u041355_10_01,79
u041355_20_00,79
u041355_20_01,79
u041356_10_00,76
u041356_10_10,73
u041356_20_00,76
u041356_20_10,73
u041357_10_00,76
u041357_10_10,76
u041357_20_00,76
u041357_20_10,76
u041358_10_00,81
u041358_10_01,80
u041358_20_00,81
u041358_20_01,80
u041401_10_00,83
u041401_10_02,85
u041401_10_03,83
u041401_20_00,83
u041401_20_02,85
u041401_20_03,83
u041402_10_00,87
u041402_20_00,87
u041403_10_00,90
u041403_20_00,90
u041404_10_00,89
u041404_20_00,89
u041405_10_00,79
u041405_20_00,79
u041406_10_00,74
u041406_10_02,73
u041406_10_10,75
u041406_20_00,74
u041406_20_02,73
u041406_20_10,75
u041407_10_00,74
u041407_10_04,74
u041407_10_10,74
u041407_20_00,74
u041407_20_04,74
u041407_20_10,74
u041408_10_00,81
u041408_20_00,81
u041451_10_00,84
u041451_20_00,84
u041452_10_00,86
u041452_20_00,86
u041453_10_00,91
u041453_20_00,91
u041454_10_00,89
u041454_20_00,89
u041455_10_00,79
u041455_20_00,79
u041456_10_00,75
u041456_10_10,75
u041456_20_00,75
u041456_20_10,75
u041457_10_00,74
u041457_10_10,74
u041457_20_00,74
u041457_20_10,74
u041458_10_00,81
u041458_20_00,81
u041501_10_00,83
u041501_10_01,83
u041501_10_02,85
u041501_10_03,83
u041501_20_00,83
u041501_20_01,83
u041501_20_02,85
u041501_20_03,83
u041502_10_00,87
u041502_10_01,87
u041502_20_00,87
u041502_20_01,87
u041503_10_00,90
u041503_20_00,90
u041504_10_00,89
u041504_20_00,89
u041505_10_00,79
u041505_10_01,79
u041505_20_00,79
u041505_20_01,79
u041506_10_00,73
u041506_10_02,72
u041506_10_10,73
u041506_20_00,73
u041506_20_02,72
u041506_20_10,73
u041507_10_00,74
u041507_10_04,74
u041507_10_10,74
u041507_20_00,74
u041507_20_04,74
u041507_20_10,74
u041508_10_00,81
u041508_10_01,81
u041508_20_00,81
u041508_20_01,81
u041551_10_00,84
u041551_10_01,84
u041551_20_00,84
u041551_20_01,84
u041552_10_00,86
u041552_10_01,86
u041552_20_00,86
u041552_20_01,86
u041553_10_00,91
u041553_20_00,91
u041554_10_00,90
u041554_20_00,90
u041555_10_00,79
u041555_10_01,79
u041555_20_00,79
u041555_20_01,79
u041556_10_00,73
u041556_10_10,73
u041556_20_00,73
u041556_20_10,73
u041557_10_00,74
u041557_10_10,74
u041557_20_00,74
u041557_20_10,74
u041558_10_00,81
u041558_10_01,80
u041558_20_00,81
u041558_20_01,80
u041601_10_00,83
u041601_10_01,83
u041601_10_02,85
u041601_10_03,83
u041601_20_00,83
u041601_20_01,83
u041601_20_02,85
u041601_20_03,83
u041602_10_00,87
u041602_10_01,87
u041602_20_00,87
u041602_20_01,87
u041603_10_00,90
u041603_20_00,90
u041604_10_00,89
u041604_20_00,89
u041605_10_00,79
u041605_10_01,79
u041605_20_00,79
u041605_20_01,79
u041606_10_00,73
u041606_10_02,72
u041606_10_10,73
u041606_20_00,73
u041606_20_02,72
u041606_20_10,73
u041607_10_00,74
u041607_10_04,74
u041607_10_10,74
u041607_20_00,74
u041607_20_04,74
u041607_20_10,74
u041608_10_00,81
u041608_10_01,81
u041608_20_00,81
u041608_20_01,81
u041651_10_00,84
u041651_20_00,84
u041652_10_00,86
u041652_20_00,86
u041653_10_00,91
u041653_20_00,91
u041654_10_00,90
u041654_20_00,90
u041655_10_00,79
u041655_20_00,79
u041656_10_00,75
u041656_10_10,75
u041656_20_00,75
u041656_20_10,75
u041657_10_00,74
u041657_10_10,74
u041657_20_00,74
u041657_20_10,74
u041658_10_00,81
u041658_20_00,81
u041701_10_00,83
u041701_10_01,83
u041701_10_02,85
u041701_10_03,83
u041701_20_00,83
u041701_20_01,83
u041701_20_02,85
u041701_20_03,83
u041702_10_00,87
u041702_10_01,87
u041702_20_00,87
u041702_20_01,87
u041703_10_00,90
u041703_20_00,90
u041704_10_00,89
u041704_20_00,89
u041705_10_00,79
u041705_10_01,79
u041705_20_00,79
u041705_20_01,79
u041706_10_00,73
u041706_10_02,72
u041706_10_10,73
u041706_20_00,73
u041706_20_02,72
u041706_20_10,73
u041707_10_00,74
u041707_10_04,74
u041707_10_10,74
u041707_20_00,74
u041707_20_04,74
u041707_20_10,74
u041708_10_00,81
u041708_10_01,81
u041708_20_00,81
u041708_20_01,81
u041751_10_00,84
u041751_10_01,84
u041751_20_00,84
u041751_20_01,84
u041752_10_00,86
u041752_10_01,86
u041752_20_00,86
u041752_20_01,86
u041753_10_00,91
u041753_20_00,91
u041754_10_00,90
u041754_20_00,89
u041755_10_00,79
u041755_10_01,79
u041755_20_00,79
u041755_20_01,79
u041756_10_00,73
u041756_10_10,73
u041756_20_00,73
u041756_20_10,73
u041757_10_00,74
u041757_10_10,74
u041757_20_00,74
u041757_20_10,74
u041758_10_00,81
u041758_10_01,80
u041758_20_00,81
u041758_20_01,80
u041801_10_00,83
u041801_10_02,85
u041801_10_03,83
u041801_20_00,83
u041801_20_02,85
u041801_20_03,83
u041802_10_00,86
u041802_20_00,86
u041803_10_00,90
u041803_20_00,90
u041804_10_00,90
u041804_20_00,90
u041805_10_00,79
u041805_20_00,79
u041806_10_00,74
u041806_10_02,73
u041806_10_10,75
u041806_20_00,74
u041806_20_02,73
u041806_20_10,75
u041807_10_00,74
u041807_10_04,74
u041807_10_10,74
u041807_20_00,74
u041807_20_04,74
u041807_20_10,74
u041808_10_00,81
u041808_20_00,81
u041851_10_00,84
u041851_20_00,84
u041852_10_00,86
u041852_20_00,86
u041853_10_00,91
u041853_20_00,91
u041854_10_00,90
u041854_20_00,90
u041855_10_00,79
u041855_20_00,79
u041856_10_00,75
u041856_10_10,75
u041856_20_00,75
u041856_20_10,75
u041857_10_00,74
u041857_10_10,74
u041857_20_00,74
u041857_20_10,74
u041858_10_00,81
u041858_20_00,81
u041901_10_00,83
u041901_10_02,85
u041901_10_03,83
u041901_20_00,83
u041901_20_02,85
u041901_20_03,83
u041902_10_00,87
u041902_20_00,86
u041903_10_00,90
u041903_20_00,90
u041904_10_00,90
u041904_20_00,89
u041905_10_00,79
u041905_20_00,79
u041906_10_00,74
u041906_10_02,73
u041906_10_10,75
u041906_20_00,74
u041906_20_02,73
u041906_20_10,75
u041907_10_00,74
u041907_10_04,74
u041907_10_10,74
u041907_20_00,74
u041907_20_04,74
u041907_20_10,74
u041908_10_00,80
u041908_20_00,82
u041951_10_00,84
u041951_20_00,84
u041952_10_00,86
u041952_20_00,85
u041953_10_00,91
u041953_20_00,91
u041954_10_00,90
u041954_20_00,90
u041955_10_00,79
u041955_20_00,79
u041956_10_00,75
u041956_10_10,75
u041956_20_00,75
u041956_20_10,75
u041957_10_00,74
u041957_10_10,74
u041957_20_00,74
u041957_20_10,74
u041958_10_00,80
u041958_20_00,81
u042001_10_00,83
u042001_10_02,85
u042001_10_03,83
u042001_20_00,83
u042001_20_02,85
u042001_20_03,83
u042002_10_00,86
u042002_20_00,86
u042003_10_00,90
u042003_20_00,90
u042004_10_00,89
u042004_20_00,89
u042005_10_00,79
u042005_20_00,79
u042006_10_00,74
u042006_10_02,73
u042006_10_10,75
u042006_20_00,74
u042006_20_02,73
u042006_20_10,75
u042007_10_00,74
u042007_10_04,74
u042007_10_10,74
u042007_20_00,74
u042007_20_04,74
u042007_20_10,74
u042008_10_00,82
u042008_20_00,80
u042051_10_00,84
u042051_20_00,84
u042052_10_00,86
u042052_20_00,85
u042053_10_00,91
u042053_20_00,91
u042054_10_00,89
u042054_20_00,89
u042055_10_00,79
u042055_20_00,79
u042056_10_00,75
u042056_10_10,75
u042056_20_00,75
u042056_20_10,75
u042057_10_00,74
u042057_10_10,74
u042057_20_00,74
u042057_20_10,74
u042058_10_00,81
u042058_20_00,80
u042101_10_00,83
u042101_10_02,85
u042101_10_03,83
u042101_20_00,83
u042101_20_02,85
u042101_20_03,83
u042102_10_00,86
u042102_20_00,87
u042103_10_00,96
u042103_20_00,96
u042104_10_00,94
u042104_20_00,94
u042105_10_00,79
u042105_20_00,79
u042106_10_00,77
u042106_10_02,73
u042106_10_10,75
u042106_20_00,77
u042106_20_02,73
u042106_20_10,75
u042107_10_00,76
u042107_10_04,74
u042107_10_10,76
u042107_20_00,76
u042107_20_04,74
u042107_20_10,76
u042108_10_00,82
u042108_20_00,82
u042151_10_00,84
u042151_20_00,84
u042152_10_00,86
u042152_20_00,86
u042153_10_00,100
u042153_20_00,100
u042154_10_00,98
u042154_20_00,98
u042155_10_00,79
u042155_20_00,79
u042156_10_00,77
u042156_10_10,75
u042156_20_00,77
u042156_20_10,75
u042157_10_00,76
u042157_10_10,76
u042157_20_00,76
u042157_20_10,76
u042158_10_00,81
u042158_20_00,81
u042201_10_00,83
u042201_10_01,83
u042201_20_00,83
u042201_20_01,83
u042202_10_00,87
u042202_10_01,87
u042202_20_00,87
u042202_20_01,87
u042203_10_00,93
u042203_20_00,93
u042204_10_00,94
u042204_20_00,94
u042205_10_00,79
u042205_10_01,79
u042205_20_00,79
u042205_20_01,79
u042206_10_00,73
u042206_10_10,73
u042206_20_00,73
u042206_20_10,73
u042207_10_00,74
u042207_10_10,74
u042207_20_00,74
u042207_20_10,74
u042208_10_00,81
u042208_10_01,81
u042208_20_00,81
u042208_20_01,81
u042251_10_00,84
u042251_20_00,84
u042252_10_00,85
u042252_20_00,85
u042253_10_00,99
u042253_20_00,99
u042254_10_00,97
u042254_20_00,97
u042255_10_00,79
u042255_20_00,79
u042256_10_00,74
u042256_10_10,75
u042256_20_00,74
u042256_20_10,75
u042257_10_00,74
u042257_10_10,74
u042257_20_00,74
u042257_20_10,74
u042258_10_00,81
u042258_20_00,81
u042401_10_00,83
u042401_10_01,83
u042401_20_00,83
u042401_20_01,83
u042402_10_00,87
u042402_10_01,87
u042402_20_00,87
u042402_20_01,87
u042403_10_00,93
u042403_20_00,93
u042404_10_00,94
u042404_20_00,94
u042405_10_00,79
u042405_10_01,79
u042405_20_00,79
u042405_20_01,79
u042406_10_00,73
u042406_10_10,73
u042406_20_00,73
u042406_20_10,73
u042407_10_00,74
u042407_10_10,74
u042407_20_00,74
u042407_20_10,74
u042408_10_00,78
u042408_10_01,81
u042408_20_00,78
u042408_20_01,81
u042451_10_00,84
u042451_20_00,84
u042452_10_00,85
u042452_20_00,85
u042453_10_00,99
u042453_20_00,99
u042454_10_00,97
u042454_20_00,97
u042455_10_00,79
u042455_20_00,79
u042456_10_00,74
u042456_10_10,75
u042456_20_00,74
u042456_20_10,75
u042457_10_00,74
u042457_10_10,74
u042457_20_00,74
u042457_20_10,74
u042458_10_00,77
u042458_20_00,77
u045101_10_00,83
u045101_10_01,83
u045101_10_02,85
u045101_10_03,83
u045101_20_00,83
u045101_20_01,83
u045101_20_02,85
u045101_20_03,83
u045102_10_00,86
u045102_10_01,87
u045102_20_00,86
u045102_20_01,87
u045103_10_00,90
u045103_20_00,90
u045104_10_00,89
u045104_20_00,89
u045105_10_00,79
u045105_10_01,79
u045105_20_00,79
u045105_20_01,79
u045106_10_00,73
u045106_10_02,72
u045106_10_10,73
u045106_20_00,73
u045106_20_02,72
u045106_20_10,73
u045107_10_00,74
u045107_10_04,74
u045107_10_10,74
u045107_20_00,74
u045107_20_04,74
u045107_20_10,74
u045108_10_00,80
u045108_10_01,81
u045108_20_00,80
u045108_20_01,81
u045151_10_00,84
u045151_20_00,84
u045152_10_00,85
u045152_20_00,85
u045153_10_00,91
u045153_20_00,91
u045154_10_00,89
u045154_20_00,89
u045155_10_00,79
u045155_20_00,79
u045156_10_00,74
u045156_10_10,75
u045156_20_00,75
u045156_20_10,75
u045157_10_00,74
u045157_10_10,74
u045157_20_00,74
u045157_20_10,74
u045158_10_00,80
u045158_20_00,80
u045201_10_00,83
u045201_10_01,83
u045201_10_02,85
u045201_10_03,83
u045201_20_00,83
