# Que objeto de la mochila da cada escudo, equipacion o tactica.
# id_objeto = como esta en la mochila (4 bytes tal cual).
# valor_equipo = lo que guarda el equipo, en hexadecimal.
# Lo genera herramientas/construir_equipo_objetos.py (NOTAS O-124).
tipo,id_objeto,valor_equipo,nombre,icono
escudo,5775CA30,30CA7557,Brigada Orión Asia,01_icon_emblem/em581001.png
escudo,ED24C3A9,A9C324ED,Neo Japón Implacable,01_icon_emblem/em581002.png
escudo,E624D307,07D324E6,Sombras del Crepúsculo,01_icon_emblem/em571036.png
escudo,C316EDCF,CFED16C3,Los Estrafalarios,01_icon_emblem/em571051.png
escudo,9BE39BD1,D19BE39B,Inazuma Bravos,01_icon_emblem/em571045.png
escudo,B782953F,3F9582B7,Samuráis por la Libertad,01_icon_emblem/em571047.png
escudo,7B14C4DE,DEC4147B,Familias aguerridas,01_icon_emblem/em581003.png
escudo,D881A040,40A081D8,La Élite de Orión,01_icon_emblem/em581004.png
escudo,E75CAA0D,0DAA5CE7,Los Gourmet,01_icon_emblem/em591001.png
equipacion,A2E77B27,59441354,Equipación Inazuma Japón Implacable,10_icon_chr/uniform/u080101_10_00_l.png
equipacion,AAEC5E60,ADA7D81F,Equipación Inazuma Japón Alterno,10_icon_chr/uniform/u051501_10_00_l.png
equipacion,3F2631D7,258657A2,Equipación Génesis,10_icon_chr/uniform/u021201_10_00_l.png
equipacion,D3856B2A,252CE113,Equipación Raimon,10_icon_chr/uniform/u010101_10_00_l.png
equipacion,8A3B2D28,D6ABDBB4,Equipación Royal Academy,10_icon_chr/uniform/u010201_10_00_l.png
equipacion,81881593,E17C3465,Equipación Zeus,10_icon_chr/uniform/u011001_10_00_l.png
equipacion,2ACE6DA7,A3542F7A,Equipación Polaris,10_icon_chr/uniform/u070201_10_00_l.png
equipacion,1DA4AFA6,6C8790DE,Equipación Plenilunio,10_icon_chr/uniform/u070301_10_00_l.png
equipacion,FF2ED1D6,265F321A,Uniforme vendaval,10_icon_chr/uniform/u045301_10_00_l.png
equipacion,7A389ED3,FE9DD443,Uniforme verdor,10_icon_chr/uniform/u045401_10_00_l.png
equipacion,73702BA5,F767237F,Equipación Raimon Isla Remota,10_icon_chr/uniform/u070101_10_00_l.png
equipacion,A30A8BE2,AECB5B3E,Equipación Raimon revolucionario,10_icon_chr/uniform/u040101_10_00_l.png
equipacion,1323EBDF,450DA068,Equipación Protocolo Omega,10_icon_chr/uniform/u050101_10_00_l.png
equipacion,2FE871E3,BBE7C49D,Equipación Campeones Raimon,10_icon_chr/uniform/u110201_10_00_l.png
equipacion,BD51EF29,B590F066,Equipación Occult,10_icon_chr/uniform/u010301_10_00_l.png
equipacion,3847A02C,911E63AC,Equipación Wild,10_icon_chr/uniform/u010401_10_00_l.png
equipacion,0F2D622D,1BC478F3,Equipación Brain,10_icon_chr/uniform/u010501_10_00_l.png
equipacion,5693242F,3565C492,Equipación Otaku,10_icon_chr/uniform/u010601_10_00_l.png
equipacion,61F9E62E,EBFA8692,Equipación Shuriken,10_icon_chr/uniform/u010701_10_00_l.png
equipacion,5CBEBA25,E251C8C6,Equipación Farm,10_icon_chr/uniform/u010801_10_00_l.png
equipacion,6BD47824,BF8BEEE3,Equipación Kirkwood,10_icon_chr/uniform/u010901_10_00_l.png
equipacion,B6E2D792,297C6041,Equipación Inazuma Kids FC,10_icon_chr/uniform/u011101_10_00_l.png
equipacion,EF5C9190,7A47A6BD,Equipación Umbrella,10_icon_chr/uniform/u011201_10_00_l.png
equipacion,D8365391,A7F271BD,Equipación Sallys,10_icon_chr/uniform/u011301_10_00_l.png
equipacion,5D201C94,C9C2A801,Equipación Veteranos Inazuma,10_icon_chr/uniform/u011401_10_00_l.png
equipacion,03FFCB6D,368C7CA2,Equipación Servicio Secreto,10_icon_chr/uniform/u020101_10_00_l.png
equipacion,5A418D6F,1ED7F450,Equipación Alpino,10_icon_chr/uniform/u020201_10_00_l.png
equipacion,6D2B4F6E,68FFB4EE,Equipación Tormenta de Géminis,10_icon_chr/uniform/u020301_10_00_l.png
equipacion,E83D006B,D26A74D6,Equipación Claustro Sagrado,10_icon_chr/uniform/u020401_10_00_l.png
equipacion,DF57C26A,CA2D2A5D,Equipación Royal Academy Redux,10_icon_chr/uniform/u020501_10_00_l.png
equipacion,86E98468,00B0668A,Equipación Triple C,10_icon_chr/uniform/u020601_10_00_l.png
equipacion,B1834669,D6227C4E,Equipación Épsilon,10_icon_chr/uniform/u020701_10_00_l.png
equipacion,8CC41A62,037662B1,Equipación Fauxshore,10_icon_chr/uniform/u020801_10_00_l.png
equipacion,BBAED863,B7055263,Equipación Mary Times,10_icon_chr/uniform/u020901_10_00_l.png
equipacion,084CF3D6,95BBF710,Equipación Emperadores Oscuros,10_icon_chr/uniform/u021301_10_00_l.png
equipacion,8D5ABCD3,7254F858,Equipación Prominence,10_icon_chr/uniform/u021401_10_00_l.png
equipacion,BA307ED2,5F2427AB,Equipación Polvo de Diamantes,10_icon_chr/uniform/u021501_10_00_l.png
equipacion,E38E38D0,751D47AA,Equipación Caos,10_icon_chr/uniform/u021601_10_00_l.png
equipacion,E9A3A6DA,210F44A3,Equipación Mar de Árboles,10_icon_chr/uniform/u021801_10_00_l.png
equipacion,B3D6AB50,C68FF352,Equipación Inazuma Japón,10_icon_chr/uniform/u030101_10_00_l.png
equipacion,EA68ED52,3AB21E5D,Equipación Neo Japón,10_icon_chr/uniform/u030201_10_00_l.png
equipacion,DD022F53,2351303D,Equipación Big Waves,10_icon_chr/uniform/u030301_10_00_l.png
equipacion,58146056,F3649C58,Equipación Leones del Desierto,10_icon_chr/uniform/u030401_10_00_l.png
equipacion,6F7EA257,1813F4FF,Equipación Dragones de Fuego,10_icon_chr/uniform/u030501_10_00_l.png
equipacion,36C0E455,6F7F0A04,Equipación Knights of Queen,10_icon_chr/uniform/u030601_10_00_l.png
equipacion,01AA2654,2E484920,Equipación <MNT:TEAMK>,10_icon_chr/uniform/u030701_10_00_l.png
equipacion,3CED7A5F,76FB5C82,Equipación Emperadores,10_icon_chr/uniform/u030801_10_00_l.png
equipacion,0B87B85E,E03C405E,Equipación Unicorn,10_icon_chr/uniform/u030901_10_00_l.png
equipacion,E1DBD5E9,7362C53B,Equipación Equipo Ogro,10_icon_chr/uniform/u031001_10_00_l.png
equipacion,D6B117E8,CCA74C04,Equipación Orfeo,10_icon_chr/uniform/u031101_10_00_l.png
equipacion,8F0F51EA,F424BBEB,Equipación Os Reis,10_icon_chr/uniform/u031201_10_00_l.png
equipacion,B86593EB,57538E36,Equipación <FST:GARCILDO> Team,10_icon_chr/uniform/u031301_10_00_l.png
equipacion,3D73DCEE,A8764C5A,Equipación Pequeños Gigantes,10_icon_chr/uniform/u031401_10_00_l.png
equipacion,0A191EEF,01732636,Equipación Sky Team,10_icon_chr/uniform/u031501_10_00_l.png
equipacion,53A758ED,3C571A4D,Equipación Dark Team,10_icon_chr/uniform/u031601_10_00_l.png
equipacion,64CD9AEC,71B22A1C,Equipación Ángel Oscuro,10_icon_chr/uniform/u031701_10_00_l.png
equipacion,598AC6E7,368422B2,Equipación Equipo Ogro Redux,
equipacion,6EE004E6,F3A48406,Equipación Los Rojos,10_icon_chr/uniform/u031901_10_00_l.png
equipacion,56CA26F9,14360AD9,Equipación Grifos de la Rosa,10_icon_chr/uniform/u032301_10_00_l.png
equipacion,61A0E4F8,96573244,Equipación Brocken Brigade,10_icon_chr/uniform/u032201_10_00_l.png
equipacion,381EA2FA,6E49901B,Equipación Caimanes del Cabo,10_icon_chr/uniform/u032101_10_00_l.png
equipacion,FAB4CDE0,69CD5731,Equipación Caballeros Templarios,10_icon_chr/uniform/u040201_10_00_l.png
equipacion,CDDE0FE1,3233D2AA,Equipación Universal,10_icon_chr/uniform/u040301_10_00_l.png
equipacion,48C840E4,6A1C4C4D,Equipación Inazuma Kids FC (GO),10_icon_chr/uniform/u040401_10_00_l.png
equipacion,7FA282E5,5CFCAABA,Equipación Empollones,10_icon_chr/uniform/u040501_10_00_l.png
equipacion,261CC4E7,EBA9A9C0,Equipación Vía Láctea,10_icon_chr/uniform/u040601_10_00_l.png
equipacion,117606E6,43AA7C8A,Equipación Poderosa Fe,10_icon_chr/uniform/u040701_10_00_l.png
equipacion,2C315AED,93FF607B,Equipación Royal Academy Reformado,10_icon_chr/uniform/u040801_10_00_l.png
equipacion,1B5B98EC,B2AA9535,Equipación Segundo equipo del Raimon,10_icon_chr/uniform/u040901_10_00_l.png
equipacion,F107F55B,B7FF6AAB,Equipación Cala Pirata,10_icon_chr/uniform/u041001_10_00_l.png
equipacion,C66D375A,F56CFFFD,Equipación Edad Dorada,10_icon_chr/uniform/u041101_10_00_l.png
equipacion,9FD37158,35A52295,Equipación Mar de Luna,10_icon_chr/uniform/u041201_10_00_l.png
equipacion,A8B9B359,620E735A,Equipación Alpino (GO),10_icon_chr/uniform/u041301_10_00_l.png
equipacion,2DAFFC5C,B4156579,Equipación Kirkwood (GO),10_icon_chr/uniform/u041401_10_00_l.png
equipacion,1AC53E5D,E49F1C1B,Equipación Espejismo,10_icon_chr/uniform/u041501_10_00_l.png
equipacion,BC1F09FE,711553F6,Equipación Revolucionarios,10_icon_chr/uniform/u041401_20_00_l.png
equipacion,7411BA5E,3730D5DE,Equipación Monte Olimpo,10_icon_chr/uniform/u041701_10_00_l.png
equipacion,4956E655,642805DB,Equipación Dragon Link,10_icon_chr/uniform/u041801_10_00_l.png
equipacion,7E3C2454,169CA42F,Equipación Luz Eterna,10_icon_chr/uniform/u041901_10_00_l.png
equipacion,1FA84049,042E6F2B,Equipación Oscuridad Ancestral,10_icon_chr/uniform/u042001_10_00_l.png
equipacion,717CC44A,EC3BE5C1,Equipación Garra del Sur,10_icon_chr/uniform/u042201_10_00_l.png
equipacion,4616064B,2148A698,Equipación Colmillo del Norte,
equipacion,C300494E,16DAA0FA,Equipación Cuerno Demoníaco,10_icon_chr/uniform/u042401_10_00_l.png
equipacion,91FA55D5,2C45E2EF,Equipación elegante,10_icon_chr/uniform/u045101_10_00_l.png
equipacion,C84413D7,93D8A471,Equipación musical,10_icon_chr/uniform/u045201_10_00_l.png
equipacion,4D525CD2,F6F18336,Equipación Panda,10_icon_chr/uniform/u045501_10_00_l.png
equipacion,28C28248,0BC6B391,Equipación Equipo Zero,10_icon_chr/uniform/u042101_10_00_l.png
equipacion,14EC1AD0,2C33D98F,Equipación Ultramegahiedra,10_icon_chr/uniform/u045601_10_00_l.png
equipacion,4A9DADDD,63CF60EE,Equipación <MNT:TENMAS>,10_icon_chr/uniform/u050201_10_00_l.png
equipacion,F8E120D9,F8EB9CE7,Equipación <MNT:SHIROSHIKA>,10_icon_chr/uniform/u050401_10_00_l.png
equipacion,9635A4DA,9EE88F14,Equipación <FST:ZANARK> Domain,10_icon_chr/uniform/u050601_10_00_l.png
equipacion,A15F66DB,91A97E62,Equipación Cascada Perfecta,10_icon_chr/uniform/u050701_10_00_l.png
equipacion,9C183AD0,F9A783E1,Equipación Caballeros de la Mesa Redonda,
equipacion,AB72F8D1,25CB231D,Equipación Zan,10_icon_chr/uniform/u050901_10_00_l.png
equipacion,412E9566,B06C24C5,Equipación El Dorado,
equipacion,76445767,DB594E63,Equipación Gir,10_icon_chr/uniform/u051101_10_00_l.png
equipacion,2FFA1165,D54A1FDB,Equipación Gar,10_icon_chr/uniform/u051201_10_00_l.png
equipacion,1890D364,5F983982,Equipación Ragnah,10_icon_chr/uniform/u051301_10_00_l.png
equipacion,9D869C61,D5D90E67,Equipación Inazuma Japón Legendario,10_icon_chr/uniform/u051401_10_00_l.png
equipacion,F3521862,77EE5F46,Equipación Desesperdidos,10_icon_chr/uniform/u051601_10_00_l.png
equipacion,C438DA63,FC3FF7B7,Equipación Aullido Lunar,10_icon_chr/uniform/u051701_10_00_l.png
equipacion,F97F8668,E5CDCF9A,Equipación Nosfanáticos,10_icon_chr/uniform/u051801_10_00_l.png
equipacion,CE154469,002347BF,Equipación Criaturas de la Noche,10_icon_chr/uniform/u051901_10_00_l.png
equipacion,AF812074,320A90FE,Equipación Procolo Omega 3.0,10_icon_chr/uniform/u052001_10_00_l.png
equipacion,765637E1,7E51DF9E,Equipación <MNT:NAGUMOHARA>,10_icon_chr/uniform/u110101_10_00_l.png
equipacion,F8F3405F,7D6011AF,Equipación Gaviotas FC,10_icon_chr/uniform/u111401_10_00_l.png
equipacion,24AC2B7A,B0842F13,Equipación sencilla,10_icon_chr/uniform/u117401_10_00_l.png
equipacion,4A8FCD5B,2A44CB89,Equipación Vendedores <MNT:NAGUMOHARA>,10_icon_chr/uniform/u111201_10_00_l.png
equipacion,1882B3E2,6B110260,Equipación Northbright,10_icon_chr/uniform/u110301_10_00_l.png
equipacion,9D94FCE7,83C396C9,Equipación Club de béisbol <MNT:NAGUMOHARA>,10_icon_chr/uniform/u110401_10_00_l.png
equipacion,AAFE3EE6,4982956E,Equipación West Manor,10_icon_chr/uniform/u110501_10_00_l.png
equipacion,F34078E4,BF00A7A0,Equipación Eastwind,10_icon_chr/uniform/u110601_10_00_l.png
equipacion,C42ABAE5,12758922,Equipación Stormridge,10_icon_chr/uniform/u110701_10_00_l.png
equipacion,F96DE6EE,DC35BEB6,Equipación táctica Royal,10_icon_chr/uniform/u110801_10_00_l.png
equipacion,CE0724EF,506FA2ED,Equipación Twinford,10_icon_chr/uniform/u110901_10_00_l.png
equipacion,245B4958,133240DC,Equipación Crosswind-Fauxshore,10_icon_chr/uniform/u111001_10_00_l.png
equipacion,13318B59,351E1BD0,Equipación Academia Orchid,10_icon_chr/uniform/u111101_10_00_l.png
equipacion,7DE50F5A,63BC4172,Equipación Goleadores del Callejón,10_icon_chr/uniform/u111301_10_00_l.png
equipacion,CF99825E,5B4A7FCC,Equipación Solaria-Zeus,10_icon_chr/uniform/u111501_10_00_l.png
equipacion,9627C45C,4F77AD1F,Equipación Instituto Visión Noble,10_icon_chr/uniform/u111601_10_00_l.png
equipacion,A14D065D,A0E119D2,Equipación Lawcrest,10_icon_chr/uniform/u111701_10_00_l.png
equipacion,9C0A5A56,89E6EF4E,Equipación Academia IA,10_icon_chr/uniform/u111801_10_00_l.png
equipacion,AB609857,2DC4AD97,Equipación Alpino (V),10_icon_chr/uniform/u111901_10_00_l.png
equipacion,FD9E3E4B,CE5DF269,Equipación Plathos,10_icon_chr/uniform/u112101_10_00_l.png
equipacion,A4207849,D3236651,Equipación Destructores,10_icon_chr/uniform/u112201_10_00_l.png
equipacion,934ABA48,D2B0B4E9,Equipación Guardianas,10_icon_chr/uniform/u112301_10_00_l.png
equipacion,2136374C,2FE09427,Equipación Zanark Outsiders,10_icon_chr/uniform/u112501_10_00_l.png
equipacion,FC193F9C,9EDB7BFC,Equipación estándar,10_icon_chr/uniform/u119101_10_00_l.png
equipacion,20B1369B,AE9FBFCB,Equipación navideña,10_icon_chr/uniform/u119501_10_00_l.png
equipacion,8360C326,2A44CB89,Equipación Vendedores <MNT:NAGUMOHARA>,
equipacion,45CF2D45,109C8240,Equipación Tormenta cortante,10_icon_chr/uniform/u112901_10_00_l.png
equipacion,AF9340F2,B2EA922F,Equipación Hojas espinosas,10_icon_chr/uniform/u113001_10_00_l.png
equipacion,98F982F3,8E9EA3FE,Equipación Aplastarocas,10_icon_chr/uniform/u113101_10_00_l.png
equipacion,C147C4F1,EF61CB69,Equipación Llamarada volcánica,10_icon_chr/uniform/u113201_10_00_l.png
equipacion,14427A24,DE17975F,Equipación Earth Eleven,10_icon_chr/uniform/u061701_10_00_l.png
equipacion,C3594B98,6A1B930E,Equipación Dragones de Fuego (GO 3),10_icon_chr/uniform/u060101_10_00_l.png
equipacion,9AE70D9A,84325488,Equipación Big Waves (GO 3),10_icon_chr/uniform/u060201_10_00_l.png
equipacion,AD8DCF9B,59476C43,Equipación Cimitarras,10_icon_chr/uniform/u060301_10_00_l.png
equipacion,289B809E,3A1BB860,Equipación Muay Tigers,10_icon_chr/uniform/u060401_10_00_l.png
equipacion,464F049D,1792BE96,Equipación Storm Wolves,10_icon_chr/uniform/u060601_10_00_l.png
equipacion,1FF1429F,856E82A1,Equipación Resistencia Japón,10_icon_chr/uniform/u060501_10_00_l.png
equipacion,7125C69C,EF7FF9F8,Equipación Sílice,10_icon_chr/uniform/u060701_10_00_l.png
equipacion,4C629A97,E104B760,Equipación Naiadi,10_icon_chr/uniform/u060801_10_00_l.png
equipacion,7B085896,A25C1538,Equipación Magmavís,10_icon_chr/uniform/u060901_10_00_l.png
equipacion,A63EF720,EE74A4F3,Equipación Fertilia,10_icon_chr/uniform/u061101_10_00_l.png
equipacion,FF80B122,38766052,Equipación Falam Medius,10_icon_chr/uniform/u061201_10_00_l.png
equipacion,C8EA7323,CF14D5D8,Equipación Flota Ixar,10_icon_chr/uniform/u061301_10_00_l.png
equipacion,4DFC3C26,88AD789E,Equipación Big Bang,10_icon_chr/uniform/u061401_10_00_l.png
equipacion,7A96FE27,B5951732,Equipación Supernova,10_icon_chr/uniform/u061501_10_00_l.png
equipacion,2328B825,DE5795FC,Equipación Dinastía Galáctica,10_icon_chr/uniform/u061601_10_00_l.png
equipacion,9301D818,BB089E51,Equipación Barcelona Orb,10_icon_chr/uniform/u071601_10_00_l.png
equipacion,98B2E0A3,559D1F1F,Equipación Bastión,10_icon_chr/uniform/u070401_10_00_l.png
equipacion,AFD822A2,03A9BB9F,Equipación Kirkwood (Ares),10_icon_chr/uniform/u070501_10_00_l.png
equipacion,F66664A0,C98FBA9F,Equipación Brain (Ares),10_icon_chr/uniform/u070601_10_00_l.png
equipacion,C10CA6A1,927DBD05,Eq. Royal Academy (Ares),10_icon_chr/uniform/u070701_10_00_l.png
equipacion,FC4BFAAA,CF536BCA,Equipación Zeus (Ares),10_icon_chr/uniform/u070801_10_00_l.png
equipacion,CB2138AB,638CAE24,Equipación Alpino (Ares),10_icon_chr/uniform/u070901_10_00_l.png
equipacion,217D551C,E7FF78F9,Equipación Academia Alia,10_icon_chr/uniform/u071001_10_00_l.png
equipacion,1617971D,4FA300FF,Equipación Instituto Ribera,10_icon_chr/uniform/u071101_10_00_l.png
equipacion,4FA9D11F,B60475A5,Equipación Isla Remota,10_icon_chr/uniform/u071201_10_00_l.png
equipacion,A46B1A19,C84223ED,Equipación Colina Verde,10_icon_chr/uniform/u071701_10_00_l.png
equipacion,FB593D25,7538A87F,Equipación Bisonte Rojo,10_icon_chr/uniform/u080201_10_00_l.png
equipacion,CC33FF24,E5E12969,Equipación Demonios Brillantes,10_icon_chr/uniform/u080301_10_00_l.png
equipacion,4925B021,19B00A61,Equipación Bailarines Eternos,10_icon_chr/uniform/u080401_10_00_l.png
equipacion,7E4F7220,D0AAC431,Eq. Ejército del Fénix Árabe,10_icon_chr/uniform/u080501_10_00_l.png
equipacion,27F13422,DD3EA19C,Eq. Tropa Acrobática del Fútbol,10_icon_chr/uniform/u080601_10_00_l.png
equipacion,109BF623,A5795CD0,Equipación Gigantes Invencibles,10_icon_chr/uniform/u080701_10_00_l.png
equipacion,2DDCAA28,3783EE34,Equipación Navy Invader,10_icon_chr/uniform/u080801_10_00_l.png
equipacion,1AB66829,09FA75F8,Equipación Chispas Perfectas,10_icon_chr/uniform/u080901_10_00_l.png
equipacion,F0EA059E,18DFF179,Equipación Olé de Samba,10_icon_chr/uniform/u081001_10_00_l.png
equipacion,C780C79F,7CC937DE,Equipación G. de la Reina,10_icon_chr/uniform/u081101_10_00_l.png
equipacion,9E3E819D,BC013A12,Equipación Eclipse de Orión,10_icon_chr/uniform/u081201_10_00_l.png
equipacion,A954439C,C8A267B9,Eq. Unicornios con Estrellas,10_icon_chr/uniform/u081301_10_00_l.png
equipacion,2C420C99,39BF0E54,Equipación <MNT:KINUNS>,10_icon_chr/uniform/u081401_10_00_l.png
equipacion,1B28CE98,B4BA7736,Equipación Orión Juvenil,10_icon_chr/uniform/u081501_10_00_l.png
equipacion,F62D06F0,420C60A0,Equipación Animador,10_icon_chr/uniform/u113301_10_00_l.png
equipacion,CE53782D,CF6F1698,E. visitante Zeus,10_icon_chr/uniform/u011001_20_00_l.png
equipacion,3C8CDCCE,A976A971,E. visitante Servicio Secreto,10_icon_chr/uniform/u020101_20_00_l.png
equipacion,792829A1,04386FD4,E. visitante Flota Ixar,10_icon_chr/uniform/u061301_20_00_l.png
equipacion,35006F6A,C470EFB8,E. visitante Alpino (Ares),10_icon_chr/uniform/u070901_20_00_l.png
equipacion,58823C86,241A0FDB,E. visitante Raimon Isla Remota,10_icon_chr/uniform/u070101_20_00_l.png
tactica,3229031D,43D8B1AC,Cuernos de toro,
tactica,F17A2E36,68F5E26F,Espadón,
tactica,B04B352F,71EED32E,Monte Fuji,
tactica,77DD7460,3EAF45E9,Lanzas laterales,
tactica,36EC6F79,27B474A8,Luna creciente,
tactica,F5BF4252,0C99276B,Defensa del diamante,
tactica,B48E594B,1582162A,Fortaleza de llamas,
tactica,7B92C1CC,921A0AE5,Protocolo de enlace,
tactica,3AA3DAD5,8B013BA4,Ataque en tres frentes,
tactica,E253A35A,0478CB7C,Aislar al jugador clave,
tactica,21008E71,2F5598BF,Potenciar al jugador clave,
tactica,A7A7D427,790F3F39,Formación <FLC:SHINANO>,
tactica,E696CF3E,60140E78,Vínculo invisible,
tactica,25C5E215,4B395DBB,Empujón del quince,
tactica,64F4F90C,52226CFA,Recorrido estelar,
tactica,ABE8618B,D5BA7035,Rugido decisivo,
tactica,EAD97A92,CCA14174,Muralla titánica,
tactica,94087A42,1CA1900A,Bosque encantado,
tactica,D539615B,05BAA14B,Carrera del dodo,
tactica,166A4C70,2E97F288,Avance de caballería,
tactica,D1FC0D3F,61D6644F,Supresión inquebrantable,
tactica,12AF2014,4AFB378C,Virtuoso del éter,
tactica,539E3B0D,53E006CD,Contra todo pronóstico,
tactica,527AC367,3918E2CC,Bloqueo espectral,
tactica,9129EE4C,1235B10F,Cielo infinito,
tactica,D018F555,0B2E804E,Defensa en bloque,
tactica,178EB41A,446F1689,Tifones gemelos,
tactica,56BFAF03,5D7427C8,Caballeros perfectos,
tactica,95EC8228,7659740B,Presión perfecta,
tactica,D4DD9931,6F42454A,Lanza invencible,
tactica,1BC101B6,E8DA5985,Trampa andina,
tactica,5AF01AAF,F1C168C4,Trueno rodante,
tactica,24211A7F,21C1B9BA,Contraataque catenaccio,
tactica,65100166,38DA88FB,Ola del Amazonas,
tactica,A6432C4D,13F7DB38,Impulso circular,
tactica,E7723754,0AECEA79,Trueno oscuro,
tactica,20E4761B,45AD7CBE,Virtuoso,
tactica,61D56D02,5CB64DFF,Trueno ilimitado,
tactica,A2864029,779B1E3C,Alas gemelas,
tactica,E3B75B30,6E802F7D,Ataque táctico,
tactica,2CABC3B7,E91833B2,Barrera absoluta,
tactica,6D9AD8AE,F00302F3,Triángulo perfecto,
tactica,7D9F5C7D,238707E3,Pases volantes,
tactica,3CAE4764,3A9C36A2,Reflector 3D,
tactica,FFFD6A4F,11B16561,Virtuoso volcánico,
tactica,BECC7156,08AA5420,Formación caparazón,
tactica,795A3019,47EBC2E7,Gran plan,
tactica,386B2B00,5EF0F3A6,Vórtice de succión,
tactica,FB38062B,75DDA065,Derrape arenoso,
tactica,BA091D32,6CC69124,La Marca del Berserker,
tactica,751585B5,EB5E8DEB,Ciclo imperial,
tactica,34249EAC,F245BCAA,Zona crítica,
tactica,4AF59E7C,22456DD4,Maelstrom Omega,
tactica,0BC48565,3B5E5C95,Cuadrícula defensiva,
tactica,C897A84E,10730F56,Ataque marioneta,
tactica,89A6B357,09683E17,Supremacía de la espada,
tactica,4E30F218,4629A8D0,Desvanecimiento absoluto,
tactica,0F01E901,5F329991,Danza alineada,
tactica,CC52C42A,741FCA52,Velo luminoso,
tactica,8D63DF33,6D04FB13,Maelstrom Omega 2.0,
tactica,427F47B4,EA9CE7DC,Marcaje al hombre,
tactica,034E5CAD,F387D69D,Regate abrasador,
tactica,CFE3D179,270A7B51,Marcaje zombi,
tactica,8ED2CA60,3E114A10,Virtuoso imperial,
tactica,4D81E74B,153C19D3,Cal y arena,
tactica,0CB0FC52,0C272892,La Gran Muralla china,
tactica,CB26BD1D,4366BE55,Espejismo Shaolin,
tactica,8A17A604,5A7D8F14,Polvareda cegadora,
tactica,49448B2F,7150DCD7,Campo explosivo,
tactica,08759036,684BED96,Aurora tenebrosa,
supertactica,D1E0C616,481D784F,Buena racha,
supertactica,6BB1CF8F,D11429F5,Explosión,
supertactica,FD81C8F8,A6131963,Superbarrera,
supertactica,5E14AC66,38778CC0,Fiebre de la suerte,
supertactica,C824AB11,4F70BC56,Portero invicto,
supertactica,7275A288,D679EDEC,Poder directo,
formacion,D7BFD755,2D1B1C3C,B-Raimon,
formacion,6DEEDECC,B4124D86,B-Nagumo Hara,
formacion,FBDED9BB,C3157D10,B-Club de Béisbol,
formacion,A3CF4466,94116F1A,4-4-2 Diamante,
formacion,199E4DFF,0D183EA0,4-4-2 Caja,
formacion,8FAE4A88,7A1F0E36,3-5-2 Libertad,
formacion,2C3B2E16,E47B9B95,4-3-3 Triángulo,
formacion,BA0B2961,937CAB03,4-3-3 Delta,
formacion,005A20F8,0A75FAB9,4-5-1 Equilibrio,
formacion,966A278F,7D72CA2F,3-6-1 Hexa,
formacion,0777981F,EDCDD7BE,5-4-1 Doble Volante,
