# Pasivas candidatas de cada personaje para las ranuras 1 y 2.
# Leido de las tablas de sorteo del juego, NO observado de la partida.
# Acierto medido contra la partida de Aaron: 94,1% en jugadores normales.
# Los marcados 'fijas_de_historia' llevan pasivas fijas y no siguen el sorteo.
# Lo genera herramientas/construir_pool_pasivas.py.
identidad,personaje,equipo,posicion,ranuras,pasiva_id,pasiva,fijas_de_historia
3A6C661D,Hunter Glory,No afiliados,MED,1-2,26292E5B,Enfriamiento de supertécnicas propias [CPASSIVE01]-<VALUE> %[C],
752DF0DA,Joe Rassock,No afiliados,POR,1-2,AAC852B1,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
752DF0DA,Joe Rassock,No afiliados,POR,1-2,1AE1328C,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
752DF0DA,Joe Rassock,No afiliados,POR,1-2,D2D1040E,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
6C36C19B,Patch Borgnine,No afiliados,MED,1-2,AAC852B1,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
6C36C19B,Patch Borgnine,No afiliados,MED,1-2,2811ECBB,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
6C36C19B,Patch Borgnine,No afiliados,MED,1-2,1AE1328C,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
6C36C19B,Patch Borgnine,No afiliados,MED,1-2,F44E879E,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
6C36C19B,Patch Borgnine,No afiliados,MED,1-2,0F096EFC,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo contrario,
471B9258,Ted Fast,No afiliados,POR,1-2,4467E7A3,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
471B9258,Ted Fast,No afiliados,POR,1-2,21005B1B,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
471B9258,Ted Fast,No afiliados,POR,1-2,C6BE59A9,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
471B9258,Ted Fast,No afiliados,POR,1-2,38C0FBBB,PP del equipo [CPASSIVE01]+<VALUE> %[C],
5E00A319,Clay Modlin,No afiliados,DEL,1-2,E0981A7F,"Cuando un jugador del mismo elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",
5E00A319,Clay Modlin,No afiliados,DEL,1-2,D210C171,"Cuando un jugador de otro elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",
5E00A319,Clay Modlin,No afiliados,DEL,1-2,0511DD1F,AT propio de tiro [CPASSIVE01]+<VALUE> %[C] en campo contrario,
5E00A319,Clay Modlin,No afiliados,DEL,1-2,539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
5E00A319,Clay Modlin,No afiliados,DEL,1-2,54B79B27,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
D998BFD6,Alan Mode,No afiliados,DEF,1-2,2811ECBB,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
D998BFD6,Alan Mode,No afiliados,DEF,1-2,4D765003,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
D998BFD6,Alan Mode,No afiliados,DEF,1-2,C6BE59A9,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
D998BFD6,Alan Mode,No afiliados,DEF,1-2,F44E879E,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
D998BFD6,Alan Mode,No afiliados,DEF,1-2,F17AFB5C,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,
D998BFD6,Alan Mode,No afiliados,DEF,1-2,D2D1040E,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
D998BFD6,Alan Mode,No afiliados,DEF,1-2,26292E5B,Enfriamiento de supertécnicas propias [CPASSIVE01]-<VALUE> %[C],
C0838E97,Harry Harper,No afiliados,POR,1-2,4467E7A3,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
C0838E97,Harry Harper,No afiliados,POR,1-2,21005B1B,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
C0838E97,Harry Harper,No afiliados,POR,1-2,C6BE59A9,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
C0838E97,Harry Harper,No afiliados,POR,1-2,38C0FBBB,PP del equipo [CPASSIVE01]+<VALUE> %[C],
0C25A1BF,Pascal Richter,No afiliados,MED,1-2,13F0852C,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
0C25A1BF,Pascal Richter,No afiliados,MED,1-2,76973994,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
0C25A1BF,Pascal Richter,No afiliados,MED,1-2,CCF91491,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",
0C25A1BF,Pascal Richter,No afiliados,MED,1-2,A1A90166,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",
0C25A1BF,Pascal Richter,No afiliados,MED,1-2,B86D6C61,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo propio,
0C25A1BF,Pascal Richter,No afiliados,MED,1-2,539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
0C25A1BF,Pascal Richter,No afiliados,MED,1-2,26292E5B,Enfriamiento de supertécnicas propias [CPASSIVE01]-<VALUE> %[C],
153E90FE,Beau Fort,No afiliados,DEF,1-2,76973994,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
153E90FE,Beau Fort,No afiliados,DEF,1-2,CCF91491,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",
153E90FE,Beau Fort,No afiliados,DEF,1-2,A1A90166,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",
153E90FE,Beau Fort,No afiliados,DEF,1-2,B86D6C61,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo propio,
153E90FE,Beau Fort,No afiliados,DEF,1-2,539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
153E90FE,Beau Fort,No afiliados,DEF,1-2,26292E5B,Enfriamiento de supertécnicas propias [CPASSIVE01]-<VALUE> %[C],
3E13C33D,Reid Scarlet,No afiliados,DEF,1-2,76973994,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
3E13C33D,Reid Scarlet,No afiliados,DEF,1-2,CCF91491,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",
3E13C33D,Reid Scarlet,No afiliados,DEF,1-2,A1A90166,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",
3E13C33D,Reid Scarlet,No afiliados,DEF,1-2,B86D6C61,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo propio,
3E13C33D,Reid Scarlet,No afiliados,DEF,1-2,539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
3E13C33D,Reid Scarlet,No afiliados,DEF,1-2,26292E5B,Enfriamiento de supertécnicas propias [CPASSIVE01]-<VALUE> %[C],
2708F27C,Joe Lamkin,No afiliados,MED,1-2,13F0852C,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
2708F27C,Joe Lamkin,No afiliados,MED,1-2,76973994,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
2708F27C,Joe Lamkin,No afiliados,MED,1-2,CCF91491,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",
2708F27C,Joe Lamkin,No afiliados,MED,1-2,A1A90166,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",
2708F27C,Joe Lamkin,No afiliados,MED,1-2,B86D6C61,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo propio,
2708F27C,Joe Lamkin,No afiliados,MED,1-2,539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
2708F27C,Joe Lamkin,No afiliados,MED,1-2,26292E5B,Enfriamiento de supertécnicas propias [CPASSIVE01]-<VALUE> %[C],
684964BB,Dylan Magpie,No afiliados,POR,1-2,4467E7A3,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
684964BB,Dylan Magpie,No afiliados,POR,1-2,21005B1B,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
684964BB,Dylan Magpie,No afiliados,POR,1-2,C6BE59A9,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
684964BB,Dylan Magpie,No afiliados,POR,1-2,38C0FBBB,PP del equipo [CPASSIVE01]+<VALUE> %[C],
715255FA,Gil Rivers,No afiliados,DEL,1-2,4467E7A3,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
715255FA,Gil Rivers,No afiliados,DEL,1-2,A3D9E511,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
715255FA,Gil Rivers,No afiliados,DEL,1-2,F44E879E,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
715255FA,Gil Rivers,No afiliados,DEL,1-2,F17AFB5C,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,
715255FA,Gil Rivers,No afiliados,DEL,1-2,0F096EFC,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo contrario,
715255FA,Gil Rivers,No afiliados,DEL,1-2,D2D1040E,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
5A7F0639,Des Tiny,No afiliados,DEF,1-2,2811ECBB,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
5A7F0639,Des Tiny,No afiliados,DEF,1-2,4D765003,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
5A7F0639,Des Tiny,No afiliados,DEF,1-2,C6BE59A9,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
5A7F0639,Des Tiny,No afiliados,DEF,1-2,F44E879E,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
5A7F0639,Des Tiny,No afiliados,DEF,1-2,F17AFB5C,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,
5A7F0639,Des Tiny,No afiliados,DEF,1-2,D2D1040E,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
5A7F0639,Des Tiny,No afiliados,DEF,1-2,26292E5B,Enfriamiento de supertécnicas propias [CPASSIVE01]-<VALUE> %[C],
43643778,Saul Dowd,No afiliados,DEF,1-2,76973994,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
43643778,Saul Dowd,No afiliados,DEF,1-2,CCF91491,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",
43643778,Saul Dowd,No afiliados,DEF,1-2,A1A90166,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",
43643778,Saul Dowd,No afiliados,DEF,1-2,B86D6C61,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo propio,
43643778,Saul Dowd,No afiliados,DEF,1-2,539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
43643778,Saul Dowd,No afiliados,DEF,1-2,26292E5B,Enfriamiento de supertécnicas propias [CPASSIVE01]-<VALUE> %[C],
C4FC2BB7,Kit Chapman,No afiliados,DEL,1-2,4467E7A3,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
C4FC2BB7,Kit Chapman,No afiliados,DEL,1-2,A3D9E511,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
C4FC2BB7,Kit Chapman,No afiliados,DEL,1-2,F44E879E,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
C4FC2BB7,Kit Chapman,No afiliados,DEL,1-2,F17AFB5C,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,
C4FC2BB7,Kit Chapman,No afiliados,DEL,1-2,0F096EFC,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo contrario,
C4FC2BB7,Kit Chapman,No afiliados,DEL,1-2,D2D1040E,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
DDE71AF6,Fry Vollity,No afiliados,DEF,1-2,2811ECBB,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
DDE71AF6,Fry Vollity,No afiliados,DEF,1-2,4D765003,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
DDE71AF6,Fry Vollity,No afiliados,DEF,1-2,C6BE59A9,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
DDE71AF6,Fry Vollity,No afiliados,DEF,1-2,F44E879E,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
DDE71AF6,Fry Vollity,No afiliados,DEF,1-2,F17AFB5C,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,
DDE71AF6,Fry Vollity,No afiliados,DEF,1-2,D2D1040E,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
DDE71AF6,Fry Vollity,No afiliados,DEF,1-2,26292E5B,Enfriamiento de supertécnicas propias [CPASSIVE01]-<VALUE> %[C],
0DE7CB88,Clark Roach,No afiliados,MED,1-2,13F0852C,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
0DE7CB88,Clark Roach,No afiliados,MED,1-2,76973994,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
0DE7CB88,Clark Roach,No afiliados,MED,1-2,CCF91491,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",
0DE7CB88,Clark Roach,No afiliados,MED,1-2,A1A90166,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",
0DE7CB88,Clark Roach,No afiliados,MED,1-2,B86D6C61,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo propio,
0DE7CB88,Clark Roach,No afiliados,MED,1-2,539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
0DE7CB88,Clark Roach,No afiliados,MED,1-2,26292E5B,Enfriamiento de supertécnicas propias [CPASSIVE01]-<VALUE> %[C],
14FCFAC9,Samuel Peeps,No afiliados,DEF,1-2,AAC852B1,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
14FCFAC9,Samuel Peeps,No afiliados,DEF,1-2,4467E7A3,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
14FCFAC9,Samuel Peeps,No afiliados,DEF,1-2,127784FB,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
14FCFAC9,Samuel Peeps,No afiliados,DEF,1-2,A3D9E511,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
14FCFAC9,Samuel Peeps,No afiliados,DEF,1-2,1AE1328C,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
14FCFAC9,Samuel Peeps,No afiliados,DEF,1-2,0F096EFC,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo contrario,
3FD1A90A,Dai Hart,No afiliados,DEF,1-2,76973994,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
3FD1A90A,Dai Hart,No afiliados,DEF,1-2,CCF91491,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",
3FD1A90A,Dai Hart,No afiliados,DEF,1-2,A1A90166,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",
3FD1A90A,Dai Hart,No afiliados,DEF,1-2,B86D6C61,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo propio,
3FD1A90A,Dai Hart,No afiliados,DEF,1-2,539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
3FD1A90A,Dai Hart,No afiliados,DEF,1-2,26292E5B,Enfriamiento de supertécnicas propias [CPASSIVE01]-<VALUE> %[C],
26CA984B,Horty Courture,No afiliados,DEL,1-2,E0981A7F,"Cuando un jugador del mismo elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",
26CA984B,Horty Courture,No afiliados,DEL,1-2,D210C171,"Cuando un jugador de otro elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",
26CA984B,Horty Courture,No afiliados,DEL,1-2,0511DD1F,AT propio de tiro [CPASSIVE01]+<VALUE> %[C] en campo contrario,
26CA984B,Horty Courture,No afiliados,DEL,1-2,539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
26CA984B,Horty Courture,No afiliados,DEL,1-2,54B79B27,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
698B0E8C,Bob Baggum,No afiliados,POR,1-2,21005B1B,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
698B0E8C,Bob Baggum,No afiliados,POR,1-2,77103843,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
698B0E8C,Bob Baggum,No afiliados,POR,1-2,7F868E34,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
698B0E8C,Bob Baggum,No afiliados,POR,1-2,F44E879E,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
698B0E8C,Bob Baggum,No afiliados,POR,1-2,91293B26,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
698B0E8C,Bob Baggum,No afiliados,POR,1-2,C739587E,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
70903FCD,Ollie Twister,No afiliados,DEL,1-2,E0981A7F,"Cuando un jugador del mismo elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",
70903FCD,Ollie Twister,No afiliados,DEL,1-2,D210C171,"Cuando un jugador de otro elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",
70903FCD,Ollie Twister,No afiliados,DEL,1-2,0511DD1F,AT propio de tiro [CPASSIVE01]+<VALUE> %[C] en campo contrario,
70903FCD,Ollie Twister,No afiliados,DEL,1-2,539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
70903FCD,Ollie Twister,No afiliados,DEL,1-2,54B79B27,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
5BBD6C0E,Fred Makepeace,No afiliados,DEF,1-2,2811ECBB,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
5BBD6C0E,Fred Makepeace,No afiliados,DEF,1-2,4D765003,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
5BBD6C0E,Fred Makepeace,No afiliados,DEF,1-2,C6BE59A9,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
5BBD6C0E,Fred Makepeace,No afiliados,DEF,1-2,F44E879E,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
5BBD6C0E,Fred Makepeace,No afiliados,DEF,1-2,F17AFB5C,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,
5BBD6C0E,Fred Makepeace,No afiliados,DEF,1-2,D2D1040E,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
5BBD6C0E,Fred Makepeace,No afiliados,DEF,1-2,26292E5B,Enfriamiento de supertécnicas propias [CPASSIVE01]-<VALUE> %[C],
42A65D4F,Walker Sleep,No afiliados,POR,1-2,4467E7A3,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
42A65D4F,Walker Sleep,No afiliados,POR,1-2,21005B1B,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
42A65D4F,Walker Sleep,No afiliados,POR,1-2,C6BE59A9,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
42A65D4F,Walker Sleep,No afiliados,POR,1-2,38C0FBBB,PP del equipo [CPASSIVE01]+<VALUE> %[C],
C53E4180,Sean Trawler,No afiliados,MED,1-2,13F0852C,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
C53E4180,Sean Trawler,No afiliados,MED,1-2,76973994,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
C53E4180,Sean Trawler,No afiliados,MED,1-2,CCF91491,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",
C53E4180,Sean Trawler,No afiliados,MED,1-2,A1A90166,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",
C53E4180,Sean Trawler,No afiliados,MED,1-2,B86D6C61,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo propio,
C53E4180,Sean Trawler,No afiliados,MED,1-2,539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
C53E4180,Sean Trawler,No afiliados,MED,1-2,26292E5B,Enfriamiento de supertécnicas propias [CPASSIVE01]-<VALUE> %[C],
DC2570C1,Ken Sewer,No afiliados,POR,1-2,21005B1B,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
DC2570C1,Ken Sewer,No afiliados,POR,1-2,77103843,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
DC2570C1,Ken Sewer,No afiliados,POR,1-2,7F868E34,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
DC2570C1,Ken Sewer,No afiliados,POR,1-2,F44E879E,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
DC2570C1,Ken Sewer,No afiliados,POR,1-2,91293B26,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
DC2570C1,Ken Sewer,No afiliados,POR,1-2,C739587E,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
0FA175D1,Bamber Shoot,No afiliados,DEL,1-2,E0981A7F,"Cuando un jugador del mismo elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",
0FA175D1,Bamber Shoot,No afiliados,DEL,1-2,D210C171,"Cuando un jugador de otro elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",
0FA175D1,Bamber Shoot,No afiliados,DEL,1-2,0511DD1F,AT propio de tiro [CPASSIVE01]+<VALUE> %[C] en campo contrario,
0FA175D1,Bamber Shoot,No afiliados,DEL,1-2,539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
0FA175D1,Bamber Shoot,No afiliados,DEL,1-2,54B79B27,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
16BA4490,Sly Winker,No afiliados,DEF,1-2,2811ECBB,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
16BA4490,Sly Winker,No afiliados,DEF,1-2,4D765003,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
16BA4490,Sly Winker,No afiliados,DEF,1-2,C6BE59A9,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
16BA4490,Sly Winker,No afiliados,DEF,1-2,F44E879E,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
16BA4490,Sly Winker,No afiliados,DEF,1-2,F17AFB5C,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,
16BA4490,Sly Winker,No afiliados,DEF,1-2,D2D1040E,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
16BA4490,Sly Winker,No afiliados,DEF,1-2,26292E5B,Enfriamiento de supertécnicas propias [CPASSIVE01]-<VALUE> %[C],
3D971753,Teller Scoap,No afiliados,POR,1-2,4467E7A3,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
3D971753,Teller Scoap,No afiliados,POR,1-2,21005B1B,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
3D971753,Teller Scoap,No afiliados,POR,1-2,C6BE59A9,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
3D971753,Teller Scoap,No afiliados,POR,1-2,38C0FBBB,PP del equipo [CPASSIVE01]+<VALUE> %[C],
248C2612,Sam Firman,No afiliados,POR,1-2,4467E7A3,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
248C2612,Sam Firman,No afiliados,POR,1-2,21005B1B,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
248C2612,Sam Firman,No afiliados,POR,1-2,C6BE59A9,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
248C2612,Sam Firman,No afiliados,POR,1-2,38C0FBBB,PP del equipo [CPASSIVE01]+<VALUE> %[C],
6BCDB0D5,Bear Turnbull,No afiliados,DEL,1-2,E0981A7F,"Cuando un jugador del mismo elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",
6BCDB0D5,Bear Turnbull,No afiliados,DEL,1-2,D210C171,"Cuando un jugador de otro elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",
6BCDB0D5,Bear Turnbull,No afiliados,DEL,1-2,0511DD1F,AT propio de tiro [CPASSIVE01]+<VALUE> %[C] en campo contrario,
6BCDB0D5,Bear Turnbull,No afiliados,DEL,1-2,539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
6BCDB0D5,Bear Turnbull,No afiliados,DEL,1-2,54B79B27,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
72D68194,Tabor Drummond,No afiliados,POR,1-2,21005B1B,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
