# Extraido de la tabla de Cheat Engine de EasyGameCheatEngine para la
# version 7.1.1 del juego. Los identificadores se usan como datos; el
# credito es suyo. Los ids estan tal y como los muestra Cheat Engine.
id_ce,id_partida,nombre,clase
3D4653B0,B053463D,Poison Fog,supertecnica
27D9B69F,9FB6D927,Prima Donna,supertecnica
64485347,47534864,Psi Arrow,supertecnica
44BCDB47,47DBBC44,Pyroclastic,supertecnica
457EB170,70B17E45,Pyrokinetic,supertecnica
187851CB,CB517818,Rat-a-Tat Pass,supertecnica
95151529,29151595,Redio Cabriole,supertecnica
6DD736DD,DD36D76D,Ribbon Shower,supertecnica
64CDCFB9,B9CFCD64,Rising Dragon,supertecnica
DF70E04C,4CE070DF,Rodeo Clown,supertecnica
58E8FC83,83FCE858,Rolling Hell,supertecnica
41F3CDC2,C2CDF341,Scorching Tackle,supertecnica
56FBAD3B,3BADFB56,Seal Matrix,supertecnica
E21225BF,BF2512E2,Serow Cabriole,supertecnica
AED76716,1667D7AE,Shadow Sword,supertecnica
FACB7EC9,C97ECBFA,Shiny Feathers,supertecnica
FE46027B,7B0246FE,Short Circuit,supertecnica
B58AE80E,0EE88AB5,Silk Road,supertecnica
2296A01A,1AA09622,Southern Cross,supertecnica
A81CA5FD,FDA51CA8,Sparky Spin,supertecnica
650FA58E,8EA50F65,Spin Out,supertecnica
CC7060F9,F96070CC,Starstruck,supertecnica
38094535,35450938,Sub-Terfuge,supertecnica
5E233E68,683E235E,Super Elastico,supertecnica
166B0073,73006B16,Super Armadillo,supertecnica
AF150D21,210D15AF,Swallow Counter,supertecnica
9D236FA3,A36F239D,Sword of the King,supertecnica
3A4FFB6C,6CFB4F3A,The Ikaros,supertecnica
67CC8729,2987CC67,The Tempest,supertecnica
C5EF0563,6305EFC5,Three-Legged Rush,supertecnica
7C1494CF,CF94147C,Tornado Tunnel,supertecnica
4E22F64D,4DF6224E,Transporter Device,supertecnica
5AAE42DA,DA42AE5A,Triple Dash,supertecnica
21127474,74741221,Ultra Moon,supertecnica
E862E16C,6CE162E8,Univolt Sprint,supertecnica
867EE0BB,BBE07E86,Verdure Vortex,supertecnica
10A0C298,98C2A010,Warp Drive,supertecnica
3297683F,3F689732,Warp Step,supertecnica
46FA651E,1E65FA46,Water Veil,supertecnica
C7A9BB3A,3ABBA9C7,Whirlwind Cut,supertecnica
259F08C6,C6089F25,Whirlwind Twister,supertecnica
2354CA2D,2DCA5423,Wind God's Dance,supertecnica
F88DC090,90C08DF8,Z Slash,supertecnica
C66BD10D,0DD16BC6,Zigzag Spark,supertecnica
8C0E2468,68240E8C,Zooma Driller,supertecnica
55C71D2A,2A1DC755,About Face,supertecnica
C41097D5,D59710C4,Acrobotics,supertecnica
B37CD264,64D27CB3,Am-Bush,supertecnica
B8A509A7,A709A5B8,Asterocks,supertecnica
514A6198,98614A51,Asteroid Belt,supertecnica
924A3053,53304A92,Aurora Arrow,supertecnica
2AF65736,3657F62A,Bamboo Pattern,supertecnica
34E4CEAB,ABCEE434,Barbarian Shield,supertecnica
F5A22139,3921A2F5,Bindweed,supertecnica
7EEA4EE9,E94EEA7E,Blade Attack,supertecnica
485150D9,D9505148,Body Shield,supertecnica
F0ED37BC,BC37EDF0,Buffalo Crusher,supertecnica
37601AC5,C51A6037,Card Shark,supertecnica
179492C5,C5929417,Center Scythe Slice,supertecnica
31ABD82E,2ED8AB31,Circus Block,supertecnica
1A868BED,ED8B861A,Clone Defence,supertecnica
4F58F805,05F8584F,Coil Turn,supertecnica
0A02DF36,36DF020A,Containment Field,supertecnica
A23AEC88,88EC3AA2,Copy Cut,supertecnica
75994916,16499975,Cunning Pull,supertecnica
3AD8DFD1,D1DFD83A,Curving Cut,supertecnica
2B343D01,013D342B,Cyclone,supertecnica
A9E3374B,4B37E3A9,Cyclone Sprint,supertecnica
1EE35690,9056E31E,Dandrol Crusher,supertecnica
3DFE37CF,CF37FE3D,Dark Space,supertecnica
6AE18AC3,C38AE16A,Dark Mist,supertecnica
613ABD43,43BD3A61,Dawnrise,supertecnica
3D794772,7247793D,Deep Diver,supertecnica
01DB04F5,F504DB01,Defence Scan,supertecnica
ED7B7A4F,4F7A7BED,Defence Equation,supertecnica
AA67E325,25E367AA,Desert Blast,supertecnica
06D2AC29,29ACD206,Diabolical Cut,supertecnica
B4757AB8,B87A75B4,Divine Stamp,supertecnica
BFACA17B,7BA1ACBF,Dolphanus Splash,supertecnica
33ED6677,7766ED33,Doppelganger,supertecnica
B7F1AED6,D6AEF1B7,Double Cyclone,supertecnica
5992F2CB,CBF29259,Dragon Storm,supertecnica
73FABB82,82BBFA73,Dramatic Swipe,supertecnica
7F2824DE,DE24287F,Dual Storm,supertecnica
78218C02,028C2178,Duskfall,supertecnica
00196EC2,C26E1900,Earthquake,supertecnica
E8346CCA,CA6C34E8,Easter Island Header,supertecnica
F626F557,57F526F6,Electric Impedance,supertecnica
ACAC21CE,CE21ACAC,Fake Ball,supertecnica
4D1E465C,5C461E4D,Fake Bomber,supertecnica
F4604B0E,0E4B60F4,Fancy-Footwork,supertecnica
DF4D18CD,CD184DDF,Feather Duster,supertecnica
08EEBD53,53BDEE08,Feint Play,supertecnica
93885A64,645A8893,Fire Drill,supertecnica
7A67325B,5B32677A,Flame Dance,supertecnica
ACC754E9,E954C7AC,Flamey Mirage,supertecnica
0D0B77EA,EA770B0D,Floral Fiesta,supertecnica
7238D1B5,B5D13872,Foil Formula,supertecnica
8C58A9CE,CEA9588C,Formidable Fortress,supertecnica
24627633,33766224,Fortress of Despair,supertecnica
DBC0647F,7F64C0DB,Fox Mirage,supertecnica
24E5068E,8E06E524,Fractal Repeller,supertecnica
C3193F09,093F19C3,Frankenstun,supertecnica
50880BAF,AF0B8850,Frozen Steal,supertecnica
87EA072A,2A07EA87,Gandoran Crusher,supertecnica
A6B7903A,3A90B7A6,Garius Bounce,supertecnica
18C035B4,B435C018,Ghost Pull,supertecnica
8A936B25,256B938A,Goopy Gloopy Goo,supertecnica
0FC8554D,4D55C80F,Grand Finale,supertecnica
60F8D774,74D7F860,Gravestone,supertecnica
6633159F,9F153366,Gravitation,supertecnica
9481F2B8,B8F28194,Gravity Cage,supertecnica
BBA44137,3741A4BB,Great Wall,supertecnica
2DFFFFEA,EAFFFF2D,Ground Quake,supertecnica
07F867D1,D167F807,Gyorom Claw,supertecnica
D1B0A0AC,ACA0B0D1,Gyrius Bounce,supertecnica
AD6E4BF9,F94B6EAD,Harvest,supertecnica
28B0E96F,6FE9B028,Heavy Mettle,supertecnica
7CACF0B0,B0F0AC7C,Horn Train,supertecnica
B5DC65A8,A865DCB5,Horned Owl Swipe,supertecnica
4A17EE80,80EE174A,Hunter's Net,supertecnica
15D22C9C,9C2CD215,Hunter's Spear,supertecnica
5781A373,73A38157,Hurricane Arrows,supertecnica
A37D1A41,411A7DA3,Hyper-Swiper,supertecnica
ABA58912,1289A5AB,Ignited Steal,supertecnica
52CEB5F6,F6B5CE52,Iron Wall,supertecnica
88D5D57C,7CD5D588,Judgement Ray,supertecnica
17110E3B,3B0E1117,Jumbo Sandwich,supertecnica
EEFFAE21,21AEFFEE,Jungle Jam,supertecnica
6A66FA7E,7EFA666A,Killer Whale,supertecnica
5643C944,44C94356,Killer Slide,supertecnica
91CC087E,7E08CC91,Kraken Seaquake,supertecnica
9EF1366B,6B36F19E,Kulupe Claw,supertecnica
A1BE38E6,E638BEA1,La Flamme,supertecnica
039DBAAC,ACBA9D03,Land of Ice,supertecnica
0BC0B501,01B5C00B,Last Lion of Defence,supertecnica
0F4DC9B3,B3C94D0F,Logicstical Sync,supertecnica
7BA5586C,6C58A57B,Mad Express,supertecnica
900C8E0A,0A8E0C90,Maestro's Call,supertecnica
F7E49F60,609FE4F7,Magnetism,supertecnica
3C3C5DF8,F85D3C3C,Master Stroke,supertecnica
67F17FA8,A87FF167,Mega Quake,supertecnica
1E0BF75F,5FF70B1E,Mega Wall,supertecnica
41CCD900,00D9CC41,Metal Hammer,supertecnica
6BA49049,4990A46B,Mystic Mist,supertecnica
530CDFC1,C1DF0C53,Mystifying Mist,supertecnica
637C031A,1A037C63,No Escape,supertecnica
C5D2FDE2,E2FDD2C5,Oglitteration,supertecnica
DD0BA694,94A60BDD,Okehazama Ravine,supertecnica
141046AB,AB461014,Overnight Fortress,supertecnica
C2DB553E,3E55DBC2,Owl Swipe,supertecnica
B0F8060A,0A06F8B0,Ozone Flayer,supertecnica
737DCB3F,3FCB7D73,Pancake Defence,supertecnica
B9676390,906367B9,Particle Accelerator,supertecnica
49933AEE,EE3A9349,Perfect Tower,supertecnica
0710C61E,1EC61007,Perimeter Zone,supertecnica
91CEE43D,3DE4CE91,Phalanx,supertecnica
B633C4E1,E1C433B6,Photon Crash,supertecnica
414BA9BD,BDA94B41,Pincer Pinch,supertecnica
29728358,58837229,Planet Shield,supertecnica
4BD584B7,B784D54B,Power Charge,supertecnica
1656F8F2,F2F85616,Psychic Lift,supertecnica
BA662B00,002B66BA,Pterrordactyl Swoop,supertecnica
19025F83,835F0219,Quick Draw,supertecnica
79E3E635,35E6E379,Racing Flame,supertecnica
E9F606FD,FD06F6E9,Ratel Claw,supertecnica
12DB8440,4084DB12,Red Hot Shower,supertecnica
3526A49C,9CA42635,Road Roller,supertecnica
A3F886BF,BF86F8A3,Rock Hammer,supertecnica
6C827857,5778826C,Rolling Steal,supertecnica
36A270F2,F270A236,Rolling Slide,supertecnica
58D7E841,41E8D758,Runaway Bull,supertecnica
05567847,47785605,Runaway Train,supertecnica
16D3640C,0C64D316,Scattershot,supertecnica
0CC91DDD,DD1DC90C,Shadow Guard,supertecnica
B5B7108F,8F10B7B5,Shadow Stitch,supertecnica
4CDC2C6B,6B2CDC4C,Shooting Star,supertecnica
23C3EE90,90EEC323,Shoulder Tackle,supertecnica
DA020E48,480E02DA,Shoulder Tackle,supertecnica
A2BF7076,7670BFA2,Side Swipe,supertecnica
AEEA9F97,979FEAAE,Sigma Zone,supertecnica
EF3DC416,16C43DEF,Skytree Hop,supertecnica
2C3D95DD,DD953D2C,Sleeping Dust,supertecnica
585098FC,FC985058,Slice and Dice,supertecnica
1FC99D68,689DC91F,Snow Angel,supertecnica
25276CB9,B96C2725,Solar Surprise,supertecnica
C656298C,8C2956C6,Sordid Thorns,supertecnica
0E0A3F7A,7A3F0A0E,Spatial Portal,supertecnica
322F0C40,400C2F32,Spider Web,supertecnica
4E9A9232,32929A4E,Spinning Cut,supertecnica
BAE3B7FE,FEB7E3BA,Stealth Step,supertecnica
2FB941B3,B341B92F,Stone Prison,supertecnica
1B44E1DA,DAE1441B,Stone Wall,supertecnica
65B7C1F1,F1C1B765,Sumo Stomp,supertecnica
3069B219,19B26930,Super Sumo Stomp,supertecnica
5405771D,1D770554,Supreme Spin,supertecnica
DCC9CCA3,A3CCC9DC,Tesla Coil,supertecnica
0F4F25F0,F0254F0F,The Stronghold,supertecnica
7D6E9A87,879A6E7D,The Wall,supertecnica
A8215D7C,7C5D21A8,The Mountain,supertecnica
AF28F5A0,A0F528AF,The Tower,supertecnica
2E7B2B84,842B7B2E,Thief's Eye,supertecnica
4089C38A,8AC38940,Titanic Slam,supertecnica
9543988F,8F984395,Tornado Barrier,supertecnica
8B510112,1201518B,Tortoise Shield,supertecnica
BB21DDC9,C9DD21BB,Trina Tumble,supertecnica
400EB337,37B30E40,Twirling Turtle,supertecnica
8D9AC3F9,F9C39A8D,Twister Trap,supertecnica
DE8F72FA,FA728FDE,Under Miner,supertecnica
BE6ECB4C,4CCB6EBE,Ursa Binder,supertecnica
04941270,70129404,Vac Attack,supertecnica
A07C52D1,D1527CA0,Valkyrie's Signal,supertecnica
88D7393F,3F39D788,Vigorous Stomp,supertecnica
ECB91078,7810B9EC,Volcanic Flight,supertecnica
025FD09B,9BD05F02,Volcano Cut,supertecnica
72BFA108,08A1BF72,Wall of Atlantis,supertecnica
F12F5D8B,8B5D2FF1,Wall for One,supertecnica
0E8FA384,84A38F0E,Warsaw,supertecnica
C79443BB,BB4394C7,Waterfall,supertecnica
B2BEB853,53B8BEB2,Whale Guard,supertecnica
1C4D4906,06494D1C,Whirlpool,supertecnica
62BE692D,2D69BE62,Whirlwind Force,supertecnica
8917BF4B,4BBF1789,Willy-Willy,supertecnica
1D8F2331,31238F1D,Yo-Yo Ball,supertecnica
B13A6C3D,3D6C3AB1,Zigzag Flame,supertecnica
CD6AEF2D,2DEF6ACD,All-Star,supertecnica
F400CA92,92CA00F4,Anchors Aweigh,supertecnica
FE1B7B66,667B1BFE,Angydra Combo,supertecnica
D9E65BBA,BA5BE6D9,Aurora Curtain,supertecnica
422A60B1,B1602A42,Barrier Reef,supertecnica
2FD9C02F,2FC0D92F,Bastion Block,supertecnica
9765A74A,4AA76597,Beast Fang,supertecnica
66539403,03945366,Behind Bars,supertecnica
023F5107,07513F02,Bigman's Hammer,supertecnica
46A71C03,031CA746,Black Hole,supertecnica
8FBCFC3C,3CFCBC8F,Blazing Knuckle,supertecnica
615A3CDF,DF3C5A61,Bounce Handler,supertecnica
2D9F7E76,767E9F2D,Breath Taker,supertecnica
4AF2F3E2,E2F3F24A,Bridge to Nowhere,supertecnica
FA9607D4,D40796FA,Burning Bulwark,supertecnica
37009B59,599B0037,Burnout Burst,supertecnica
EF5D458A,8A455DEF,Burnout,supertecnica
53E9C2A3,A3C2E953,Capable Hands,supertecnica
F5C2A0A5,A5A0C2F5,Capoeira Grab,supertecnica
DEEFF366,66F3EFDE,Card Protector,supertecnica
89773ED7,D73E7789,Celestial Zone,supertecnica
10151A4A,4A1A1510,Cerbegyra Combo,supertecnica
BC48F489,89F448BC,Claw Slash,supertecnica
E6C22010,1020C2E6,Claw de Force,supertecnica
A553C5C8,C8C553A5,Clone Block,supertecnica
DF2D9951,51992DDF,Close Counter,supertecnica
A3980723,230798A3,Colosseum Guard,supertecnica
C636A810,10A836C6,Combustion Catch,supertecnica
C379BE95,95BE79C3,Counter Strike,supertecnica
35462500,00254635,Crescent Cross,supertecnica
D5B3B45B,5BB4B3D5,Crimson Sphere,supertecnica
2E1BAA18,18AA1B2E,Crocodile Crush,supertecnica
FE9EE798,98E79EFE,Crown Fire,supertecnica
41AEB4DF,DFB4AE41,Crystal Barrier,supertecnica
9A755221,2152759A,Cyber Realm,supertecnica
25A904FC,FC04A925,Dalphonus Sonar,supertecnica
36C2F16E,6EF1C236,Dark Reversal,supertecnica
52AE346A,6A34AE52,Delpinus Sonar,supertecnica
57E122EF,EF22E157,Desecrater,supertecnica
7D0E1B1B,1B1B0E7D,Diamond Hand,supertecnica
28D068F3,F368D028,Diamond Arm,supertecnica
562348D8,D8482356,Diamond Knuckle,supertecnica
93E8DBF8,F8DBE893,Dimensional Hand,supertecnica
79818BEA,EA8B8179,Divine Deflectors,supertecnica
A5BB6407,0764BBA5,Dolmega Stomp,supertecnica
EA12530F,0F5312EA,Double Rocket,supertecnica
FC5DC53F,3FC55DFC,Double God Hand,supertecnica
04F493EC,EC93F404,Dragon Rage Dunk,supertecnica
8E7E960B,0B967E8E,Drill Smasher,supertecnica
F309624E,4E6209F3,Dual Smash,supertecnica
E546F47E,7EF446E5,Dust Devil,supertecnica
906C0F96,960F6C90,Electric Trap,supertecnica
F8D0B98D,8DB9D0F8,Fantastic Save,supertecnica
F7841EFC,FC1E84F7,Fiend Hand,supertecnica
ED1BFBD3,D3FB1BED,Fingers of Gaia,supertecnica
BE0E4AD0,D04A0EBE,Fireball Knuckle,supertecnica
C0FD6AFB,FB6AFDC0,Fireball Head,supertecnica
50E88A33,338AE850,Fist Beam,supertecnica
F64674CB,CB7446F6,Fist of Justice,supertecnica
47657634,34766547,Flame Breath,supertecnica
DCA94D3F,3F4DA9DC,Flash Upper,supertecnica
01BB8569,6985BB01,Flood of Feels,supertecnica
C13F00CC,CC003FC1,Flower Power,supertecnica
324F8DDC,DC8D4F32,Force Shield,supertecnica
A6D711A6,A611D7A6,Full Power Shield,supertecnica
4EFA13AE,AE13FA4E,Fur Trapper,supertecnica
88B554E0,E054B588,Galatyn,supertecnica
91AE65A1,A165AE91,Giant Spider,supertecnica
B1DF715F,5F71DFB1,Giga Knuckle Sandwich,supertecnica
512AE004,04E02A51,Gigabite Geyser,supertecnica
DBA0E5E3,E3E5A0DB,Gigant Wall,supertecnica
E7004A27,274A00E7,Gigiras Shield,supertecnica
FFD91151,5111D9FF,Goal Gobbler,supertecnica
EE9F2FBD,BD2F9FEE,God Catch,supertecnica
9EF5DB32,32DBF59E,God Catch FT,supertecnica
43E80A86,860AE843,God Hand EV,supertecnica
5AF33BC7,C73BF35A,God Hand (Green),supertecnica
8C382852,5228388C,God Hand (Yellow),supertecnica
31CB59B2,B259CB31,God Hand (Red),supertecnica
E1CB88CC,CC88CBE1,God Hand of Friendship,supertecnica
E647BCEE,EEBC47E6,God Hand V,supertecnica
B8C5883B,3B88C5B8,God Hand X,supertecnica
798367A9,A9678379,Gorius Swing,supertecnica
65D7406D,6D40D765,Grabber Arm,supertecnica
9AF2229C,9C22F29A,Gravity Point,supertecnica
CC2FF5A7,A7F52FCC,Gravity Dune,supertecnica
90077AB1,B17A0790,Grimron Shield,supertecnica
18A0B428,28B4A018,Gutsy Grit Punch,supertecnica
06B22DB5,B52DB206,Gyro-Blocker,supertecnica
8AF3EAB9,B9EAF38A,Hammer of Fury,supertecnica
5977EFA9,A9EF7759,High Voltage,supertecnica
4A776F1C,1C6F774A,Hydro Breath,supertecnica
C4701649,491670C4,Ice Block,supertecnica
B15801E2,E20158B1,Icy Grace,supertecnica
E785D6D9,D9D685E7,Inferno Fist,supertecnica
BD8A9EBE,BE9E8ABD,Infinite Wall,supertecnica
62DEE8B1,B1E8DE62,Jumping Whack,supertecnica
4523C86D,6DC82345,Killer Blade,supertecnica
179F667E,7E669F17,Kosfii Burst,supertecnica
CCA8851A,1A85A8CC,Lucky Dice,supertecnica
7CCC712C,2C71CC7C,Lunar Eclipse,supertecnica
2A96D6AA,AAD6962A,Maelstrom the Hand,supertecnica
3CB235BD,BD35B23C,Magnatas Stomp,supertecnica
1B246046,4660241B,Majin the Wave,supertecnica
83E913DD,DD13E983,Majin the Hand,supertecnica
522BA894,94A82B52,Majin the Great,supertecnica
1962DE1F,1FDE6219,Majin Merge,supertecnica
A491AFFF,FFAF91A4,Majin the Hand,supertecnica
DD6B2708,08276BDD,Majin the Hand,supertecnica
4BB5052B,2B05B54B,Mammoth Stomp,supertecnica
30093385,85330930,Marinara Barrier,supertecnica
4D7EC7C0,C0C77E4D,Maw-Ment of Truth,supertecnica
7F48A542,42A5487F,Mega Majin Trio,supertecnica
FB546DE3,E36D54FB,Mega Majin,supertecnica
1C2DC89A,9AC82D1C,Menace Elbow,supertecnica
338DE7EB,EBE78D33,Mermaid's Veil,supertecnica
CB8E6D04,046D8ECB,Mighty Save,supertecnica
BA833662,623683BA,Million Hands,supertecnica
5C38F92C,2CF9385C,Mistral,supertecnica
609856E8,E8569860,Mossfii Burst,supertecnica
F2CB0879,7908CBF2,Mugen the Hand,supertecnica
BB415C55,555C41BB,Needle Hammer,supertecnica
1FA91CF4,F41CA91F,Negative Feedback,supertecnica
5B3151F0,F051315B,Nitro Slap,supertecnica
406CDEE8,E8DE6C40,Omega Hand,supertecnica
1E6B76C3,C3766B1E,Penguin the Hand,supertecnica
64152A5A,5A2A1564,Pinch and Save,supertecnica
A7157B91,917B15A7,Power Shield,supertecnica
B01D1B68,681B1DB0,Power Spike,supertecnica
D2955C45,455C95D2,Power Catch,supertecnica
44E1A25A,5AA2E144,Pressure Punch,supertecnica
B907E20C,0CE207B9,Procyon Net,supertecnica
49F3BB72,72BBF349,Psychlone,supertecnica
5465F681,81F66554,Raiser Blade,supertecnica
07704782,82477007,Rejection,supertecnica
E9968761,618796E9,Rocket Kobushi,supertecnica
7BC5D9F0,F0D9C57B,Rotary Sander,supertecnica
FE199725,259719FE,Royal Shield,supertecnica
609ABAAB,ABBA9A60,Sacred Embrace,supertecnica
922AB1CF,CFB12A92,Safety First,supertecnica
0536F9DB,DBF93605,Sand Blaster,supertecnica
891C4BF0,F04B1C89,Saranarja Combo,supertecnica
4063C70A,0AC76340,Sauced-up Marinara Barrier,supertecnica
E24F5CA2,A25C4FE2,Savage Beast Fang,supertecnica
9B3048AB,AB48309B,Shadow Catch,supertecnica
4831D145,45D13148,Shadow Hand,supertecnica
291202C4,C4021229,Shadow Shield,supertecnica
C7F4C227,27C2F4C7,Shot Trap,supertecnica
F14FDC17,17DC4FF1,Shot Pocket,supertecnica
FF5C8DAF,AF8D5CFF,Shot Stopper,supertecnica
D534C4E6,E6C434D5,Silent Inkstroke,supertecnica
DA628FD4,D48F62DA,Sliding Goal,supertecnica
D471DE6C,6CDE71D4,Snakebite,supertecnica
822B79EA,EA792B82,Somersault Stamp,supertecnica
2C5D1441,41145D2C,Song of the Three Kingdoms,supertecnica
A1DEB97A,7AB9DEA1,Soul Hand,supertecnica
836E6360,60636E83,Stillness Drip,supertecnica
4B3099D5,D599304B,Stomper Stopper,supertecnica
7A07B3C7,C7B3077A,Stop it Poppet,supertecnica
C5B27C7E,7E7CB2C5,Storm Rider,supertecnica
F9B80F86,860FB8F9,Strong Punch,supertecnica
4F387999,9979384F,Sun Block,supertecnica
1AE60A71,710AE61A,Super God Hand,supertecnica
631C8286,86821C63,Superior Crayon Power,supertecnica
D824318D,8D3124D8,Swan Dive,supertecnica
5E7E4775,75477E5E,Table-Turner,supertecnica
A01CD34D,4DD31CA0,Temporal Wall,supertecnica
A25A6D14,146D5AA2,The End,supertecnica
ECD991E4,E491D9EC,The Stinger,supertecnica
E702A664,64A602E7,Tiger God Hand,supertecnica
A8C4401E,1E40C4A8,Titanic Shield,supertecnica
94E17324,2473E194,Tornado Catch,supertecnica
8DFA4265,6542FA8D,Toughness Block,supertecnica
E38D3695,95368DE3,Tricera Stops,supertecnica
5DFA931B,1B93FA5D,Triple Defence,supertecnica
5FBC2D42,422DBC5F,Triple God Hand,supertecnica
96A7CD7D,7DCDA796,Tsunami Wall,supertecnica
FD9FAF08,08AF9FFD,Twist 'n' Clout,supertecnica
A9062A29,292A06A9,Ultrasonic,supertecnica
EBD03938,3839D0EB,Utter Gutsiness Catch,supertecnica
78410D9E,9E0D4178,Venus Balltrap,supertecnica
536C5E5D,5D5E6C53,Volcano Head,supertecnica
E854ED56,56ED54E8,Warp Space,supertecnica
1DEFA2AD,ADA2EF1D,We Have Liftoff!,supertecnica
0079EF5E,5EEF7900,Wetsuit,supertecnica
58B5859E,9E85B558,Whip Crack,supertecnica
F08DB620,20B68DF0,Whirlwind,supertecnica
34844F37,374F8434,White Hole,supertecnica
C2BBD4A2,A2D4BBC2,Wild Claw,supertecnica
E4849E49,499E84E4,Wild Dunk,supertecnica
BFCC20E7,E720CCBF,Wood Chopper,supertecnica
8B31808E,8E80318B,Wormhole,supertecnica
347FC964,64C97F34,Armoured Cavalry Black Knight,supertecnica
9B4E5206,06524E9B,Armoured Cavalry White Knight,supertecnica
EEC583CC,CC83C5EE,Barbaric Beast of the Abyss Atlanticus,supertecnica
7046AE42,42AE4670,Bob-Tailed Bombshell Loverette,supertecnica
3639773D,3D773936,Brave Samurai Musashi,supertecnica
66A81250,5012A866,Bringer of Dreams Sand Man,supertecnica
9036A3E7,E7A33690,Capricious Trickster Serendipity,supertecnica
0BDE2E30,302EDE0B,Crown Prince of Chaos Ashtaroth,supertecnica
F30EB722,22B70EF3,Cursed Wolf Lycaon,supertecnica
8013DD1E,1EDD1380,Dark Demigod Black Butcher,supertecnica
DA3823A5,A52338DA,Defender of Earth Atlas,supertecnica
EA48FF7E,7EFF48EA,Dicey Dicer Lot,supertecnica
3FE225E7,E725E23F,Discordian Witch Eris,supertecnica
0181A884,84A88101,Divine Messenger Black Bishop,supertecnica
56196535,35651956,Divine Messenger White Bishop,supertecnica
65ED6D80,806DED65,Drake Chevalier Dragoon,supertecnica
F1157066,667015F1,Duke of Doom Demogorgon,supertecnica
BE7EDAD0,D0DA7EBE,Entertainer,supertecnica
F08A634C,4C638AF0,Faster Than Light Tachyon,supertecnica
4C472BA4,A42B474C,Feathers of Flames Firebird,supertecnica
77127F83,837F1277,Femme Fatale Sirena,supertecnica
555C1AE5,E51A5C55,Ferocious Bird of Fable Roc,supertecnica
28522161,61215228,Fiery Hellhound Dire Wolf,supertecnica
4A8CE94F,4FE98C4A,Fire Jotun Surtr,supertecnica
D66DCC44,44CC6DD6,Foxy Mischief-Maker Daji,supertecnica
60A27B05,057BA260,Frenzied Fighter Berserker,supertecnica
59703AC5,C53A7059,Front-Line Fighter Black Pawn,supertecnica
F641A1A7,A7A141F6,Front-Line Fighter White Pawn,supertecnica
BC1258F8,F85812BC,Giant Usurper Gigante,supertecnica
F5980CD4,D40C98F5,Gigantic Garrison Gargantua,supertecnica
64EEAC09,09ACEE64,Goddess of Just Warfare Athene,supertecnica
03C716DD,DD16C703,Grand Inquisitor Judge,supertecnica
62256EE2,E26E2562,Heavenly Horse Arch Pegasus,supertecnica
955D03BE,BE035D95,Heavenly Horse Arch Pegasus Red,supertecnica
7978E1FA,FAE17879,Heroic Swordsman Lancelot,supertecnica
7200101B,1B100072,High Roller Las Vega,supertecnica
2CA69212,1292A62C,Holy Sword Paladin Arthur,supertecnica
13077546,46750713,Hunter of Glory Asura,supertecnica
EE98FAD1,D1FA98EE,Hypersonic Fighter Scramjet,supertecnica
A200C165,65C100A2,Infernal Dragon Lord Koro-Koro-Gon,supertecnica
F61CD8BA,BAD81CF6,Jewelled Dragon Cychr,supertecnica
701BD75F,5FD71B70,King of Beasts Leon,supertecnica
0A1C4407,07441C0A,Lady of Artifice Metis,supertecnica
1BA629D4,D429A61B,Leonine Warlord Khmet,supertecnica
185B327B,7B325B18,Light-Speed Knight Sir Rabby,supertecnica
9C30BFB6,B6BF309C,Light-Speed Paladin Sir Rabby,supertecnica
43EFDFEA,EADFEF43,Living Nightmare Phantasma,supertecnica
455DD2C0,C0D25D45,Lord of Daemons Evera,supertecnica
3130DFE1,E1DF3031,Lord of All Waters Neptune,supertecnica
49083D21,213D0849,Lord of Birds and Beasts Griffin,supertecnica
0ABB2633,3326BB0A,Man-Made Monster Plasma Shadow GK,supertecnica
7C37F77F,7FF7377C,Man-Made Monster Plasma Shadow SH,supertecnica
7F240509,0905247F,Man-Made Monster Plasma Shadow AT,supertecnica
8CEAA470,70A4EA8C,Man-Made Monster Plasma Shadow DF,supertecnica
2EE02C4B,4B2CE02E,Master Magician Trickster,supertecnica
6063D0BB,BBD06360,Master Conductor Maestro,supertecnica
88EFF891,91F8EF88,Metal Mammoth Behemoth,supertecnica
037F72A2,A2727F03,Midnight Sun-Bringer Glenr,supertecnica
D7AFA673,73A6AFD7,Patron Saint of Swots The Stationer,supertecnica
49C9969F,9F96C949,Prehistoric Chieftain Jagwarrior,supertecnica
9E014483,8344019E,Prince of the Astral Plane Zodiac,supertecnica
D70F1F1E,1E1F0FD7,Proto-Entertainer,supertecnica
50130C60,600C1350,Raven Wings Corvus,supertecnica
81D1B729,29B7D181,Royal Enchantress Black Queen,supertecnica
7AFC3594,9435FC7A,Royal Enchantress White Queen,supertecnica
61A1BA8C,8CBAA161,Ruler of the Seven Seas Poseidon,supertecnica
9908EC5F,5FEC0899,Sacred Serpent White Wyvern,supertecnica
D3712971,712971D3,Sacred Lance Clearbunny,supertecnica
1958F3F2,F2F35819,Shadow Shooter Trigger,supertecnica
8D8458C8,C858848D,Silver-Tempered Queen Argentia,supertecnica
83970970,70099783,Snow Nymph Chione,supertecnica
50D2A7DE,DEA7D250,Sorceress of the Dawn Amaterasu,supertecnica
56D8CE8B,8BCED856,Sovereign of the Skies Feng-Huang,supertecnica
2C6739AC,AC39672C,Standard-Bearer Brynhildr,supertecnica
