# Que version de cada pasiva va con cada rareza (NOTAS O-46, O-148).
# grupo = fila de la tabla del juego; rareza = 0 comun ... 4 leyenda, 5 sexta columna.
# Lo genera herramientas/construir_rareza_pasivas.py.
grupo,rareza,id,valor
210,4,99FA18D5,1
211,0,2AEAEF17,0.5
211,1,F8A1C7B7,0.6
211,2,42F0CE2E,0.7
211,3,D4C0C959,0.8
211,4,7755ADC7,1
212,0,BCDAE860,1
212,1,9DC67B0F,1.2
212,2,27977296,1.5
212,3,B1A775E1,1.7
212,4,1232117F,2
213,0,2DC757F0,0.5
213,1,CBD61857,0.6
213,2,718711CE,0.7
213,3,E7B716B9,0.8
213,4,44227227,1
214,0,BBF75087,0.5
214,1,AEB1A4EF,0.6
214,2,14E0AD76,0.7
214,3,82D0AA01,0.8
214,4,2145CE9F,1
215,0,5E7E97E7,0.5
215,1,94D7CCAF,0.6
215,2,2E86C536,0.7
215,3,B8B6C241,0.8
215,4,1B23A6DF,1
216,0,C84E9090,0.5
216,1,F1B07017,0.6
216,2,4BE1798E,0.7
216,3,DDD17EF9,0.8
216,4,7E441A67,1
217,0,721F9909,4
217,1,1F1FC505,5
217,2,A54ECC9C,6
217,3,337ECBEB,7
217,4,90EBAF75,8
218,0,E42F9E7E,4
218,1,7A7879BD,5
218,2,C0297024,6
218,3,56197753,7
218,4,F58C13CD,8
219,0,47BAFAE0,1.5
219,1,C340AE20,1.7
219,2,7911A7B9,2
219,3,EF21A0CE,2.2
219,4,4CB4C450,3
220,0,D18AFD97,1
220,1,A6271298,1.2
220,2,1C761B01,1.5
220,3,8A461C76,1.7
220,4,29D378E8,2
221,0,6BDBF40E,1
221,1,4888A78A,1.2
221,2,F2D9AE13,1.5
221,3,64E9A964,1.7
221,4,C77CCDFA,2
222,0,FDEBF379,1.5
222,1,2DEF1B32,2
222,2,97BE12AB,2.5
222,3,018E15DC,3
222,4,A21B7142,3.5
223,0,6CF64CE9,0.2
223,1,7BFF786A,0.4
223,2,C1AE71F3,0.6
223,3,579E7684,0.8
223,4,F40B121A,1
224,0,59052BCE,3
224,1,A29E9FA4,3.5
224,2,18CF963D,4
224,3,8EFF914A,4.5
224,4,2D6AF5D4,5
225,0,E3542257,3
225,1,4C312AB6,4
225,2,F660232F,5
225,3,60502458,6
225,4,C3C540C6,7
226,0,75642520,0.2
226,1,2956960E,0.4
226,2,93079F97,0.6
226,3,053798E0,0.8
226,4,A6A2FC7E,1
227,0,D6F141BE,2
227,1,906E4193,2.5
227,2,2A3F480A,3
227,3,BC0F4F7D,3.5
227,4,1F9A2BE3,4
228,0,40C146C9,4
228,1,F509FD2B,4.5
228,2,4F58F4B2,5
228,3,D968F3C5,5.5
228,4,7AFD975B,6
229,0,FA904F50,1
229,1,1BA64839,1.2
229,2,A1F741A0,1.5
229,3,37C746D7,1.7
229,4,94522249,2
230,0,6CA04827,4
230,1,7EC1F481,4.5
230,2,C490FD18,5
230,3,52A0FA6F,5.5
230,4,F1359EF1,6
231,0,FDBDF7B7,2.3
231,1,28D197D9,2.5
231,2,92809E40,3
231,3,04B09937,3.5
231,4,A725FDA9,4
232,0,6B8DF0C0,1
232,1,4DB62B61,1.2
232,2,F7E722F8,1.5
232,3,61D7258F,1.7
232,4,C2424111,2
233,0,8E0437A0,0.2
233,1,77D04321,0.4
233,2,CD814AB8,0.6
233,3,5BB14DCF,0.8
233,4,F8242951,1
234,0,183430D7,3
234,1,12B7FF99,3.5
234,2,A8E6F600,4
234,3,3ED6F177,4.5
234,4,9D4395E9,5
235,0,A265394E,4
235,1,FC184A8B,4.5
235,2,46494312,5
235,3,D0794465,5.5
235,4,73EC20FB,6
236,0,34553E39,0.1
236,1,997FF633,0.2
236,2,232EFFAA,0.2
236,3,B51EF8DD,0.3
236,4,168B9C43,0.4
237,0,97C05AA7,1
237,1,204721AE,2
237,2,9A162837,3
237,3,0C262F40,4
237,4,AFB34BDE,5
238,0,01F05DD0,2.3
238,1,45209D16,2.5
238,2,FF71948F,3
238,3,694193F8,3.5
238,4,CAD4F766,4
239,0,BBA15449,2
239,1,AB8F2804,2.5
239,2,11DE219D,3
239,3,87EE26EA,3.5
239,4,247B4274,4
240,0,2D91533E,2
240,1,CEE894BC,2.2
240,2,74B99D25,2.5
240,3,E2899A52,3.7
240,4,411CFECC,4
241,0,BC8CECAE,2
241,1,98F8F7E4,2.2
241,2,22A9FE7D,2.5
241,3,B499F90A,3.7
241,4,170C9D94,4
242,0,2ABCEBD9,2
242,1,FD9F4B5C,2.2
242,2,47CE42C5,2.5
242,3,D1FE45B2,3.7
242,4,726B212C,4
243,0,4D571A8B,0.2
243,1,A7AAE366,0.4
243,2,1DFBEAFF,0.6
243,3,8BCBED88,0.8
243,4,285E8916,1
244,0,DB671DFC,6
244,1,C2CD5FDE,7
244,2,789C5647,8
244,3,EEAC5130,9
244,4,4D3935AE,10
245,0,61361465,4.5
245,1,2C62EACC,5
245,2,9633E355,6
245,3,0003E422,7
245,4,A39680BC,8
246,0,F7061312,1
246,1,49055674,1.2
246,2,F3545FED,1.5
246,3,6564589A,1.7
246,4,C6F13C04,2
247,0,5493778C,0.1
247,1,F03D81E9,0.2
247,2,4A6C8870,0.2
247,3,DC5C8F07,0.3
247,4,7FC9EB99,0.4
248,0,C2A370FB,2
248,1,955A3D51,2.5
248,2,2F0B34C8,3
248,3,B93B33BF,3.5
248,4,1AAE5721,4
249,0,0C660192,0.04
249,1,1783835B,0.05
249,2,ADD28AC2,0.06
249,3,3BE28DB5,0.07
249,4,9877E92B,0.1
250,0,9A5606E5,
250,1,72E43FE3,
250,2,C8B5367A,
250,3,5E85310D,
250,4,FD105593,
251,0,20070F7C,
251,1,9C4B8AF1,
251,2,261A8368,
251,3,B02A841F,
251,4,13BFE081,
252,0,B637080B,
252,1,F92C3649,
252,2,437D3FD0,
252,3,D54D38A7,
252,4,76D85C39,
253,0,15A26C95,
253,1,4014E1D4,
253,2,FA45E84D,
253,3,6C75EF3A,
253,4,CFE08BA4,
254,0,83926BE2,
254,1,25735D6C,
254,2,9F2254F5,
254,3,09125382,
254,4,AA87371C,
255,0,39C3627B,
255,1,CBDCE87E,
255,2,718DE1E7,
255,3,E7BDE690,
255,4,4428820E,
256,0,AFF3650C,1.2
256,1,AEBB54C6,1.4
256,2,14EA5D5F,1.6
256,3,82DA5A28,1.8
256,4,214F3EB6,2
257,0,E92C4BF3,0.1
257,1,3C9E3568,0.2
257,2,86CF3CF1,0.3
257,3,10FF3B86,0.4
257,4,B36A5F18,0.5
258,0,537D426A,0.1
258,1,D231807A,0.2
258,2,686089E3,0.3
258,3,FE508E94,0.4
258,4,5DC5EA0A,0.5
259,0,C54D451D,0.1
259,1,B7563CC2,0.3
259,2,0D07355B,0.5
259,3,9B37322C,0.7
259,4,38A256B2,0.9
260,0,66D82183,0.1
260,1,0E6EEB5F,0.2
260,2,B43FE2C6,0.3
260,3,220FE5B1,0.4
260,4,819A812F,0.5
261,0,F0E826F4,0.1
261,1,6B0957E7,0.2
261,2,D1585E7E,0.3
261,3,47685909,0.4
261,4,E4FD3D97,0.5
262,0,4AB92F6D,0.1
262,1,85A6E2F5,0.2
262,2,3FF7EB6C,0.3
262,3,A9C7EC1B,0.4
262,4,0A528885,0.5
263,0,DC89281A,0.1
263,1,E0C15E4D,0.3
263,2,5A9057D4,0.5
263,3,CCA050A3,0.7
263,4,6F35343D,0.9
264,0,4D94978A,0.1
264,1,B6D13D15,0.2
264,2,0C80348C,0.3
264,3,9AB033FB,0.4
264,4,39255765,0.5
265,0,DBA490FD,0.1
265,1,D3B681AD,0.2
265,2,69E78834,0.3
265,3,FFD78F43,0.4
265,4,5C42EBDD,0.5
266,0,3E2D579D,0.1
266,1,E9D0E9ED,0.2
266,2,5381E074,0.3
266,3,C5B1E703,0.4
266,4,6624839D,0.5
267,0,A81D50EA,0.1
267,1,8CB75555,0.2
267,2,36E65CCC,0.3
267,3,A0D65BBB,0.4
267,4,03433F25,0.5
268,0,124C5973,2
268,1,6218E047,2.5
268,2,D849E9DE,3
268,3,4E79EEA9,3.5
268,4,EDEC8A37,4
269,0,847C5E04,2
269,1,077F5CFF,2.5
269,2,BD2E5566,3
269,3,2B1E5211,3.5
269,4,888B368F,4
270,0,27E93A9A,0.5
270,1,BE478B62,0.7
270,2,041682FB,1
270,3,9226858C,1.2
270,4,31B3E112,1.5
271,0,B1D93DED,0.5
271,1,DB2037DA,0.6
271,2,61713E43,0.7
271,3,F7413934,0.8
271,4,54D45DAA,1
272,0,0B883474,0.5
272,1,358F82C8,0.6
272,2,8FDE8B51,0.7
272,3,19EE8C26,0.8
272,4,BA7BE8B8,1
273,0,F9F06B41,2
273,1,2597F062,2.5
273,2,9FC6F9FB,3
273,3,09F6FE8C,3.5
273,4,AA639A12,4
274,0,43A162D8,1
274,1,CB384570,2
274,2,71694CE9,3
274,3,E7594B9E,4
274,4,44CC2F00,5
275,0,D59165AF,0.1
275,1,AE5FF9C8,0.2
275,2,140EF051,0.4
275,3,823EF726,0.6
275,4,21AB93B8,0.8
276,0,76040131,1
276,1,17672E55,1.2
276,2,AD3627CC,1.5
276,3,3B0620BB,1.7
276,4,98934425,2
277,0,E0340646,3
277,1,720092ED,3.2
277,2,C8519B74,3.5
277,3,5E619C03,3.7
277,4,FDF4F89D,4
278,0,5A650FDF,0.5
278,1,9CAF27FF,0.6
278,2,26FE2E66,0.7
278,3,B0CE2911,0.8
278,4,135B4D8F,1
279,0,CC5508A8,3.5
279,1,F9C89B47,3.7
279,2,439992DE,4
279,3,D5A995A9,4.3
279,4,763CF137,4.5
280,0,5D48B738,2
280,1,AFD8F81F,2.2
280,2,1589F186,2.5
280,3,83B9F6F1,2.7
280,4,202C926F,3
281,0,CB78B04F,0.5
281,1,CABF44A7,0.6
281,2,70EE4D3E,0.7
281,3,E6DE4A49,0.8
281,4,454B2ED7,1
282,0,2EF1772F,0.1
282,1,F0D92CE7,0.2
282,2,4A88257E,0.3
282,3,DCB82209,0.4
282,4,7F2D4697,0.5
283,0,B8C17058,1.5
283,1,95BE905F,1.7
283,2,2FEF99C6,2
283,3,B9DF9EB1,2.2
283,4,1A4AFA2F,2.5
284,0,029079C1,1.5
284,1,7B11254D,1.8
284,2,C1402CD4,2.2
284,3,57702BA3,2.6
284,4,F4E54F3D,3
285,0,94A07EB6,0.1
285,1,1E7699F5,0.1
285,2,A427906C,0.2
285,3,3217971B,0.2
285,4,9182F385,0.3
286,0,37351A28,0.6
286,1,A74E4E68,1.2
286,2,1D1F47F1,1.8
286,3,8B2F4086,2.4
286,4,28BA2418,3
287,0,A1051D5F,2
287,1,C229F2D0,2.3
287,2,7878FB49,2.5
287,3,EE48FC3E,2.7
287,4,4DDD98A0,3
288,0,1B5414C6,1
288,1,2C8647C2,1.5
288,2,96D74E5B,2
288,3,00E7492C,2.5
288,4,A3722DB2,3
289,0,8D6413B1,1.5
289,1,49E1FB7A,1.7
289,2,F3B0F2E3,2
289,3,6580F594,2.2
289,4,C615910A,2.5
290,0,1C79AC21,1.5
290,1,1FF19822,1.7
290,2,A5A091BB,2
290,3,339096CC,2.2
290,4,9005F252,2.5
291,0,8A49AB56,1.5
291,1,7A96249A,1.7
291,2,C0C72D03,2
291,3,56F72A74,2.2
291,4,F5624EEA,2.5
292,0,EDA25A04,0.1
292,1,20A38CA0,0.2
292,2,9AF28539,0.4
292,3,0CC2824E,0.6
292,4,AF57E6D0,0.8
293,0,7B925D73,4
293,1,45C43018,4.5
293,2,FF953981,5
293,3,69A53EF6,5.5
293,4,CA305A68,6
294,0,C1C354EA,4
294,1,AB6B850A,4.5
294,2,113A8C93,5
294,3,870A8BE4,5.5
294,4,249FEF7A,6
295,0,57F3539D,0.5
295,1,CE0C39B2,0.6
295,2,745D302B,0.7
295,3,E26D375C,0.8
295,4,41F853C2,1
296,0,F4663703,0.1
296,1,7734EE2F,0.1
296,2,CD65E7B6,0.2
296,3,5B55E0C1,0.2
296,4,F8C0845F,0.3
297,0,BB6D019C,4
297,1,47B26678,4.5
297,2,FDE36FE1,5
297,3,6BD36896,5.5
297,4,C8460C08,6
298,0,013C0805,1.5
298,1,A91DD36A,1.8
298,2,134CDAF3,2.2
298,3,857CDD84,2.6
298,4,26E9B91A,3
299,0,970C0F72,10
299,1,CC7A6FD2,12
299,2,762B664B,14
299,3,E01B613C,16
299,4,438E05A2,18
300,0,34996BEC,4
300,1,7542B84F,4.5
300,2,CF13B1D6,5
300,3,5923B6A1,5.5
300,4,FAB6D23F,6
301,0,A2A96C9B,4
301,1,102504F7,4.5
301,2,AA740D6E,5
301,3,3C440A19,5.5
301,4,9FD16E87,6
302,0,18F86502,1.5
302,1,FE8AB1E5,1.8
302,2,44DBB87C,2.2
302,3,D2EBBF0B,2.6
302,4,717EDB95,3
303,0,8EC86275,10
303,1,9BED0D5D,12
303,2,21BC04C4,14
303,3,B78C03B3,16
303,4,1419672D,18
304,0,1FD5DDE5,4
304,1,CDFD6E05,4.5
304,2,77AC679C,5
304,3,E19C60EB,5.5
304,4,42090475,6
305,0,89E5DA92,1.5
305,1,A89AD2BD,1.8
305,2,12CBDB24,2.2
305,3,84FBDC53,2.6
305,4,276EB8CD,3
306,0,6C6C1DF2,1.5
306,1,92FCBAFD,1.8
306,2,28ADB364,2.2
306,3,BE9DB413,2.6
306,4,1D08D08D,3
307,0,FA5C1A85,1.5
307,1,F79B0645,1.8
307,2,4DCA0FDC,2.2
307,3,DBFA08AB,2.6
307,4,786F6C35,3
308,0,400D131C,15
308,1,1934B357,17
308,2,A365BACE,20
308,3,3555BDB9,22
308,4,96C0D927,25
309,0,D63D146B,15
309,1,7C530FEF,17
309,2,C6020676,20
309,3,50320101,22
309,4,F3A7659F,25
310,0,75A870F5,5
310,1,C56BD872,6
310,2,7F3AD1EB,7
310,3,E90AD69C,8
310,4,4A9FB202,9
311,0,E3987782,4
311,1,A00C64CA,4.5
311,2,1A5D6D53,5
311,3,8C6D6A24,5.5
311,4,2FF80EBA,6
312,0,59C97E1B,4
312,1,4EA3D1D8,4.5
312,2,F4F2D841,5
312,3,62C2DF36,5.5
312,4,C157BBA8,6
313,0,6B17A1DB,9
313,1,A4B5E9F6,10.5
313,2,1EE4E06F,12
313,3,88D4E718,13.5
313,4,2B418386,15
314,0,D146A842,9
314,1,4A1A5CE4,12
314,2,F04B557D,15
314,3,667B520A,18
314,4,C5EE3694,21
315,0,4776AF35,1
315,1,2F7DE05C,1.5
315,2,952CE9C5,2
315,3,031CEEB2,2.5
315,4,A0898A2C,3
316,0,E4E3CBAB,4
316,1,964537C1,6
316,2,2C143E58,8
316,3,BA24392F,10
316,4,19B15DB1,12
317,0,72D3CCDC,10
317,1,F3228B79,12
317,2,497382E0,14
317,3,DF438597,16
317,4,7CD6E109,18
318,0,C882C545,4
318,1,1D8D3E6B,4.5
318,2,A7DC37F2,5
318,3,31EC3085,5.5
318,4,9279541B,6
319,0,5EB2C232,10
319,1,78EA82D3,12
319,2,C2BB8B4A,14
319,3,548B8C3D,16
319,4,F71EE8A3,18
320,0,CFAF7DA2,4
320,1,2EFAE18B,6
320,2,94ABE812,8
320,3,029BEF65,10
320,4,A10E8BFB,12
321,0,599F7AD5,4
321,1,4B9D5D33,4.5
321,2,F1CC54AA,5
321,3,67FC53DD,5.5
321,4,C4693743,6
322,0,BC16BDB5,1.8
322,1,71FB3573,2.1
322,2,CBAA3CEA,2.4
322,3,5D9A3B9D,2.7
322,4,FE0F5F03,3
323,0,2A26BAC2,10
323,1,149C89CB,11
323,2,AECD8052,12
323,3,38FD8725,13
323,4,9B68E3BB,15
324,0,9077B35B,10
324,1,FA333CD9,12
324,2,40623540,14
324,3,D6523237,16
324,4,75C756A9,18
325,0,0647B42C,0.8
325,1,9F548061,0.9
325,2,250589F8,1
325,3,B3358E8F,1.1
325,4,10A0EA11,1.2
326,0,A5D2D0B2,7
326,1,266C57FC,9
326,2,9C3D5E65,11
326,3,0A0D5912,13
326,4,A9983D8C,15
327,0,33E2D7C5,4
327,1,430BEB44,6
327,2,F95AE2DD,8
327,3,6F6AE5AA,10
327,4,CCFF8134,12
328,0,89B3DE5C,8
328,1,ADA45E56,9
328,2,17F557CF,10
328,3,81C550B8,11
328,4,22503426,12
329,0,1F83D92B,8
329,1,C8C3E2EE,9
329,2,7292EB77,10
329,3,E4A2EC00,11
329,4,4737889E,12
330,0,8E9E66BB,8
330,1,9ED381B6,9
330,2,2482882F,10
330,3,B2B28F58,11
330,4,1127EBC6,12
331,0,18AE61CC,8
331,1,FBB43D0E,9
331,2,41E53497,10
331,3,D7D533E0,11
331,4,7440577E,12
332,0,7F45909E,1
332,1,A1819534,1.5
332,2,1BD09CAD,2
332,3,8DE09BDA,2.5
332,4,2E75FF44,3
333,0,E97597E9,12
333,1,C4E6298C,15
333,2,7EB72015,20
333,3,E8872762,25
333,4,4B1243FC,30
334,0,53249E70,20
334,1,2A499C9E,22
334,2,90189507,23
334,3,06289270,24
334,4,A5BDF6EE,25
335,0,C5149907,4
335,1,4F2E2026,4.5
335,2,F57F29BF,5
335,3,634F2EC8,5.5
335,4,C0DA4A56,6
336,0,6681FD99,0.6
336,1,F616F7BB,0.8
336,2,4C47FE22,1
336,3,DA77F955,1.1
336,4,79E29DCB,1.2
337,0,F0B1FAEE,8
337,1,93714B03,9
337,2,2920429A,10
337,3,BF1045ED,11
337,4,1C852173,12
338,0,3E748B87,0.120000005
338,1,11A8F509,0.15
338,2,ABF9FC90,0.18
338,3,3DC9FBE7,0.21000001
338,4,9E5C9F79,0.3
339,0,A8448CF0,
339,1,74CF49B1,
339,2,CE9E4028,
339,3,58AE475F,
339,4,FB3B23C1,
340,0,12158569,
340,1,9A60FCA3,
340,2,2031F53A,
340,3,B601F24D,
340,4,159496D3,
341,0,8425821E,
341,1,FF07401B,
341,2,45564982,
341,3,D3664EF5,
341,4,70F32A6B,
342,0,27B0E680,
342,1,463F9786,
342,2,FC6E9E1F,
342,3,6A5E9968,
342,4,C9CBFDF6,
343,0,B180E1F7,
343,1,23582B3E,
343,2,990922A7,
343,3,0F3925D0,
343,4,ACAC414E,
344,0,0BD1E86E,
344,1,CDF79E2C,
344,2,77A697B5,
344,3,E19690C2,
344,4,4203F45C,
345,0,9DE1EF19,2
345,1,A8902294,3
345,2,12C12B0D,4
345,3,84F12C7A,5
345,4,276448E4,6
346,0,DB3EC1E6,1.5
346,1,3AB5433A,1.8
346,2,80E44AA3,2.2
346,3,16D44DD4,2.6
346,4,B541294A,3
347,0,616FC87F,0.5
347,1,D41AF628,0.7
347,2,6E4BFFB1,1
347,3,F87BF8C6,1.2
347,4,5BEE9C58,1.5
348,0,F75FCF08,5
348,1,B17D4A90,6
348,2,0B2C4309,7
348,3,9D1C447E,8
348,4,3E8920E0,9
349,0,54CAAB96,1.5
349,1,08459D0D,1.8
349,2,B2149494,2.2
349,3,242493E3,2.6
349,4,87B1F77D,3
350,0,C2FAACE1,1.5
350,1,6D2221B5,1.8
350,2,D773282C,2.2
350,3,41432F5B,2.6
350,4,E2D64BC5,3
351,0,78ABA578,0.5
351,1,838D94A7,0.7
351,2,39DC9D3E,1
351,3,AFEC9A49,1.2
351,4,0C79FED7,1.5
352,0,EE9BA20F,5
352,1,E6EA281F,6
352,2,5CBB2186,7
352,3,CA8B26F1,8
352,4,691E426F,9
353,0,7F861D9F,1.5
353,1,B0FA4B47,1.8
353,2,0AAB42DE,2.2
353,3,9C9B45A9,2.6
353,4,3F0E2137,3
354,0,E9B61AE8,0.5
354,1,D59DF7FF,0.7
354,2,6FCCFE66,1
354,3,F9FCF911,1.2
354,4,5A699D8F,1.5
355,0,0C3FDD88,0.5
355,1,EFFB9FBF,0.7
355,2,55AA9626,1
355,3,C39A9151,1.2
355,4,600FF5CF,1.5
356,0,9A0FDAFF,0.5
356,1,8A9C2307,0.7
356,2,30CD2A9E,1
356,3,A6FD2DE9,1.2
356,4,05684977,1.5
357,0,205ED366,4
357,1,64339615,6
357,2,DE629F8C,8
357,3,485298FB,10
357,4,EBC7FC65,12
358,0,B66ED411,4
358,1,01542AAD,6
358,2,BB052334,8
358,3,2D352443,10
358,4,8EA040DD,12
359,0,15FBB08F,2.5
359,1,B86CFD30,3
359,2,023DF4A9,3.5
359,3,940DF3DE,4
359,4,37989740,4.5
360,0,83CBB7F8,1.5
360,1,DD0B4188,1.8
360,2,675A4811,2.2
360,3,F16A4F66,2.6
360,4,52FF2BF8,3
361,0,399ABE61,1.5
361,1,33A4F49A,1.8
361,2,89F5FD03,2.2
361,3,1FC5FA74,2.6
361,4,BC509EEA,3
362,0,CBE2E154,6
362,1,23BC8630,7.5
362,2,99ED8FA9,9
362,3,0FDD88DE,10.5
362,4,AC48EC40,12
363,0,71B3E8CD,3
363,1,CD133322,6
363,2,77423ABB,9
363,3,E1723DCC,12
363,4,42E75952,15
364,0,E783EFBA,0.9
364,1,A8748F9A,1.2
364,2,12258603,1.5
364,3,84158174,1.8
364,4,2780E5EA,2
365,0,44168B24,4
365,1,114C5807,4.5
365,2,AB1D519E,5
365,3,3D2D56E9,5.5
365,4,9EB83277,6
366,0,D2268C53,8
366,1,742BE4BF,9
366,2,CE7AED26,10
366,3,584AEA51,11
366,4,FBDF8ECF,12
367,0,687785CA,1.5
367,1,9A8451AD,1.8
367,2,20D55834,2.2
367,3,B6E55F43,2.6
367,4,15703BDD,3
368,0,FE4782BD,9.5
368,1,FFE3ED15,10.5
368,2,45B2E48C,11.5
368,3,D382E3FB,12.5
368,4,70178765,13.5
369,0,6F5A3D2D,3
369,1,A9F38E4D,4.5
369,2,13A287D4,6
369,3,859280A3,7.5
369,4,2607E43D,9
370,0,F96A3A5A,1.5
370,1,CC9432F5,1.8
370,2,76C53B6C,2.2
370,3,E0F53C1B,2.6
370,4,43605885,3
371,0,1CE3FD3A,0.4
371,1,F6F25AB5,0.8
371,2,4CA3532C,1.2
371,3,DA93545B,1.6
371,4,790630C5,2
372,0,8AD3FA4D,5
372,1,9395E60D,5.5
372,2,29C4EF94,6
372,3,BFF4E8E3,6.5
372,4,1C618C7D,7.5
373,0,3082F3D4,5
373,1,7D3A531F,6
373,2,C76B5A86,7
373,3,515B5DF1,8
373,4,F2CE396F,9
374,0,A6B2F4A3,0.5
374,1,185DEFA7,0.6
374,2,A20CE63E,0.7
374,3,343CE149,0.8
374,4,97A985D7,0.9
375,0,0527903D,6
375,1,A165383A,7
375,2,1B3431A3,8
375,3,8D0436D4,9
375,4,2E91524A,10
376,0,9317974A,3
376,1,C4028482,4.5
376,2,7E538D1B,6
376,3,E8638A6C,7.5
376,4,4BF6EEF2,9
377,0,29469ED3,6
377,1,2AAD3190,7
377,2,90FC3809,8
377,3,06CC3F7E,9
377,4,A5595BE0,10
378,0,BF7699A4,5.5
378,1,4FCA8D28,6
378,2,F59B84B1,6.5
378,3,63AB83C6,7
378,4,C03EE758,7.5
379,0,2E6B2634,5.5
379,1,19DAEE70,6
379,2,A38BE7E9,6.5
379,3,35BBE09E,7
379,4,962E8400,7.5
380,0,B85B2143,5.5
380,1,7CBD52C8,6
380,2,C6EC5B51,6.5
380,3,50DC5C26,7
380,4,F34938B8,7.5
381,0,DFB0D011,0.3
381,1,2688FAF2,0.5
381,2,9CD9F36B,1
381,3,0AE9F41C,1.5
381,4,A97C9082,2
382,0,4980D766,10
382,1,43EF464A,12
382,2,F9BE4FD3,14
382,3,6F8E48A4,16
382,4,CC1B2C3A,18
383,0,F3D1DEFF,10
383,1,AD40F358,12
383,2,1711FAC1,14
383,3,8121FDB6,16
383,4,22B49928,18
384,0,65E1D988,1.5
384,1,C8274FE0,1.8
384,2,72764679,2.2
384,3,E446410E,2.6
384,4,47D32590,3
385,0,C674BD16,0.5
385,1,711F987D,0.6
385,2,CB4E91E4,0.7
385,3,5D7E9693,0.8
385,4,FEEBF20D,0.9
386,0,1AF12A5C,1.5
386,1,1AF12A5C,1.5
386,2,1AF12A5C,1.5
386,3,1AF12A5C,1.5
386,4,1AF12A5C,1.5
387,0,2801F46B,1.5
387,1,2801F46B,1.5
387,2,2801F46B,1.5
387,3,2801F46B,1.5
387,4,2801F46B,1.5
388,0,90BE2221,1.5
388,1,90BE2221,1.5
388,2,90BE2221,1.5
388,3,90BE2221,1.5
388,4,90BE2221,1.5
389,0,BBF29428,1.5
389,1,BBF29428,1.5
389,2,BBF29428,1.5
389,3,BBF29428,1.5
389,4,BBF29428,1.5
390,0,F5D99E99,3.5
390,1,F5D99E99,3.5
390,2,F5D99E99,3.5
390,3,F5D99E99,3.5
390,4,F5D99E99,3.5
391,0,FD4F28EE,3.5
391,1,FD4F28EE,3.5
391,2,FD4F28EE,3.5
391,3,FD4F28EE,3.5
391,4,FD4F28EE,3.5
392,0,13E09DFC,2
392,1,13E09DFC,2
392,2,13E09DFC,2
392,3,13E09DFC,2
392,4,13E09DFC,2
393,0,2097421C,3.5
393,1,2097421C,3.5
393,2,2097421C,3.5
393,3,2097421C,3.5
393,4,2097421C,3.5
394,0,F9235A84,8
394,1,F9235A84,8
394,2,F9235A84,8
394,3,F9235A84,8
394,4,F9235A84,8
395,0,D542546A,8
395,1,D542546A,8
395,2,D542546A,8
395,3,D542546A,8
395,4,D542546A,8
396,0,CC86396D,7
396,1,CC86396D,7
396,2,CC86396D,7
396,3,CC86396D,7
396,4,CC86396D,7
397,0,CBAB818A,8
397,1,CBAB818A,8
397,2,CBAB818A,8
397,3,CBAB818A,8
397,4,CBAB818A,8
398,0,B812419D,7
398,1,B812419D,7
398,2,B812419D,7
398,3,B812419D,7
398,4,B812419D,7
399,0,94734F73,5
399,1,94734F73,5
399,2,94734F73,5
399,3,94734F73,5
399,4,94734F73,5
400,0,A1D62C9A,7
400,1,A1D62C9A,7
400,2,A1D62C9A,7
400,3,A1D62C9A,7
400,4,A1D62C9A,7
401,0,16D4E13E,1
401,1,16D4E13E,1
401,2,16D4E13E,1
401,3,16D4E13E,1
401,4,16D4E13E,1
402,0,8A9A9A93,8
402,1,8A9A9A93,8
402,2,8A9A9A93,8
402,3,8A9A9A93,8
402,4,8A9A9A93,8
403,0,1CAA9DE4,8
403,1,1CAA9DE4,8
403,2,1CAA9DE4,8
403,3,1CAA9DE4,8
403,4,1CAA9DE4,8
404,0,E9B407A5,8
404,1,E9B407A5,8
404,2,E9B407A5,8
404,3,E9B407A5,8
404,4,E9B407A5,8
405,0,E8A7749E,1
405,1,E8A7749E,1
405,2,E8A7749E,1
405,3,E8A7749E,1
405,4,E8A7749E,1
406,0,357F1E6C,1
406,1,357F1E6C,1
406,2,357F1E6C,1
406,3,357F1E6C,1
406,4,357F1E6C,1
407,0,84E41252,5
407,1,84E41252,5
407,2,84E41252,5
407,3,84E41252,5
407,4,84E41252,5
408,0,B14171BB,7
408,1,B14171BB,7
408,2,B14171BB,7
408,3,B14171BB,7
408,4,B14171BB,7
409,0,47B73F79,6
409,1,47B73F79,6
409,2,47B73F79,6
409,3,47B73F79,6
409,4,47B73F79,6
410,0,A7FC640E,6
410,1,A7FC640E,6
410,2,A7FC640E,6
410,3,A7FC640E,6
410,4,A7FC640E,6
411,0,72125C90,2
411,1,72125C90,2
411,2,72125C90,2
411,3,72125C90,2
411,4,72125C90,2
412,0,7BA30F2B,2
412,1,7BA30F2B,2
412,2,7BA30F2B,2
412,3,7BA30F2B,2
412,4,7BA30F2B,2
413,0,CF6EEDEE,4
413,1,CF6EEDEE,4
413,2,CF6EEDEE,4
413,3,CF6EEDEE,4
413,4,CF6EEDEE,4
414,0,595EEA99,4
414,1,595EEA99,4
414,2,595EEA99,4
414,3,595EEA99,4
414,4,595EEA99,4
415,0,186FF180,0.4
415,1,186FF180,0.4
415,2,186FF180,0.4
415,3,186FF180,0.4
415,4,186FF180,0.4
416,0,C99ABCE7,4
