# Nombres sacados de los ficheros del propio juego.
# id = los 4 bytes tal y como aparecen en la partida.
# Lo genera herramientas/construir_nombres_es.py.
id,categoria,nombre_es,nombre_en
CDCE2F15,pasiva,"Cuando un jugador del mismo elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]","When a player of the same element is nearby, \\nOwn Shot AT [CPASSIVE01]+<VALUE>%[C]"
6E5B4B8B,pasiva,"Cuando un jugador del mismo elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]","When a player of the same element is nearby, \\nOwn Shot AT [CPASSIVE01]+<VALUE>%[C]"
76A81D08,pasiva,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]","When a player of the same element is nearby, \\nOwn Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
84C89D43,pasiva,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]","When a player of the same element is nearby, \\nOwn Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
3E9994DA,pasiva,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]","When a player of the same element is nearby, \\nOwn Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
A8A993AD,pasiva,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]","When a player of the same element is nearby, \\nOwn Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
0B3CF733,pasiva,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]","When a player of the same element is nearby, \\nOwn Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
CCF91491,pasiva,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]","When a player of the same element is nearby, \\nOwn Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
6A672851,pasiva,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]","When a player of the same element is nearby, \\nOwn Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
D03621C8,pasiva,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]","When a player of the same element is nearby, \\nOwn Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
460626BF,pasiva,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]","When a player of the same element is nearby, \\nOwn Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
E5934221,pasiva,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]","When a player of the same element is nearby, \\nOwn Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
5AC913E6,pasiva,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de disputa [CPASSIVE01]+<VALUE> %[C]","When a player of the same element is nearby, \\nOwn Scramble AT & DF [CPASSIVE01]+<VALUE>%[C]"
0F0094E9,pasiva,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de disputa [CPASSIVE01]+<VALUE> %[C]","When a player of the same element is nearby, \\nOwn Scramble AT & DF [CPASSIVE01]+<VALUE>%[C]"
B5519D70,pasiva,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de disputa [CPASSIVE01]+<VALUE> %[C]","When a player of the same element is nearby, \\nOwn Scramble AT & DF [CPASSIVE01]+<VALUE>%[C]"
23619A07,pasiva,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de disputa [CPASSIVE01]+<VALUE> %[C]","When a player of the same element is nearby, \\nOwn Scramble AT & DF [CPASSIVE01]+<VALUE>%[C]"
80F4FE99,pasiva,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de disputa [CPASSIVE01]+<VALUE> %[C]","When a player of the same element is nearby, \\nOwn Scramble AT & DF [CPASSIVE01]+<VALUE>%[C]"
F95C7778,pasiva,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de disputa [CPASSIVE01]+<VALUE> %[C]","When a player of the same element is nearby, \\nOwn Scramble AT & DF [CPASSIVE01]+<VALUE>%[C]"
B6384374,pasiva,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de disputa [CPASSIVE01]+<VALUE> %[C]","When a player of the same element is nearby, \\nOwn Scramble AT & DF [CPASSIVE01]+<VALUE>%[C]"
0C694AED,pasiva,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de disputa [CPASSIVE01]+<VALUE> %[C]","When a player of the same element is nearby, \\nOwn Scramble AT & DF [CPASSIVE01]+<VALUE>%[C]"
9A594D9A,pasiva,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de disputa [CPASSIVE01]+<VALUE> %[C]","When a player of the same element is nearby, \\nOwn Scramble AT & DF [CPASSIVE01]+<VALUE>%[C]"
39CC2904,pasiva,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de disputa [CPASSIVE01]+<VALUE> %[C]","When a player of the same element is nearby, \\nOwn Scramble AT & DF [CPASSIVE01]+<VALUE>%[C]"
6F6C700F,pasiva,"Cuando un jugador del mismo elemento está cerca, \\nDF propia del muro [CPASSIVE01]+<VALUE> %[C]","When a player of the same element is nearby, \\nOwn Castle Wall DF [CPASSIVE01]+<VALUE>%[C]"
D35FFFCC,pasiva,"Cuando un jugador del mismo elemento está cerca, \\nDF propia del muro [CPASSIVE01]+<VALUE> %[C]","When a player of the same element is nearby, \\nOwn Castle Wall DF [CPASSIVE01]+<VALUE>%[C]"
690EF655,pasiva,"Cuando un jugador del mismo elemento está cerca, \\nDF propia del muro [CPASSIVE01]+<VALUE> %[C]","When a player of the same element is nearby, \\nOwn Castle Wall DF [CPASSIVE01]+<VALUE>%[C]"
FF3EF122,pasiva,"Cuando un jugador del mismo elemento está cerca, \\nDF propia del muro [CPASSIVE01]+<VALUE> %[C]","When a player of the same element is nearby, \\nOwn Castle Wall DF [CPASSIVE01]+<VALUE>%[C]"
5CAB95BC,pasiva,"Cuando un jugador del mismo elemento está cerca, \\nDF propia del muro [CPASSIVE01]+<VALUE> %[C]","When a player of the same element is nearby, \\nOwn Castle Wall DF [CPASSIVE01]+<VALUE>%[C]"
D53D7996,pasiva,"Cuando un jugador del mismo elemento está cerca, \\nDF propia del muro [CPASSIVE01]+<VALUE> %[C]","When a player of the same element is nearby, \\nOwn Castle Wall DF [CPASSIVE01]+<VALUE>%[C]"
3DF04ADE,pasiva,"Cuando un jugador del mismo elemento está cerca, \\nDF propia del muro [CPASSIVE01]+<VALUE> %[C]","When a player of the same element is nearby, \\nOwn Castle Wall DF [CPASSIVE01]+<VALUE>%[C]"
87A14347,pasiva,"Cuando un jugador del mismo elemento está cerca, \\nDF propia del muro [CPASSIVE01]+<VALUE> %[C]","When a player of the same element is nearby, \\nOwn Castle Wall DF [CPASSIVE01]+<VALUE>%[C]"
11914430,pasiva,"Cuando un jugador del mismo elemento está cerca, \\nDF propia del muro [CPASSIVE01]+<VALUE> %[C]","When a player of the same element is nearby, \\nOwn Castle Wall DF [CPASSIVE01]+<VALUE>%[C]"
B20420AE,pasiva,"Cuando un jugador del mismo elemento está cerca, \\nDF propia del muro [CPASSIVE01]+<VALUE> %[C]","When a player of the same element is nearby, \\nOwn Castle Wall DF [CPASSIVE01]+<VALUE>%[C]"
430D7EE1,pasiva,"Cuando un jugador de otro elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]","When a player of a different element is nearby, \\nOwn Shot AT [CPASSIVE01]+<VALUE>%[C]"
5897F666,pasiva,"Cuando un jugador de otro elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]","When a player of a different element is nearby, \\nOwn Shot AT [CPASSIVE01]+<VALUE>%[C]"
E2C6FFFF,pasiva,"Cuando un jugador de otro elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]","When a player of a different element is nearby, \\nOwn Shot AT [CPASSIVE01]+<VALUE>%[C]"
74F6F888,pasiva,"Cuando un jugador de otro elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]","When a player of a different element is nearby, \\nOwn Shot AT [CPASSIVE01]+<VALUE>%[C]"
D7639C16,pasiva,"Cuando un jugador de otro elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]","When a player of a different element is nearby, \\nOwn Shot AT [CPASSIVE01]+<VALUE>%[C]"
D210C171,pasiva,"Cuando un jugador de otro elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]","When a player of a different element is nearby, \\nOwn Shot AT [CPASSIVE01]+<VALUE>%[C]"
0E87953E,pasiva,"Cuando un jugador de otro elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]","When a player of a different element is nearby, \\nOwn Shot AT [CPASSIVE01]+<VALUE>%[C]"
B4D69CA7,pasiva,"Cuando un jugador de otro elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]","When a player of a different element is nearby, \\nOwn Shot AT [CPASSIVE01]+<VALUE>%[C]"
22E69BD0,pasiva,"Cuando un jugador de otro elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]","When a player of a different element is nearby, \\nOwn Shot AT [CPASSIVE01]+<VALUE>%[C]"
8173FF4E,pasiva,"Cuando un jugador de otro elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]","When a player of a different element is nearby, \\nOwn Shot AT [CPASSIVE01]+<VALUE>%[C]"
4420C606,pasiva,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]","When a player of a different element is nearby, \\nOwn Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
6BE02986,pasiva,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]","When a player of a different element is nearby, \\nOwn Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
D1B1201F,pasiva,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]","When a player of a different element is nearby, \\nOwn Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
47812768,pasiva,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]","When a player of a different element is nearby, \\nOwn Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
E41443F6,pasiva,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]","When a player of a different element is nearby, \\nOwn Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
A1A90166,pasiva,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]","When a player of a different element is nearby, \\nOwn Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
518641C6,pasiva,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]","When a player of a different element is nearby, \\nOwn Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
EBD7485F,pasiva,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]","When a player of a different element is nearby, \\nOwn Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
7DE74F28,pasiva,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]","When a player of a different element is nearby, \\nOwn Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
DE722BB6,pasiva,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]","When a player of a different element is nearby, \\nOwn Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
37990611,pasiva,"Cuando un jugador de otro elemento está cerca, \\nDF propia del muro [CPASSIVE01]+<VALUE> %[C]","When a player of a different element is nearby, \\nOwn Castle Wall DF [CPASSIVE01]+<VALUE>%[C]"
34E1FD7E,pasiva,"Cuando un jugador de otro elemento está cerca, \\nDF propia del muro [CPASSIVE01]+<VALUE> %[C]","When a player of a different element is nearby, \\nOwn Castle Wall DF [CPASSIVE01]+<VALUE>%[C]"
8EB0F4E7,pasiva,"Cuando un jugador de otro elemento está cerca, \\nDF propia del muro [CPASSIVE01]+<VALUE> %[C]","When a player of a different element is nearby, \\nOwn Castle Wall DF [CPASSIVE01]+<VALUE>%[C]"
1880F390,pasiva,"Cuando un jugador de otro elemento está cerca, \\nDF propia del muro [CPASSIVE01]+<VALUE> %[C]","When a player of a different element is nearby, \\nOwn Castle Wall DF [CPASSIVE01]+<VALUE>%[C]"
BB15970E,pasiva,"Cuando un jugador de otro elemento está cerca, \\nDF propia del muro [CPASSIVE01]+<VALUE> %[C]","When a player of a different element is nearby, \\nOwn Castle Wall DF [CPASSIVE01]+<VALUE>%[C]"
8DC80F88,pasiva,"Cuando un jugador de otro elemento está cerca, \\nDF propia del muro [CPASSIVE01]+<VALUE> %[C]","When a player of a different element is nearby, \\nOwn Castle Wall DF [CPASSIVE01]+<VALUE>%[C]"
DA4E486C,pasiva,"Cuando un jugador de otro elemento está cerca, \\nDF propia del muro [CPASSIVE01]+<VALUE> %[C]","When a player of a different element is nearby, \\nOwn Castle Wall DF [CPASSIVE01]+<VALUE>%[C]"
601F41F5,pasiva,"Cuando un jugador de otro elemento está cerca, \\nDF propia del muro [CPASSIVE01]+<VALUE> %[C]","When a player of a different element is nearby, \\nOwn Castle Wall DF [CPASSIVE01]+<VALUE>%[C]"
F62F4682,pasiva,"Cuando un jugador de otro elemento está cerca, \\nDF propia del muro [CPASSIVE01]+<VALUE> %[C]","When a player of a different element is nearby, \\nOwn Castle Wall DF [CPASSIVE01]+<VALUE>%[C]"
55BA221C,pasiva,"Cuando un jugador de otro elemento está cerca, \\nDF propia del muro [CPASSIVE01]+<VALUE> %[C]","When a player of a different element is nearby, \\nOwn Castle Wall DF [CPASSIVE01]+<VALUE>%[C]"
1BF808FF,pasiva,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo propio,"On your half of the pitch, \\nOwn Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
BF29F4D4,pasiva,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo propio,"On your half of the pitch, \\nOwn Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
0578FD4D,pasiva,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo propio,"On your half of the pitch, \\nOwn Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
9348FA3A,pasiva,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo propio,"On your half of the pitch, \\nOwn Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
30DD9EA4,pasiva,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo propio,"On your half of the pitch, \\nOwn Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
B86D6C61,pasiva,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo propio,"On your half of the pitch, \\nOwn Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
06112349,pasiva,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo propio,"On your half of the pitch, \\nOwn Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
BC402AD0,pasiva,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo propio,"On your half of the pitch, \\nOwn Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
2A702DA7,pasiva,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo propio,"On your half of the pitch, \\nOwn Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
89E54939,pasiva,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo propio,"On your half of the pitch, \\nOwn Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
2E5D6B16,pasiva,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] en campo propio,"On your half of the pitch, \\nOwn Scramble AT & DF [CPASSIVE01]+<VALUE>%[C]"
63769FF1,pasiva,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] en campo propio,"On your half of the pitch, \\nOwn Scramble AT & DF [CPASSIVE01]+<VALUE>%[C]"
D9279668,pasiva,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] en campo propio,"On your half of the pitch, \\nOwn Scramble AT & DF [CPASSIVE01]+<VALUE>%[C]"
4F17911F,pasiva,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] en campo propio,"On your half of the pitch, \\nOwn Scramble AT & DF [CPASSIVE01]+<VALUE>%[C]"
EC82F581,pasiva,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] en campo propio,"On your half of the pitch, \\nOwn Scramble AT & DF [CPASSIVE01]+<VALUE>%[C]"
940C628F,pasiva,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] en campo propio,"On your half of the pitch, \\nOwn Scramble AT & DF [CPASSIVE01]+<VALUE>%[C]"
8DD92AE3,pasiva,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] en campo propio,"On your half of the pitch, \\nOwn Scramble AT & DF [CPASSIVE01]+<VALUE>%[C]"
3788237A,pasiva,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] en campo propio,"On your half of the pitch, \\nOwn Scramble AT & DF [CPASSIVE01]+<VALUE>%[C]"
A1B8240D,pasiva,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] en campo propio,"On your half of the pitch, \\nOwn Scramble AT & DF [CPASSIVE01]+<VALUE>%[C]"
022D4093,pasiva,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] en campo propio,"On your half of the pitch, \\nOwn Scramble AT & DF [CPASSIVE01]+<VALUE>%[C]"
023C65F8,pasiva,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,"On your half of the pitch, \\nTeam Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
E8BE965B,pasiva,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,"On your half of the pitch, \\nTeam Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
52EF9FC2,pasiva,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,"On your half of the pitch, \\nTeam Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
C4DF98B5,pasiva,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,"On your half of the pitch, \\nTeam Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
674AFC2B,pasiva,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,"On your half of the pitch, \\nTeam Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
F17AFB5C,pasiva,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,"On your half of the pitch, \\nTeam Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
4B2BF2C5,pasiva,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,"On your half of the pitch, \\nTeam Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
DD1BF5B2,pasiva,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,"On your half of the pitch, \\nTeam Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
4C064A22,pasiva,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,"On your half of the pitch, \\nTeam Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
DA364D55,pasiva,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,"On your half of the pitch, \\nTeam Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
9321DA68,pasiva,AT propio de tiro [CPASSIVE01]+<VALUE> %[C] en campo contrario,"On the opposition's half of the pitch, \\nOwn Shot AT [CPASSIVE01]+<VALUE>%[C]"
BEAEF503,pasiva,AT propio de tiro [CPASSIVE01]+<VALUE> %[C] en campo contrario,"On the opposition's half of the pitch, \\nOwn Shot AT [CPASSIVE01]+<VALUE>%[C]"
04FFFC9A,pasiva,AT propio de tiro [CPASSIVE01]+<VALUE> %[C] en campo contrario,"On the opposition's half of the pitch, \\nOwn Shot AT [CPASSIVE01]+<VALUE>%[C]"
92CFFBED,pasiva,AT propio de tiro [CPASSIVE01]+<VALUE> %[C] en campo contrario,"On the opposition's half of the pitch, \\nOwn Shot AT [CPASSIVE01]+<VALUE>%[C]"
315A9F73,pasiva,AT propio de tiro [CPASSIVE01]+<VALUE> %[C] en campo contrario,"On the opposition's half of the pitch, \\nOwn Shot AT [CPASSIVE01]+<VALUE>%[C]"
0511DD1F,pasiva,AT propio de tiro [CPASSIVE01]+<VALUE> %[C] en campo contrario,"On the opposition's half of the pitch, \\nOwn Shot AT [CPASSIVE01]+<VALUE>%[C]"
DBC949BB,pasiva,AT propio de tiro [CPASSIVE01]+<VALUE> %[C] en campo contrario,"On the opposition's half of the pitch, \\nOwn Shot AT [CPASSIVE01]+<VALUE>%[C]"
61984022,pasiva,AT propio de tiro [CPASSIVE01]+<VALUE> %[C] en campo contrario,"On the opposition's half of the pitch, \\nOwn Shot AT [CPASSIVE01]+<VALUE>%[C]"
F7A84755,pasiva,AT propio de tiro [CPASSIVE01]+<VALUE> %[C] en campo contrario,"On the opposition's half of the pitch, \\nOwn Shot AT [CPASSIVE01]+<VALUE>%[C]"
543D23CB,pasiva,AT propio de tiro [CPASSIVE01]+<VALUE> %[C] en campo contrario,"On the opposition's half of the pitch, \\nOwn Shot AT [CPASSIVE01]+<VALUE>%[C]"
663F4029,pasiva,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo contrario,"On the opposition's half of the pitch, \\nOwn Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
415A6174,pasiva,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo contrario,"On the opposition's half of the pitch, \\nOwn Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
FB0B68ED,pasiva,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo contrario,"On the opposition's half of the pitch, \\nOwn Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
6D3B6F9A,pasiva,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo contrario,"On the opposition's half of the pitch, \\nOwn Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
CEAE0B04,pasiva,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo contrario,"On the opposition's half of the pitch, \\nOwn Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
F00F475E,pasiva,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo contrario,"On the opposition's half of the pitch, \\nOwn Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
243DDDCC,pasiva,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo contrario,"On the opposition's half of the pitch, \\nOwn Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
9E6CD455,pasiva,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo contrario,"On the opposition's half of the pitch, \\nOwn Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
085CD322,pasiva,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo contrario,"On the opposition's half of the pitch, \\nOwn Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
ABC9B7BC,pasiva,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo contrario,"On the opposition's half of the pitch, \\nOwn Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
4A5E4EC7,pasiva,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] en campo contrario,"On the opposition's half of the pitch, \\nOwn Scramble AT & DF [CPASSIVE01]+<VALUE>%[C]"
CA9268DE,pasiva,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] en campo contrario,"On the opposition's half of the pitch, \\nOwn Scramble AT & DF [CPASSIVE01]+<VALUE>%[C]"
70C36147,pasiva,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] en campo contrario,"On the opposition's half of the pitch, \\nOwn Scramble AT & DF [CPASSIVE01]+<VALUE>%[C]"
E6F36630,pasiva,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] en campo contrario,"On the opposition's half of the pitch, \\nOwn Scramble AT & DF [CPASSIVE01]+<VALUE>%[C]"
456602AE,pasiva,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] en campo contrario,"On the opposition's half of the pitch, \\nOwn Scramble AT & DF [CPASSIVE01]+<VALUE>%[C]"
DC6E49B0,pasiva,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] en campo contrario,"On the opposition's half of the pitch, \\nOwn Scramble AT & DF [CPASSIVE01]+<VALUE>%[C]"
AFF5D466,pasiva,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] en campo contrario,"On the opposition's half of the pitch, \\nOwn Scramble AT & DF [CPASSIVE01]+<VALUE>%[C]"
15A4DDFF,pasiva,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] en campo contrario,"On the opposition's half of the pitch, \\nOwn Scramble AT & DF [CPASSIVE01]+<VALUE>%[C]"
8394DA88,pasiva,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] en campo contrario,"On the opposition's half of the pitch, \\nOwn Scramble AT & DF [CPASSIVE01]+<VALUE>%[C]"
2001BE16,pasiva,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] en campo contrario,"On the opposition's half of the pitch, \\nOwn Scramble AT & DF [CPASSIVE01]+<VALUE>%[C]"
7FFB2D2E,pasiva,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo contrario,"On the opposition's half of the pitch, \\nTeam Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
16CD03FB,pasiva,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo contrario,"On the opposition's half of the pitch, \\nTeam Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
AC9C0A62,pasiva,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo contrario,"On the opposition's half of the pitch, \\nTeam Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
3AAC0D15,pasiva,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo contrario,"On the opposition's half of the pitch, \\nTeam Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
9939698B,pasiva,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo contrario,"On the opposition's half of the pitch, \\nTeam Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
0F096EFC,pasiva,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo contrario,"On the opposition's half of the pitch, \\nTeam Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
B5586765,pasiva,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo contrario,"On the opposition's half of the pitch, \\nTeam Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
23686012,pasiva,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo contrario,"On the opposition's half of the pitch, \\nTeam Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
B275DF82,pasiva,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo contrario,"On the opposition's half of the pitch, \\nTeam Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
2445D8F5,pasiva,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo contrario,"On the opposition's half of the pitch, \\nTeam Focus AT & DF [CPASSIVE01]+<VALUE>%[C]"
