# Las pasivas fijas de cada Idolo y Diamante, leidas de sus tableros (NOTAS O-162, O-163).
# origen propio = tablero del personaje; basara = un tablero por arquetipo elegible (orden 0 = el de serie).
# pasiva_id como en la partida. Se ensenan las del tronco y las de la rama elegida, por casilla. tablero = la clave del tablero, la que la partida guarda en 0xBAFA8DBD.
# Lo genera herramientas/construir_pasivas_fijas.py.
identidad,nombre,rareza,origen,arquetipo,orden,tramo,casilla,nivel,pasiva_id,tablero
12B74634,Byron Love,8,basara,1,1,rama1,8,0,B812419D,6234BE0D
12B74634,Byron Love,8,basara,1,1,rama1,12,0,CF6EEDEE,6234BE0D
12B74634,Byron Love,8,basara,1,1,rama1,15,0,595EEA99,6234BE0D
12B74634,Byron Love,8,basara,1,1,rama2,18,0,B812419D,6234BE0D
12B74634,Byron Love,8,basara,1,1,rama2,22,0,CF6EEDEE,6234BE0D
12B74634,Byron Love,8,basara,1,1,rama2,25,0,595EEA99,6234BE0D
12B74634,Byron Love,8,basara,4,2,tronco,1,0,16D4E13E,FC502BAE
12B74634,Byron Love,8,basara,4,2,tronco,3,0,1CAA9DE4,FC502BAE
12B74634,Byron Love,8,basara,4,2,rama1,8,0,B812419D,FC502BAE
12B74634,Byron Love,8,basara,4,2,rama1,12,0,41436E70,FC502BAE
12B74634,Byron Love,8,basara,4,2,rama1,15,0,32FAAE67,FC502BAE
12B74634,Byron Love,8,basara,4,2,rama2,18,0,B812419D,FC502BAE
12B74634,Byron Love,8,basara,4,2,rama2,22,0,41436E70,FC502BAE
12B74634,Byron Love,8,basara,4,2,rama2,25,0,32FAAE67,FC502BAE
12B74634,Byron Love,8,basara,2,3,tronco,1,0,16D4E13E,8B571B38
12B74634,Byron Love,8,basara,2,3,tronco,3,0,1CAA9DE4,8B571B38
12B74634,Byron Love,8,basara,2,3,rama1,8,0,B812419D,8B571B38
12B74634,Byron Love,8,basara,2,3,rama1,12,0,186FF180,8B571B38
12B74634,Byron Love,8,basara,2,3,rama1,15,0,C99ABCE7,8B571B38
12B74634,Byron Love,8,basara,2,3,rama2,18,0,B812419D,8B571B38
12B74634,Byron Love,8,basara,2,3,rama2,22,0,186FF180,8B571B38
12B74634,Byron Love,8,basara,2,3,rama2,25,0,C99ABCE7,8B571B38
12B74634,Byron Love,8,basara,0,4,tronco,1,0,16D4E13E,125E4A82
12B74634,Byron Love,8,basara,0,4,tronco,3,0,1CAA9DE4,125E4A82
12B74634,Byron Love,8,basara,0,4,rama1,8,0,B812419D,125E4A82
12B74634,Byron Love,8,basara,0,4,rama1,12,0,84E41252,125E4A82
12B74634,Byron Love,8,basara,0,4,rama1,15,0,B14171BB,125E4A82
12B74634,Byron Love,8,basara,0,4,rama2,18,0,B812419D,125E4A82
12B74634,Byron Love,8,basara,0,4,rama2,22,0,84E41252,125E4A82
12B74634,Byron Love,8,basara,0,4,rama2,25,0,B14171BB,125E4A82
12B74634,Byron Love,8,basara,5,5,tronco,1,0,16D4E13E,8C3ADF21
12B74634,Byron Love,8,basara,5,5,tronco,3,0,1CAA9DE4,8C3ADF21
12B74634,Byron Love,8,basara,5,5,rama1,8,0,B812419D,8C3ADF21
12B74634,Byron Love,8,basara,5,5,rama1,12,0,9642721E,8C3ADF21
12B74634,Byron Love,8,basara,5,5,rama1,15,0,4C2BAEB7,8C3ADF21
12B74634,Byron Love,8,basara,5,5,rama2,18,0,B812419D,8C3ADF21
12B74634,Byron Love,8,basara,5,5,rama2,22,0,9642721E,8C3ADF21
12B74634,Byron Love,8,basara,5,5,rama2,25,0,4C2BAEB7,8C3ADF21
12B74634,Byron Love,8,propio,,0,tronco,1,0,9321DA68,DBEDB6B8
12B74634,Byron Love,8,propio,,0,tronco,3,0,E0981A7F,DBEDB6B8
12B74634,Byron Love,8,propio,,0,rama1,8,0,C642F034,DBEDB6B8
12B74634,Byron Love,8,propio,,0,rama1,12,0,E5849FF5,DBEDB6B8
12B74634,Byron Love,8,propio,,0,rama1,15,0,58F82E8B,DBEDB6B8
12B74634,Byron Love,8,propio,,0,rama2,18,0,6ED45544,DBEDB6B8
12B74634,Byron Love,8,propio,,0,rama2,22,0,E5849FF5,DBEDB6B8
12B74634,Byron Love,8,propio,,0,rama2,25,0,58F82E8B,DBEDB6B8
209B996D,Byron Love,7,propio,,0,tronco,1,0,1CAA9DE4,7B6A3FA6
209B996D,Byron Love,7,propio,,0,tronco,3,0,E8A7749E,7B6A3FA6
209B996D,Byron Love,7,propio,,0,tronco,7,0,E8A7749E,7B6A3FA6
209B996D,Byron Love,7,propio,,0,tronco,11,0,84E41252,7B6A3FA6
209B996D,Byron Love,7,propio,,0,tronco,14,0,B14171BB,7B6A3FA6
00B5CE9C,Cade Shelby,7,propio,,0,tronco,1,0,94734F73,5B446857
00B5CE9C,Cade Shelby,7,propio,,0,tronco,3,0,94734F73,5B446857
00B5CE9C,Cade Shelby,7,propio,,0,tronco,7,0,16D4E13E,5B446857
00B5CE9C,Cade Shelby,7,propio,,0,tronco,11,0,CF6EEDEE,5B446857
00B5CE9C,Cade Shelby,7,propio,,0,tronco,14,0,595EEA99,5B446857
1B51A537,Cade Shelby,8,basara,3,0,tronco,1,0,16D4E13E,9509945B
1B51A537,Cade Shelby,8,basara,3,0,tronco,3,0,13E09DFC,9509945B
1B51A537,Cade Shelby,8,basara,3,0,rama1,8,0,94734F73,9509945B
1B51A537,Cade Shelby,8,basara,3,0,rama1,12,0,47B73F79,9509945B
1B51A537,Cade Shelby,8,basara,3,0,rama1,15,0,72125C90,9509945B
1B51A537,Cade Shelby,8,basara,3,0,rama2,18,0,94734F73,9509945B
1B51A537,Cade Shelby,8,basara,3,0,rama2,22,0,47B73F79,9509945B
1B51A537,Cade Shelby,8,basara,3,0,rama2,25,0,72125C90,9509945B
1B51A537,Cade Shelby,8,basara,1,1,tronco,1,0,16D4E13E,E20EA4CD
1B51A537,Cade Shelby,8,basara,1,1,tronco,3,0,13E09DFC,E20EA4CD
1B51A537,Cade Shelby,8,basara,1,1,rama1,8,0,94734F73,E20EA4CD
1B51A537,Cade Shelby,8,basara,1,1,rama1,12,0,CF6EEDEE,E20EA4CD
1B51A537,Cade Shelby,8,basara,1,1,rama1,15,0,595EEA99,E20EA4CD
1B51A537,Cade Shelby,8,basara,1,1,rama2,18,0,94734F73,E20EA4CD
1B51A537,Cade Shelby,8,basara,1,1,rama2,22,0,CF6EEDEE,E20EA4CD
1B51A537,Cade Shelby,8,basara,1,1,rama2,25,0,595EEA99,E20EA4CD
1B51A537,Cade Shelby,8,basara,4,2,tronco,1,0,16D4E13E,7C6A316E
1B51A537,Cade Shelby,8,basara,4,2,tronco,3,0,13E09DFC,7C6A316E
1B51A537,Cade Shelby,8,basara,4,2,rama1,8,0,94734F73,7C6A316E
1B51A537,Cade Shelby,8,basara,4,2,rama1,12,0,41436E70,7C6A316E
1B51A537,Cade Shelby,8,basara,4,2,rama1,15,0,32FAAE67,7C6A316E
1B51A537,Cade Shelby,8,basara,4,2,rama2,18,0,94734F73,7C6A316E
1B51A537,Cade Shelby,8,basara,4,2,rama2,22,0,41436E70,7C6A316E
1B51A537,Cade Shelby,8,basara,4,2,rama2,25,0,32FAAE67,7C6A316E
1B51A537,Cade Shelby,8,basara,2,3,tronco,1,0,16D4E13E,0B6D01F8
1B51A537,Cade Shelby,8,basara,2,3,tronco,3,0,13E09DFC,0B6D01F8
1B51A537,Cade Shelby,8,basara,2,3,rama1,8,0,94734F73,0B6D01F8
1B51A537,Cade Shelby,8,basara,2,3,rama1,12,0,186FF180,0B6D01F8
1B51A537,Cade Shelby,8,basara,2,3,rama1,15,0,C99ABCE7,0B6D01F8
1B51A537,Cade Shelby,8,basara,2,3,rama2,18,0,94734F73,0B6D01F8
1B51A537,Cade Shelby,8,basara,2,3,rama2,22,0,C99ABCE7,0B6D01F8
1B51A537,Cade Shelby,8,basara,2,3,rama2,25,0,186FF180,0B6D01F8
1B51A537,Cade Shelby,8,basara,0,4,tronco,1,0,16D4E13E,92645042
1B51A537,Cade Shelby,8,basara,0,4,tronco,3,0,13E09DFC,92645042
1B51A537,Cade Shelby,8,basara,0,4,rama1,8,0,94734F73,92645042
1B51A537,Cade Shelby,8,basara,0,4,rama1,12,0,84E41252,92645042
1B51A537,Cade Shelby,8,basara,0,4,rama1,15,0,B14171BB,92645042
1B51A537,Cade Shelby,8,basara,0,4,rama2,18,0,94734F73,92645042
1B51A537,Cade Shelby,8,basara,0,4,rama2,22,0,84E41252,92645042
1B51A537,Cade Shelby,8,basara,0,4,rama2,25,0,B14171BB,92645042
1B51A537,Cade Shelby,8,basara,5,5,tronco,1,0,2801F46B,7C2DA229
1B51A537,Cade Shelby,8,basara,5,5,tronco,3,0,FD4F28EE,7C2DA229
1B51A537,Cade Shelby,8,basara,5,5,rama1,8,0,2097421C,7C2DA229
1B51A537,Cade Shelby,8,basara,5,5,rama1,12,0,9642721E,7C2DA229
1B51A537,Cade Shelby,8,basara,5,5,rama1,15,0,4C2BAEB7,7C2DA229
1B51A537,Cade Shelby,8,basara,5,5,rama2,18,0,2097421C,7C2DA229
1B51A537,Cade Shelby,8,basara,5,5,rama2,22,0,9642721E,7C2DA229
1B51A537,Cade Shelby,8,basara,5,5,rama2,25,0,4C2BAEB7,7C2DA229
AEDD5F0D,Cade Shelby,6,propio,,0,tronco,1,0,94734F73,F52CF9C6
AEDD5F0D,Cade Shelby,6,propio,,0,tronco,3,0,94734F73,F52CF9C6
AEDD5F0D,Cade Shelby,6,propio,,0,tronco,7,0,16D4E13E,F52CF9C6
AEDD5F0D,Cade Shelby,6,propio,,0,tronco,11,0,C99ABCE7,F52CF9C6
AEDD5F0D,Cade Shelby,6,propio,,0,tronco,14,0,186FF180,F52CF9C6
08928562,Caleb Stonewall,8,basara,3,0,tronco,1,0,16D4E13E,15338E9B
08928562,Caleb Stonewall,8,basara,3,0,tronco,3,0,1CAA9DE4,15338E9B
08928562,Caleb Stonewall,8,basara,3,0,rama1,8,0,B812419D,15338E9B
08928562,Caleb Stonewall,8,basara,3,0,rama1,12,0,47B73F79,15338E9B
08928562,Caleb Stonewall,8,basara,3,0,rama1,15,0,72125C90,15338E9B
08928562,Caleb Stonewall,8,basara,3,0,rama2,18,0,B812419D,15338E9B
08928562,Caleb Stonewall,8,basara,3,0,rama2,22,0,47B73F79,15338E9B
08928562,Caleb Stonewall,8,basara,3,0,rama2,25,0,72125C90,15338E9B
08928562,Caleb Stonewall,8,basara,1,1,tronco,1,0,16D4E13E,6234BE0D
08928562,Caleb Stonewall,8,basara,1,1,tronco,3,0,1CAA9DE4,6234BE0D
08928562,Caleb Stonewall,8,basara,1,1,rama1,8,0,B812419D,6234BE0D
08928562,Caleb Stonewall,8,basara,1,1,rama1,12,0,CF6EEDEE,6234BE0D
08928562,Caleb Stonewall,8,basara,1,1,rama1,15,0,595EEA99,6234BE0D
08928562,Caleb Stonewall,8,basara,1,1,rama2,18,0,B812419D,6234BE0D
08928562,Caleb Stonewall,8,basara,1,1,rama2,22,0,CF6EEDEE,6234BE0D
08928562,Caleb Stonewall,8,basara,1,1,rama2,25,0,595EEA99,6234BE0D
08928562,Caleb Stonewall,8,basara,4,2,tronco,1,0,16D4E13E,FC502BAE
08928562,Caleb Stonewall,8,basara,4,2,tronco,3,0,1CAA9DE4,FC502BAE
08928562,Caleb Stonewall,8,basara,4,2,rama1,8,0,B812419D,FC502BAE
08928562,Caleb Stonewall,8,basara,4,2,rama1,12,0,41436E70,FC502BAE
08928562,Caleb Stonewall,8,basara,4,2,rama1,15,0,32FAAE67,FC502BAE
08928562,Caleb Stonewall,8,basara,4,2,rama2,18,0,B812419D,FC502BAE
08928562,Caleb Stonewall,8,basara,4,2,rama2,22,0,41436E70,FC502BAE
08928562,Caleb Stonewall,8,basara,4,2,rama2,25,0,32FAAE67,FC502BAE
08928562,Caleb Stonewall,8,basara,2,3,tronco,1,0,16D4E13E,8B571B38
08928562,Caleb Stonewall,8,basara,2,3,tronco,3,0,1CAA9DE4,8B571B38
08928562,Caleb Stonewall,8,basara,2,3,rama1,8,0,B812419D,8B571B38
08928562,Caleb Stonewall,8,basara,2,3,rama1,12,0,186FF180,8B571B38
08928562,Caleb Stonewall,8,basara,2,3,rama1,15,0,C99ABCE7,8B571B38
08928562,Caleb Stonewall,8,basara,2,3,rama2,18,0,B812419D,8B571B38
08928562,Caleb Stonewall,8,basara,2,3,rama2,22,0,186FF180,8B571B38
08928562,Caleb Stonewall,8,basara,2,3,rama2,25,0,C99ABCE7,8B571B38
08928562,Caleb Stonewall,8,basara,0,4,tronco,1,0,16D4E13E,125E4A82
08928562,Caleb Stonewall,8,basara,0,4,tronco,3,0,1CAA9DE4,125E4A82
08928562,Caleb Stonewall,8,basara,0,4,rama1,8,0,B812419D,125E4A82
08928562,Caleb Stonewall,8,basara,0,4,rama1,12,0,84E41252,125E4A82
08928562,Caleb Stonewall,8,basara,0,4,rama1,15,0,B14171BB,125E4A82
08928562,Caleb Stonewall,8,basara,0,4,rama2,18,0,B812419D,125E4A82
08928562,Caleb Stonewall,8,basara,0,4,rama2,22,0,84E41252,125E4A82
08928562,Caleb Stonewall,8,basara,0,4,rama2,25,0,B14171BB,125E4A82
08928562,Caleb Stonewall,8,basara,5,5,tronco,1,0,16D4E13E,8C3ADF21
08928562,Caleb Stonewall,8,basara,5,5,tronco,3,0,1CAA9DE4,8C3ADF21
08928562,Caleb Stonewall,8,basara,5,5,rama1,8,0,B812419D,8C3ADF21
08928562,Caleb Stonewall,8,basara,5,5,rama1,12,0,9642721E,8C3ADF21
08928562,Caleb Stonewall,8,basara,5,5,rama1,15,0,4C2BAEB7,8C3ADF21
08928562,Caleb Stonewall,8,basara,5,5,rama2,18,0,B812419D,8C3ADF21
08928562,Caleb Stonewall,8,basara,5,5,rama2,22,0,9642721E,8C3ADF21
08928562,Caleb Stonewall,8,basara,5,5,rama2,25,0,4C2BAEB7,8C3ADF21
08928562,Caleb Stonewall,8,propio,,0,tronco,1,0,9321DA68,DBEDB6B8
08928562,Caleb Stonewall,8,propio,,0,tronco,3,0,E0981A7F,DBEDB6B8
08928562,Caleb Stonewall,8,propio,,0,rama1,8,0,C642F034,DBEDB6B8
08928562,Caleb Stonewall,8,propio,,0,rama1,12,0,E5849FF5,DBEDB6B8
08928562,Caleb Stonewall,8,propio,,0,rama1,15,0,58F82E8B,DBEDB6B8
08928562,Caleb Stonewall,8,propio,,0,rama2,18,0,6ED45544,DBEDB6B8
08928562,Caleb Stonewall,8,propio,,0,rama2,22,0,E5849FF5,DBEDB6B8
08928562,Caleb Stonewall,8,propio,,0,rama2,25,0,58F82E8B,DBEDB6B8
1376EEC9,Caleb Stonewall,7,propio,,0,tronco,1,0,E9B407A5,48874802
1376EEC9,Caleb Stonewall,7,propio,,0,tronco,3,0,B812419D,48874802
1376EEC9,Caleb Stonewall,7,propio,,0,tronco,7,0,B812419D,48874802
1376EEC9,Caleb Stonewall,7,propio,,0,tronco,11,0,84E41252,48874802
1376EEC9,Caleb Stonewall,7,propio,,0,tronco,14,0,B14171BB,48874802
3ABE5A3B,Caleb Stonewall,5,propio,,0,tronco,1,0,E9B407A5,614FFCF0
3ABE5A3B,Caleb Stonewall,5,propio,,0,tronco,3,0,B812419D,614FFCF0
3ABE5A3B,Caleb Stonewall,5,propio,,0,tronco,7,0,B812419D,614FFCF0
3ABE5A3B,Caleb Stonewall,5,propio,,0,tronco,11,0,41436E70,614FFCF0
3ABE5A3B,Caleb Stonewall,5,propio,,0,tronco,14,0,32FAAE67,614FFCF0
1B4B18EC,Cedric Freud,6,propio,,0,tronco,1,0,1CAA9DE4,40BABE27
1B4B18EC,Cedric Freud,6,propio,,0,tronco,3,0,D542546A,40BABE27
1B4B18EC,Cedric Freud,6,propio,,0,tronco,7,0,D542546A,40BABE27
1B4B18EC,Cedric Freud,6,propio,,0,tronco,11,0,C99ABCE7,40BABE27
1B4B18EC,Cedric Freud,6,propio,,0,tronco,14,0,186FF180,40BABE27
2967C7B5,Cedric Freud,8,basara,3,0,tronco,1,0,16D4E13E,15338E9B
2967C7B5,Cedric Freud,8,basara,3,0,tronco,3,0,1CAA9DE4,15338E9B
2967C7B5,Cedric Freud,8,basara,3,0,rama1,8,0,B812419D,15338E9B
2967C7B5,Cedric Freud,8,basara,3,0,rama1,12,0,47B73F79,15338E9B
2967C7B5,Cedric Freud,8,basara,3,0,rama1,15,0,72125C90,15338E9B
2967C7B5,Cedric Freud,8,basara,3,0,rama2,18,0,B812419D,15338E9B
2967C7B5,Cedric Freud,8,basara,3,0,rama2,22,0,47B73F79,15338E9B
2967C7B5,Cedric Freud,8,basara,3,0,rama2,25,0,72125C90,15338E9B
2967C7B5,Cedric Freud,8,basara,1,1,tronco,1,0,16D4E13E,6234BE0D
2967C7B5,Cedric Freud,8,basara,1,1,tronco,3,0,1CAA9DE4,6234BE0D
2967C7B5,Cedric Freud,8,basara,1,1,rama1,8,0,B812419D,6234BE0D
2967C7B5,Cedric Freud,8,basara,1,1,rama1,12,0,CF6EEDEE,6234BE0D
2967C7B5,Cedric Freud,8,basara,1,1,rama1,15,0,595EEA99,6234BE0D
2967C7B5,Cedric Freud,8,basara,1,1,rama2,18,0,B812419D,6234BE0D
2967C7B5,Cedric Freud,8,basara,1,1,rama2,22,0,CF6EEDEE,6234BE0D
2967C7B5,Cedric Freud,8,basara,1,1,rama2,25,0,595EEA99,6234BE0D
2967C7B5,Cedric Freud,8,basara,4,2,tronco,1,0,16D4E13E,FC502BAE
2967C7B5,Cedric Freud,8,basara,4,2,tronco,3,0,1CAA9DE4,FC502BAE
2967C7B5,Cedric Freud,8,basara,4,2,rama1,8,0,B812419D,FC502BAE
2967C7B5,Cedric Freud,8,basara,4,2,rama1,12,0,41436E70,FC502BAE
2967C7B5,Cedric Freud,8,basara,4,2,rama1,15,0,32FAAE67,FC502BAE
2967C7B5,Cedric Freud,8,basara,4,2,rama2,18,0,B812419D,FC502BAE
2967C7B5,Cedric Freud,8,basara,4,2,rama2,22,0,41436E70,FC502BAE
2967C7B5,Cedric Freud,8,basara,4,2,rama2,25,0,32FAAE67,FC502BAE
2967C7B5,Cedric Freud,8,basara,2,3,tronco,1,0,16D4E13E,8B571B38
2967C7B5,Cedric Freud,8,basara,2,3,tronco,3,0,1CAA9DE4,8B571B38
2967C7B5,Cedric Freud,8,basara,2,3,rama1,8,0,B812419D,8B571B38
2967C7B5,Cedric Freud,8,basara,2,3,rama1,12,0,186FF180,8B571B38
2967C7B5,Cedric Freud,8,basara,2,3,rama1,15,0,C99ABCE7,8B571B38
2967C7B5,Cedric Freud,8,basara,2,3,rama2,18,0,B812419D,8B571B38
2967C7B5,Cedric Freud,8,basara,2,3,rama2,22,0,186FF180,8B571B38
2967C7B5,Cedric Freud,8,basara,2,3,rama2,25,0,C99ABCE7,8B571B38
2967C7B5,Cedric Freud,8,basara,0,4,tronco,1,0,16D4E13E,125E4A82
2967C7B5,Cedric Freud,8,basara,0,4,tronco,3,0,1CAA9DE4,125E4A82
2967C7B5,Cedric Freud,8,basara,0,4,rama1,8,0,B812419D,125E4A82
2967C7B5,Cedric Freud,8,basara,0,4,rama1,12,0,84E41252,125E4A82
2967C7B5,Cedric Freud,8,basara,0,4,rama1,15,0,B14171BB,125E4A82
2967C7B5,Cedric Freud,8,basara,0,4,rama2,18,0,B812419D,125E4A82
2967C7B5,Cedric Freud,8,basara,0,4,rama2,22,0,84E41252,125E4A82
2967C7B5,Cedric Freud,8,basara,0,4,rama2,25,0,B14171BB,125E4A82
2967C7B5,Cedric Freud,8,basara,5,5,tronco,1,0,16D4E13E,1E5FBCBB
2967C7B5,Cedric Freud,8,basara,5,5,tronco,3,0,CC86396D,1E5FBCBB
2967C7B5,Cedric Freud,8,basara,5,5,rama1,8,0,D542546A,1E5FBCBB
2967C7B5,Cedric Freud,8,basara,5,5,rama1,12,0,9642721E,1E5FBCBB
2967C7B5,Cedric Freud,8,basara,5,5,rama1,15,0,4C2BAEB7,1E5FBCBB
2967C7B5,Cedric Freud,8,basara,5,5,rama2,18,0,D542546A,1E5FBCBB
2967C7B5,Cedric Freud,8,basara,5,5,rama2,22,0,9642721E,1E5FBCBB
2967C7B5,Cedric Freud,8,basara,5,5,rama2,25,0,4C2BAEB7,1E5FBCBB
3283AC1E,Cedric Freud,5,propio,,0,tronco,1,0,E8A7749E,69720AD5
3283AC1E,Cedric Freud,5,propio,,0,tronco,3,0,13E09DFC,69720AD5
3283AC1E,Cedric Freud,5,propio,,0,tronco,7,0,357F1E6C,69720AD5
3283AC1E,Cedric Freud,5,propio,,0,tronco,11,0,47B73F79,69720AD5
3283AC1E,Cedric Freud,5,propio,,0,tronco,14,0,72125C90,69720AD5
06864400,Circulus Corona,5,propio,,0,tronco,1,0,CBAB818A,5D77E2CB
06864400,Circulus Corona,5,propio,,0,tronco,3,0,CBAB818A,5D77E2CB
06864400,Circulus Corona,5,propio,,0,tronco,7,0,1CAA9DE4,5D77E2CB
06864400,Circulus Corona,5,propio,,0,tronco,11,0,47B73F79,5D77E2CB
06864400,Circulus Corona,5,propio,,0,tronco,14,0,72125C90,5D77E2CB
2F4EF0F2,Circulus Corona,6,propio,,0,tronco,1,0,1CAA9DE4,74BF5639
2F4EF0F2,Circulus Corona,6,propio,,0,tronco,3,0,F9235A84,74BF5639
2F4EF0F2,Circulus Corona,6,propio,,0,tronco,7,0,1CAA9DE4,74BF5639
2F4EF0F2,Circulus Corona,6,propio,,0,tronco,11,0,9642721E,74BF5639
2F4EF0F2,Circulus Corona,6,propio,,0,tronco,14,0,4C2BAEB7,74BF5639
34AA9B59,Circulus Corona,8,basara,3,0,tronco,1,0,F5D99E99,1685045C
34AA9B59,Circulus Corona,8,basara,3,0,tronco,3,0,1CAA9DE4,1685045C
34AA9B59,Circulus Corona,8,basara,3,0,rama1,8,0,F9235A84,1685045C
34AA9B59,Circulus Corona,8,basara,3,0,rama1,12,0,47B73F79,1685045C
34AA9B59,Circulus Corona,8,basara,3,0,rama1,15,0,72125C90,1685045C
34AA9B59,Circulus Corona,8,basara,3,0,rama2,18,0,F9235A84,1685045C
34AA9B59,Circulus Corona,8,basara,3,0,rama2,22,0,47B73F79,1685045C
34AA9B59,Circulus Corona,8,basara,3,0,rama2,25,0,72125C90,1685045C
34AA9B59,Circulus Corona,8,basara,1,1,tronco,1,0,F5D99E99,618234CA
34AA9B59,Circulus Corona,8,basara,1,1,tronco,3,0,1CAA9DE4,618234CA
34AA9B59,Circulus Corona,8,basara,1,1,rama1,8,0,F9235A84,618234CA
34AA9B59,Circulus Corona,8,basara,1,1,rama1,12,0,CF6EEDEE,618234CA
34AA9B59,Circulus Corona,8,basara,1,1,rama1,15,0,595EEA99,618234CA
34AA9B59,Circulus Corona,8,basara,1,1,rama2,18,0,F9235A84,618234CA
34AA9B59,Circulus Corona,8,basara,1,1,rama2,22,0,CF6EEDEE,618234CA
34AA9B59,Circulus Corona,8,basara,1,1,rama2,25,0,595EEA99,618234CA
34AA9B59,Circulus Corona,8,basara,4,2,tronco,1,0,F5D99E99,FFE6A169
34AA9B59,Circulus Corona,8,basara,4,2,tronco,3,0,1CAA9DE4,FFE6A169
34AA9B59,Circulus Corona,8,basara,4,2,rama1,8,0,F9235A84,FFE6A169
34AA9B59,Circulus Corona,8,basara,4,2,rama1,12,0,41436E70,FFE6A169
34AA9B59,Circulus Corona,8,basara,4,2,rama1,15,0,32FAAE67,FFE6A169
34AA9B59,Circulus Corona,8,basara,4,2,rama2,18,0,F9235A84,FFE6A169
34AA9B59,Circulus Corona,8,basara,4,2,rama2,22,0,41436E70,FFE6A169
34AA9B59,Circulus Corona,8,basara,4,2,rama2,25,0,32FAAE67,FFE6A169
34AA9B59,Circulus Corona,8,basara,2,3,tronco,1,0,F5D99E99,88E191FF
34AA9B59,Circulus Corona,8,basara,2,3,tronco,3,0,1CAA9DE4,88E191FF
34AA9B59,Circulus Corona,8,basara,2,3,rama1,8,0,F9235A84,88E191FF
34AA9B59,Circulus Corona,8,basara,2,3,rama1,12,0,186FF180,88E191FF
34AA9B59,Circulus Corona,8,basara,2,3,rama1,15,0,C99ABCE7,88E191FF
34AA9B59,Circulus Corona,8,basara,2,3,rama2,18,0,F9235A84,88E191FF
34AA9B59,Circulus Corona,8,basara,2,3,rama2,22,0,186FF180,88E191FF
34AA9B59,Circulus Corona,8,basara,2,3,rama2,25,0,C99ABCE7,88E191FF
34AA9B59,Circulus Corona,8,basara,0,4,tronco,1,0,F5D99E99,11E8C045
34AA9B59,Circulus Corona,8,basara,0,4,tronco,3,0,1CAA9DE4,11E8C045
34AA9B59,Circulus Corona,8,basara,0,4,rama1,8,0,F9235A84,11E8C045
34AA9B59,Circulus Corona,8,basara,0,4,rama1,12,0,84E41252,11E8C045
34AA9B59,Circulus Corona,8,basara,0,4,rama1,15,0,B14171BB,11E8C045
34AA9B59,Circulus Corona,8,basara,0,4,rama2,18,0,F9235A84,11E8C045
34AA9B59,Circulus Corona,8,basara,0,4,rama2,22,0,84E41252,11E8C045
34AA9B59,Circulus Corona,8,basara,0,4,rama2,25,0,B14171BB,11E8C045
34AA9B59,Circulus Corona,8,basara,5,5,tronco,1,0,F5D99E99,8F8C55E6
34AA9B59,Circulus Corona,8,basara,5,5,tronco,3,0,1CAA9DE4,8F8C55E6
34AA9B59,Circulus Corona,8,basara,5,5,rama1,8,0,F9235A84,8F8C55E6
34AA9B59,Circulus Corona,8,basara,5,5,rama1,12,0,9642721E,8F8C55E6
34AA9B59,Circulus Corona,8,basara,5,5,rama1,15,0,4C2BAEB7,8F8C55E6
34AA9B59,Circulus Corona,8,basara,5,5,rama2,18,0,F9235A84,8F8C55E6
34AA9B59,Circulus Corona,8,basara,5,5,rama2,22,0,9642721E,8F8C55E6
34AA9B59,Circulus Corona,8,basara,5,5,rama2,25,0,4C2BAEB7,8F8C55E6
D963436D,Darren LaChance,7,propio,,0,tronco,1,0,2097421C,8292E5A6
D963436D,Darren LaChance,7,propio,,0,tronco,3,0,2801F46B,8292E5A6
D963436D,Darren LaChance,7,propio,,0,tronco,7,0,2801F46B,8292E5A6
D963436D,Darren LaChance,7,propio,,0,tronco,11,0,CF6EEDEE,8292E5A6
D963436D,Darren LaChance,7,propio,,0,tronco,14,0,595EEA99,8292E5A6
EB4F9C34,Darren LaChance,8,basara,3,0,tronco,1,0,90BE2221,7A51F278
EB4F9C34,Darren LaChance,8,basara,3,0,tronco,3,0,13E09DFC,7A51F278
EB4F9C34,Darren LaChance,8,basara,3,0,rama1,8,0,2097421C,7A51F278
EB4F9C34,Darren LaChance,8,basara,3,0,rama1,12,0,47B73F79,7A51F278
EB4F9C34,Darren LaChance,8,basara,3,0,rama1,15,0,72125C90,7A51F278
EB4F9C34,Darren LaChance,8,basara,3,0,rama2,18,0,2097421C,7A51F278
EB4F9C34,Darren LaChance,8,basara,3,0,rama2,22,0,47B73F79,7A51F278
EB4F9C34,Darren LaChance,8,basara,3,0,rama2,25,0,72125C90,7A51F278
EB4F9C34,Darren LaChance,8,basara,1,1,tronco,1,0,90BE2221,0D56C2EE
EB4F9C34,Darren LaChance,8,basara,1,1,tronco,3,0,13E09DFC,0D56C2EE
EB4F9C34,Darren LaChance,8,basara,1,1,rama1,8,0,2097421C,0D56C2EE
EB4F9C34,Darren LaChance,8,basara,1,1,rama1,12,0,CF6EEDEE,0D56C2EE
EB4F9C34,Darren LaChance,8,basara,1,1,rama1,15,0,595EEA99,0D56C2EE
EB4F9C34,Darren LaChance,8,basara,1,1,rama2,18,0,2097421C,0D56C2EE
EB4F9C34,Darren LaChance,8,basara,1,1,rama2,22,0,CF6EEDEE,0D56C2EE
EB4F9C34,Darren LaChance,8,basara,1,1,rama2,25,0,595EEA99,0D56C2EE
