# Todos los personajes jugables del juego, con su arbol de tecnicas.
# Lo genera herramientas/construir_base_jugadores.py.
# rN_tipo: que admite esa ranura. LIBRE = cualquier tecnica o hipertecnica.
identidad,indice,string_id,nombre,elemento,posicion,posicion_alt,arquetipo,rareza,equipo,r1_tecnica,r1_tipo,r1_nivel,r2_tecnica,r2_tipo,r2_nivel,r3_tecnica,r3_tipo,r3_nivel,r4_tecnica,r4_tipo,r4_nivel,r5_tecnica,r5_tipo,r5_nivel,r6_tecnica,r6_tipo,r6_nivel,r7_tecnica,r7_tipo,r7_nivel,r8_tecnica,r8_tipo,r8_nivel,r9_tecnica,r9_tipo,r9_nivel
DECCB40E,722,c01008020,Jonny Strutt,Bosque,DEL,DEF,Tension,normal,No afiliados,Robo rodante,Defensa,1,Cabezazo kung-fu,Tiro,13,Segadora,LIBRE,20,Balón rodante,Tiro,30,Lanza letal,Tiro,38,Sobrecarga ardiente,LIBRE,43,Defensa múltiple,Defensa,30,Corte diabólico,Defensa,38,Guardián férreo,LIBRE,43
C7D7854F,723,c01008030,Larry Oldman,Montana,DEL,DEF,Afinidad,normal,No afiliados,Tiro potente,Tiro,1,El muro,Defensa,13,Técnica kung-fu,LIBRE,20,Tirachinas,Tiro,30,Golpe de samba,Tiro,38,Sobrecarga ardiente,LIBRE,43,Jaula de piedra,Defensa,30,Megaterremoto,Defensa,38,Guardián férreo,LIBRE,43
88961388,724,c01008040,Dom Anding,Montana,MED,DEF,Contra,normal,No afiliados,Parada en arco,Defensa,1,Confusión,Regate,13,Dientes de roca,LIBRE,20,Carrera a 3 piernas,Regate,30,Superelástico,Regate,38,Catalizador elemental,LIBRE,43,Muro de hierro,Defensa,30,Escudo corporal,Defensa,38,Guardián férreo,LIBRE,43
918D22C9,725,c01008050,Pip Goodweather,Montana,POR,DEL,Afinidad,normal,No afiliados,Parada de mano firme,Parada,1,Remate Tarzán,Tiro,13,Deslizamiento,LIBRE,20,Puño de furia,Parada,30,Muralla gigante,Parada,38,Determinación de portero,LIBRE,43,Bola de fango,Tiro,30,Cabezazo megatón,Tiro,38,Sobrecarga ardiente,LIBRE,43
BAA0710A,726,c01008060,Bamber Mandrina,Bosque,DEF,MED,Brecha,normal,No afiliados,Parada en arco,Defensa,1,Regate espejismo,Regate,13,Segadora,LIBRE,20,Defensa múltiple,Defensa,30,Corte diabólico,Defensa,38,Guardián férreo,LIBRE,43,Ultraluna,Regate,30,Campo de fuerza,Regate,38,Impulso temporal,LIBRE,43
A3BB404B,727,c01008070,Scrap Salvadge,Montana,POR,DEF,Juego sucio,normal,No afiliados,Robo rodante,Defensa,1,Agujero de gusano,Parada,13,Dientes de roca,LIBRE,20,Guardia del coliseo,Parada,30,Muralla gigante,Parada,38,Determinación de portero,LIBRE,43,Muro de hierro,Defensa,30,Escudo corporal,Defensa,38,Guardián férreo,LIBRE,43
24235C84,728,c01008080,Michael Angeloni,Viento,POR,DEF,Afinidad,normal,No afiliados,Parada poderosa,Parada,1,Rompehielos,Defensa,13,Malla eléctrica,LIBRE,20,Martillo defensor,Parada,30,Muralla tsunami,Parada,38,Determinación de portero,LIBRE,43,Ángel de nieve,Defensa,30,Subida a los cielos,Defensa,38,Guardián férreo,LIBRE,43
3D386DC5,729,c01008090,Ryder Wheeling,Montana,DEF,MED,Justicia,normal,No afiliados,Parada en arco,Defensa,1,Patada canguro,Regate,13,Voltereta circense,LIBRE,20,Corro de la patata,Defensa,30,La montaña,Defensa,38,Guardián férreo,LIBRE,43,Regate topo,Regate,30,Superelástico,Regate,38,Catalizador elemental,LIBRE,43
ED38BCBB,730,c01008100,Stu Venier,Fuego,DEF,MED,Tension,normal,No afiliados,Jugarreta,Defensa,1,Lluvia de meteoros,Regate,13,Estrella fugaz,LIBRE,20,Estela ígnea,Defensa,30,Subida a los cielos,Defensa,38,Guardián férreo,LIBRE,43,Balón galgo,Regate,30,Vuelo de Ícaro,Regate,38,Impulso temporal,LIBRE,43
F4238DFA,731,c01008110,Linden Dray,Bosque,DEF,MED,Brecha,normal,No afiliados,Finta de pie,Regate,1,Zona sigma,Defensa,13,Regate múltiple,LIBRE,20,Ataque sombrío,Defensa,30,Corte diabólico,Defensa,38,Guardián férreo,LIBRE,43,Engaño torero,Regate,30,Balón diabólico,Regate,38,Impulso temporal,LIBRE,43
DF0EDE39,732,c01008120,Patsy Cornish,Fuego,MED,DEF,Juego sucio,normal,No afiliados,Amago y esprint,Regate,1,Cortafuegos,Defensa,13,Balón galgo,LIBRE,20,Entrada de llamas,Regate,30,Vuelo de Ícaro,Regate,38,Catalizador elemental,LIBRE,43,Zigzag de fuego,Defensa,30,Escudo corporal,Defensa,38,Guardián férreo,LIBRE,43
C615EF78,733,c01008130,Sharkey Gobble,Viento,DEF,MED,Justicia,normal,No afiliados,Robo rodante,Defensa,1,Entrada huracán,Regate,13,Ciclón doble,LIBRE,20,Campo torbellino,Defensa,30,Torre perfecta,Defensa,38,Guardián férreo,LIBRE,43,Entrada tormentosa,Regate,30,Balón angelical,Regate,38,Impulso temporal,LIBRE,43
895479BF,734,c01008140,Olly Popman,Viento,MED,DEF,Brecha,normal,No afiliados,Jugarreta,Defensa,1,Pantalla acuática,Regate,13,Golpe de vacío,LIBRE,20,Hora celestial,Regate,30,Balón angelical,Regate,38,Impulso temporal,LIBRE,43,Ciclón doble,Defensa,30,Torre perfecta,Defensa,38,Guardián férreo,LIBRE,43
904F48FE,735,c01008150,Tyche Winham,Bosque,POR,DEF,Afinidad,normal,No afiliados,Despeje de puño,Parada,1,Cinto astral,Defensa,13,Mano mágica,LIBRE,20,Bloqueo doble,Parada,30,Mano ultradimensional,Parada,38,Determinación de portero,LIBRE,43,Telaraña,Defensa,30,Caída a los infiernos,Defensa,38,Guardián férreo,LIBRE,43
BB621B3D,736,c01008160,Page Helper,Montana,MED,DEF,Juego sucio,normal,No afiliados,Carga de hombro,Defensa,1,Patada canguro,Regate,13,Corro de la patata,LIBRE,20,Regate topo,Regate,30,Superelástico,Regate,38,Impulso temporal,LIBRE,43,Dientes de roca,Defensa,30,La montaña,Defensa,38,Guardián férreo,LIBRE,43
A2792A7C,737,c01008170,Barry Lugh,Viento,DEL,DEF,Juego sucio,normal,No afiliados,Parada en arco,Defensa,1,Pase cruzado,Tiro,13,Ciclón doble,LIBRE,20,Superrelámpago,Tiro,30,Flecha divina,Tiro,38,Sobrecarga ardiente,LIBRE,43,Zona de seguridad,Defensa,30,Torre perfecta,Defensa,38,Guardián férreo,LIBRE,43
25E136B3,738,c01008180,Jen Quibble,Montana,POR,DEF,Brecha,normal,No afiliados,Parada en arco,Defensa,1,Agujero de gusano,Parada,13,Voltereta circense,LIBRE,20,Golpes de luz,Parada,30,Muralla infinita,Parada,38,Determinación de portero,LIBRE,43,Emboscada defensiva,Defensa,30,Escudo corporal,Defensa,38,Guardián férreo,LIBRE,43
3CFA07F2,739,c01008190,Dan Drobium,Bosque,DEL,DEF,Juego sucio,normal,No afiliados,Jugarreta,Defensa,1,Cabezazo kung-fu,Tiro,13,Telaraña,LIBRE,20,Remate seguridad,Tiro,30,Rayo de Ganímedes,Tiro,38,Sobrecarga ardiente,LIBRE,43,Ataque sombrío,Defensa,30,Corte diabólico,Defensa,38,Guardián férreo,LIBRE,43
EF7E02E2,740,c01008200,Lyle O'Day,Montana,DEL,MED,Brecha,normal,No afiliados,Caño,Regate,1,Remate de Gaia,Tiro,13,Carrera a 3 piernas,LIBRE,20,Ataque de paladín,Tiro,30,Golpe de samba,Tiro,38,Sobrecarga ardiente,LIBRE,43,Regate topo,Regate,30,Superelástico,Regate,38,Catalizador elemental,LIBRE,43
F66533A3,741,c01008210,Crane Clawson,Viento,MED,DEF,Tension,normal,No afiliados,Paso engañoso,Regate,1,Corte giratorio,Defensa,13,Hora celestial,LIBRE,20,Entrada tormentosa,Regate,30,Patín aéreo,Regate,38,Impulso temporal,LIBRE,43,Ciclón,Defensa,30,Subida a los cielos,Defensa,38,Guardián férreo,LIBRE,43
DD486060,742,c01008220,Raven Crowe,Montana,DEF,MED,Justicia,normal,No afiliados,Robo rodante,Defensa,1,Giro de mono,Regate,13,Corro de la patata,LIBRE,20,Muro de hierro,Defensa,30,La montaña,Defensa,38,Guardián férreo,LIBRE,43,Regate topo,Regate,30,Superelástico,Regate,38,Catalizador elemental,LIBRE,43
C4535121,743,c01008230,Shirley Ladyman,Bosque,DEF,DEL,Tension,normal,No afiliados,Robo rodante,Defensa,1,Chut de 100 toques,Tiro,13,Segadora,LIBRE,20,Ataque sombrío,Defensa,30,Caída a los infiernos,Defensa,38,Guardián férreo,LIBRE,43,Remate seguridad,Tiro,30,Triángulo letal,Tiro,38,Sobrecarga ardiente,LIBRE,43
8B12C7E6,744,c01008240,Cody Barani,Montana,POR,MED,Brecha,normal,No afiliados,Parada de mano firme,Parada,1,Confusión,Regate,13,Puño de furia,LIBRE,20,Mano celestial,Parada,30,Parada celestial,Parada,38,Determinación de portero,LIBRE,43,Regate topo,Regate,30,Superelástico,Regate,38,Catalizador elemental,LIBRE,43
9209F6A7,745,c01008250,Bob Shishker,Fuego,DEL,MED,Afinidad,normal,No afiliados,Amago y esprint,Regate,1,Chut granada,Tiro,13,Balón galgo,LIBRE,20,Llamarada infernal,Tiro,30,Pájaro de fuego,Tiro,38,Sobrecarga ardiente,LIBRE,43,Entrada de llamas,Regate,30,Vuelo de Ícaro,Regate,38,Impulso temporal,LIBRE,43
B924A564,746,c01008260,Pica Vellosum,Montana,DEL,MED,Justicia,normal,No afiliados,Vaselina,Tiro,1,Acelerón,Regate,13,Técnica kung-fu,LIBRE,20,Remate del tigre,Tiro,30,Remate unicornio,Tiro,38,Sobrecarga ardiente,LIBRE,43,Carrera a 3 piernas,Regate,30,Superelástico,Regate,38,Impulso temporal,LIBRE,43
A03F9425,747,c01008270,Sascha Powder,Fuego,POR,DEF,Contra,normal,No afiliados,Parada poderosa,Parada,1,Cortafuegos,Defensa,13,Despeje cohete,LIBRE,20,Lanzallamas,Parada,30,Escudo de fuerza total,Parada,38,Determinación de portero,LIBRE,43,Zigzag de fuego,Defensa,30,Torre perfecta,Defensa,38,Guardián férreo,LIBRE,43
27A788EA,748,c01008280,Gore Lyath,Fuego,MED,DEF,Tension,normal,No afiliados,Entrada cegadora,Regate,1,Flash de fotones,Defensa,13,Tacón infernal,LIBRE,20,Balón galgo,Regate,30,Vuelo de Ícaro,Regate,38,Catalizador elemental,LIBRE,43,Zigzag de fuego,Defensa,30,Subida a los cielos,Defensa,38,Guardián férreo,LIBRE,43
3EBCB9AB,749,c01008290,Marty Gras,Viento,DEL,DEF,Juego sucio,normal,No afiliados,Jugarreta,Defensa,1,Remate espiral,Tiro,13,Ciclón,LIBRE,20,Pingüino espacial,Tiro,30,Flecha divina,Tiro,38,Sobrecarga ardiente,LIBRE,43,Campo torbellino,Defensa,30,Subida a los cielos,Defensa,38,Guardián férreo,LIBRE,43
EEBC68D5,750,c01008300,Bob Dingnagian,Montana,MED,DEF,Brecha,normal,No afiliados,Caño,Regate,1,Pisotón de sumo,Defensa,13,Carrera a 3 piernas,LIBRE,20,Regate topo,Regate,30,Superelástico,Regate,38,Catalizador elemental,LIBRE,43,Corro de la patata,Defensa,30,Megaterremoto,Defensa,38,Guardián férreo,LIBRE,43
F7A75994,751,c01008310,Hugh Dyer,Montana,POR,DEF,Justicia,normal,No afiliados,Parada poderosa,Parada,1,Pisotón de sumo,Defensa,13,Golpes de luz,LIBRE,20,Guardia del coliseo,Parada,30,Muralla gigante,Parada,38,Determinación de portero,LIBRE,43,Dientes de roca,Defensa,30,Megaterremoto,Defensa,38,Guardián férreo,LIBRE,43
DC8A0A57,752,c01008320,Carl Penter,Montana,DEL,MED,Afinidad,normal,No afiliados,Tiro con efecto,Tiro,1,Giro de mono,Regate,13,Técnica kung-fu,LIBRE,20,Ataque de paladín,Tiro,30,Remate unicornio,Tiro,38,Sobrecarga ardiente,LIBRE,43,Regate topo,Regate,30,Superelástico,Regate,38,Impulso temporal,LIBRE,43
C5913B16,753,c01008330,Jebb Ettow,Montana,DEL,MED,Brecha,normal,No afiliados,Taconazo,Regate,1,Remate Tarzán,Tiro,13,Carrera a 3 piernas,LIBRE,20,Técnica kung-fu,Tiro,30,Remate unicornio,Tiro,38,Sobrecarga ardiente,LIBRE,43,Regate topo,Regate,30,Superelástico,Regate,38,Catalizador elemental,LIBRE,43
8AD0ADD1,754,c01008340,Julian Siezer,Montana,DEL,MED,Juego sucio,normal,No afiliados,Taconazo,Regate,1,Remate de Gaia,Tiro,13,Carrera a 3 piernas,LIBRE,20,Técnica kung-fu,Tiro,30,Disparo con rebotes,Tiro,38,Sobrecarga ardiente,LIBRE,43,Regate topo,Regate,30,Superelástico,Regate,38,Catalizador elemental,LIBRE,43
93CB9C90,755,c01008350,Bill Dozer,Montana,POR,MED,Tension,normal,No afiliados,Parada poderosa,Parada,1,Giro de mono,Regate,13,Bloqueo firme,LIBRE,20,Puño de furia,Parada,30,Muralla gigante,Parada,38,Determinación de portero,LIBRE,43,Carrera a 3 piernas,Regate,30,Superelástico,Regate,38,Impulso temporal,LIBRE,43
B8E6CF53,756,c01008360,Benny Factor,Fuego,POR,MED,Justicia,normal,No afiliados,Amago y esprint,Regate,1,Combustión,Parada,13,Entrada de llamas,LIBRE,20,Puños voladores,Parada,30,Escudo de fuerza total,Parada,38,Determinación de portero,LIBRE,43,Balón galgo,Regate,30,Vuelo de Ícaro,Regate,38,Impulso temporal,LIBRE,43
A1FDFE12,757,c01008370,Roman Candler,Fuego,MED,DEF,Tension,normal,No afiliados,Carga de hombro,Defensa,1,Acelerrelámpago,Regate,13,Entrada rodante,LIBRE,20,Balón galgo,Regate,30,Vuelo de Ícaro,Regate,38,Impulso temporal,LIBRE,43,Estrella fugaz,Defensa,30,La montaña,Defensa,38,Guardián férreo,LIBRE,43
2665E2DD,758,c01008380,Ray Whitehead,Bosque,MED,DEL,Afinidad,normal,No afiliados,Entrada cegadora,Regate,1,Chut de 100 toques,Tiro,13,Ultraluna,LIBRE,20,Regate múltiple,Regate,30,Campo de fuerza,Regate,38,Catalizador elemental,LIBRE,43,Tiro espejismo,Tiro,30,Rayo de Ganímedes,Tiro,38,Sobrecarga ardiente,LIBRE,43
3F7ED39C,759,c01008390,Aston Isher,Fuego,MED,DEF,Afinidad,normal,No afiliados,Regate disimulado,Defensa,1,Acelerrelámpago,Regate,13,Corte volcánico,LIBRE,20,Balón galgo,Regate,30,Vuelo de Ícaro,Regate,38,Catalizador elemental,LIBRE,43,Entrada rodante,Defensa,30,Corte diabólico,Defensa,38,Guardián férreo,LIBRE,43
EBF37E50,760,c01008400,Grover Bearing,Fuego,POR,MED,Justicia,normal,No afiliados,Finta de pie,Regate,1,Combustión,Parada,13,Coz 3,LIBRE,20,Puños voladores,Parada,30,Escudo de fuerza total,Parada,38,Determinación de portero,LIBRE,43,Tacón infernal,Regate,30,Vuelo de Ícaro,Regate,38,Impulso temporal,LIBRE,43
F2E84F11,761,c01008410,Andy Sided,Montana,DEF,MED,Tension,normal,No afiliados,Caño,Regate,1,El muro,Defensa,13,Regate topo,LIBRE,20,Emboscada defensiva,Defensa,30,La montaña,Defensa,38,Guardián férreo,LIBRE,43,Carrera a 3 piernas,Regate,30,Superelástico,Regate,38,Catalizador elemental,LIBRE,43
D9C51CD2,762,c01008420,Phil O'Biblist,Fuego,MED,DEF,Contra,normal,No afiliados,Carga de hombro,Defensa,1,Pared solitaria,Regate,13,Zigzag de fuego,LIBRE,20,Tacón infernal,Regate,30,Vuelo de Ícaro,Regate,38,Impulso temporal,LIBRE,43,Estrella fugaz,Defensa,30,La montaña,Defensa,38,Guardián férreo,LIBRE,43
C0DE2D93,763,c01008430,Roy Plimsole,Viento,POR,DEF,Justicia,normal,No afiliados,Parada en arco,Defensa,1,Constelación estelar,Parada,13,Ciclón,LIBRE,20,Malla eléctrica,Parada,30,Superpuño invencible,Parada,38,Determinación de portero,LIBRE,43,Campo torbellino,Defensa,30,Subida a los cielos,Defensa,38,Guardián férreo,LIBRE,43
8F9FBB54,764,c01008440,Jem Paste,Bosque,POR,DEF,Juego sucio,normal,No afiliados,Parada de mano firme,Parada,1,Manos fantasmagóricas,Defensa,13,Campo de fuerza,LIBRE,20,Bloqueo doble,Parada,30,Manos infinitas,Parada,38,Determinación de portero,LIBRE,43,Segadora,Defensa,30,Corte diabólico,Defensa,38,Guardián férreo,LIBRE,43
96848A15,765,c01008450,Mike Creasewell,Viento,MED,DEL,Justicia,normal,No afiliados,Finta de pie,Regate,1,Remate espiral,Tiro,13,Hora celestial,LIBRE,20,Entrada tormentosa,Regate,30,Danza del viento,Regate,38,Impulso temporal,LIBRE,43,Tornado inverso,Tiro,30,Remate en V,Tiro,38,Sobrecarga ardiente,LIBRE,43
BDA9D9D6,766,c01008460,Hale Quinn,Fuego,DEF,MED,Tension,normal,No afiliados,Carga de hombro,Defensa,1,Pared solitaria,Regate,13,Estrella fugaz,LIBRE,20,Entrada rodante,Defensa,30,Megaterremoto,Defensa,38,Guardián férreo,LIBRE,43,Balón galgo,Regate,30,Vuelo de Ícaro,Regate,38,Catalizador elemental,LIBRE,43
A4B2E897,767,c01008470,Al Askan,Montana,DEL,MED,Afinidad,normal,No afiliados,Tiro con rebote,Tiro,1,Giro de mono,Regate,13,Remate gafas,LIBRE,20,Remate del tigre,Tiro,30,Arcoíris luminoso,Tiro,38,Sobrecarga ardiente,LIBRE,43,Regate topo,Regate,30,Superelástico,Regate,38,Catalizador elemental,LIBRE,43
232AF458,768,c01008480,Scot Chopper,Bosque,DEF,MED,Tension,normal,No afiliados,Carga de hombro,Defensa,1,Regate espejismo,Regate,13,Segadora,LIBRE,20,Ataque sombrío,Defensa,30,Corte diabólico,Defensa,38,Guardián férreo,LIBRE,43,Engaño torero,Regate,30,Balón diabólico,Regate,38,Catalizador elemental,LIBRE,43
3A31C519,769,c01008490,Nick Templeton,Fuego,DEL,DEF,Contra,normal,No afiliados,Vaselina,Tiro,1,Flash de fotones,Defensa,13,Llamarada infernal,LIBRE,20,Tornado de fuego,Tiro,30,Torbellino de fuego,Tiro,38,Sobrecarga ardiente,LIBRE,43,Zigzag de fuego,Defensa,30,Caída a los infiernos,Defensa,38,Guardián férreo,LIBRE,43
EA311467,770,c01008500,Butler Chambers,Fuego,DEL,MED,Tension,normal,No afiliados,Tiro con rebote,Tiro,1,Pared solitaria,Regate,13,Tornado dragón,LIBRE,20,Remate combinado,Tiro,30,Mandíbulas dobles,Tiro,38,Sobrecarga ardiente,LIBRE,43,Entrada de llamas,Regate,30,Vuelo de Ícaro,Regate,38,Impulso temporal,LIBRE,43
F32A2526,771,c01008510,Pip Skinner,Bosque,POR,MED,Brecha,normal,No afiliados,Parada poderosa,Parada,1,Espejismo de balón,Regate,13,Mano mágica,LIBRE,20,Bloqueo doble,Parada,30,Manos infinitas,Parada,38,Determinación de portero,LIBRE,43,Ultraluna,Regate,30,Balón diabólico,Regate,38,Impulso temporal,LIBRE,43
D80776E5,772,c01008520,Dan Vega,Bosque,DEF,MED,Justicia,normal,No afiliados,Parada en arco,Defensa,1,Espejismo de balón,Regate,13,Defensa múltiple,LIBRE,20,Segadora,Defensa,30,Caída a los infiernos,Defensa,38,Guardián férreo,LIBRE,43,Ultraluna,Regate,30,Balón diabólico,Regate,38,Impulso temporal,LIBRE,43
C11C47A4,773,c01008530,Manny Kinsland,Montana,DEL,DEF,Justicia,normal,No afiliados,Carga de hombro,Defensa,1,Remate de Gaia,Tiro,13,Emboscada defensiva,LIBRE,20,Técnica kung-fu,Tiro,30,Disparo con rebotes,Tiro,38,Sobrecarga ardiente,LIBRE,43,Dientes de roca,Defensa,30,Escudo corporal,Defensa,38,Guardián férreo,LIBRE,43
8E5DD163,774,c01008540,Chick Adiddy,Fuego,DEL,MED,Juego sucio,normal,No afiliados,Taconazo,Regate,1,Chut granada,Tiro,13,Balón galgo,LIBRE,20,Tiro cegador,Tiro,30,Mandíbulas dobles,Tiro,38,Sobrecarga ardiente,LIBRE,43,Coz 3,Regate,30,Vuelo de Ícaro,Regate,38,Catalizador elemental,LIBRE,43
9746E022,775,c01008550,Jig Charleston,Montana,MED,DEF,Tension,normal,No afiliados,Carga de hombro,Defensa,1,Confusión,Regate,13,Muro de hierro,LIBRE,20,Regate topo,Regate,30,Superelástico,Regate,38,Catalizador elemental,LIBRE,43,Corro de la patata,Defensa,30,Megaterremoto,Defensa,38,Guardián férreo,LIBRE,43
BC6BB3E1,776,c01008560,Powers Flawless,Montana,POR,DEF,Juego sucio,normal,No afiliados,Robo rodante,Defensa,1,Espiral de distorsión,Parada,13,Voltereta circense,LIBRE,20,Deslizamiento,Parada,30,Parada celestial,Parada,38,Determinación de portero,LIBRE,43,Corro de la patata,Defensa,30,Megaterremoto,Defensa,38,Guardián férreo,LIBRE,43
A57082A0,777,c01008570,Alistair Horizon,Bosque,MED,DEF,Afinidad,normal,No afiliados,Robo rodante,Defensa,1,Imagen residual,Regate,13,Ataque sombrío,LIBRE,20,Regate múltiple,Regate,30,Campo de fuerza,Regate,38,Catalizador elemental,LIBRE,43,Defensa múltiple,Defensa,30,Caída a los infiernos,Defensa,38,Guardián férreo,LIBRE,43
22E89E6F,778,c01008580,Tim Bergoods,Viento,MED,DEF,Juego sucio,normal,No afiliados,Robo rodante,Defensa,1,Zigzag chispeante,Regate,13,Ciclón doble,LIBRE,20,Aikido,Regate,30,Balón angelical,Regate,38,Impulso temporal,LIBRE,43,Zona de seguridad,Defensa,30,Subida a los cielos,Defensa,38,Guardián férreo,LIBRE,43
3BF3AF2E,779,c01008590,Lux Sidebottom,Fuego,POR,DEF,Brecha,normal,No afiliados,Despeje de puño,Parada,1,Superpisotón de sumo,Defensa,13,Mano celestial X,LIBRE,20,Despeje cohete,Parada,30,Millón de manos,Parada,38,Determinación de portero,LIBRE,43,Estela ígnea,Defensa,30,Megaterremoto,Defensa,38,Guardián férreo,LIBRE,43
E877AA3E,780,c01008600,Nat Picker,Fuego,MED,DEF,Juego sucio,normal,No afiliados,Carga de hombro,Defensa,1,Lluvia de meteoros,Regate,13,Estela ígnea,LIBRE,20,Tacón infernal,Regate,30,Vuelo de Ícaro,Regate,38,Catalizador elemental,LIBRE,43,Zigzag de fuego,Defensa,30,Corte diabólico,Defensa,38,Guardián férreo,LIBRE,43
F16C9B7F,781,c01008610,Harold Derry,Fuego,DEF,MED,Tension,normal,No afiliados,Caño,Regate,1,Cortafuegos,Defensa,13,Tacón infernal,LIBRE,20,Entrada rodante,Defensa,30,Escudo corporal,Defensa,38,Guardián férreo,LIBRE,43,Balón galgo,Regate,30,Vuelo de Ícaro,Regate,38,Impulso temporal,LIBRE,43
DA41C8BC,782,c01008620,Josh Rogan,Fuego,MED,DEL,Justicia,normal,No afiliados,Tiro rasante,Tiro,1,Acelerrelámpago,Regate,13,Remate misil,LIBRE,20,Coz 3,Regate,30,Vuelo de Ícaro,Regate,38,Impulso temporal,LIBRE,43,Tiro cegador,Tiro,30,Descenso estelar,Tiro,38,Sobrecarga ardiente,LIBRE,43
C35AF9FD,783,c01008630,Ronny O'Mania,Viento,DEF,MED,Contra,normal,No afiliados,Entrada cegadora,Regate,1,Rompehielos,Defensa,13,Entrada tormentosa,LIBRE,20,Campo torbellino,Defensa,30,Torre perfecta,Defensa,38,Guardián férreo,LIBRE,43,Hora celestial,Regate,30,Balón angelical,Regate,38,Impulso temporal,LIBRE,43
8C1B6F3A,784,c01008640,Buck Teachey,Montana,DEF,MED,Afinidad,normal,No afiliados,Paso engañoso,Regate,1,El muro,Defensa,13,Regate topo,LIBRE,20,Muro de hierro,Defensa,30,Escudo corporal,Defensa,38,Guardián férreo,LIBRE,43,Carrera a 3 piernas,Regate,30,Superelástico,Regate,38,Catalizador elemental,LIBRE,43
95005E7B,785,c01008650,Rayburn Lightly,Bosque,MED,DEF,Afinidad,normal,No afiliados,Jugarreta,Defensa,1,Espejismo de balón,Regate,13,Telaraña,LIBRE,20,Regate múltiple,Regate,30,Balón diabólico,Regate,38,Catalizador elemental,LIBRE,43,Defensa múltiple,Defensa,30,Corte diabólico,Defensa,38,Guardián férreo,LIBRE,43
BE2D0DB8,786,c01008660,Pat Greene,Fuego,MED,DEF,Juego sucio,normal,No afiliados,Robo rodante,Defensa,1,Lluvia de meteoros,Regate,13,Zigzag de fuego,LIBRE,20,Tacón infernal,Regate,30,Vuelo de Ícaro,Regate,38,Impulso temporal,LIBRE,43,Estela ígnea,Defensa,30,La montaña,Defensa,38,Guardián férreo,LIBRE,43
A7363CF9,787,c01008670,Sylver Stone,Montana,DEL,MED,Juego sucio,normal,No afiliados,Tiro rasante,Tiro,1,Giro de mono,Regate,13,Remate gafas,LIBRE,20,Tirachinas,Tiro,30,Golpe de samba,Tiro,38,Sobrecarga ardiente,LIBRE,43,Regate topo,Regate,30,Superelástico,Regate,38,Catalizador elemental,LIBRE,43
20AE2036,788,c01008680,Equin Knocks,Fuego,MED,DEF,Justicia,normal,No afiliados,Regate disimulado,Defensa,1,Lluvia de meteoros,Regate,13,Corte volcánico,LIBRE,20,Coz 3,Regate,30,Vuelo de Ícaro,Regate,38,Impulso temporal,LIBRE,43,Estela ígnea,Defensa,30,Megaterremoto,Defensa,38,Guardián férreo,LIBRE,43
39B51177,789,c01008690,Hans Bigger,Bosque,DEF,MED,Justicia,normal,No afiliados,Parada en arco,Defensa,1,Espejismo de balón,Regate,13,Telaraña,LIBRE,20,Ataque sombrío,Defensa,30,Corte diabólico,Defensa,38,Guardián férreo,LIBRE,43,Engaño torero,Regate,30,Balón diabólico,Regate,38,Impulso temporal,LIBRE,43
E9B5C009,790,c01008700,Creed Wrighter,Bosque,DEL,MED,Tension,normal,No afiliados,Taconazo,Regate,1,Astrorremate,Tiro,13,Ultraluna,LIBRE,20,Remate múltiple,Tiro,30,Lanza letal,Tiro,38,Sobrecarga ardiente,LIBRE,43,Regate múltiple,Regate,30,Balón diabólico,Regate,38,Catalizador elemental,LIBRE,43
F0AEF148,791,c01008710,Fran Zimmer,Viento,DEF,MED,Brecha,normal,No afiliados,Carga de hombro,Defensa,1,Zigzag chispeante,Regate,13,Flecha huracán,LIBRE,20,Ciclón,Defensa,30,Subida a los cielos,Defensa,38,Guardián férreo,LIBRE,43,Entrada tormentosa,Regate,30,Danza del viento,Regate,38,Catalizador elemental,LIBRE,43
DB83A28B,792,c01008720,Chaz Anover,Bosque,MED,DEL,Brecha,normal,No afiliados,Tiro potente,Tiro,1,Imagen residual,Regate,13,Tornado oscuro,LIBRE,20,Engaño torero,Regate,30,Campo de fuerza,Regate,38,Catalizador elemental,LIBRE,43,Remate seguridad,Tiro,30,Megadragón,Tiro,38,Sobrecarga ardiente,LIBRE,43
C29893CA,793,c01008730,Kurt O'Graphy,Bosque,DEF,MED,Afinidad,normal,No afiliados,Carga de hombro,Defensa,1,Regate espejismo,Regate,13,Segadora,LIBRE,20,Telaraña,Defensa,30,Corte diabólico,Defensa,38,Guardián férreo,LIBRE,43,Regate múltiple,Regate,30,Balón diabólico,Regate,38,Impulso temporal,LIBRE,43
8DD9050D,794,c01008740,Pace Storey,Fuego,DEL,MED,Justicia,normal,No afiliados,Paso engañoso,Regate,1,Chut granada,Tiro,13,Tacón infernal,LIBRE,20,Tiro radiocontrol,Tiro,30,Pájaro de fuego,Tiro,38,Sobrecarga ardiente,LIBRE,43,Entrada de llamas,Regate,30,Vuelo de Ícaro,Regate,38,Catalizador elemental,LIBRE,43
