# Con que busto se dibuja cada personaje debajo de la cara (NOTAS O-148, O-154).
# cuerpo = fichero de 10_icon_chr/uniform/<cuerpo>_l.png, ya en su talla.
# complexion = cuerpo base 3D (c000101..c000401); tipo_cuerpo = 0-7, lo que usa
# el filtro de cuerpo del juego; origen = camiseta / portero / propia / respaldo.
# Lo genera herramientas/construir_cuerpos.py.
identidad,cuerpo,complexion,tipo_cuerpo,origen
2E1A7B28,u050102_10_00,c000101,1,camiseta
2E2ADDD0,u115105_10_00,c000301,4,respaldo_equipo
2E38ED70,u117407_10_00,c000401,6,camiseta
2E501BC2,u117407_10_00,c000401,6,respaldo_equipo
2E73346E,u117406_10_00,c000401,5,camiseta
2E812820,u111507_10_00,c000401,6,camiseta
2E8684A1,u081105_10_00,c000301,4,camiseta
2E8FB5A6,u115108_10_00,c000301,7,camiseta
2EA82D61,u117401_10_00,c000101,0,camiseta
2EA8A22C,u040901_10_00,c000101,0,camiseta
2EAA4E6F,u117401_10_00,c000101,0,camiseta
2EB0E356,u052002_10_00,c000101,1,camiseta
2EC40365,u117401_10_00,c000101,0,camiseta
2EDC4EF8,u117403_10_00,c000201,2,camiseta
2EDD0B03,u117407_10_00,c000401,6,camiseta
2EE0D28A,u117401_10_00,c000101,0,camiseta
2EEB69E6,u117205_10_00,c000301,4,camiseta
2F1714A0,u01002610,c000401,6,propia
2F1F6134,u117401_10_00,c000101,0,camiseta
2F22B8BD,u117405_10_00,c000301,4,camiseta
2F44EE96,u081103_10_00,c000201,2,camiseta
2F4EF0F2,u061405_10_00,c000301,4,camiseta
2F682458,u117407_10_00,c000401,6,camiseta
2F6A4756,u117401_10_00,c000101,0,camiseta
2F6AC81B,u04000360,c000101,1,propia
2F7A476F,u111002_10_00,c000101,1,camiseta
2F853C88,u010301_10_00,c000101,0,camiseta
2F8D4641,u112505_10_00,c000301,4,camiseta
2F9FF28B,u115105_10_00,c000301,4,camiseta
2FB15E59,u117401_10_00,c000101,0,camiseta
2FB34868,u010151_10_00,c000101,0,portero
2FBA860F,u030405_10_00,c000301,4,camiseta
2FC61B35,u117403_10_00,c000201,2,camiseta
2FCDC363,u031305_10_00,c000301,4,camiseta
2FD0EE62,u060902_10_00,c000101,1,camiseta
2FE8B7E7,u115101_10_00,c000101,1,camiseta
2FF48419,u020102_10_00,c000101,1,camiseta
2FFA8747,u117405_10_00,c000301,4,camiseta
30009285,u117401_10_00,c000101,0,camiseta
3014BB3C,u111202_10_00,c000101,1,camiseta
3016E89F,u117401_10_00,c000101,0,camiseta
301D30C9,u032306_10_00,c000401,5,camiseta
302A74ED,u117405_10_00,c000301,4,camiseta
302F1896,u051153_10_00,c000201,2,portero
302F80BD,u11803030,c000301,7,propia
3038444D,u115108_10_00,c000301,7,camiseta
3055406F,u117406_10_00,c000401,5,camiseta
3055CF22,u010151_10_00,c000101,0,portero
3061ADF3,u117401_10_00,c000101,0,camiseta
30664B2F,u11010060,c000101,1,propia
30679D41,u010201_10_00,c000101,0,camiseta
307A4531,u010105_10_00,c000301,4,camiseta
307CF6F4,u11010040,c000301,7,propia
30B2F63D,u117401_10_00,c000101,0,camiseta
30B8D7F2,u117402_10_00,c000101,1,camiseta
30BA3BB1,u040505_10_00,c000301,4,camiseta
30BAB4FC,u117405_10_00,c000301,4,camiseta
30CF929E,u117402_10_00,c000101,1,camiseta
30D2BF9F,u010103_10_00,c000201,2,camiseta
30E0C524,u051705_10_00,c000301,4,respaldo_equipo
30F24B17,u117407_10_00,c000401,6,camiseta
310DF8A9,u117401_10_00,c000101,0,camiseta
3110D5A8,u117401_10_00,c000101,0,camiseta
3123B9D2,u021501_10_00,c000101,0,respaldo_equipo
31280360,u115101_10_00,c000101,1,camiseta
312F7F8B,u041801_10_00,c000101,0,respaldo_equipo
31302120,u117405_10_00,c000301,4,camiseta
313364EF,u115107_10_00,c000401,6,camiseta
3168DEF2,u11100510,c000101,1,propia
3178DECB,u117403_10_00,c000201,2,camiseta
317ABDC5,u117407_10_00,c000401,6,camiseta
3181DF0F,u020805_10_00,c000301,4,camiseta
318A8814,u041105_10_00,c000301,4,camiseta
31972A58,u117402_10_00,c000101,1,camiseta
3197A515,u010105_10_00,c000301,4,camiseta
319CF20E,u070201_10_00,c000101,0,camiseta
31A3C7C4,u117403_10_00,c000201,2,camiseta
31A81F92,u03030080,c000101,1,propia
31B82F06,u010105_10_00,c000301,4,camiseta
31C2F8B2,u117407_10_00,c000401,6,camiseta
31D482A8,u117403_10_00,c000201,2,camiseta
31D6D10B,u111207_10_00,c000401,6,camiseta
31DF5AFE,u032301_10_00,c000101,0,camiseta
31E81EDA,u117405_10_00,c000301,4,camiseta
31E878F2,u030903_10_00,c000201,2,camiseta
31ED72A1,u051105_10_00,c000301,4,camiseta
31FA2E7A,u115101_10_00,c000101,1,camiseta
3203AD98,u115106_10_00,c000401,5,camiseta
320CB039,u117401_10_00,c000101,0,camiseta
3213717B,u010201_10_00,c000101,0,camiseta
322713AA,u117401_10_00,c000101,0,camiseta
322CCBFC,u030305_10_00,c000301,4,camiseta
325056C6,u117402_10_00,c000101,1,camiseta
32542427,u080601_10_00,c000101,0,camiseta
325B8E90,u031905_10_00,c000301,4,camiseta
326A8DDE,u110701_10_00,c000101,0,camiseta
326CCAB4,u117407_10_00,c000401,6,camiseta
327C1657,u115101_10_00,c000101,1,camiseta
327EFA14,u115107_10_00,c000401,6,camiseta
327F77D7,u117404_10_00,c000201,3,camiseta
3283AC1E,u11010050,c000101,0,propia
32892CC7,u117401_10_00,c000101,0,camiseta
329B7F5D,u050601_10_00,c000101,0,camiseta
32A95702,u031203_10_00,c000201,2,camiseta
32B47A03,u061101_10_00,c000101,0,camiseta
32B4F54E,u117405_10_00,c000301,4,camiseta
32C6A73F,u051602_10_00,c000101,1,respaldo_equipo
32D48227,u11050510,c000101,1,propia
32D6ECCD,u117405_10_00,c000301,4,camiseta
32E4C492,u050701_10_00,c000101,0,camiseta
32E9564A,u117401_10_00,c000101,0,camiseta
32FC0AA5,u117401_10_00,c000101,0,camiseta
32FE69AB,u117403_10_00,c000201,2,camiseta
331486FA,u117406_10_00,c000401,5,camiseta
3326AEA5,u050701_10_00,c000101,0,camiseta
33282B71,u041801_10_00,c000101,0,respaldo_equipo
332B3C7D,u117407_10_00,c000401,6,camiseta
333C039C,u117403_10_00,c000201,2,camiseta
333E6092,u117401_10_00,c000101,0,camiseta
333EEFDF,u040201_10_00,c000101,0,camiseta
334B46F0,u117401_10_00,c000101,0,camiseta
3359156A,u050602_10_00,c000101,1,camiseta
336B3D35,u031205_10_00,c000301,4,camiseta
336C517A,u115104_10_00,c000201,3,camiseta
33761034,u061106_10_00,c000401,5,camiseta
33769F79,u117401_10_00,c000101,0,camiseta
338C36DB,u050201_10_00,c000101,0,camiseta
33923CF1,u117401_10_00,c000101,0,camiseta
339905CF,u011001_10_00,c000101,0,camiseta
3399E4A7,u031905_10_00,c000301,4,camiseta
33A09645,u115601_10_00,c000101,0,camiseta
33A8E7E9,u110701_10_00,c000101,0,camiseta
33AEA083,u117401_10_00,c000101,0,camiseta
33AF4B68,u080301_10_00,c000101,0,camiseta
33BC9023,u115105_10_00,c000301,4,respaldo_equipo
33C1C7AF,u115101_10_00,c000101,0,camiseta
33CEDA0E,u117405_10_00,c000301,4,camiseta
33D11B4C,u010255_10_00,c000301,4,portero
33DBC194,u010101_10_00,c000101,0,camiseta
33E5799D,u117401_10_00,c000101,0,camiseta
3405E011,u117401_10_00,c000101,0,camiseta
3409DB45,u115101_10_00,c000101,1,camiseta
341F40CC,u110505_10_00,c000301,4,camiseta
341FE784,u010101_10_00,c000101,0,respaldo_generico
3421E935,u080403_10_00,c000201,2,camiseta
34275F6D,u111802_10_00,c000101,1,camiseta
342A6A02,u117403_10_00,c000201,2,camiseta
342F0679,u040301_10_00,c000101,0,camiseta
3435AB40,u117401_10_00,c000101,0,camiseta
34374703,u040101_10_00,c000101,0,camiseta
3437C84E,u117402_10_00,c000101,1,camiseta
3442EE2C,u117401_10_00,c000101,0,camiseta
3443ABD7,u117401_10_00,c000101,0,camiseta
344E17E8,u020201_10_00,c000101,0,respaldo_equipo
3450BDB6,u050406_10_00,c000401,5,camiseta
34694DBF,u117402_10_00,c000101,1,camiseta
347F37A5,u117401_10_00,c000101,0,camiseta
34904C7B,u031405_10_00,c000301,4,camiseta
349B942D,u117402_10_00,c000101,1,camiseta
34A7085F,u117405_10_00,c000301,4,camiseta
34AA9B59,u061405_10_00,c000301,4,camiseta
34AB8F6F,u11908120,c000201,2,propia
34B037BE,u117402_10_00,c000101,1,camiseta
34B538FF,u115101_10_00,c000101,1,camiseta
34D8B390,u010457_10_00,c000401,6,portero
34DBF65F,u115101_10_00,c000101,1,camiseta
34E56A19,u117401_10_00,c000101,0,camiseta
34ECD141,u117401_10_00,c000101,0,camiseta
34EEC770,u010201_10_00,c000101,0,camiseta
34F73983,u051405_10_00,c000301,4,camiseta
351AD9A7,u010401_10_00,c000101,0,camiseta
35256320,u030506_10_00,c000401,5,camiseta
3527002E,u117401_10_00,c000101,0,camiseta
352EBB76,u117402_10_00,c000101,1,camiseta
353553B4,u05024610,c000301,4,propia
3552264C,u031401_10_00,c000101,0,camiseta
3559FE1A,u117403_10_00,c000201,2,camiseta
35656268,u117401_10_00,c000101,0,camiseta
35725D89,u117402_10_00,c000101,1,camiseta
357752C8,u115105_10_00,c000301,4,camiseta
3580841B,u117403_10_00,c000201,2,camiseta
3581C1E0,u117401_10_00,c000101,0,camiseta
358C7DDF,u020201_10_00,c000101,0,respaldo_equipo
3592D781,u050406_10_00,c000401,5,camiseta
35AB2788,u117402_10_00,c000101,1,camiseta
35AF165F,u011001_10_00,c000101,0,camiseta
35B40ABD,u115103_10_00,c000201,2,camiseta
35BD5D92,u117401_10_00,c000101,0,camiseta
35C7120D,u11806010,c000301,4,propia
35C78A26,u117402_10_00,c000101,1,camiseta
35CBB172,u115101_10_00,c000101,1,camiseta
35DD2AFB,u110505_10_00,c000301,4,camiseta
35E5355A,u111801_10_00,c000101,0,camiseta
35E80035,u117403_10_00,c000201,2,camiseta
35ED6C4E,u050605_10_00,c000301,4,camiseta
35F52D34,u040101_10_00,c000101,0,camiseta
35F5A279,u117407_10_00,c000401,6,camiseta
35F7C177,u117401_10_00,c000101,0,camiseta
35FE1083,u050102_10_00,c000101,1,camiseta
36045075,u117403_10_00,c000201,2,camiseta
362F6511,u117403_10_00,c11500260,2,respaldo_equipo
363989FC,u117405_10_00,c000301,4,camiseta
365FDFD7,u081102_10_00,c000101,1,camiseta
3661762E,u111001_10_00,c000101,0,camiseta
36717617,u117405_10_00,c000301,4,camiseta
3671F95A,u04000370,c000101,1,propia
36731519,u117407_10_00,c000401,6,camiseta
367AC4ED,u050101_10_00,c000101,0,camiseta
3684C3CA,u115103_10_00,c000201,2,camiseta
36967700,u112501_10_00,c000101,0,camiseta
369CF121,u020403_10_00,c000201,2,camiseta
369E0DC9,u010301_10_00,c000101,0,camiseta
36A1B74E,u030405_10_00,c000301,4,camiseta
36AA6F18,u117401_10_00,c000101,0,camiseta
36BC9571,u010103_10_00,c000201,2,respaldo_generico
36CBDF23,u060901_10_00,c000101,0,camiseta
36D6F222,u031306_10_00,c000401,5,camiseta
36D8C89C,u020201_10_00,c000101,0,camiseta
36DD2A74,u117403_10_00,c000201,2,camiseta
36E1B606,u117405_10_00,c000301,4,camiseta
36F386A6,u115107_10_00,c000401,6,respaldo_equipo
37149815,u031306_10_00,c000401,5,camiseta
371F4043,u117403_10_00,c000201,2,camiseta
3723DC31,u117405_10_00,c000301,4,camiseta
372E4F37,u061501_10_00,c000101,0,camiseta
3731EC91,u115101_10_00,c000101,1,camiseta
37541D37,u112505_10_00,c000301,4,camiseta
375C67FE,u010351_10_00,c000101,0,portero
3768052F,u117401_10_00,c000101,0,camiseta
376A131E,u010101_10_00,c000101,0,camiseta
379A1961,u111505_10_00,c000301,4,camiseta
379DB5E0,u081103_10_00,c000201,2,camiseta
37A31C19,u111005_10_00,c000301,4,camiseta
37ABD217,u052001_10_00,c000101,0,camiseta
37B17F2E,u117403_10_00,c000201,2,camiseta
37B31C20,u117402_10_00,c000101,1,camiseta
37B3936D,u040901_10_00,c000101,0,camiseta
37C63A42,u117403_10_00,c000201,2,camiseta
37C77FB9,u117403_10_00,c000201,2,camiseta
37CB51D1,u11030010,c000101,0,propia
37D0DE29,u020905_10_00,c000301,4,camiseta
37DCD24E,u021501_10_00,c000101,0,respaldo_equipo
37DF3224,u117401_10_00,c000101,0,camiseta
37F058A7,u117208_10_00,c000301,7,camiseta
37FB6C86,u061205_10_00,c000301,4,camiseta
37FBE3CB,u117406_10_00,c000401,5,camiseta
380A2CCC,u117405_10_00,c000301,4,camiseta
38377A08,u031101_10_00,c000101,0,camiseta
3838474F,u011102_10_00,c000101,1,respaldo_equipo
383CA25E,u117406_10_00,c000401,5,camiseta
38403F64,u117402_10_00,c000101,1,camiseta
3848C1C7,u117402_10_00,c000101,1,camiseta
384BE732,u117402_10_00,c000101,1,camiseta
38500FF0,u117401_10_00,c000101,0,camiseta
3855B5EA,u010101_10_00,,,respaldo_generico
386044A1,u117407_10_00,c000401,6,camiseta
38777B40,u117401_10_00,c000101,0,camiseta
387F85E3,u117401_10_00,c000101,0,camiseta
3881A91A,u010201_10_00,c000101,0,camiseta
3887A738,u11020010,c000101,0,propia
38907170,u041903_10_00,c000201,2,camiseta
38929D33,u117401_10_00,c000101,0,camiseta
389B266B,u020405_10_00,c000301,4,camiseta
38B93EA0,u117401_10_00,c000101,0,camiseta
38BF742E,u070105_10_00,c000301,4,camiseta
38C2CFD5,u115101_10_00,c000101,0,camiseta
38C5A39A,u032201_10_00,c000101,0,camiseta
38CBFED2,u081001_10_00,c000101,0,camiseta
38D801D6,u117407_10_00,c000401,6,camiseta
38D88E9B,u060401_10_00,c000101,0,camiseta
38E5D85F,u117407_10_00,c000401,6,camiseta
38F5572B,u111102_10_00,c000101,1,camiseta
3907C9AD,u032207_10_00,c000401,6,camiseta
391A6BE1,u117401_10_00,c000101,0,camiseta
391E6729,u010102_10_00,c000101,1,respaldo_generico
3927B268,u117402_10_00,c000101,1,camiseta
393627C5,u110905_10_00,c000301,4,camiseta
39373D1C,u111102_10_00,c000101,1,camiseta
393E8ED7,u020851_10_00,c000101,0,portero
394FB90B,u117401_10_00,c000101,0,camiseta
3950F704,u117405_10_00,c000301,4,camiseta
3952940A,u031501_10_00,c000101,0,camiseta
397B5497,u117402_10_00,c000101,1,camiseta
39825553,u117403_10_00,c000201,2,camiseta
398AABF0,u117403_10_00,c000201,2,camiseta
399265C7,u117402_10_00,c000101,1,camiseta
39A22E96,u117406_10_00,c000401,5,camiseta
39B51177,u117401_10_00,c000101,0,camiseta
39BDEFD4,u117401_10_00,c000101,0,camiseta
39C846FB,u117401_10_00,c000101,0,camiseta
39D288F8,u115107_10_00,c000401,6,camiseta
39E4F6AF,u010101_10_00,,,respaldo_generico
39F5103F,u031105_10_00,c000301,4,camiseta
39FEC869,u117402_10_00,c000101,1,camiseta
3A06813D,u032105_10_00,c000301,4,camiseta
3A0E7F9E,u117403_10_00,c000201,2,camiseta
3A2416BB,u040603_10_00,c000201,2,camiseta
3A25CC3D,u051305_10_00,c000301,4,respaldo_equipo
3A2F41A0,u021401_10_00,c000101,0,camiseta
3A31C519,u117401_10_00,c000101,0,camiseta
3A393BBA,u117407_10_00,c000401,6,camiseta
3A42B664,u117403_10_00,c11500260,2,respaldo_equipo
3A43EC0E,u050701_10_00,c000101,0,camiseta
3A4C9295,u117405_10_00,c000301,4,camiseta
3A4FB01A,u021201_10_00,c000101,0,camiseta
3A6C661D,u117401_10_00,c000101,0,camiseta
3A71C451,u030903_10_00,c000201,2,camiseta
3A7A1C07,u117402_10_00,c000101,1,camiseta
3A7FE6CC,u11010070,c000401,6,propia
3A869DCF,u115104_10_00,c000201,3,camiseta
3A8B61C9,u115107_10_00,c000401,6,camiseta
3A9EBF8F,u117405_10_00,c000301,4,camiseta
3AA36606,u117405_10_00,c000301,4,camiseta
3AB1359C,u050952_10_00,c000101,1,portero
3AB37E68,u020203_10_00,c000201,2,camiseta
3ABE5A3B,u030101_10_00,c000101,0,camiseta
3AD4236A,u117405_10_00,c000301,4,camiseta
3AD64064,u031604_10_00,c000201,3,camiseta
3AE2418F,u117207_10_00,c000401,6,camiseta
3AF95D6D,u020203_10_00,c000201,2,camiseta
3B057D74,u010101_10_00,c000101,0,camiseta
3B14A51E,u042001_10_00,c000101,0,camiseta
3B16495D,u117407_10_00,c000401,6,camiseta
3B1FF205,u020503_10_00,c000201,2,camiseta
3B490BFE,u110405_10_00,c000301,4,camiseta
3B4DD475,u117402_10_00,c000101,1,respaldo_equipo
3B5C5AF5,u060605_10_00,c000301,4,camiseta
3B5CD5B8,u117401_10_00,c000101,0,camiseta
3B5F9077,u115101_10_00,c000101,0,camiseta
3B610C31,u117406_10_00,c000401,5,camiseta
3B71145F,u020201_10_00,c000101,0,camiseta
3B735FAB,u050903_10_00,c000201,2,camiseta
3B77A207,u080505_10_00,c000301,4,camiseta
3B818639,u050701_10_00,c000101,0,camiseta
3B8DBD6D,u115108_10_00,c000301,7,camiseta
3B8EF8A2,u117407_10_00,c000401,6,camiseta
3B96DAE2,u115101_10_00,c000101,1,camiseta
3BA67C1A,u051301_10_00,c000101,0,camiseta
3BAE0C2A,u117405_10_00,c000301,4,camiseta
3BB3AE66,u030905_10_00,c000301,4,camiseta
3BB3BC24,u021501_10_00,c000101,0,respaldo_equipo
3BB87630,u117402_10_00,c000101,1,camiseta
3BCC15A9,u117401_10_00,c000101,0,camiseta
3BCF335C,u020602_10_00,c000101,1,camiseta
3BD4DB9E,u117405_10_00,c000301,4,camiseta
3BF3AF2E,u117405_10_00,c000301,4,camiseta
3BFFA375,u010101_10_00,,,respaldo_generico
3C165AD9,u020201_10_00,c000101,0,camiseta
3C1D0DC2,u041806_10_00,c000401,5,camiseta
3C1FE181,u117407_10_00,c000401,6,camiseta
3C2BE8EC,u050405_10_00,c000301,4,respaldo_equipo
3C3A1A48,u115105_10_00,c000301,4,camiseta
3C3A5C1A,u051602_10_00,c000101,1,respaldo_equipo
3C3E05A6,u117403_10_00,c11500260,2,respaldo_equipo
3C557D64,u117401_10_00,c000101,0,camiseta
3C55F229,u060805_10_00,c000301,4,camiseta
3C68A4ED,u117402_10_00,c000101,1,camiseta
3C78BC83,u118801_10_00,c000101,0,camiseta
3C87507E,u117406_10_00,c000401,5,camiseta
3C8C9357,u050901_10_00,c000101,0,respaldo_equipo
3CB1DEEC,u117401_10_00,c000101,0,camiseta
3CB48FDE,u071757_10_00,c000401,6,portero
3CBA06BA,u030703_10_00,c000201,2,camiseta
3CC00522,u080701_10_00,c000101,0,camiseta
3CC5BD75,u117402_10_00,c000101,1,camiseta
3CC69B80,u020905_10_00,c000301,4,camiseta
3CCDCC9B,u045601_10_00,c000101,0,camiseta
3CCF20D8,u045303_10_00,c000201,2,camiseta
3CDD7342,u117405_10_00,c000301,4,camiseta
3CEF5B1D,u117405_10_00,c000301,4,camiseta
3CF2F951,u117401_10_00,c000101,0,camiseta
3CFA07F2,u117401_10_00,c000101,0,camiseta
3CFE7E61,u010101_10_00,c000101,0,camiseta
3CFEACDB,u110602_10_00,c000101,1,camiseta
3D07D742,u117403_10_00,c000201,2,camiseta
3D0D4AEF,u042205_20_00,c000301,4,camiseta
3D1F1975,u117402_10_00,c000101,1,camiseta
3D2A5D65,u115103_10_00,c000201,2,camiseta
3D2D312A,u117406_10_00,c000401,5,camiseta
3D309366,u117405_10_00,c000301,4,camiseta
3D386DC5,u117405_10_00,c000301,4,camiseta
3D3C1456,u021005_10_00,c000301,4,camiseta
3D3CC6EC,u110608_10_00,c000301,7,camiseta
3D453A49,u117401_10_00,c000101,0,camiseta
3D65418C,u061301_10_00,c000101,0,camiseta
3D73B4DB,u117403_10_00,c000201,2,camiseta
3D76E5E9,u071705_10_00,c000301,4,camiseta
3D786C8D,u030701_10_00,c000101,0,camiseta
3D971753,u117401_10_00,c000101,0,camiseta
3D9ED3F0,u010151_10_00,c000101,0,portero
3DAACEDA,u117401_10_00,c000101,0,camiseta
3DC4E59B,u040101_10_00,c000101,0,camiseta
3DD430EE,u020201_10_00,c000101,0,camiseta
3DDD8BB6,u117406_10_00,c000401,5,camiseta
3DDF67F5,u041801_10_00,c000101,0,camiseta
3DEB4ED5,u080101_10_00,c000101,0,camiseta
3E05B927,u117403_10_00,c000201,2,camiseta
3E13C33D,u117406_10_00,c000401,5,camiseta
3E2E1AB4,u117406_10_00,c000401,5,camiseta
3E392555,u117407_10_00,c000401,6,camiseta
3E469E9A,u010555_10_00,c000301,4,portero
3E4E9E6F,u112305_10_00,c000301,4,camiseta
3E55F38F,u080305_10_00,c000301,4,camiseta
3E595FD8,u117401_10_00,c000101,0,camiseta
3E5BB39B,u041701_10_00,c000101,0,camiseta
3E652FDD,u115101_10_00,c000101,0,camiseta
3E691489,u051601_10_00,c000101,0,camiseta
3E697E0F,u117401_10_00,c000101,0,camiseta
3E779B17,u117403_10_00,c000201,2,camiseta
3E83032C,u117403_10_00,c000201,2,camiseta
3E899E81,u117403_10_00,c000201,2,camiseta
3E8BFD8F,u031001_10_00,c000101,0,camiseta
3E9BCD1B,u117403_10_00,c000201,2,camiseta
3EA257BE,u050101_10_00,c000101,0,camiseta
3EB44708,u117401_10_00,c000101,0,camiseta
3EB702C7,u115104_10_00,c000201,3,camiseta
3EBCB9AB,u117405_10_00,c000301,4,camiseta
3EBE33C0,u081201_10_00,c000101,0,camiseta
3EC1EE27,u117401_10_00,c000101,0,camiseta
3EC66FC1,u061705_10_00,c000301,4,camiseta
3ECAB93C,u070301_10_00,c000101,0,camiseta
3ECB5A6B,u117403_10_00,c000201,2,respaldo_equipo
3ED67BC3,u010107_10_00,c000401,6,respaldo_generico
3EDCC326,u117405_10_00,c000301,4,camiseta
3EF760B5,u117406_10_00,c000401,5,camiseta
3EFCB8E3,u030803_10_00,c000201,2,camiseta
3F038410,u117405_10_00,c000301,4,camiseta
3F08D30B,u080155_10_00,c000301,4,portero
3F14143F,u080101_10_00,c000101,0,camiseta
3F1EA911,u117401_10_00,c000101,0,camiseta
3F350A82,u117405_10_00,c000301,4,camiseta
3F3BBF71,u040101_10_00,c000101,0,camiseta
3F3ED2D4,u030805_10_00,c000301,4,camiseta
3F41691B,u117405_10_00,c000301,4,camiseta
3F424FEE,u021301_10_00,c000101,0,camiseta
3F42F00E,u11130060,c000401,5,propia
3F4918F5,u040401_10_00,c000101,0,camiseta
3F4BF4B6,u117401_10_00,c000101,0,camiseta
3F570A07,u115105_10_00,c000301,4,camiseta
3F59A72C,u117402_10_00,c000101,1,camiseta
3F609EC3,u071001_10_00,c000101,0,camiseta
3F7568F0,u115103_10_00,c000201,2,camiseta
3F762D3F,u117407_10_00,c000401,6,camiseta
3F7C59F7,u081202_10_00,c000101,1,camiseta
3F7ED39C,u117401_10_00,c000101,0,camiseta
3F84F4AD,u010501_10_00,c000101,0,camiseta
3F928EB7,u020102_10_00,c000101,1,camiseta
3F99D9AC,u041701_10_00,c000101,0,camiseta
3F9B35EF,u117402_10_00,c000101,1,camiseta
3FAB7EBE,u051607_10_00,c000401,6,camiseta
3FBB4E2A,u030601_10_00,c000101,0,camiseta
3FC200D0,u010105_10_00,c000301,4,respaldo_generico
3FC7D310,u117403_10_00,c000201,2,camiseta
3FD12647,u060706_10_00,c000401,5,camiseta
3FD1A90A,u117401_10_00,c000101,0,camiseta
3FEC7083,u117401_10_00,c000101,0,camiseta
3FFB4F62,u117405_10_00,c000301,4,camiseta
4004409E,u117402_10_00,c000101,1,camiseta
400F98C8,u030701_10_00,c000101,0,camiseta
4012B5C9,u061306_10_00,c000401,5,camiseta
402212EF,u115105_10_00,c000301,4,camiseta
4030224F,u010605_10_00,c000301,4,camiseta
4030AD02,u117404_10_00,c000201,3,camiseta
4032CE0C,u117401_10_00,c000101,0,camiseta
4046CEAF,u115101_10_00,c000101,1,camiseta
40476723,u117405_10_00,c000301,4,camiseta
404B32A9,u110602_10_00,c000101,1,camiseta
404BE013,u021002_10_00,c000101,1,camiseta
405AC56F,u117401_10_00,c000101,0,camiseta
4068ED30,u117403_10_00,c000201,2,camiseta
40702307,u117403_10_00,c000201,2,camiseta
407ABEAA,u042206_20_00,c000401,5,camiseta
40A3C4AB,u020253_10_00,c000201,2,portero
40A893B0,u041801_10_00,c000101,0,camiseta
40B4C6FD,u050701_10_00,c000101,0,respaldo_equipo
40D802B2,u117401_10_00,c000101,0,camiseta
40DD3A9F,u117401_10_00,c000101,0,camiseta
40E0E316,u117401_10_00,c000101,0,camiseta
411F50A8,u117401_10_00,c000101,0,camiseta
4122066C,u060802_10_00,c000101,1,camiseta
41228921,u117401_10_00,c000101,0,camiseta
414DEE0D,u115108_10_00,c000301,7,camiseta
4161AE9C,u020202_10_00,c000101,1,camiseta
416AF987,u041801_10_00,c000101,0,camiseta
41850D14,u117401_10_00,c000101,0,camiseta
4189589E,u110605_10_00,c000301,4,camiseta
41898A24,u020403_10_00,c000201,2,camiseta
4198AF58,u117401_10_00,c000101,0,camiseta
419FC317,u115103_10_00,c000201,2,camiseta
41AA8707,u117403_10_00,c000201,2,camiseta
41B24930,u117405_10_00,c000301,4,camiseta
41B7F167,u080706_10_00,c000401,5,camiseta
41B8D49D,u045301_10_00,c000101,0,camiseta
41C37B9B,u071701_10_00,c000101,0,camiseta
41C62AA9,u117406_10_00,c000401,5,camiseta
41F0A43B,u117405_10_00,c000301,4,camiseta
41F2C735,u117403_10_00,c000201,2,camiseta
4201D97A,u117401_10_00,c000101,0,camiseta
42029CB5,u115101_10_00,c000101,1,camiseta
420BADB2,u081201_10_00,c000101,0,camiseta
422E5369,u117405_10_00,c000301,4,camiseta
4235044B,u111305_10_00,c000301,4,camiseta
42369D5E,u117407_10_00,c000401,6,camiseta
423C00F3,u117401_10_00,c000101,0,camiseta
4242FEC7,u117401_10_00,c000101,0,camiseta
42695D54,u117407_10_00,c000401,6,camiseta
42747055,u117401_10_00,c000101,0,camiseta
4276135B,u117406_10_00,c000401,5,camiseta
427F274E,u070305_10_00,c000301,4,camiseta
4284CAC9,u117405_10_00,c000301,4,camiseta
428CBB27,u117405_10_00,c000301,4,camiseta
429B84C6,u117403_10_00,c000201,2,camiseta
42A65D4F,u117406_10_00,c000401,5,camiseta
42A6D202,u060703_10_00,c000201,2,camiseta
42B02755,u117401_10_00,c000101,0,camiseta
42DC8AFB,u051605_10_00,c000301,4,camiseta
42E57AF2,u020103_10_00,c000201,2,camiseta
42EE2DE9,u041706_10_00,c000401,5,camiseta
42F300E8,u010501_10_00,c000101,0,camiseta
430EC21A,u021201_10_00,c000101,0,camiseta
4312DB98,u115101_10_00,c000101,1,camiseta
4325EC2D,u010105_10_00,c000301,4,camiseta
432710C5,u020101_10_00,c000101,0,camiseta
432C47DE,u041703_10_00,c000201,2,camiseta
43316ADF,u010506_10_00,c000401,5,camiseta
4346A0FE,u117401_10_00,c000101,0,camiseta
434ED110,u117401_10_00,c000101,0,camiseta
4359EEF1,u117401_10_00,c000101,0,camiseta
43643778,u117407_10_00,c000401,6,camiseta
43724D62,u117405_10_00,c000301,4,camiseta
438094F0,u117407_10_00,c000401,6,camiseta
438B4CA6,u030805_10_00,c000301,4,camiseta
43AB265F,u061705_10_00,c000301,4,camiseta
43AB3763,u117402_10_00,c000101,1,camiseta
43B4796C,u117405_10_00,c000301,4,camiseta
43B4F621,u010705_10_00,c000301,4,camiseta
43B61A62,u117405_10_00,c000301,4,camiseta
43C3B34D,u117407_10_00,c000401,6,camiseta
43EC395E,u117405_10_00,c000301,4,camiseta
43F4F769,u117403_10_00,c000201,2,camiseta
