# Lo que suma cada objeto a los siete stats.
# id = los 4 bytes tal y como aparecen en la partida.
# Lo genera herramientas/construir_stats.py.
id,categoria,potencia,control,tecnica,presion,fisico,agilidad,inteligencia
AB5340D9,equipo-4-especial,0,0,0,8,0,0,9
F2ED06DB,equipo-4-especial,0,0,0,19,0,0,22
C587C4DA,equipo-4-especial,0,0,0,0,21,0,20
40918BDF,equipo-4-especial,13,11,0,0,0,0,0
77FB49DE,equipo-4-especial,0,28,30,0,0,0,0
2E450FDC,equipo-4-especial,30,0,40,0,0,0,0
192FCDDD,equipo-4-especial,0,0,0,12,11,0,0
246891D6,equipo-4-especial,0,0,0,27,26,0,0
130253D7,equipo-4-especial,0,0,0,0,12,0,14
CA29E180,equipo-4-especial,0,0,0,35,0,0,35
FD432381,equipo-4-especial,25,25,25,0,0,0,0
A4FD6583,equipo-4-especial,0,0,0,25,25,0,25
