# De donde sale cada supertecnica y si se le puede dar a un jugador (NOTAS O-171).
# Lo genera herramientas/construir_tecnicas_origen.py.
id,nombre,origen,obtenible
DE8A6516,Pingüino perfecto,personaje,si
2016E016,Pingüinos de luz y sombra,tienda,si
BDA94B41,Pinzas cortantes,personaje,si
70B17E45,Piroquinesis,personaje,si
16C43DEF,Pirueta rascacielos,tienda,si
0764BBA5,Pisotón de Dolmega,kenshin,no
B87A75B4,Pisotón de justicia,personaje,si
BD35B23C,Pisotón de Magnatas,kenshin,no
2B05B54B,Pisotón de mamut,kenshin,no
F1C1B765,Pisotón de sumo,personaje,si
3F39D788,Pisotón vigoroso,personaje,si
50173127,Placaje de grifo,kenshin,no
EA4638BE,Placaje de oso lunar,kenshin,no
7C763FC9,Placaje de oso pardo,kenshin,no
B784D54B,Placaje extremo,personaje,si
C97ECBFA,Plumas brillantes,personaje,si
1CCF1AAC,Polen devastador,personaje,si
5288556A,Polvo de réquiem,personaje,si
DE87C23E,Pompa de chicle,personaje,si
7A3F0A0E,Portal dimensional,personaje,si
3A969C9A,Portal dimensional,kenshin,no
2FC0D92F,Portón del castillo,personaje,si
DAE1441B,Presa,personaje,si
3E200572,Presa,override,no
AB48309B,Presa de sombras,personaje,si
3921A2F5,Presa de zarcillo,personaje,si
8E06E524,Presa fractal,personaje,si
5F71DFB1,Presa titánica,kenshin,no
9FB6D927,Prima donna,personaje,si
3F65301A,Prisión escarlata,kenshin,no
0A06F8B0,Proyectil de ozono,personaje,si
9BC0528A,Proyectil letal,personaje,si
481E0F52,Psicorremate,personaje,si
E2F3F24A,Puente sin final,personaje,si
688DC497,Puerta astral,personaje,si
DBF93605,Puño de arena,personaje,si
B9EAF38A,Puño de furia,personaje,si
CB517818,Puño metralleta,kenshin,no
95BE79C3,Puño vengativo,tienda,si
9E85B558,Puños certeros,personaje,si
0F5312EA,Puños voladores,personaje,si
75E713B8,Pájaro ardiente,personaje,si
7BB1A137,Pájaro de fuego,personaje,si
092F144B,Rapto divino,personaje,si
08025533,Rayo celeste,kenshin,no
0B361368,Rayo de diamantes,personaje,si
84C27918,Rayo de diamantes curvo,personaje,si
608FE97F,Rayo de Ganímedes,personaje,si
338AE850,Rayo de puño,personaje,si
9405E19C,Rayo demoníaco,kenshin,no
5FE70696,Rayo oscuro,personaje,si
DE3425F7,Rayo oscuro,tienda,si
7CD5D588,Rayos del juicio,personaje,si
3A90B7A6,Rebote de Garius,kenshin,no
ACA0B0D1,Rebote de Guirius,kenshin,no
F41CA91F,Recepción negativa,personaje,si
F051315B,Rechace de fuego,personaje,si
80EE174A,Red de caza,personaje,si
FFF8EAD9,Red de caza,kenshin,no
2234F4DC,Regate aurora,personaje,si
53BDEE08,Regate disimulado,personaje,si
3EF63183,Regate divino,personaje,si
90C08DF8,Regate en Z,personaje,si
2E7B4170,Regate espejismo,personaje,si
C7EC674F,Regate fantasmal,personaje,si
446AA917,Regate múltiple,personaje,si
DD36D76D,Regate rítmico,personaje,si
3F689732,Regate supersónico,personaje,si
F5A73140,Regate topo,personaje,si
5756CCB7,Relámpago bestial,kenshin,no
21BEF266,Relámpago saltón,personaje,si
42052599,Relámpago volcánico,personaje,si
147377A5,Remate asalto,personaje,si
E0B83274,Remate Bahamut,personaje,si
630848ED,Remate cazaosos,personaje,si
ABDEE9BC,Remate caótico,personaje,si
97D78FD7,Remate caótico,override,no
8874C30A,Remate celestial,personaje,si
67FB9048,Remate combinado,personaje,si
A719A830,Remate combinado F,personaje,si
F01EF55B,Remate combinado F,override,no
257B9E02,Remate de Gaia,personaje,si
EC052D23,Remate del tigre,personaje,si
E2EDDF4D,Remate del águila,personaje,si
328297C6,Remate dinosaurio,personaje,si
633EFC2C,Remate dragón,personaje,si
88FC372A,Remate en V,personaje,si
26FC3F90,Remate en zigzag,personaje,si
9B48A6AA,Remate espiral,personaje,si
E628B329,Remate gafas,personaje,si
9E9B985F,Remate guiverno,personaje,si
D2F3647B,Remate halcón,personaje,si
DA79BDB3,Remate misil,personaje,si
54543E2D,Remate múltiple,personaje,si
5E4F14E6,Remate orbital,personaje,si
EE2A9EC1,Remate Pegaso,personaje,si
77C50772,Remate planeador,personaje,si
0B00A7A9,Remate rebotado,personaje,si
5DC8B574,Remate seguridad,personaje,si
50915249,Remate serpiente,personaje,si
7F74CD53,Remate Tarzán,personaje,si
9A5EF43B,Remate triple,personaje,si
BF96F52B,Remate tsunami,personaje,si
AF1B85D8,Remate unicornio,personaje,si
4DF6224E,Rematerialización,personaje,si
BFADE6C2,Remolino acuático,personaje,si
3ABBA9C7,Remolino cortante,personaje,si
BBE07E86,Remolino de hojas,personaje,si
4BBF1789,Remolino polvoriento,personaje,si
47DBBC44,Remolino ígneo,personaje,si
82477007,Repulsión,personaje,si
F086A54E,Resplandor cegador,personaje,si
49334E2A,Ritmo agresivo,personaje,si
458E517D,Ritmo eléctrico,personaje,si
467E091C,Rizo de dragón,personaje,si
411A7DA3,Robo fantástico,personaje,si
88EC3AA2,Robo mimético,personaje,si
58837229,Robo planetario,personaje,si
5778826C,Robo rodante,personaje,si
835F0219,Robo rápido,personaje,si
FEB7E3BA,Robo sigiloso,personaje,si
82BBFA73,Robo teatral,personaje,si
815608B2,Roca volcánica,personaje,si
804DFD0B,Rodillazos atómicos,personaje,si
41145D2C,Romance de los tres reinos,personaje,si
57A5DD31,Romance de los tres reinos,kenshin,no
AF0B8850,Rompehielos,personaje,si
AF8D5CFF,Rompetiros,personaje,si
51992DDF,Rotación inversa,personaje,si
83FCE858,Rueda infernal,personaje,si
9DB66431,Rueda infernal,override,no
3C46FCBB,Rugido de Doruga,kenshin,no
8617F522,Rugido de Goliger,kenshin,no
AA76FBCC,Rugido de león,kenshin,no
A6B1BA40,Ruptura planetaria,personaje,si
B4AD39B0,Ruptura relámpago,personaje,si
6A50DD8E,Ruptura relámpago,ninguna,no
40A40AFD,Ruptura relámpago,kenshin,no
5A028CA2,Ruptura relámpago CG,tienda,si
0EE88AB5,Ruta de la Seda,personaje,si
0C64D316,Ráfaga de tiros,kenshin,no
B8E28C1C,Sabiduría divina,personaje,si
6EF1C236,Sacrificio,personaje,si
0A2DE6D1,Salto champiñón,personaje,si
BF2512E2,Salto de antílope,kenshin,no
29151595,Salto de antílope oscuro,kenshin,no
93441C0C,Salto de Pamerio,kenshin,no
8D3124D8,Salto del cisne,tienda,si
7670BFA2,Salto dimensional,personaje,si
C3DBA1D0,Salto explosivo,personaje,si
15EDD114,Salto incandescente,personaje,si
A8DC1B26,Salto lunar,personaje,si
FBCA9026,Samba letal,personaje,si
A2FC2204,Sapo ninja,personaje,si
F94B6EAD,Segadora,personaje,si
3BADFB56,Sello gigante,personaje,si
4D55C80F,Sentencia final,kenshin,no
1EED0E66,Siega baja,personaje,si
C5929417,Siega central,personaje,si
A05B65C6,Sierra celestial,personaje,si
667B1BFE,Sinergia de Angidra,kenshin,no
4A1A1510,Sinergia de Cerbegira,kenshin,no
F04B1C89,Sinergia de Saranarja,kenshin,no
C26E1900,Sismo,personaje,si
8D91493E,Sombra de Orión,personaje,si
03945366,Sonata del olvido,personaje,si
2A1DC755,Sorpresa,personaje,si
155E36DD,Sorteo de balón,personaje,si
332A85B6,Soy todopoderoso,personaje,si
685865AF,Soy todopoderoso,kenshin,no
43BD3A61,Subida a los cielos,personaje,si
7247793D,Submarinismo salvaje,personaje,si
73006B16,Superarmadillo,personaje,si
683E235E,Superelástico,personaje,si
710AE61A,Supermano celestial,tienda,si
1CF9AE6D,Supernova,personaje,si
1D770554,Superpeonza,personaje,si
19B26930,Superpisotón de sumo,personaje,si
CB7446F6,Superpuño invencible,personaje,si
A06DD107,Superrelámpago,personaje,si
1080AF00,Superremate rebotado,personaje,si
1E5EE9AF,Supertrampolín relámpago,personaje,si
3473992F,Supertrampolín relámpago,override,no
122F1F50,Taconazo,personaje,si
B63CCAB3,Taconazo parkour,personaje,si
EE997908,Tacón infernal,personaje,si
400C2F32,Telaraña,personaje,si
98C2A010,Teleportación,personaje,si
3C5CD169,Tiburón abisal,tienda,si
A7915C10,Tirachinas,personaje,si
6C48A8F3,Tiro a reacción,personaje,si
044047B7,Tiro amasado,personaje,si
8954255A,Tiro aéreo triple,tienda,si
6FF9BDA0,Tiro balista,personaje,si
CCA05227,Tiro capoeira,personaje,si
BC27E078,Tiro cegador,personaje,si
50A7E688,Tiro centrífugo,personaje,si
E345CD3D,Tiro circense,tienda,si
B3DC103D,Tiro con efecto,personaje,si
F2ED0B24,Tiro con rebote,personaje,si
2BA5D8AD,Tiro de arcabuz,personaje,si
5D3A1F8F,Tiro de francotirador,personaje,si
D636081F,Tiro del cometa,personaje,si
9D1C39CD,Tiro del corazón real,personaje,si
15652534,Tiro dinamita,personaje,si
BB53994F,Tiro dracoroniano,personaje,si
46C049FD,Tiro efervescente,personaje,si
859364D6,Tiro elefantino,personaje,si
22871315,Tiro espectral,personaje,si
FE2F1A12,Tiro espejismo,personaje,si
AC2264AB,Tiro fantasma,personaje,si
F59C22A9,Tiro galáctico,personaje,si
11A04950,Tiro giratorio,personaje,si
AD0282FB,Tiro magnético,personaje,si
E3CD391D,Tiro meteórico,personaje,si
C9CD2C33,Tiro pirueta,personaje,si
357B4A6B,Tiro potente,personaje,si
5B226AF2,Tiro radiocontrol,personaje,si
744A5172,Tiro rasante,personaje,si
4A31BCB0,Tiro rotativo,personaje,si
1044B13A,Tiro rotatorio,personaje,si
C112A44F,Tiro rotatorio,kenshin,no
B425CD90,Tiro sobrenatural,personaje,si
7E542B03,Tiro sombrío,kenshin,no
593B6DD1,Tiro supermasivo,tienda,si
A35F2D17,Tiro supermasivo,kenshin,no
73B38CDF,Tiro sónico,personaje,si
E8C04147,Tiro torre de Osaka,personaje,si
E6A04709,Tiro torre Eiffel,tienda,si
D3179C11,Tiro tramposo,personaje,si
DAF14993,Tiro vendaval,personaje,si
20B68DF0,Torbellino,personaje,si
BF1E010B,Torbellino de fuego,personaje,si
FF0EB516,Torbellino de fuego,kenshin,no
C6089F25,Torbellino dragón,personaje,si
BAFB8B3F,Torbellino gemelo,personaje,si
F9C39A8D,Torbellino interceptor,personaje,si
80FE1AC2,Torbellino trampolín,personaje,si
25E367AA,Tormenta de arena,personaje,si
7CC5D800,Tormenta de fuego,personaje,si
C27E1488,Tormenta de fuego,kenshin,no
2B61C697,Tormenta de fuego,ninguna,no
A495ACE7,Tormenta de fuego,ninguna,no
124336FE,Tormenta de fuego,override,no
20B3E8C9,Tormenta de fuego,override,no
CC003FC1,Tormenta de pétalos,personaje,si
7E7CB2C5,Tormenta del desierto,personaje,si
029C2CF0,Tormenta del tigre,personaje,si
8CAA6728,Tormenta del tigre,override,no
EC3399E2,Tormenta dimensional,personaje,si
41B430CA,Tormenta eléctrica,personaje,si
BD04D9AC,Tormenta eléctrica,kenshin,no
CC28A607,Tormenta estelar,personaje,si
9A6840FA,Tormenta solar,personaje,si
26CA8B51,Tornado de fuego,personaje,si
AEB397A8,Tornado de fuego A,personaje,si
834F0F91,Tornado de fuego DD,personaje,si
F43CE2C0,Tornado de fuego DD,override,no
DF9C3787,Tornado de fuego DT,personaje,si
9EAD2C9E,Tornado de fuego DT,ninguna,no
74C55327,Tornado de fuego DT,override,no
23EB1F5F,Tornado de fuego meteoro,personaje,si
E47D5E10,Tornado de fuego meteoro V,kenshin,no
680530B7,Tornado doble,personaje,si
2189A5D9,Tornado doble,override,no
F9D39705,Tornado dragón,personaje,si
860FA4BA,Tornado dragón,ninguna,no
3E45D64A,Tornado inverso,personaje,si
FA628256,Tornado oscuro,personaje,si
D9F3BB09,Tornado venenoso,personaje,si
41E8D758,Toro a la fuga,personaje,si
7D5B7EB1,Torpedo tridente,kenshin,no
A0F528AF,Torre inexpugnable,personaje,si
EE3A9349,Torre perfecta,personaje,si
37B30E40,Tortuga danzarina,personaje,si
9E0D4178,Trampa vegetal,personaje,si
7E598C2B,Trance melódico,personaje,si
FF0FFC42,Trance temporal,personaje,si
ED9B8B92,Trayectoria perfecta,personaje,si
6C58A57B,Tren loco,tienda,si
422DBC5F,Trimano celestial,tienda,si
5E2B2C55,Trimano celestial,override,no
5F6FF2B6,Tripegaso,personaje,si
05E855C7,Triple amenaza,personaje,si
54C9A24F,Triple amenaza,override,no
23A69CF0,Triple amenaza,kenshin,no
ED137FB2,Triángulo letal,personaje,si
FEA7EE32,Triángulo letal 2,personaje,si
2F60B4C9,Triángulo letal final,personaje,si
C1CA2F5E,Triángulo letal final,override,no
34D608A1,Triángulo letal triturador,ninguna,no
A170143E,Triángulo letal triturador,override,no
58937FA1,Triángulo múltiple,personaje,si
0DEA782F,Triángulo Z,personaje,si
2EC8A6B9,Triángulo ZZ,personaje,si
FE9CFDDB,Truco balonazo,personaje,si
6F4A5A69,Truco de magia,personaje,si
A189296D,Trueno celestial,personaje,si
1481DD5E,Trueno de primavera,personaje,si
76DB1A05,Trueno de primavera,ninguna,no
FA728FDE,Tuneladora,personaje,si
1DD4EF15,Tuya-mía doble,personaje,si
CD084057,Técnica kung-fu,personaje,si
CF94147C,Túnel tornado,personaje,si
F2F2F5EE,Túnel tornado,kenshin,no
74741221,Ultraluna,personaje,si
42A5487F,Ultramanos mágicas,personaje,si
292A06A9,Ultrasonidos,personaje,si
96E3EB6C,Unificar,personaje,si
BE3EE75B,Uno para todos,personaje,si
89F448BC,Uñas afiladas,personaje,si
708F3D16,Vaselina,personaje,si
EBE78D33,Velo de sirena,personaje,si
183CC209,Ventisca de fuego,personaje,si
6E671B11,Ventisca de fuego,personaje,si
3DF4C319,Ventisca eterna,personaje,si
590DD910,Ventisca guiverno,personaje,si
F5D603ED,Ventisca guiverno,override,no
A49E09A2,Ventisca triple,ninguna,no
C93DA08C,Ventisca triple,override,no
155391F5,Victoria tricolor,personaje,si
5DFE01B5,Viento celestial,personaje,si
FDA51CA8,Viento centelleante,personaje,si
C3290B2B,Visión de matriz,personaje,si
431ED020,Visto y no visto,personaje,si
A9EF7759,Voltaje dual,personaje,si
2ED8AB31,Voltereta circense,personaje,si
B148B384,Vuelo de fénix,kenshin,no
9596E005,Vuelo de halcón,kenshin,no
03A6E772,Vuelo de águila calva,kenshin,no
6CFB4F3A,Vuelo de Ícaro,personaje,si
7810B9EC,Vuelo volcánico,personaje,si
7BA1ACBF,Zambullida de Dolfinus,kenshin,no
47E0AFAD,Zapatazo dual,personaje,si
1020C2E6,Zarpazo poderoso,personaje,si
8A606301,Zarpazo real,kenshin,no
3A084E0E,Zero Magnum,personaje,si
0DD16BC6,Zigzag chispeante,personaje,si
3D6C3AB1,Zigzag de fuego,personaje,si
36DF020A,Zona de contención,personaje,si
1EC61007,Zona de seguridad,personaje,si
D73E7789,Zona sagrada,personaje,si
979FEAAE,Zona sigma,personaje,si
398248B4,¡Hala! ¡Un ovni!,personaje,si
04BF4A64,¡Hala! ¡Una bola de arroz!,personaje,si
D4A7FB1C,"¡Tormenta, tornado, huracán!",personaje,si
79A8A614,Águila bicéfala,personaje,si
564D390E,Águila implacable,personaje,si
689DC91F,Ángel de nieve,personaje,si
A8D1BC0E,Ímpetu de dragón,personaje,si
A274D624,Último recurso,personaje,si
2D80BC54,Último recurso,ninguna,no
2C5955BA,Último recurso: Dragón,personaje,si
16244E5D,Último recurso: Dragón,ninguna,no
6D684EA3,Último recurso: Sigma,personaje,si
B3F71296,Último recurso: Sigma,ninguna,no
