# Todas las supertecnicas del juego, de skill_config.
# categoria: columna 14, que separa las cuatro sin excepciones.
# subtipo: columna 9. Los nombres los aporto Aaron.
# poder (AT): columna 11. tp: columna 10. elemento: columna 12.
id,nombre,categoria,subtipo,subtipo_valor,elemento,poder,tp,nombre_interno,descripcion
7776E0BB,Cascabel,Tiro,normal (subtipo 8 sin identificar),8,Montana,300,50,whs01650,Un disparo acrobático que traza la trayectoria de una gran serpiente salvaje.
B425CD90,Tiro sobrenatural,Tiro,normal,0,Fuego,440,70,whs01660,Invoca al demonio que habita en tu interior. Disparo envuelto en alas de oscuridad.
F514D689,Ciclón blanco,Tiro,bloqueo de tiros,16,Viento,360,60,whs01670,"Una tormenta de luz cegadora recorre el campo, derribando todo a su paso hacia la portería."
3A084E0E,Zero Magnum,Tiro,bloqueo de tiros,16,,540,85,whs01680,Junta las energías de la luz y la oscuridad en un disparo supremo que borra todo a su paso.
7B395517,Estrella oscura,Tiro,normal (subtipo 8 sin identificar),8,Bosque,440,70,whs01690,Salta desde el campo hacia un espacio desconocido y ejecuta un disparo que atraviesa dimensiones con potencia aumentada.
05E855C7,Triple amenaza,Tiro,normal (subtipo 8 sin identificar),8,Montana,640,100,whs01700,Técnica de tiro evolucionada entre tres jugadores. Ejecuta un disparo triple que alcanza el máximo nivel de evolución.
44D94EDE,Leopardo de la ventisca,Tiro,normal (subtipo 8 sin identificar),8,Viento,440,70,whs01710,"A través de la ventisca que azota la llanura nevada, un feroz leopardo blanco se abalanza sobre la portería."
878A63F5,Furia de los elementos,Tiro,normal (subtipo 8 sin identificar),8,,540,85,whs01720,"Fusión de aire, bosque, fuego y montaña. Disparo que trasciende los elementos y lo destruye todo."
C6BB78EC,Ceniza negra,Tiro,normal,0,Bosque,440,70,whs01730,Tiro oscuro con una energía destructora que infunde desesperación y desata una niebla negra que se traga el campo.
012D39A3,Burbujas arcoíris,Tiro,tiro largo,4,Bosque,360,60,whs01740,Mete el balón en una burbuja y lánzalo contra la portería en una explosión multicolor.
401C22BA,Coletazo de dragón,Tiro,normal,0,Montana,440,70,whs01750,Tu espíritu se vuelve tan feroz que te crece una cola para lanzar el balón a la portería.
834F0F91,Tornado de fuego DD,Tiro,normal,0,Fuego,540,85,whs01760,Supertécnica que enlaza las llamas interiores con un efecto sinérgico de gran poder destructivo.
C27E1488,Tormenta de fuego,Tiro,normal,0,Fuego,720,120,whs01770,Invoca a un espíritu ardiente para lanzar la pelota en una lluvia de llamas giratoria hacia la red.
0D628C0F,Estocada de Lancelot,Tiro,normal,0,Fuego,800,140,whs01780,"Envuelve el balón en unas abrasadoras llamas oscuras y lánzalo con la precisión letal de un caballero, para mandarlo directamente hacia la red."
4C539716,Movimientos armónicos,Tiro,normal,0,Bosque,720,120,whs01790,Rompe el silencio con un golpe cristalino y envía el balón volando en una cascada de energía retumbante.
38AF09CC,Alas de halcón,Tiro,normal,0,Viento,800,140,whs01800,Elévate a través del viento con las alas extendidas y golpea el balón desde arriba con un estruendoso ataque de garra.
799E12D5,Caja de sorpresas,Tiro,normal,0,Bosque,800,140,whs01810,Atrapa el balón en una caja mágica conjurada y lánzalo cargado de energía oscura directamente a la portería.
BACD3FFE,Golpe justiciero,Tiro,normal,0,Viento,800,140,whs01820,Asciende con unas enormes alas y golpea el balón con un preciso y atronador movimiento.
FBFC24E7,Lanza de carámbanos,Tiro,normal,0,Viento,800,140,whs01830,Invoca una tormenta de hielo y envía el balón a toda velocidad hacia la portería por un camino helado.
3C6A65A8,Asalto aéreo,Tiro,normal,0,Montana,800,140,whs01840,Golpea el balón hacia el suelo y desgarra el campo mientras se dirige hacia la portería.
7D5B7EB1,Torpedo tridente,Tiro,normal,0,Viento,800,140,whs01850,Domina la furia del mar embravecido y alcanza el objetivo con un tiro similar al de un tridente.
BE08539A,Llamarada solar,Tiro,normal,0,Fuego,800,140,whs01860,Domina la radiante energía del sol y dispara un tiro ardiente directamente desde el cielo.
31FC39EA,Estocada samurái,Tiro,normal,0,Montana,800,140,whs01865,Imbuye el balón de energía a través de una rápida serie de ataques y abre la portería con un remate certero como una katana.
FF394883,Aliento blanco,Tiro,normal,0,Viento,800,140,whs01870,Acumula luz en un aliento abrasador de poder y la lanza hacia delante con una atronadora patada.
3025D004,Hacha del Azote negro,Tiro,normal,0,Bosque,800,140,whs01880,Golpea el suelo con una enorme hacha envuelta en energía y manda el balón a la portería con una fuerza imparable.
7114CB1D,Caliburn,Tiro,normal,0,,800,140,whs01890,Golpe tormentoso con una espada cargada de rayos que envía el balón a la portería en un deslumbrante arco eléctrico.
0FC5CBCD,Flamberge,Tiro,normal,0,Fuego,800,140,whs01900,Forja una espada ardiente con fuego abrasador y golpea el balón con una descarga abrasadora que estalla hacia la portería.
4EF4D0D4,Carga al galope,Tiro,normal,0,Montana,720,120,whs01910,Galopa hacia delante a toda velocidad y lanza el balón con un impulso de energía para mandarlo en un ataque en espiral hacia la red.
8DA7FDFF,Jaque mate,Tiro,normal,0,Bosque,720,120,whs01920,Desata un golpe cegador de poder arcano para impulsar el balón y sellar el destino del rival.
CC96E6E6,Desolación eterna,Tiro,normal,0,,800,140,whs01930,Carga la espada con el poder de las sombras y lanza el balón en un tiro en arco devastador.
0B00A7A9,Remate rebotado,Tiro,normal,0,Bosque,360,60,whs01940,Patada acrobática ejecutada con una capacidad de salto única y una trayectoria de rebote similar a la de un conejo.
4A31BCB0,Tiro rotativo,Tiro,normal,0,Viento,300,50,whs01950,Elévate creando un pequeño torbellino y ejecuta un disparo que usa el impulso de la rotación.
8962919B,Chut prehistórico,Tiro,normal,0,Montana,540,85,whs01960,"El balón ataca ferozmente la portería del campo contrario, como un tiranosaurio en busca de su presa."
C8538A82,Balón de plasma,Tiro,tiro largo,4,Viento,300,50,whs01970,"El balón, envuelto en plasma de alta tensión, avanza rozando el suelo con un movimiento ondulante."
074F1205,Disparo doble,Tiro,tiro largo,4,,360,60,whs01980,"Divide el balón en dos, golpea con ambos pies y vuelve a unir las dos partes para lanzar un disparo de una potencia nunca vista."
467E091C,Rizo de dragón,Tiro,normal (subtipo 8 sin identificar),8,Viento,440,70,whs01990,Desata un torbellino de energía dracónica en una única y poderosa explosión.
6E51AFD0,Onda chispeante,Tiro,tiro largo,4,Viento,440,70,whs02000,Manda el balón hasta el espacio como un cohete a una velocidad supersónica.
2F60B4C9,Triángulo letal final,Tiro,normal,0,Bosque,640,100,whs02010,Elévate sobre múltiples triángulos letales y lanza el balón a la Tierra con una fuerza sombría.
EC3399E2,Tormenta dimensional,Tiro,bloqueo de tiros,16,Bosque,540,85,whs02020,¡Chuta con todas tus fuerzas mientras el balón atraviesa una brecha dimensional!
AD0282FB,Tiro magnético,Tiro,normal (subtipo 8 sin identificar),8,Bosque,440,70,whs02030,Haz girar el balón con ambos pies para generar un campo magnético y lanzar un tiro imparable.
6A94C3B4,Impulso efímero,Tiro,normal (subtipo 8 sin identificar),8,Bosque,540,85,whs02040,Persigue el balón en el aire y aceléralo con una serie de toques rápidos para el disparo.
2BA5D8AD,Tiro de arcabuz,Tiro,tiro largo,4,Fuego,360,60,whs02050,Un jugador apunta y el otro dispara. Disparo combinado similar a un arcabuz.
E8F6F586,Flecha de Cupido,Tiro,tiro largo,4,Fuego,360,60,whs02060,Puesta en escena encantadora y fantástica. Disparo adorable en forma de flecha con corazón.
A9C7EE9F,Cabezazo gigatón,Tiro,normal (subtipo 8 sin identificar),8,Montana,440,70,whs02070,Crea una mano gigantesca con la cabeza y remata el balón con una fuerza descomunal.
66DB7618,Golpe cataclismo,Tiro,normal,0,Montana,440,70,whs02080,Tiro devastador que acumula energía maligna en el balón y horada el campo desde el aire.
27EA6D01,Engranajes aceleradores,Tiro,normal,0,Montana,360,60,whs02090,"Acelera con cada rebote, impulsado por un engranaje. Disparo imprevisible de trayectoria caótica."
593B6DD1,Tiro supermasivo,Tiro,bloqueo de tiros,16,Montana,640,100,whs02100,Envuelve el balón con una energía caótica y lánzalo con la fuerza de un meteorito devastador.
180A76C8,Caída planetaria,Tiro,normal (subtipo 8 sin identificar),8,Montana,360,60,whs02110,"Un sello invoca llamas espectrales que envuelven el balón, desencadenando un disparo en forma de hoja circular."
DB595BE3,Doble trallazo planetario,Tiro,bloqueo de tiros,16,Montana,440,70,whs02120,La perfecta sincronización en el momento del disparo aumenta al máximo la potencia del tiro.
9A6840FA,Tormenta solar,Tiro,normal (subtipo 8 sin identificar),8,Fuego,540,85,whs02130,Atraviesa las nubes y lanza un disparo abrasador que quema más que el sol estival.
5DFE01B5,Viento celestial,Tiro,normal,0,Viento,440,70,whs02140,Disparo kamikaze que desata un fuerte viento. Avanza por el campo arrasándolo todo a su paso.
1CCF1AAC,Polen devastador,Tiro,normal,0,Montana,540,85,whs02150,Esparce rosas de color negro carmesí en una elegante chilena cargada del poder del caos.
DF9C3787,Tornado de fuego DT,Tiro,normal,0,Fuego,640,100,whs02160,Lanza un Tornado de fuego triple con tres espirales de fuego que convergen en un tiro brutal.
9EAD2C9E,Tornado de fuego DT,Tiro,normal,0,Fuego,640,100,whs02170,Lanza un Tornado de fuego triple con tres espirales de fuego que convergen en un tiro brutal.
51B1B419,Gran explosión,Tiro,normal,0,,640,100,whs02180,Fusiona auras de luz y oscuridad en un tiro de una fuerza incomparable.
1080AF00,Superremate rebotado,Tiro,normal,0,Montana,440,70,whs02190,Disparo ejecutado por dos jugadores agarrados de las manos. Su trayectoria salta como un grupo de conejos.
00852BD3,Giro atómico,Tiro,tiro largo,4,Bosque,440,70,whs02200,Acumula partículas de luz de la atmósfera en el balón y luego lanza un tiro con energía concentrada.
41B430CA,Tormenta eléctrica,Tiro,normal,0,Viento,540,85,whs02210,Invoca nubes de tormenta sobre todo el cielo y ejecuta un disparo eléctrico desde un remolino.
82E71DE1,Katana crisantemo,Tiro,bloqueo de tiros,16,Fuego,540,85,whs02220,Rápido disparo con los ojos cerrados y en silencio. Su potencia dispersa las flores de crisantemo.
C3D606F8,Cañonazo de fragmentos,Tiro,tiro largo,4,,540,85,whs02230,Golpea el balón contra un enjambre de caparazones. Disparo que se fragmenta en siete potentes rayos láser.
044047B7,Tiro amasado,Tiro,tiro largo,4,Fuego,440,70,whs02240,Un disparo hinchado y redondo como una masa. Envuelve el campo con un aroma tostado.
45715CAE,Colmillo retorcido,Tiro,normal,0,Montana,540,85,whs02250,Disparo mucho más potente que el Chut prehistórico. Muestra la autoridad del rey de los dinosaurios.
86227185,Fulgor majestuoso,Tiro,normal,0,Viento,540,85,whs02260,Invoca el poder del Odín Mk-2 para blandir una lanza mejorada con la que chuta el balón.
C7136A9C,Corte Big Bang,Tiro,normal,0,Bosque,640,100,whs02270,Usa la función especial del Aquiles D9 para lanzar un corte explosivo contra la portería.
080FF21B,Ataque Omega,Tiro,normal,0,,640,100,whs02280,Tiro supremo de El Dorado. Entremezcla diferentes propiedades emitiendo una deslumbrante luz iridiscente.
493EE902,Aullido de licántropo,Tiro,normal,0,Fuego,640,100,whs02290,"Libera un rugido salvaje y ataca desde un acantilado, como una bestia oscura bajo la luna llena."
37EFE9D2,Mordisco de vampiro,Tiro,normal,0,Montana,640,100,whs02300,Dirige a una bandada de siniestros murciélagos para pintar el cielo nocturno de rojo carmesí.
76DEF2CB,Escena nocturna,Tiro,normal,0,Viento,640,100,whs02310,Utiliza un poder oscuro y sangriento para lanzar un tiro monstruoso iluminado por la luz de la luna.
B58DDFE0,Futuro negativo,Tiro,normal,0,Fuego,540,85,whs02320,Disparo con el pesar de los condenados a perecer. Condena al rival a un futuro desesperanzador.
F4BCC4F9,Doble hélice,Tiro,normal,0,Bosque,360,60,whs02330,Un aura con forma de muelle envuelve tus piernas para un disparo con trayectoria certera como una flecha.
332A85B6,Soy todopoderoso,Tiro,normal,0,Montana,540,85,whs02340,Condensa la energía de un gran tifón y la canaliza en el balón junto con tu propio poder.
721B9EAF,Impulso del equipo definitivo,Tiro,normal,0,Viento,640,100,whs02350,Requiere la fuerza de los 11 jugadores en el campo. Técnica brillante que emite un resplandor arcoíris.
B148B384,Vuelo de fénix,Tiro,normal,0,Fuego,800,140,whs02360,Prende fuego al balón en un mar de llamas y mándalo volando como un fénix contra la portería.
F079A89D,Golpe de Atenea,Tiro,normal,0,Viento,800,140,whs02370,"Avanza mientras tu keshin dispara dos orbes de energía roja y azul, que envuelven el balón en una esfera demoledora antes de mandarla a la portería."
3F65301A,Prisión escarlata,Tiro,normal,0,Montana,800,140,whs02380,Atrapa el balón en una mortífera jaula de plumas y lánzalo en un devastador tiro contra la red.
7E542B03,Tiro sombrío,Tiro,normal,0,Fuego,720,120,whs02390,Pega una patada titánica desde la oscuridad y golpea el balón en un torbellino de poder negro y rojo.
B2F9A6D7,Fiebre de luna llena,Tiro,normal,0,Bosque,800,140,whs02400,Golpea varias veces el balón y comprime la energía en una esfera lunar brillante antes de golpearlo por arriba.
F3C8BDCE,Asalto mortal,Tiro,normal,0,Montana,800,140,whs02410,Rompe el aire con un contundente golpe para mandar disparado el balón en un feroz estallido de energía.
309B90E5,Ataque de corazón,Tiro,normal,0,Viento,800,140,whs02420,"Dibuja un corazón rosa pálido con la espada, y luego lanza un tiro cautivador directo a la portería."
71AA8BFC,Ataque de corazón,Tiro,normal,0,Montana,800,140,whs02430,"Dibuja una aguamarina resplandeciente con la espada, y luego lanza un tiro hechizante directo a la portería."
B63CCAB3,Taconazo parkour,Tiro,normal,0,Viento,440,70,whs02440,Salta por el campo de un lado a otro y asesta un golpe salvaje al balón con el talón.
F70DD1AA,Choque de sirena,Tiro,normal (subtipo 8 sin identificar),8,Viento,300,50,whs02450,Gira y ataca con la gracia de una sirena para mandar el balón con gran elegancia hacia la portería.
345EFC81,Cabezazo catapulta,Tiro,tiro largo,4,Montana,300,50,whs02460,Fija la mirada en la portería y lanza el balón cual catapulta con un cabezazo letal.
756FE798,Fuego rápido,Tiro,tiro largo,4,Fuego,300,50,whs02470,Golpea el balón con una velocidad sobrehumana en un tiro ardiente difícil de parar.
BA737F1F,Chilena fulminante,Tiro,tiro largo,4,,440,70,whs02480,"Lanza un tiro aéreo con una chilena letal, inspirado en la técnica Proyectil letal."
FB426406,Balón de petróleo,Tiro,normal,0,Fuego,440,70,whs02490,Aprovecha la imparable fuerza del petróleo para lanzar un potentísimo tiro contra la portería.
859364D6,Tiro elefantino,Tiro,normal,0,Bosque,360,60,whs02500,"Lanza la pelota hacia adelante con un fuerte rodillazo, perfeccionado gracias al muay thai."
C4A27FCF,Fiebre del oro,Tiro,normal,0,Montana,440,70,whs02510,Desentierra los tesoros que se esconden bajo el campo y lanza un deslumbrante y demoledor tiro.
07F152E4,Misil arenoso,Tiro,normal,0,Montana,540,85,whs02520,Destroza el balón en una nube de arena que cae con fuerza sobre la portería.
46C049FD,Tiro efervescente,Tiro,normal (subtipo 8 sin identificar),8,Viento,540,85,whs02530,Envuelve el balón en agua hirviendo para abrasar al portero como se atreva a bloquearlo.
815608B2,Roca volcánica,Tiro,tiro largo,4,Fuego,540,85,whs02540,"Entierra el balón en el suelo y, tras convertirlo en roca fundida, lánzalo contra la portería."
C06713AB,Habichuelas mágicas,Tiro,tiro largo,4,Bosque,300,50,whs02550,Envuelve el balón en una enredadera colosal y lánzalo hacia la portería con una potencia imparable.
03343E80,Bota propulsora,Tiro,normal,0,Fuego,440,70,whs02560,Utiliza una bota mecánica para canalizar energía cósmica y potenciar el tiro con una fuerza arrolladora.
42052599,Relámpago volcánico,Tiro,normal (subtipo 8 sin identificar),8,Fuego,640,100,whs02570,Concentra la energía volcánica para invocar el poder del rayo y lanzar el balón con fuerza contra la red.
8D19BD1E,Amplificador mágico,Tiro,normal,0,Bosque,640,100,whs02580,Manda el balón por un círculo mágico que lo propulsa hacia adelante con un poder explosivo.
CC28A607,Tormenta estelar,Tiro,normal (subtipo 8 sin identificar),8,Viento,640,100,whs02590,Lanza el balón para desplegar un cielo lleno de estrellas que caen como meteoritos en la portería.
DC2D22D4,Golpe kabuki,Tiro,normal,0,Bosque,440,70,whs02600,Posa entre pétalos de cerezo que flotan por el aire y lanza un tiro imbuido del poder del kabuki.
9D1C39CD,Tiro del corazón real,Tiro,normal,0,Fuego,640,100,whs02610,Imbuye al balón con lealtad inquebrantable y lánzalo con la precisión de un devoto guerrero.
5E4F14E6,Remate orbital,Tiro,normal,0,Viento,640,100,whs02620,Controla la trayectoria del balón en pleno vuelo para un efecto imprevisible que pilla desprevenido al portero.
1F7E0FFF,Caída galáctica,Tiro,normal,0,,640,100,whs02630,Invoca una galaxia en miniatura en torno al balón que lo manda directo a la portería rival.
D8E84EB0,Grito del Edén,Tiro,normal,0,Bosque,640,100,whs02640,"Haz aparecer una fruta prohibida y destrózala, en una combinación de creación y destrucción."
99D955A9,La Tierra: Infinito,Tiro,normal,0,Montana,640,100,whs02650,Acumula poder infinito de compañeros y aliados por todo el universo para lanzar un tiro imparable.
5A8A7882,Contragolpe,Tiro,bloqueo de tiros,16,Viento,440,70,whs02660,Asesta un tiro demoledor que golpea con la fuerza del puño de un boxeador.
1BBB639B,Alba oscura,Tiro,normal,0,Viento,640,100,whs02670,"Un fulminante tiro combinado que, como un eclipse, refleja la armonía perfecta entre luz y sombra."
D4A7FB1C,"¡Tormenta, tornado, huracán!",Tiro,bloqueo de tiros,16,Viento,640,100,whs02680,Desata un huracán feroz que arrasa con todo hasta llegar a la portería a toda velocidad.
9596E005,Vuelo de halcón,Tiro,normal,0,Viento,800,140,whs02690,Abre las alas y alza el vuelo por el cielo para planear directamente hacia la portería.
03A6E772,Vuelo de águila calva,Tiro,normal,0,Montana,800,140,whs02691,"Atrapa el balón con las garras, fija la mirada en la portería y lánzate para dar un golpe decisivo."
EB47E0D5,Embate de lobo,Tiro,normal,0,Fuego,800,140,whs02700,"Salta con un poder salvaje, gira en el aire y lánzate hacia la portería."
7D77E7A2,Embate de lobo plateado,Tiro,normal,0,Bosque,800,140,whs02701,"Envuelve la bola en una onda de energía afilada como una sierra, y lánzala con una fuerza cortante."
C726EE3B,Embate de Dragnova,Tiro,normal,0,,800,140,whs02702,Crea una espada de energía concentrada y lánzala contra la portería con una fuerza explosiva.
AA76FBCC,Rugido de león,Tiro,normal,0,Bosque,800,140,whs02710,Suelta un rugido majestuoso y lanza el balón con la precisión implacable de un rey.
3C46FCBB,Rugido de Doruga,Tiro,normal,0,Fuego,800,140,whs02711,Suelta un aullido bestial que hace temblar el campo y golpea el balón con la fuerza de un cañón.
8617F522,Rugido de Goliger,Tiro,normal,0,Montana,800,140,whs02712,Lanza la pelota con un rugido ensordecedor que sacude el campo y golpea la red.
6925D6E7,Coletazo de Belion,Tiro,normal,0,Bosque,800,140,whs02720,Manda el balón disparado con un golpe de cola que envía una onda cortante por la portería.
FF15D190,Coletazo de Begiran,Tiro,normal,0,,800,140,whs02721,"Desata un ataque cruzado con un coletazo doble, utilizando la agilidad bestial de un animal."
4544D809,Coletazo de Pelion,Tiro,normal,0,Viento,800,140,whs02722,Gira en el aire y azota el suelo con la cola en un golpe acrobático y fulminante.
2814CDFE,Cañonazo de Ixaal,Tiro,normal,0,Viento,800,140,whs02730,Acumula un remolino de caos negro y libéralo en un colosal disparo de rayo.
BE24CA89,Cañonazo de Vairaas,Tiro,normal,0,Montana,800,140,whs02731,Envuelve el balón con una energía abrumadora y libera toda esa energía en una explosión devastadora.
EF828CB1,Averno de Guma,Tiro,normal,0,Fuego,800,140,whs02740,Devora la pelota de un bocado y escúpela en una llamarada carmesí que abrasa la portería.
AEB397A8,Tornado de fuego A,Tiro,normal (subtipo 8 sin identificar),8,Fuego,360,60,whs02750,Un remate fulminante envuelto en una feroz llamarada. Usa tu pierna derecha para disparar con potencia desde el aire.
6DE0BA83,Ave goleadora,Tiro,normal,0,Fuego,360,60,whs02760,"Gracias al poder del sol, esta chilena convierte el balón en un pájaro de fuego que vuela con una fuerza imparable."
2CD1A19A,Oso polar n.º 2,Tiro,normal,0,Montana,440,70,whs02770,Envuelve el balón en aire gélido y lánzalo hacia la portería con la ferocidad de un oso polar.
E3CD391D,Tiro meteórico,Tiro,normal,0,Fuego,540,85,whs02780,"Salta hacia el cielo con el poder de tus compañeros y golpea la pelota con un remate desde arriba, como si fuera un meteorito."
A2FC2204,Sapo ninja,Tiro,normal,0,Montana,440,70,whs02790,Confunde al portero con un tiro que rebota potenciado por la fuerza de un sapo ninja gigante.
D600BCDE,Ofensiva danzarina,Tiro,normal,0,Bosque,360,60,whs02800,Canaliza el ritmo y la intensidad de un baile a dos perfecto en un tiro deslumbrante e imparable.
9731A7C7,Lanza polar,Tiro,tiro largo,4,Viento,540,85,whs02810,Carga el balón de un frío abrumador y conviértelo en una irrompible bola de hielo que se clava en la portería.
54628AEC,Cabezazo fiero,Tiro,normal,0,Fuego,440,70,whs02820,Aplica de un cabezazo un efecto de retroceso y lanza una bola en llamas que arremete contra la portería.
155391F5,Victoria tricolor,Tiro,normal,0,Viento,540,85,whs02830,Invoca un torbellino entre tres jugadores y lanza tres balones hacia la portería desde tres direcciones diferentes.
D2C5D0BA,Daruma de fuego,Tiro,normal,0,Fuego,540,85,whs02840,Prende fuego al balón y lánzalo por el campo a la velocidad de un cañonazo.
93F4CBA3,Granizado de fuego,Tiro,normal,0,Bosque,440,70,whs02850,Añade un chisporroteo explosivo al Tornado de Fuego para desatar un ataque sorprendentemente poderoso.
50A7E688,Tiro centrífugo,Tiro,normal,0,Viento,300,50,whs02860,Haz girar el balón con ambos pies para cargar energía y genera un tiro devastador como un cañón de plasma.
1196FD91,Chilena de pingüino,Tiro,normal,0,Fuego,440,70,whs02870,Concentra el poder de los pingüinos en el balón y ve a por el gol con una potente chilena.
9E6297E1,Chilena de pingüino,Tiro,normal,0,Bosque,440,70,whs02875,Imbuye el balón de la fuerza de unos pingüinos curtidos en mil batallas para lanzar un poderoso ataque aéreo.
DE8A6516,Pingüino perfecto,Tiro,normal,0,Bosque,540,85,whs02880,Une las fuerzas de los pingüinos en torno al balón para formar un impecable pingüino que se precipita directamente hacia la portería.
9FBB7E0F,Lancero real,Tiro,tiro largo,4,Montana,640,100,whs02890,Tiro largo e incisivo como una lanza con el alma de un rey. Atraviesa la portería como un campeón absoluto.
E16A7EDF,Omnisabiduría divina,Tiro,normal,0,Viento,640,100,whs02900,Invoca la belleza de los cielos y la fuerza del relámpago para sacudir la tierra y marcar el inicio de un nuevo mito.
A05B65C6,Sierra celestial,Tiro,tiro largo,4,Viento,440,70,whs02910,Extiende las alas y ataca desde el cielo con un tiro que atraviesa el viento y perfora la portería.
630848ED,Remate cazaosos,Tiro,normal,0,Montana,360,60,whs02920,"Lanza un bestial disparo hacia la portería, capaz de derribar incluso a un oso."
223953F4,Frente frío,Tiro,normal,0,Viento,440,70,whs02930,Combina tu fuerza con la de un compañero para desatar un tiro con la fuerza de una ventisca brillante como la plata.
E5AF12BB,Liebre blanca,Tiro,normal,0,Bosque,360,60,whs02940,Carga veloz como una liebre y lanza una patada aérea llena de estilo.
A49E09A2,Ventisca triple,Tiro,normal,0,Viento,540,85,whs02950,Ataca con una certera y gélida patada que desata una triple ventisca sobre la portería.
67CD2489,Detonador,Tiro,normal,0,Bosque,540,85,whs02960,Carga el balón con patadas rápidas y lanza un tiro explosivo.
26FC3F90,Remate en zigzag,Tiro,normal,0,Viento,440,70,whs02970,Conviértete en un rayo y lanza un tiro que llega hasta el cielo.
E9E0A717,Combo cósmico,Tiro,normal,0,Bosque,640,100,whs02980,"Lanza la pelota cual meteorito para generar un ataque de inimaginable potencia, digno de una supernova."
A8D1BC0E,Ímpetu de dragón,Tiro,normal,0,Montana,440,70,whs02990,Canaliza el poder de un temible dragón para lanzar un certero y rugiente disparo.
0B361368,Rayo de diamantes,Tiro,normal,0,Montana,540,85,whs03000,Afila el balón con una ráfaga de patadas y conviértelo en un disparo brillante como un diamante.
84C27918,Rayo de diamantes curvo,Tiro,normal,0,Montana,540,85,whs03005,Lanza un tiro parabólico con el glorioso brillo del diamante para pillar al portero completamente desprevenido.
8954255A,Tiro aéreo triple,Tiro,normal,0,Bosque,640,100,whs03020,Impulsa el balón con un poderoso remolino y patéalo hacia la portería desde las alturas.
C8653E43,Desequilibrio de Pisa,Tiro,normal,0,Montana,440,70,whs03030,Remata una elegante chilena desde lo alto de la imponente torre.
0FF37F0C,Chut vitral,Tiro,normal,0,Viento,540,85,whs03040,"Salta entre hermosos vitrales e imbuye el balón de cristal, para luego hacerlo añicos con un poderoso tiro."
4EC26415,Llamada salvaje,Tiro,normal,0,Viento,540,85,whs03050,"Invoca la furia de la naturaleza con un tornado para lanzar un tiro tosco, pero devastador."
8D91493E,Sombra de Orión,Tiro,normal,0,,640,100,whs03060,"Golpea el balón junto a un tenebroso clon y desata un raudo disparo dual, que impactará con el doble de potencia."
CCA05227,Tiro capoeira,Tiro,normal,0,Bosque,440,70,whs03070,Inicia una danza y golpea el balón para enviarlo hacia la red mientras éste gira ferozmente.
03BCCAA0,Bala de cañón,Tiro,normal,0,Montana,360,60,whs03080,Enciende un cañón con una patada ígnea y dispara el balón directo a la red.
428DD1B9,Amanecer detonante,Tiro,normal,0,Fuego,540,85,whs03090,Convierte tu fuerza interior en un sol abrasador y dirige el balón hacia la portería en forma de luz cegadora.
3C5CD169,Tiburón abisal,Tiro,normal,0,Viento,540,85,whs03100,Envuelve el balón en un aura oscura y lanza un certero golpe que ataca al portero como un tiburón salvaje.
7D6DCA70,Cabezazo supermegatón,Tiro,normal,0,Montana,540,85,whs03110,"Añade un efecto de tornillo a un potente cabezazo, que lanza el balón con una fuerza asombrosa."
BE3EE75B,Uno para todos,Tiro,normal,0,Montana,540,85,whs03120,Golpea el balón con el triple de fuerza y lanza un tiro tan agudo como una espada.
FF0FFC42,Trance temporal,Tiro,normal,0,Montana,440,70,whs03130,Detén el balón en el tiempo con un misterioso poder y chuta en el instante perfecto.
3899BD0D,Hoja diamantina,Tiro,normal,0,Montana,640,100,whs03140,"Lanza una durísima patada para pulir el balón como un diamante y situarlo parabólicamente ante la portería, haciéndolo más difícil de parar."
79A8A614,Águila bicéfala,Tiro,normal,0,Viento,540,85,whs03150,Invoca un águila bicéfala para atacar y desatar un tiro de poder devastador.
BAFB8B3F,Torbellino gemelo,Tiro,normal,0,Fuego,440,70,whs03160,Divide el balón en dos para un brillante tiro combinado de alta intensidad que lo atraviesa todo.
FBCA9026,Samba letal,Tiro,normal,0,Bosque,440,70,whs03170,Baila al ritmo de una samba salvaje y supera al portero con un remate letal.
34D608A1,Triángulo letal triturador,Tiro,normal,0,Bosque,640,100,whs03180,"Lanza un tiro envuelto en hielo y remátalo en el aire, clavando en la red una colosal lanza teñida de oscuridad."
75E713B8,Pájaro ardiente,Tiro,normal,0,Fuego,360,60,whs03190,Ejecuta un remate de cabeza en llamas que se transforma en un ave de fuego y avanza fieramente hacia la portería.
65E2976B,Cornada de bisonte,Tiro,normal,0,Fuego,360,60,whs03200,Embiste con imparable fuerza y desata un tiro tan salvaje y brutal como un bisonte desbocado.
24D38C72,Granizado de fuego alto,Tiro,normal,0,Bosque,540,85,whs03210,"Dispara un tiro cargado con las esperanzas de tus compañeros, liberando un poder abrumador."
E780A159,Campo umbrío,Tiro,normal,0,,540,85,whs03220,Invoca un centenar de poderosas sombras que lo aplastan todo a su paso con una fuerza devastadora.
A6B1BA40,Ruptura planetaria,Tiro,normal,0,Viento,540,85,whs03230,Elévate más allá de la atmósfera y realiza un tiro capaz de arrasar con las estrellas.
6127FB0F,Orbe de Perseo,Tiro,normal,0,Bosque,640,100,whs03240,Invoca a un gran héroe de corazón justiciero para enviar el balón directo hacia la portería.
2016E016,Pingüinos de luz y sombra,Tiro,normal,0,Bosque,640,100,whs03250,Pingüinos angelicales y demoníacos se fusionan con el balón para crear una fuerza imparable.
