# Pasivas de entrenadores y gerentes por rol, arquetipo y clave (100 = Diamante). NOTAS O-163.
# pasiva_id como en la partida. Lo genera herramientas/construir_pasivas_personal.py.
rol,arquetipo,clave,ranura,pasiva_id
gerente,4,10,5,4D571A8B
gerente,4,11,1,068BE1F9
gerente,4,11,2,2DC757F0
gerente,4,11,3,6BDBF40E
gerente,4,11,4,BC8CECAE
gerente,4,11,5,2ABCEBD9
gerente,4,12,1,068BE1F9
gerente,4,12,2,2DC757F0
gerente,4,12,3,47BAFAE0
gerente,4,12,4,4D571A8B
gerente,4,12,5,2ABCEBD9
gerente,4,13,1,FDEBF379
gerente,4,13,2,6CF64CE9
gerente,4,13,3,6BDBF40E
gerente,4,13,4,BC8CECAE
gerente,4,13,5,2ABCEBD9
gerente,4,14,1,6CF64CE9
gerente,4,14,2,90BBE68E
gerente,4,14,3,47BAFAE0
gerente,4,14,4,2ABCEBD9
gerente,4,14,5,4D571A8B
gerente,4,100,1,59B85691
gerente,4,100,2,59B85691
gerente,4,100,3,C8A5E901
gerente,4,100,4,C8A5E901
gerente,4,100,5,C8A5E901
gerente,5,1,1,897F8B89
gerente,5,1,2,90BBE68E
gerente,5,1,3,D18AFD97
gerente,5,1,4,5493778C
gerente,5,1,5,61361465
gerente,5,2,1,897F8B89
gerente,5,2,2,90BBE68E
gerente,5,2,3,5E7E97E7
gerente,5,2,4,5493778C
gerente,5,2,5,DB671DFC
gerente,5,3,1,897F8B89
gerente,5,3,2,90BBE68E
gerente,5,3,3,C84E9090
gerente,5,3,4,61361465
gerente,5,3,5,F7061312
gerente,5,4,1,332E8210
gerente,5,4,2,2AEAEF17
gerente,5,4,3,5E7E97E7
gerente,5,4,4,5493778C
gerente,5,4,5,61361465
gerente,5,5,1,332E8210
gerente,5,5,2,2AEAEF17
gerente,5,5,3,721F9909
gerente,5,5,4,5493778C
gerente,5,5,5,DB671DFC
gerente,5,6,1,332E8210
gerente,5,6,2,2AEAEF17
gerente,5,6,3,BBF75087
gerente,5,6,4,61361465
gerente,5,6,5,F7061312
gerente,5,7,1,A51E8567
gerente,5,7,2,BCDAE860
gerente,5,7,3,C84E9090
gerente,5,7,4,5493778C
gerente,5,7,5,DB671DFC
gerente,5,8,1,A51E8567
gerente,5,8,2,BCDAE860
gerente,5,8,3,BBF75087
gerente,5,8,4,61361465
gerente,5,8,5,F7061312
gerente,5,9,1,A51E8567
gerente,5,9,2,BCDAE860
gerente,5,9,3,E42F9E7E
gerente,5,9,4,DB671DFC
gerente,5,9,5,F7061312
gerente,5,10,1,068BE1F9
gerente,5,10,2,2DC757F0
gerente,5,10,3,BBF75087
gerente,5,10,4,5493778C
gerente,5,10,5,DB671DFC
gerente,5,11,1,068BE1F9
gerente,5,11,2,2DC757F0
gerente,5,11,3,6BDBF40E
gerente,5,11,4,61361465
gerente,5,11,5,F7061312
gerente,5,12,1,068BE1F9
gerente,5,12,2,2DC757F0
gerente,5,12,3,47BAFAE0
gerente,5,12,4,DB671DFC
gerente,5,12,5,F7061312
gerente,5,13,1,FDEBF379
gerente,5,13,2,6CF64CE9
gerente,5,13,3,5E7E97E7
gerente,5,13,4,5493778C
gerente,5,13,5,61361465
gerente,5,14,1,6CF64CE9
gerente,5,14,2,2DC757F0
gerente,5,14,3,5E7E97E7
gerente,5,14,4,DB671DFC
gerente,5,14,5,5493778C
gerente,5,100,1,5E95EE76
gerente,5,100,2,5E95EE76
gerente,5,100,3,BB1C2916
gerente,5,100,4,BB1C2916
gerente,5,100,5,BB1C2916
